"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.02,0.89,1.02,1.149,1611.257,1,"B_0"
"2",0.079,-0.115,0.08,0.279,1383.311,1,"B_x"
"3",0.285,0.18,0.283,0.392,522.799,1.007,"psi"
"4",0.171,0.107,0.167,0.254,2256.311,1,"Sigma2_intercept"
"5",0.044,0.01,0.042,0.092,939.556,1,"Sigma2_psi"
"6",0.996,0.745,0.986,1.314,1760.821,1.001,"Sigma2_x"
"7",0.01,0,0.006,0.042,956.188,1.001,"Sigma2_epsilon"
"8",0.089,0.045,0.086,0.153,2261.828,1.001,"Sigma2_phi"
"9",-0.009,-0.042,-0.008,0.024,1911.519,1,"cov_int_psi"
"10",0.056,0.023,0.055,0.098,1499.812,1,"cov_int_phi"
"11",-0.016,-0.04,-0.015,0.004,1329.114,1.004,"cov_psi_phi"
"12",-0.009,-0.042,-0.008,0.024,1911.519,1,"cov_1"
"13",0.001,-0.022,0,0.025,1962.955,1.001,"cov_2"
"14",-0.001,-0.015,0,0.01,2443.021,1,"cov_3"
"15",0.195,0.101,0.192,0.307,1397.343,1,"cov_4"
"16",-0.053,-0.127,-0.051,0.009,1022.711,1.003,"cov_5"
"17",-0.003,-0.084,-0.001,0.071,223.33,1.014,"cov_6"
"18",0.577,0.516,0.576,0.644,3263.092,1,"Sigma2_e"
"19",0.099,0.089,0.099,0.109,6552.179,1,"Sigma2_ex"
"20",137.828,95.725,138.595,177.234,854.416,1.002,"lp_"
"21",1.007,0.861,1.007,1.149,1966.957,1,"B_0"
"22",-0.031,-0.201,-0.031,0.145,1775.949,1,"B_x"
"23",0.332,0.183,0.332,0.478,557.188,1.007,"psi"
"24",0.242,0.165,0.237,0.349,1891.413,1,"Sigma2_intercept"
"25",0.093,0.036,0.09,0.167,1234.287,1,"Sigma2_psi"
"26",0.762,0.58,0.752,0.995,1835.765,1,"Sigma2_x"
"27",0.014,0,0.01,0.054,1099.147,1,"Sigma2_epsilon"
"28",0.096,0.045,0.093,0.165,2687.01,1,"Sigma2_phi"
"29",-0.045,-0.098,-0.043,0.001,2496.374,1,"cov_int_psi"
"30",0.074,0.029,0.072,0.125,2077.936,1,"cov_int_phi"
"31",-0.042,-0.082,-0.041,-0.013,1551.065,1,"cov_psi_phi"
"32",-0.045,-0.098,-0.043,0.001,2496.374,1,"cov_1"
"33",-0.004,-0.04,-0.002,0.026,1390.726,1.004,"cov_2"
"34",-0.003,-0.026,-0.001,0.016,1681.169,1.004,"cov_3"
"35",0.234,0.137,0.23,0.35,2040.827,1,"cov_4"
"36",-0.119,-0.21,-0.117,-0.045,1585.615,1,"cov_5"
"37",-0.003,-0.084,-0.001,0.077,301.83,1.017,"cov_6"
"38",0.551,0.493,0.55,0.617,3668.496,1,"Sigma2_e"
"39",0.106,0.096,0.106,0.117,4696.664,1,"Sigma2_ex"
"40",127.223,87.697,127.002,166.353,980.86,1,"lp_"
"41",1.163,1.023,1.165,1.303,1621.52,1,"B_0"
"42",0.155,-0.036,0.155,0.348,1181.265,1.001,"B_x"
"43",0.233,0.07,0.232,0.405,440.983,1.001,"psi"
"44",0.213,0.14,0.208,0.315,2008.964,1.001,"Sigma2_intercept"
"45",0.105,0.052,0.101,0.181,2139.765,1,"Sigma2_psi"
"46",0.951,0.718,0.939,1.236,1750.592,1,"Sigma2_x"
"47",0.03,0,0.027,0.082,977.518,1,"Sigma2_epsilon"
"48",0.08,0.031,0.077,0.148,1861.49,1,"Sigma2_phi"
"49",-0.076,-0.134,-0.074,-0.029,2147.316,1,"cov_int_psi"
"50",0.069,0.028,0.067,0.118,1437.877,1,"cov_int_phi"
"51",-0.039,-0.077,-0.038,-0.009,1678.962,1,"cov_psi_phi"
"52",-0.076,-0.134,-0.074,-0.029,2147.316,1,"cov_1"
"53",0.007,-0.034,0.006,0.051,863.973,1,"cov_2"
"54",-0.011,-0.042,-0.01,0.016,1552.94,1,"cov_3"
"55",0.262,0.159,0.257,0.389,1739.807,1,"cov_4"
"56",-0.121,-0.214,-0.119,-0.041,1543.555,1.001,"cov_5"
"57",0.001,-0.127,0.001,0.122,296.379,1.001,"cov_6"
"58",0.566,0.505,0.564,0.639,3434.725,1,"Sigma2_e"
"59",0.1,0.09,0.099,0.111,6215.889,1,"Sigma2_ex"
"60",141.344,99.871,141.659,180.063,933.418,1,"lp_"
"61",0.861,0.709,0.862,1.004,960.005,1.003,"B_0"
"62",-0.105,-0.303,-0.107,0.09,897.209,1.001,"B_x"
"63",0.319,0.196,0.32,0.446,829.731,1.001,"psi"
"64",0.21,0.134,0.206,0.312,1426.13,1.002,"Sigma2_intercept"
"65",0.117,0.067,0.115,0.187,1902.641,1.001,"Sigma2_psi"
"66",1.104,0.84,1.089,1.451,1250.819,1.003,"Sigma2_x"
"67",0.014,0,0.01,0.05,1031.43,1,"Sigma2_epsilon"
"68",0.127,0.062,0.122,0.213,1422.513,1.001,"Sigma2_phi"
"69",-0.071,-0.125,-0.07,-0.027,1065.463,1.004,"cov_int_psi"
"70",0.08,0.032,0.078,0.143,1002.648,1.003,"cov_int_phi"
"71",-0.063,-0.109,-0.062,-0.029,1505.271,1.003,"cov_psi_phi"
"72",-0.071,-0.125,-0.07,-0.027,1065.463,1.004,"cov_1"
"73",-0.008,-0.044,-0.005,0.017,1655.154,1,"cov_2"
"74",0.004,-0.018,0.002,0.031,1822.65,1,"cov_3"
"75",0.276,0.163,0.269,0.422,964.511,1.003,"cov_4"
"76",-0.21,-0.319,-0.207,-0.122,1427.315,1.001,"cov_5"
"77",-0.001,-0.099,0,0.093,333.827,1.001,"cov_6"
"78",0.585,0.521,0.584,0.656,3088.316,1,"Sigma2_e"
"79",0.1,0.09,0.1,0.111,5688.695,1,"Sigma2_ex"
"80",125.974,85.855,126.24,165.632,880.511,1.004,"lp_"
"81",0.931,0.78,0.934,1.068,2155.121,1,"B_0"
"82",0.002,-0.176,0.001,0.183,2204.149,1,"B_x"
"83",0.313,0.198,0.313,0.423,2365.753,1,"psi"
"84",0.206,0.13,0.202,0.304,1881.611,1,"Sigma2_intercept"
"85",0.086,0.041,0.083,0.15,3495.547,1,"Sigma2_psi"
"86",0.813,0.622,0.801,1.06,2384.552,1,"Sigma2_x"
"87",0.005,0,0.002,0.025,2003.844,1,"Sigma2_epsilon"
"88",0.086,0.041,0.083,0.148,3033.823,1,"Sigma2_phi"
"89",-0.081,-0.132,-0.079,-0.04,2904.314,1,"cov_int_psi"
"90",0.078,0.038,0.076,0.129,2288.374,1,"cov_int_phi"
