"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.969,0.834,0.971,1.094,1437.464,1.001,"B_0"
-0.03,-0.218,-0.033,0.168,1162.386,1.001,"B_x"
0.3,0.002,0.306,0.572,284.165,1.007,"psi"
0.123,0.064,0.119,0.203,1802.246,1,"Sigma2_intercept"
0.112,0.061,0.109,0.183,2418.538,1,"Sigma2_psi"
0.968,0.736,0.958,1.276,2042.885,1.002,"Sigma2_x"
0.136,0.044,0.109,0.412,754.268,1.002,"Sigma2_phi"
0.031,0,0.017,0.161,764.899,1,"Sigma2_epsilon"
-0.067,-0.121,-0.065,-0.022,1191.877,1,"cov_int_psi"
0.058,0.013,0.056,0.112,960.509,1.002,"cov_int_phi"
-0.09,-0.144,-0.088,-0.049,1190.698,1,"cov_psi_phi"
-0.577,-0.854,-0.591,-0.212,1010.342,1,"cor_1"
0.043,-0.701,0.053,0.767,1036.388,1.001,"cor_2"
-0.25,-0.923,-0.299,0.643,668.162,1.002,"cor_3"
0.526,0.284,0.534,0.737,1070.793,1.001,"cor_4"
-0.773,-0.924,-0.782,-0.567,841.493,1,"cor_5"
0.052,-0.862,0.054,0.917,187.28,1.002,"cor_6"
-0.067,-0.121,-0.065,-0.022,1191.877,1,"cov_1"
0.003,-0.047,0.001,0.061,502.219,1.003,"cov_2"
-0.014,-0.097,-0.008,0.046,415.645,1.006,"cov_3"
0.18,0.085,0.176,0.302,1343.225,1.002,"cov_4"
-0.253,-0.369,-0.25,-0.158,1985.852,1,"cov_5"
0.012,-0.234,0.002,0.293,251.641,1.007,"cov_6"
0.591,0.532,0.589,0.657,5427.671,1,"Sigma2_e"
0.093,0.084,0.093,0.103,6381.552,1,"Sigma2_ex"
152.383,115.27,152.405,187.799,995.804,1,"lp__"
1.123,0.986,1.122,1.259,2223.634,1.001,"B_0"
0.123,-0.067,0.123,0.313,1755.342,1,"B_x"
0.193,-0.135,0.195,0.512,224.766,1.008,"psi"
0.231,0.149,0.226,0.337,1625.906,1,"Sigma2_intercept"
0.088,0.026,0.083,0.177,899.105,1.002,"Sigma2_psi"
0.967,0.731,0.955,1.274,2011.451,1,"Sigma2_x"
0.107,0.018,0.072,0.443,519.785,1,"Sigma2_phi"
0.049,0,0.029,0.222,480.129,1,"Sigma2_epsilon"
-0.011,-0.066,-0.01,0.043,1668.444,1,"cov_int_psi"
0.036,-0.015,0.035,0.09,1921.14,1,"cov_int_phi"
-0.048,-0.099,-0.045,-0.009,432.102,1,"cov_psi_phi"
-0.074,-0.427,-0.079,0.303,1822.223,1,"cor_1"
-0.074,-0.696,-0.083,0.585,628.485,1.003,"cor_2"
-0.382,-0.935,-0.45,0.573,869.461,1.002,"cor_3"
0.452,0.232,0.455,0.645,1689.385,1,"cor_4"
-0.484,-0.799,-0.491,-0.123,504.338,1,"cor_5"
0.052,-0.857,0.055,0.873,119.373,1.014,"cor_6"
-0.011,-0.066,-0.01,0.043,1668.444,1,"cov_1"
-0.006,-0.08,-0.004,0.069,348.257,1.004,"cov_2"
-0.021,-0.089,-0.016,0.024,464.242,1.003,"cov_3"
0.213,0.101,0.209,0.347,2055.976,1,"cov_4"
-0.137,-0.256,-0.135,-0.028,1174.208,1,"cov_5"
0.009,-0.298,0.003,0.307,196.577,1.009,"cov_6"
0.602,0.54,0.6,0.672,3280.387,1,"Sigma2_e"
