"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.062,0.949,1.063,1.176,2427.002,1.001,"B_0"
0.137,-0.042,0.138,0.308,2393.598,1,"B_x"
0.198,-0.043,0.201,0.419,230.713,1,"psi"
0.143,0.089,0.14,0.212,2368.873,1,"Sigma2_intercept"
0.82,0.622,0.811,1.075,1872.914,1.001,"Sigma2_x"
0.034,0.001,0.027,0.104,701.138,1,"Sigma2_epsilon"
0.077,0.023,0.06,0.221,377.847,1,"Sigma2_phi"
0.03,-0.003,0.03,0.065,1626.781,1.001,"cov_int_phi"
-0.014,-0.071,-0.013,0.04,378.6,1,"cov_2"
0.225,0.142,0.221,0.327,2123.148,1.001,"cov_4"
0.007,-0.164,0.002,0.193,217.785,1,"cov_6"
0.627,0.564,0.626,0.698,3590.05,1,"Sigma2_e"
0.1,0.09,0.1,0.111,5834.938,1,"Sigma2_ex"
153.702,118.146,153.657,188.689,958.624,1,"lp__"
1.086,0.963,1.083,1.202,87.722,1.029,"B_0"
0.272,0.105,0.261,0.471,158.202,1.015,"B_x"
0.277,0.148,0.278,0.401,58.538,1,"psi"
0.204,0.145,0.193,0.309,13.17,1.001,"Sigma2_intercept"
1.227,0.849,1.208,1.612,7.049,1,"Sigma2_x"
0.014,0,0.011,0.047,457.389,1.011,"Sigma2_epsilon"
0.113,0.044,0.104,0.212,23.595,1.009,"Sigma2_phi"
0.032,-0.002,0.028,0.08,36.998,1.005,"cov_int_phi"
-0.018,-0.06,-0.018,0.01,260.927,1,"cov_2"
0.185,0.107,0.167,0.326,15.698,1.011,"cov_4"
-0.018,-0.143,-0.024,0.104,54.273,1.002,"cov_6"
0.683,0.603,0.68,0.759,8.686,1.014,"Sigma2_e"
0.097,0.089,0.097,0.107,157.029,1.004,"Sigma2_ex"
139.016,106.468,139.118,172.218,84.768,1.006,"lp__"
0.86,0.702,0.86,1.018,2653.801,1,"B_0"
-0.185,-0.395,-0.184,0.028,2735.999,1,"B_x"
0.364,0.146,0.359,0.601,225.058,1.005,"psi"
0.194,0.12,0.189,0.292,2277.043,1.001,"Sigma2_intercept"
1.162,0.887,1.144,1.524,2013.258,1,"Sigma2_x"
0.045,0.001,0.036,0.144,833.241,1,"Sigma2_epsilon"
0.213,0.091,0.178,0.549,362.239,1.002,"Sigma2_phi"
0.096,0.045,0.094,0.158,2188.427,1.002,"cov_int_phi"
