"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.059,0.953,1.06,1.159,710.809,1,"B_0"
0.051,-0.102,0.051,0.206,638.453,1,"B_x"
0.274,0.071,0.271,0.479,38.231,1.002,"psi"
0.198,0.146,0.196,0.261,1327.919,1,"Sigma2_intercept"
0.114,0.081,0.113,0.153,1896.281,1.001,"Sigma2_psi"
1.175,0.961,1.168,1.428,1485.528,1.002,"Sigma2_x"
0.129,0.051,0.105,0.343,100.276,1.004,"Sigma2_phi"
0.029,0.004,0.022,0.098,352.301,1.015,"Sigma2_epsilon"
-0.068,-0.105,-0.068,-0.034,636.4,1,"cov_int_psi"
0.072,0.038,0.071,0.115,922.86,1.001,"cov_int_phi"
-0.072,-0.104,-0.071,-0.045,1337.144,1,"cov_psi_phi"
-0.454,-0.635,-0.461,-0.238,675.328,1.001,"cor_1"
-0.082,-0.648,-0.085,0.519,49.966,1.003,"cor_2"
-0.437,-0.891,-0.497,0.242,64.533,1,"cor_3"
0.589,0.465,0.592,0.698,912.533,1,"cor_4"
-0.503,-0.644,-0.506,-0.345,1001.682,1,"cor_5"
-0.013,-0.85,0.012,0.847,29.053,1.002,"cor_6"
-0.068,-0.105,-0.068,-0.034,636.4,1,"cov_1"
-0.006,-0.067,-0.005,0.051,46.101,1.003,"cov_2"
-0.022,-0.063,-0.021,0.017,48.15,1.003,"cov_3"
0.284,0.201,0.281,0.382,1026.627,1.001,"cov_4"
-0.184,-0.259,-0.182,-0.119,1406.655,1,"cov_5"
-0.004,-0.243,0.001,0.229,33.686,1.003,"cov_6"
0.551,0.507,0.55,0.6,2154.27,1,"Sigma2_e"
0.101,0.094,0.101,0.109,4867.158,1,"Sigma2_ex"
299.536,240.35,299.677,357.347,724.916,1.001,"lp__"
0.943,0.838,0.945,1.043,1695.603,1,"B_0"
-0.079,-0.217,-0.078,0.061,1820.249,1,"B_x"
0.337,0.18,0.333,0.529,79.819,1,"psi"
0.182,0.132,0.18,0.244,1938.829,1,"Sigma2_intercept"
0.074,0.046,0.073,0.109,1823.228,1,"Sigma2_psi"
0.995,0.819,0.987,1.217,1897.778,1,"Sigma2_x"
0.136,0.059,0.115,0.326,136.04,1.002,"Sigma2_phi"
0.015,0,0.007,0.07,317.68,1.002,"Sigma2_epsilon"
-0.083,-0.117,-0.082,-0.054,2074.65,1,"cov_int_psi"
0.085,0.051,0.084,0.125,2378.389,1,"cov_int_phi"
-0.06,-0.087,-0.059,-0.037,1119.706,1,"cov_psi_phi"
-0.722,-0.897,-0.727,-0.514,1385.476,1.001,"cor_1"
-0.191,-0.821,-0.226,0.61,145.172,1,"cor_2"
-0.069,-0.782,-0.082,0.727,173.833,1,"cor_3"
0.655,0.542,0.657,0.757,2068.662,1,"cor_4"
-0.642,-0.794,-0.646,-0.482,914.323,1,"cor_5"
-0.005,-0.91,0,0.879,47.173,1,"cor_6"
-0.083,-0.117,-0.082,-0.054,2074.65,1,"cov_1"
-0.009,-0.065,-0.005,0.034,99.948,1,"cov_2"
-0.001,-0.032,-0.001,0.031,117.433,1,"cov_3"
0.279,0.204,0.276,0.371,2189.971,1,"cov_4"
-0.173,-0.239,-0.171,-0.116,2062.314,1,"cov_5"
-0.005,-0.19,0,0.144,71.462,1,"cov_6"
0.602,0.555,0.602,0.653,2796.096,1,"Sigma2_e"
0.107,0.1,0.107,0.115,6964.129,1,"Sigma2_ex"
182.971,124.339,182.305,240.988,565.637,1,"lp__"
0.978,0.867,0.979,1.082,640.564,1,"B_0"
-0.041,-0.18,-0.039,0.096,746.81,1.001,"B_x"
0.328,0.23,0.326,0.444,81.114,1,"psi"
0.202,0.146,0.2,0.273,1224.201,1,"Sigma2_intercept"
0.084,0.053,0.083,0.122,1327.568,1.002,"Sigma2_psi"
0.967,0.794,0.962,1.177,1312.137,1,"Sigma2_x"
0.113,0.058,0.106,0.214,116.288,1,"Sigma2_phi"
0.006,0,0.003,0.025,824.217,1,"Sigma2_epsilon"
-0.094,-0.134,-0.093,-0.06,1014.457,1.001,"cov_int_psi"
0.089,0.055,0.087,0.131,871.168,1.001,"cov_int_phi"
-0.061,-0.089,-0.06,-0.038,1028.652,1,"cov_psi_phi"
-0.723,-0.894,-0.73,-0.517,774.667,1.001,"cor_1"
0.25,-0.56,0.288,0.87,390.535,1,"cor_2"
-0.19,-0.878,-0.215,0.647,742.885,1,"cor_3"
0.56,0.417,0.564,0.675,901.972,1.007,"cor_4"
-0.62,-0.764,-0.623,-0.455,431.978,1.004,"cor_5"
-0.052,-0.879,-0.048,0.739,35.307,1,"cor_6"
-0.094,-0.134,-0.093,-0.06,1014.457,1.001,"cov_1"
0.007,-0.017,0.005,0.04,276.159,1,"cov_2"
-0.004,-0.026,-0.002,0.014,221.614,1,"cov_3"
0.248,0.166,0.245,0.339,961.022,1.002,"cov_4"
-0.176,-0.245,-0.175,-0.119,931.657,1,"cov_5"
-0.004,-0.104,-0.001,0.077,56.343,1,"cov_6"
0.647,0.597,0.647,0.702,2447.089,1,"Sigma2_e"
0.096,0.089,0.096,0.103,4747.099,1,"Sigma2_ex"
210.598,156.127,210.74,263.533,796.365,1,"lp__"
1.006,0.891,1.006,1.117,661.227,1,"B_0"
-0.083,-0.236,-0.083,0.072,656.085,1.001,"B_x"
0.269,0.002,0.281,0.462,59.336,1.042,"psi"
0.24,0.178,0.237,0.318,1265.242,1,"Sigma2_intercept"
0.117,0.083,0.116,0.157,2405.559,1.001,"Sigma2_psi"
1.15,0.949,1.144,1.386,1730.634,1,"Sigma2_x"
0.13,0.053,0.107,0.343,272.735,1.006,"Sigma2_phi"
0.03,0.002,0.017,0.136,198.05,1.003,"Sigma2_epsilon"
-0.099,-0.142,-0.097,-0.062,985.249,1,"cov_int_psi"
0.103,0.062,0.102,0.153,999.231,1,"cov_int_phi"
-0.083,-0.117,-0.082,-0.054,1727.624,1,"cov_psi_phi"
-0.592,-0.749,-0.599,-0.404,863.179,1,"cor_1"
0.184,-0.533,0.225,0.711,72.01,1.041,"cor_2"
-0.525,-0.933,-0.608,0.228,97.908,1.023,"cor_3"
0.616,0.498,0.619,0.715,928.189,1,"cor_4"
-0.573,-0.702,-0.576,-0.424,1190.521,1.001,"cor_5"
0.175,-0.824,0.244,0.945,41.155,1.068,"cor_6"
-0.099,-0.142,-0.097,-0.062,985.249,1,"cov_1"
0.016,-0.049,0.012,0.104,73.122,1.035,"cov_2"
-0.027,-0.087,-0.023,0.012,74.37,1.029,"cov_3"
0.324,0.233,0.32,0.432,1065.343,1,"cov_4"
-0.21,-0.287,-0.208,-0.142,1614.993,1,"cov_5"
0.04,-0.174,0.025,0.35,57.92,1.042,"cov_6"
0.544,0.501,0.543,0.59,3267.44,1,"Sigma2_e"
0.102,0.095,0.102,0.11,6893.497,1,"Sigma2_ex"
306.026,249.383,306.486,361.484,954.148,1.005,"lp__"
0.989,0.878,0.988,1.1,1701.993,1,"B_0"
0.064,-0.075,0.062,0.207,1770.017,1,"B_x"
0.324,0.129,0.325,0.512,129.684,1.005,"psi"
0.255,0.19,0.253,0.334,1798.362,1,"Sigma2_intercept"
0.108,0.072,0.107,0.154,2166.318,1,"Sigma2_psi"
1.055,0.863,1.048,1.282,2102.729,1,"Sigma2_x"
0.138,0.06,0.121,0.326,267.818,1.011,"Sigma2_phi"
0.019,0,0.013,0.072,900.112,1.003,"Sigma2_epsilon"
-0.093,-0.136,-0.092,-0.054,1944.632,1,"cov_int_psi"
0.094,0.051,0.092,0.143,2070.535,1,"cov_int_phi"
-0.091,-0.127,-0.089,-0.061,1822.902,1.001,"cov_psi_phi"
-0.56,-0.723,-0.568,-0.361,2053.382,1,"cor_1"
-0.189,-0.78,-0.221,0.523,204.176,1.003,"cor_2"
-0.302,-0.896,-0.355,0.509,259.907,1.005,"cor_3"
0.621,0.496,0.625,0.727,1950.774,1,"cor_4"
-0.719,-0.834,-0.722,-0.582,1473.825,1,"cor_5"
0.004,-0.857,0.005,0.883,98.341,1.008,"cor_6"
-0.093,-0.136,-0.092,-0.054,1944.632,1,"cov_1"
-0.011,-0.074,-0.01,0.049,166.489,1.005,"cov_2"
-0.012,-0.061,-0.01,0.03,182.731,1.002,"cov_3"
0.322,0.231,0.319,0.43,1919.006,1,"cov_4"
-0.242,-0.322,-0.24,-0.175,2765.865,1,"cov_5"
0.002,-0.183,0,0.193,117.984,1.005,"cov_6"
0.629,0.579,0.629,0.679,3055.051,1,"Sigma2_e"
0.1,0.093,0.1,0.108,5331.144,1,"Sigma2_ex"
203.679,147.432,203.264,258.971,950.784,1.001,"lp__"
1.04,0.941,1.04,1.132,543.831,1,"B_0"
0.059,-0.073,0.058,0.193,989.179,1.001,"B_x"
0.269,0.035,0.259,0.563,84.41,1.007,"psi"
0.229,0.175,0.226,0.301,1530.421,1,"Sigma2_intercept"
0.077,0.047,0.076,0.113,903.846,1.003,"Sigma2_psi"
0.895,0.724,0.886,1.137,167.95,1.01,"Sigma2_x"
0.115,0.037,0.081,0.393,231.284,1.007,"Sigma2_phi"
0.035,0.003,0.024,0.129,399.672,1.004,"Sigma2_epsilon"
-0.053,-0.089,-0.052,-0.021,1676.872,1.001,"cov_int_psi"
0.047,0.015,0.046,0.082,1498.645,1.002,"cov_int_phi"
-0.058,-0.084,-0.058,-0.036,955.424,1,"cov_psi_phi"
-0.4,-0.613,-0.402,-0.171,1674.39,1,"cor_1"
-0.088,-0.553,-0.095,0.416,118.499,1.006,"cor_2"
-0.333,-0.887,-0.398,0.463,120.088,1.01,"cor_3"
0.451,0.307,0.455,0.583,1286.625,1.002,"cor_4"
-0.648,-0.8,-0.652,-0.485,232.937,1.006,"cor_5"
-0.08,-0.884,-0.085,0.781,47.071,1.015,"cor_6"
-0.053,-0.089,-0.052,-0.021,1676.872,1.001,"cov_1"
-0.008,-0.068,-0.006,0.042,107.754,1.006,"cov_2"
-0.013,-0.056,-0.014,0.037,109.598,1.007,"cov_3"
0.205,0.129,0.202,0.292,957.816,1.004,"cov_4"
-0.169,-0.232,-0.167,-0.114,1368.653,1,"cov_5"
-0.019,-0.266,-0.01,0.182,76.437,1.01,"cov_6"
0.568,0.523,0.568,0.616,1707.732,1,"Sigma2_e"
0.095,0.088,0.094,0.102,933.3,1,"Sigma2_ex"
333.927,277.594,334.659,388.164,706.824,1,"lp__"
1.032,0.927,1.032,1.132,1084.9,1.002,"B_0"
-0.107,-0.243,-0.108,0.03,1177.597,1.002,"B_x"
0.331,0.198,0.327,0.503,90.574,1.006,"psi"
0.202,0.147,0.2,0.269,1670.541,1.001,"Sigma2_intercept"
0.097,0.064,0.095,0.136,1886.001,1,"Sigma2_psi"
0.967,0.798,0.96,1.17,2025.395,1,"Sigma2_x"
0.124,0.057,0.111,0.283,185.753,1.002,"Sigma2_phi"
0.013,0,0.01,0.046,847.815,1,"Sigma2_epsilon"
-0.085,-0.124,-0.084,-0.051,1473.11,1,"cov_int_psi"
0.089,0.054,0.087,0.131,1558.569,1.002,"cov_int_phi"
-0.074,-0.105,-0.073,-0.047,1186.005,1.001,"cov_psi_phi"
-0.611,-0.783,-0.616,-0.409,1348.954,1,"cor_1"
0.1,-0.585,0.123,0.749,279.644,1.001,"cor_2"
-0.39,-0.926,-0.455,0.416,391.397,1,"cor_3"
0.583,0.452,0.586,0.694,1411.705,1,"cor_4"
-0.616,-0.755,-0.618,-0.469,900.74,1,"cor_5"
-0.055,-0.878,-0.047,0.761,69.885,1.005,"cor_6"
-0.085,-0.124,-0.084,-0.051,1473.11,1,"cov_1"
0.003,-0.04,0.004,0.041,166.582,1.002,"cov_2"
-0.012,-0.043,-0.01,0.017,256.726,1.002,"cov_3"
0.258,0.181,0.255,0.349,1608.381,1,"cov_4"
-0.187,-0.255,-0.186,-0.13,1938.976,1,"cov_5"
-0.008,-0.161,-0.003,0.109,73.634,1.005,"cov_6"
0.602,0.555,0.602,0.65,3267.566,1,"Sigma2_e"
