"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.943,0.839,0.944,1.043,3084.799,1,"B_0"
0.12,0.061,0.117,0.191,1197.031,1,"Sigma2_intercept"
0.118,0.059,0.116,0.19,1323.913,1,"Sigma2_phi"
0.575,0.244,0.58,0.871,828.151,1,"cor_2"
0.066,0.027,0.065,0.112,1153.41,1,"cov_int_phi"
0.066,0.027,0.065,0.112,1153.41,1,"cov_2"
0.709,0.62,0.708,0.807,1422.873,1,"Sigma2_e"
-464.229,-506.491,-463.93,-422.493,539.329,1,"lp__"
0.966,0.857,0.966,1.073,3018.406,1,"B_0"
0.147,0.082,0.145,0.222,1243.983,1,"Sigma2_intercept"
0.118,0.059,0.116,0.19,1373.606,1,"Sigma2_phi"
0.651,0.361,0.659,0.902,934.756,1,"cor_2"
0.084,0.043,0.083,0.132,1447.86,1,"cov_int_phi"
0.084,0.043,0.083,0.132,1447.86,1,"cov_2"
0.729,0.64,0.728,0.829,1615.101,1,"Sigma2_e"
-476.145,-520.502,-475.964,-433.364,632.674,1,"lp__"
0.993,0.884,0.992,1.104,2399.087,1,"B_0"
0.2,0.128,0.197,0.286,1932.159,1,"Sigma2_intercept"
0.083,0.033,0.081,0.148,1202.654,1,"Sigma2_phi"
0.687,0.381,0.7,0.934,1210.29,1,"cor_2"
0.086,0.041,0.086,0.135,1724.396,1,"cov_int_phi"
0.086,0.041,0.086,0.135,1724.396,1,"cov_2"
0.726,0.636,0.724,0.822,2043.509,1,"Sigma2_e"
-474.231,-518.28,-473.772,-432.229,879.543,1,"lp__"
0.957,0.831,0.956,1.081,1813.485,1.001,"B_0"
0.255,0.172,0.253,0.352,1326.663,1.003,"Sigma2_intercept"
0.178,0.108,0.175,0.261,1147.787,1,"Sigma2_phi"
0.437,0.183,0.442,0.667,1048.788,1,"cor_2"
0.092,0.036,0.091,0.152,1244.186,1.001,"cov_int_phi"
0.092,0.036,0.091,0.152,1244.186,1.001,"cov_2"
0.658,0.575,0.656,0.749,1397.431,1,"Sigma2_e"
-433.111,-479.669,-432.408,-387.252,586.998,1.003,"lp__"
1.042,0.937,1.043,1.144,2300.167,1,"B_0"
0.182,0.113,0.18,0.26,1647.588,1.001,"Sigma2_intercept"
0.091,0.04,0.09,0.153,874.874,1,"Sigma2_phi"
0.528,0.229,0.529,0.803,998.557,1.004,"cor_2"
0.066,0.027,0.065,0.109,1816.006,1.001,"cov_int_phi"
0.066,0.027,0.065,0.109,1816.006,1.001,"cov_2"
0.616,0.539,0.615,0.7,1351.93,1.001,"Sigma2_e"
-407.755,-453.85,-407.402,-364.419,527.355,1.005,"lp__"
0.996,0.887,0.997,1.104,2793.391,1,"B_0"
0.159,0.095,0.156,0.239,1121.687,1.001,"Sigma2_intercept"
0.157,0.094,0.155,0.231,1336.215,1,"Sigma2_phi"
0.522,0.255,0.525,0.774,893.904,1,"cor_2"
0.081,0.037,0.08,0.131,1126.031,1,"cov_int_phi"
0.081,0.037,0.08,0.131,1126.031,1,"cov_2"
0.65,0.568,0.649,0.738,1527.015,1,"Sigma2_e"
-429.034,-474.56,-428.775,-383.587,602.817,1,"lp__"
1.007,0.897,1.006,1.12,2223.406,1.001,"B_0"
0.171,0.102,0.169,0.254,1403.268,1.001,"Sigma2_intercept"
0.098,0.039,0.096,0.17,973.7,1,"Sigma2_phi"
0.689,0.37,0.698,0.929,1020.881,1,"cor_2"
0.087,0.043,0.086,0.135,1353.951,1,"cov_int_phi"
0.087,0.043,0.086,0.135,1353.951,1,"cov_2"
0.758,0.667,0.757,0.853,1493.647,1,"Sigma2_e"
-491.739,-534.269,-491.461,-450.436,618.207,1.001,"lp__"
0.986,0.869,0.986,1.1,2151.909,1,"B_0"
0.204,0.13,0.202,0.289,1317.293,1,"Sigma2_intercept"
0.149,0.084,0.147,0.227,1118.86,1.001,"Sigma2_phi"
0.598,0.34,0.603,0.824,1041.895,1.001,"cor_2"
0.103,0.053,0.101,0.159,1281.823,1,"cov_int_phi"
0.103,0.053,0.101,0.159,1281.823,1,"cov_2"
0.7,0.612,0.698,0.798,1332.445,1,"Sigma2_e"
-458.46,-504.47,-457.518,-414.673,619.699,1.003,"lp__"
1.01,0.903,1.009,1.117,1787.443,1,"B_0"
0.207,0.131,0.204,0.295,1492.662,1,"Sigma2_intercept"
0.072,0.02,0.069,0.139,691.339,1,"Sigma2_phi"
0.557,0.212,0.564,0.868,966.021,1.001,"cor_2"
0.065,0.022,0.064,0.112,1627.859,1,"cov_int_phi"
0.065,0.022,0.064,0.112,1627.859,1,"cov_2"
0.762,0.67,0.759,0.863,1334.549,1,"Sigma2_e"
-493.416,-538.42,-493.815,-448.453,570.569,1.001,"lp__"
1.007,0.918,1.006,1.097,2298.751,1,"B_0"
0.114,0.058,0.112,0.18,1241.008,1.001,"Sigma2_intercept"
0.044,0.007,0.041,0.094,1059.938,1,"Sigma2_phi"
0.582,0.122,0.601,0.915,1442.181,1,"cor_2"
0.039,0.006,0.039,0.077,1439.861,1,"cov_int_phi"
0.039,0.006,0.039,0.077,1439.861,1,"cov_2"
0.692,0.607,0.691,0.784,1636.948,1,"Sigma2_e"
-455.161,-497.333,-454.672,-414.395,674.706,1,"lp__"
0.968,0.868,0.967,1.066,1712.902,1,"B_0"
0.151,0.09,0.149,0.222,1514.912,1,"Sigma2_intercept"
0.068,0.024,0.066,0.125,1091.189,1.002,"Sigma2_phi"
0.59,0.249,0.597,0.89,1007.682,1.003,"cor_2"
0.058,0.022,0.057,0.098,1593.784,1,"cov_int_phi"
0.058,0.022,0.057,0.098,1593.784,1,"cov_2"
0.636,0.561,0.634,0.724,1747.525,1.002,"Sigma2_e"
-422.049,-465.07,-421.732,-379.104,695.639,1.006,"lp__"
1.075,0.984,1.075,1.167,3106.054,1,"B_0"
0.121,0.058,0.118,0.195,1256.038,1,"Sigma2_intercept"
0.072,0.018,0.071,0.14,706.056,1.01,"Sigma2_phi"
0.489,0.078,0.497,0.858,889.802,1.001,"cor_2"
0.043,0.006,0.042,0.084,1318.386,1.001,"cov_int_phi"
0.043,0.006,0.042,0.084,1318.386,1.001,"cov_2"
0.764,0.671,0.763,0.867,1494.679,1.003,"Sigma2_e"
-494.093,-538.855,-493.879,-449.58,591.846,1.011,"lp__"
1.014,0.903,1.013,1.127,2255.272,1,"B_0"
0.217,0.144,0.214,0.307,1398.618,1,"Sigma2_intercept"
0.16,0.091,0.158,0.243,1151.949,1,"Sigma2_phi"
0.278,-0.003,0.282,0.536,1321.315,1,"cor_2"
0.051,0,0.051,0.104,1405.291,1,"cov_int_phi"
0.051,0,0.051,0.104,1405.291,1,"cov_2"
0.669,0.584,0.667,0.765,1832.436,1,"Sigma2_e"
-439.616,-486.564,-439.247,-394.477,670.616,1,"lp__"
0.921,0.811,0.921,1.032,2069.175,1,"B_0"
0.197,0.123,0.194,0.284,1405.703,1.002,"Sigma2_intercept"
0.145,0.081,0.143,0.224,1319.167,1.002,"Sigma2_phi"
0.475,0.174,0.482,0.741,970.585,1.005,"cor_2"
0.079,0.029,0.078,0.131,1155.756,1.001,"cov_int_phi"
0.079,0.029,0.078,0.131,1155.756,1.001,"cov_2"
0.672,0.591,0.67,0.767,1627.625,1.002,"Sigma2_e"
-442.419,-487.909,-442.384,-400.301,533.033,1.007,"lp__"
0.992,0.864,0.993,1.115,2139.086,1,"B_0"
0.23,0.147,0.228,0.326,1287.798,1.001,"Sigma2_intercept"
0.235,0.153,0.233,0.331,1583.951,1.001,"Sigma2_phi"
0.527,0.303,0.53,0.755,973.206,1.001,"cor_2"
0.121,0.063,0.12,0.186,1244.364,1,"cov_int_phi"
0.121,0.063,0.12,0.186,1244.364,1,"cov_2"
0.721,0.633,0.718,0.822,1539.149,1.002,"Sigma2_e"
-469.991,-516.712,-469.495,-427.896,670.438,1.001,"lp__"
1.071,0.961,1.072,1.178,3236.203,1,"B_0"
0.179,0.111,0.175,0.263,1539.281,1,"Sigma2_intercept"
0.123,0.062,0.121,0.199,1425.646,1,"Sigma2_phi"
0.61,0.322,0.618,0.861,1004.485,1,"cor_2"
0.088,0.042,0.087,0.139,1373.012,1,"cov_int_phi"
0.088,0.042,0.087,0.139,1373.012,1,"cov_2"
0.685,0.605,0.684,0.776,1746.948,1,"Sigma2_e"
-450.881,-495.076,-451.101,-407.073,706.323,1.003,"lp__"
1.039,0.937,1.038,1.143,2656.949,1,"B_0"
0.185,0.112,0.182,0.271,1487.202,1,"Sigma2_intercept"
0.122,0.053,0.12,0.199,853.785,1,"Sigma2_phi"
0.307,-0.014,0.311,0.612,1165.239,1,"cor_2"
0.045,-0.002,0.045,0.09,1240.299,1,"cov_int_phi"
0.045,-0.002,0.045,0.09,1240.299,1,"cov_2"
0.707,0.617,0.705,0.814,1172.407,1,"Sigma2_e"
-462.674,-511.788,-462.358,-416.843,508.295,1,"lp__"
1.073,0.965,1.072,1.186,2290.085,1,"B_0"
0.198,0.127,0.196,0.285,1516.837,1,"Sigma2_intercept"
0.069,0.027,0.066,0.123,1805.488,1,"Sigma2_phi"
0.793,0.527,0.808,0.969,1434.603,1.001,"cor_2"
0.09,0.049,0.089,0.139,1822.166,1.001,"cov_int_phi"
0.09,0.049,0.089,0.139,1822.166,1.001,"cov_2"
0.733,0.649,0.732,0.823,2524.859,1,"Sigma2_e"
-478.959,-519.063,-479.04,-438.271,818.293,1.001,"lp__"
0.902,0.781,0.902,1.015,1174.316,1.001,"B_0"
0.241,0.159,0.239,0.336,908.337,1,"Sigma2_intercept"
0.127,0.069,0.124,0.2,1189.595,1,"Sigma2_phi"
0.544,0.271,0.547,0.796,972.636,1,"cor_2"
0.094,0.043,0.092,0.149,1243.975,1,"cov_int_phi"
0.094,0.043,0.092,0.149,1243.975,1,"cov_2"
0.684,0.6,0.682,0.782,1390.78,1.001,"Sigma2_e"
-449.337,-494.475,-449.27,-405.542,601.75,1,"lp__"
1.147,1.028,1.146,1.256,2425.425,1,"B_0"
0.23,0.152,0.228,0.322,1402.465,1,"Sigma2_intercept"
0.079,0.028,0.077,0.143,986.278,1,"Sigma2_phi"
0.61,0.303,0.614,0.893,1058.493,1,"cor_2"
0.08,0.037,0.079,0.129,1813.714,1,"cov_int_phi"
0.08,0.037,0.079,0.129,1813.714,1,"cov_2"
