"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.943,0.84,0.943,1.046,2635.544,1,"B_0"
0.013,-0.119,0.013,0.15,2567.597,1,"B_x"
0.295,0.033,0.298,0.535,149.112,1.007,"psi"
0.126,0.071,0.124,0.195,1217.858,1.002,"Sigma2_intercept"
0.891,0.732,0.886,1.081,1834.95,1,"Sigma2_x"
0.041,0,0.031,0.146,756.088,1.004,"Sigma2_epsilon"
0.131,0.051,0.107,0.354,353.672,1.008,"Sigma2_phi"
0.073,0.038,0.072,0.115,1315.715,1,"cov_int_phi"
0.004,-0.054,0.002,0.07,308.165,1.003,"cov_2"
0.236,0.161,0.234,0.323,1910.625,1.002,"cov_4"
0.005,-0.196,0,0.239,137.217,1.007,"cov_6"
0.714,0.63,0.712,0.801,1704.698,1.005,"Sigma2_e"
0.102,0.091,0.102,0.115,3856.781,1,"Sigma2_ex"
-57.616,-109.582,-58.057,-5.609,636.137,1.005,"lp__"
0.965,0.859,0.964,1.073,1680.974,1.001,"B_0"
-0.037,-0.173,-0.037,0.101,1556.616,1.003,"B_x"
0.327,0.145,0.329,0.504,123.254,1.003,"psi"
0.131,0.072,0.129,0.202,1092.382,1.001,"Sigma2_intercept"
0.944,0.774,0.938,1.148,1410.721,1,"Sigma2_x"
0.023,0,0.012,0.093,453.731,1.005,"Sigma2_epsilon"
0.132,0.06,0.114,0.302,319.971,1.001,"Sigma2_phi"
0.08,0.045,0.078,0.123,853.482,1.001,"cov_int_phi"
0.008,-0.032,0.003,0.061,274.37,1.005,"cov_2"
0.22,0.146,0.218,0.305,1096.081,1,"cov_4"
0.001,-0.154,-0.001,0.168,114.469,1.003,"cov_6"
0.74,0.657,0.739,0.833,976.502,1.002,"Sigma2_e"
0.105,0.094,0.105,0.118,2917.408,1,"Sigma2_ex"
-86.201,-137.176,-85.888,-35.728,572.605,1.002,"lp__"
0.993,0.879,0.993,1.109,2390.225,1.001,"B_0"
-0.013,-0.164,-0.012,0.133,2328.761,1,"B_x"
0.278,0.116,0.284,0.404,140.204,1,"psi"
0.21,0.138,0.208,0.297,1857.062,1,"Sigma2_intercept"
1.087,0.89,1.078,1.33,2197.628,1,"Sigma2_x"
0.013,0,0.004,0.063,285.67,1.003,"Sigma2_epsilon"
0.103,0.048,0.092,0.214,364.63,1.005,"Sigma2_phi"
0.089,0.052,0.087,0.131,1656.751,1,"cov_int_phi"
0.005,-0.033,0.001,0.057,234.762,1,"cov_2"
0.302,0.208,0.3,0.407,2286.777,1,"cov_4"
0.01,-0.112,0.002,0.167,115.138,1,"cov_6"
0.706,0.628,0.704,0.791,2408.875,1,"Sigma2_e"
0.1,0.09,0.1,0.112,4074.082,1,"Sigma2_ex"
-46.276,-95.125,-46.478,1.864,849.862,1,"lp__"
0.957,0.831,0.956,1.078,1360.18,1.001,"B_0"
-0.062,-0.207,-0.061,0.08,1176.521,1.002,"B_x"
0.326,-0.017,0.322,0.68,34.086,1.026,"psi"
0.258,0.176,0.254,0.358,1496.493,1,"Sigma2_intercept"
0.982,0.8,0.973,1.203,1146.253,1,"Sigma2_x"
0.089,0.004,0.078,0.244,311.126,1.008,"Sigma2_epsilon"
0.221,0.079,0.169,0.655,60.719,1.001,"Sigma2_phi"
0.096,0.042,0.095,0.154,1186.808,1,"cov_int_phi"
0.006,-0.099,0.006,0.106,47.258,1.022,"cov_2"
0.276,0.182,0.273,0.386,968.327,1,"cov_4"
0,-0.34,0.003,0.33,32.392,1.027,"cov_6"
0.669,0.585,0.666,0.765,855.734,1.002,"Sigma2_e"
0.107,0.095,0.106,0.119,3406.562,1,"Sigma2_ex"
-47.339,-105.677,-46.687,6.7,513.18,1.002,"lp__"
1.043,0.941,1.042,1.145,2602.294,1,"B_0"
0.015,-0.117,0.014,0.155,2107.408,1,"B_x"
0.257,0.045,0.258,0.464,135.426,1.011,"psi"
0.183,0.118,0.181,0.26,1829.878,1.001,"Sigma2_intercept"
0.896,0.732,0.89,1.098,1856.714,1,"Sigma2_x"
0.028,0,0.019,0.107,692.615,1,"Sigma2_epsilon"
0.096,0.035,0.079,0.267,238.584,1.004,"Sigma2_phi"
0.064,0.03,0.063,0.104,1096.627,1.002,"cov_int_phi"
0.008,-0.041,0.005,0.065,292.189,1.006,"cov_2"
0.218,0.14,0.216,0.307,1666.728,1.003,"cov_4"
0.005,-0.167,0.003,0.187,120.563,1.013,"cov_6"
0.622,0.546,0.62,0.706,1598.195,1,"Sigma2_e"
0.095,0.085,0.095,0.107,4766.537,1,"Sigma2_ex"
28.821,-21.191,28.737,79.146,791.262,1.001,"lp__"
0.998,0.885,0.999,1.109,1383.94,1.002,"B_0"
0.028,-0.103,0.028,0.154,1444.209,1.002,"B_x"
0.385,0.152,0.389,0.598,61.877,1.037,"psi"
0.163,0.1,0.162,0.236,1745.753,1.001,"Sigma2_intercept"
0.82,0.664,0.817,0.997,1449.189,1.001,"Sigma2_x"
0.03,0,0.02,0.113,259.886,1,"Sigma2_epsilon"
0.162,0.077,0.14,0.367,93.993,1.02,"Sigma2_phi"
0.077,0.037,0.076,0.122,1021.437,1.001,"cov_int_phi"
0.007,-0.041,0.004,0.061,120.411,1.017,"cov_2"
0.184,0.112,0.182,0.265,1078.33,1,"cov_4"
0.006,-0.169,0.001,0.186,57.486,1.036,"cov_6"
0.657,0.575,0.656,0.743,1051.611,1.001,"Sigma2_e"
0.106,0.094,0.105,0.118,3788.962,1,"Sigma2_ex"
-36.126,-89.687,-36.112,18.165,534.67,1.012,"lp__"
1.009,0.898,1.01,1.119,1483.411,1,"B_0"
-0.014,-0.149,-0.013,0.123,1392.894,1,"B_x"
0.312,0.132,0.314,0.478,108.833,1.035,"psi"
0.165,0.098,0.163,0.242,1122.087,1.002,"Sigma2_intercept"
0.948,0.773,0.943,1.155,1677.187,1.001,"Sigma2_x"
0.017,0,0.008,0.079,778.811,1.003,"Sigma2_epsilon"
0.116,0.053,0.102,0.273,233.829,1.031,"Sigma2_phi"
0.09,0.054,0.089,0.132,664.563,1.008,"cov_int_phi"
0.004,-0.041,0.001,0.059,252.999,1.012,"cov_2"
0.275,0.19,0.274,0.368,1092.32,1,"cov_4"
0.002,-0.144,0,0.166,92.426,1.041,"cov_6"
0.758,0.674,0.756,0.851,1812.51,1.001,"Sigma2_e"
0.103,0.092,0.103,0.116,3935.602,1,"Sigma2_ex"
-86.653,-134.321,-86.206,-39.669,697.993,1.003,"lp__"
0.986,0.864,0.987,1.107,1384.066,1,"B_0"
-0.022,-0.171,-0.022,0.127,1340.114,1,"B_x"
0.334,0.123,0.34,0.487,65.357,1.005,"psi"
0.188,0.119,0.187,0.266,1387.842,1,"Sigma2_intercept"
1.097,0.906,1.089,1.34,1363.519,1,"Sigma2_x"
0.021,0,0.012,0.097,416.975,1.001,"Sigma2_epsilon"
0.151,0.075,0.138,0.3,111.746,1.001,"Sigma2_phi"
0.099,0.056,0.098,0.152,744.875,1,"cov_int_phi"
0.013,-0.028,0.008,0.073,257.042,1.004,"cov_2"
0.257,0.167,0.255,0.355,1074.443,1,"cov_4"
0.016,-0.14,0.005,0.237,57.682,1.005,"cov_6"
0.709,0.632,0.707,0.8,1674.403,1,"Sigma2_e"
0.102,0.091,0.102,0.114,3402.681,1,"Sigma2_ex"
-53.861,-102.97,-53.432,-5.337,817.754,1,"lp__"
1.009,0.9,1.009,1.117,3982.683,1,"B_0"
0.077,-0.071,0.077,0.225,4221.373,1,"B_x"
0.244,0.074,0.245,0.402,139.262,1.022,"psi"
0.214,0.135,0.21,0.306,1996.958,1.001,"Sigma2_intercept"
1.062,0.863,1.055,1.304,1826.782,1.001,"Sigma2_x"
0.02,0,0.011,0.085,1087.669,1,"Sigma2_epsilon"
0.09,0.035,0.076,0.238,240.081,1.014,"Sigma2_phi"
0.067,0.029,0.065,0.113,1425.539,1.002,"cov_int_phi"
0.01,-0.032,0.006,0.063,446.103,1.006,"cov_2"
0.233,0.139,0.231,0.337,2188.728,1,"cov_4"
0.005,-0.161,0.002,0.175,117.001,1.028,"cov_6"
0.753,0.672,0.752,0.843,2595.246,1,"Sigma2_e"
0.099,0.088,0.098,0.111,4086.447,1,"Sigma2_ex"
-64.355,-115.143,-64.089,-14.738,805.415,1.002,"lp__"
1.005,0.91,1.006,1.101,1448.894,1,"B_0"
0.02,-0.122,0.021,0.16,1302.482,1,"B_x"
0.252,0.153,0.251,0.364,195.293,1.021,"psi"
0.125,0.067,0.124,0.196,905.417,1,"Sigma2_intercept"
0.994,0.814,0.987,1.214,1523.207,1.001,"Sigma2_x"
0.007,0,0.003,0.035,1091.933,1.001,"Sigma2_epsilon"
0.073,0.033,0.067,0.151,253.079,1.012,"Sigma2_phi"
0.055,0.029,0.054,0.086,881.705,1.001,"cov_int_phi"
0,-0.026,0,0.025,980.925,1.009,"cov_2"
0.217,0.142,0.216,0.306,1125.295,1,"cov_4"
-0.004,-0.101,-0.001,0.081,111.986,1.033,"cov_6"
0.664,0.59,0.663,0.743,1371.113,1,"Sigma2_e"
0.098,0.087,0.098,0.11,3139.239,1,"Sigma2_ex"
-13.501,-60.912,-13.673,35.149,680.043,1,"lp__"
0.969,0.868,0.97,1.068,2154.993,1,"B_0"
0.058,-0.068,0.057,0.182,2232.399,1,"B_x"
0.265,0.092,0.262,0.448,148.955,1,"psi"
0.156,0.098,0.154,0.227,1420.438,1,"Sigma2_intercept"
0.833,0.681,0.827,1.016,1585.683,1,"Sigma2_x"
0.016,0,0.007,0.077,324.842,1.006,"Sigma2_epsilon"
0.082,0.031,0.065,0.224,220.893,1.003,"Sigma2_phi"
0.067,0.038,0.067,0.102,1128.157,1,"cov_int_phi"
0,-0.051,0,0.046,248.828,1,"cov_2"
0.256,0.184,0.254,0.341,2094.953,1,"cov_4"
-0.003,-0.151,0,0.142,128.775,1,"cov_6"
0.634,0.565,0.633,0.711,2415.663,1,"Sigma2_e"
0.099,0.088,0.098,0.11,4324.555,1,"Sigma2_ex"
3.316,-48.395,4.191,50.52,726.778,1,"lp__"
1.076,0.979,1.076,1.174,5732.681,1.001,"B_0"
0.128,-0.004,0.129,0.26,4970.029,1.001,"B_x"
0.266,0.067,0.273,0.409,258.336,1.001,"psi"
0.117,0.056,0.115,0.19,1227.368,1,"Sigma2_intercept"
0.889,0.726,0.883,1.09,1467.641,1,"Sigma2_x"
0.017,0,0.008,0.077,772.019,1.005,"Sigma2_epsilon"
0.086,0.036,0.077,0.187,425.329,1.002,"Sigma2_phi"
0.046,0.016,0.046,0.079,1566.868,1,"cov_int_phi"
0.002,-0.029,0,0.042,780.823,1.001,"cov_2"
0.166,0.095,0.163,0.247,1768.282,1,"cov_4"
0.015,-0.1,0.005,0.186,218.795,1.001,"cov_6"
0.758,0.676,0.756,0.856,2419.101,1.001,"Sigma2_e"
0.11,0.098,0.109,0.123,3555.539,1,"Sigma2_ex"
-109.021,-160.359,-108.422,-61.005,718.95,1,"lp__"
1.011,0.899,1.012,1.12,2542.142,1,"B_0"
0.037,-0.111,0.036,0.188,2507.826,1,"B_x"
0.293,-0.028,0.294,0.602,92.055,1.003,"psi"
0.205,0.131,0.202,0.292,1444.542,1,"Sigma2_intercept"
1.119,0.914,1.114,1.345,1608.234,1,"Sigma2_x"
0.075,0.005,0.063,0.236,670.356,1,"Sigma2_epsilon"
0.194,0.073,0.156,0.568,198.977,1,"Sigma2_phi"
0.058,0.011,0.057,0.107,1910.773,1,"cov_int_phi"
-0.016,-0.102,-0.015,0.064,154.387,1.002,"cov_2"
0.253,0.164,0.252,0.356,1920.348,1,"cov_4"
0.004,-0.33,0.003,0.345,89.167,1.003,"cov_6"
0.683,0.598,0.681,0.778,1212.156,1,"Sigma2_e"
0.105,0.094,0.105,0.118,2842.54,1.001,"Sigma2_ex"
-47.637,-103.911,-47.375,4.978,583.123,1.001,"lp__"
0.917,0.801,0.918,1.03,1549.153,1,"B_0"
-0.075,-0.216,-0.074,0.06,1210.054,1,"B_x"
0.362,0.159,0.357,0.588,44.402,1.019,"psi"
0.211,0.138,0.209,0.295,1503.345,1,"Sigma2_intercept"
