"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.436,-0.14,0.459,0.859,1384.135,1.005,"cor_2"
0.051,-0.006,0.051,0.118,720.019,1,"cov_int_phi"
0.051,-0.006,0.051,0.118,720.019,1,"cov_2"
0.839,0.706,0.837,0.987,590.479,1.005,"Sigma2_e"
-731.838,-799.387,-732.71,-662.807,411.856,1.004,"lp__"
1.084,1.005,1.084,1.164,2954.016,1,"B_0"
0.088,0.007,0.086,0.183,289.043,1.005,"Sigma2_intercept"
0.199,0.106,0.198,0.291,800.756,1.005,"Sigma2_phi"
0.368,-0.066,0.373,0.765,440.387,1,"cor_2"
0.045,-0.005,0.044,0.098,510.817,1.002,"cov_int_phi"
0.045,-0.005,0.044,0.098,510.817,1.002,"cov_2"
0.641,0.529,0.639,0.765,380.267,1.012,"Sigma2_e"
-624.035,-702.685,-624.475,-544.468,270.233,1.015,"lp__"
0.99,0.903,0.991,1.074,2227.177,1.001,"B_0"
0.154,0.073,0.152,0.247,595.221,1.002,"Sigma2_intercept"
0.107,0.036,0.105,0.193,545.664,1,"Sigma2_phi"
0.678,0.367,0.686,0.935,583.507,1,"cor_2"
0.084,0.036,0.083,0.137,779.187,1,"cov_int_phi"
0.084,0.036,0.083,0.137,779.187,1,"cov_2"
0.66,0.549,0.659,0.783,579.782,1,"Sigma2_e"
-635.626,-705.205,-635.645,-562.932,413.489,1.002,"lp__"
1.082,0.999,1.082,1.169,2694.091,1,"B_0"
0.202,0.111,0.201,0.298,853.229,1.002,"Sigma2_intercept"
0.072,0.013,0.069,0.146,528.048,1.002,"Sigma2_phi"
0.639,0.265,0.648,0.926,882.841,1.002,"cor_2"
0.073,0.022,0.073,0.127,675.378,1,"cov_int_phi"
0.073,0.022,0.073,0.127,675.378,1,"cov_2"
0.697,0.59,0.695,0.814,646.434,1.003,"Sigma2_e"
-657.118,-721.299,-657.128,-593.758,473.467,1.003,"lp__"
0.914,0.831,0.914,0.999,2197.294,1,"B_0"
0.144,0.049,0.144,0.242,698.523,1,"Sigma2_intercept"
0.068,0.002,0.064,0.155,488.71,1.002,"Sigma2_phi"
0.544,0,0.568,0.915,669.786,1.001,"cor_2"
0.051,0,0.05,0.108,574.082,1.001,"cov_int_phi"
0.051,0,0.05,0.108,574.082,1.001,"cov_2"
0.799,0.684,0.795,0.937,631.244,1.001,"Sigma2_e"
-711.093,-775.736,-710.989,-647.469,496.06,1.001,"lp__"
1.034,0.957,1.034,1.115,4883.369,1.001,"B_0"
0.11,0.012,0.108,0.214,500.124,1.001,"Sigma2_intercept"
0.06,0.002,0.057,0.145,556.667,1.001,"Sigma2_phi"
0.506,-0.161,0.541,0.912,991.309,1.004,"cor_2"
0.039,-0.003,0.038,0.09,622.314,1.003,"cov_int_phi"
0.039,-0.003,0.038,0.09,622.314,1.003,"cov_2"
0.815,0.681,0.813,0.958,573.876,1.001,"Sigma2_e"
-719.915,-787.226,-720.295,-652.849,373.942,1,"lp__"
1.097,1.006,1.097,1.188,5727.09,1,"B_0"
0.215,0.123,0.214,0.316,998.863,1.002,"Sigma2_intercept"
0.111,0.033,0.11,0.195,557.684,1,"Sigma2_phi"
0.588,0.261,0.593,0.887,941.11,1.001,"cor_2"
0.087,0.035,0.086,0.142,1348.93,1,"cov_int_phi"
0.087,0.035,0.086,0.142,1348.93,1,"cov_2"
0.649,0.542,0.647,0.77,798.339,1.001,"Sigma2_e"
-627.46,-695.867,-628.751,-556.419,468.212,1.001,"lp__"
1.119,1.046,1.119,1.195,4659.423,1,"B_0"
0.138,0.028,0.137,0.244,437.186,1,"Sigma2_intercept"
0.035,0,0.026,0.121,496.24,1.001,"Sigma2_phi"
0.08,-0.654,0.088,0.759,2274.547,1,"cor_2"
0.005,-0.033,0.003,0.048,1491.564,1,"cov_int_phi"
0.005,-0.033,0.003,0.048,1491.564,1,"cov_2"
0.822,0.695,0.821,0.955,650.365,1,"Sigma2_e"
-724.41,-789.854,-725.109,-660.436,424.864,1,"lp__"
1.069,0.984,1.069,1.156,1813.764,1,"B_0"
0.256,0.163,0.255,0.358,650.724,1.001,"Sigma2_intercept"
0.093,0.012,0.092,0.187,247.548,1,"Sigma2_phi"
0.344,-0.017,0.344,0.74,729.606,1,"cor_2"
0.05,-0.002,0.049,0.105,703.972,1,"cov_int_phi"
0.05,-0.002,0.049,0.105,703.972,1,"cov_2"
0.614,0.497,0.613,0.739,324.992,1.001,"Sigma2_e"
-605.025,-682.162,-605.723,-520.873,257.339,1.001,"lp__"
0.926,0.836,0.925,1.015,1834.363,1,"B_0"
0.28,0.191,0.278,0.379,749.883,1,"Sigma2_intercept"
0.104,0.025,0.102,0.191,300.651,1.011,"Sigma2_phi"
0.458,0.157,0.449,0.802,482.332,1.006,"cor_2"
0.074,0.024,0.073,0.126,990.225,1,"cov_int_phi"
0.074,0.024,0.073,0.126,990.225,1,"cov_2"
0.559,0.454,0.558,0.678,312.473,1.008,"Sigma2_e"
-567.289,-647.709,-567.508,-486.676,245.38,1.006,"lp__"
1,0.918,1,1.082,2750.353,1,"B_0"
0.129,0.043,0.129,0.221,504.052,1,"Sigma2_intercept"
0.133,0.046,0.133,0.223,535.288,1.003,"Sigma2_phi"
0.438,0.084,0.438,0.795,549.944,1,"cor_2"
0.054,0.01,0.054,0.102,822.129,1.001,"cov_int_phi"
0.054,0.01,0.054,0.102,822.129,1.001,"cov_2"
0.652,0.535,0.649,0.784,398.811,1.001,"Sigma2_e"
-629.858,-705.26,-630.946,-555.597,326.992,1.006,"lp__"
1.065,0.983,1.065,1.148,5363.291,1,"B_0"
0.155,0.063,0.154,0.254,721.497,1,"Sigma2_intercept"
0.111,0.027,0.108,0.209,696.427,1.001,"Sigma2_phi"
0.446,0.075,0.44,0.827,1057.065,1,"cor_2"
0.055,0.006,0.055,0.108,1158.491,1.001,"cov_int_phi"
0.055,0.006,0.055,0.108,1158.491,1.001,"cov_2"
0.726,0.596,0.724,0.868,666.439,1.002,"Sigma2_e"
-671.667,-745.037,-672.69,-591.763,459.381,1.001,"lp__"
0.997,0.912,0.997,1.082,1930.742,1,"B_0"
0.163,0.072,0.162,0.265,505.169,1.004,"Sigma2_intercept"
0.116,0.027,0.114,0.212,398.68,1.004,"Sigma2_phi"
0.46,0.098,0.457,0.844,515.674,1.002,"cor_2"
0.059,0.011,0.058,0.112,792.774,1,"cov_int_phi"
0.059,0.011,0.058,0.112,792.774,1,"cov_2"
0.702,0.582,0.699,0.834,421.542,1.009,"Sigma2_e"
-658.609,-731.07,-659.068,-585.849,323.675,1.007,"lp__"
0.931,0.852,0.931,1.01,2643.531,1.002,"B_0"
0.118,0.032,0.116,0.21,690.917,1.011,"Sigma2_intercept"
0.06,0.001,0.056,0.141,426.756,1,"Sigma2_phi"
0.411,-0.216,0.437,0.851,1068.508,1.002,"cor_2"
0.032,-0.007,0.031,0.082,697.872,1.002,"cov_int_phi"
0.032,-0.007,0.031,0.082,697.872,1.002,"cov_2"
0.772,0.647,0.771,0.908,592.268,1.007,"Sigma2_e"
-697.79,-762.712,-698.593,-626.647,390.926,1.01,"lp__"
1.026,0.941,1.026,1.114,4885.268,1,"B_0"
0.163,0.077,0.162,0.253,831.741,1.002,"Sigma2_intercept"
0.164,0.082,0.163,0.255,863.264,1.011,"Sigma2_phi"
0.62,0.324,0.623,0.887,766.552,1.003,"cor_2"
0.098,0.048,0.098,0.149,1181.124,1.001,"cov_int_phi"
0.098,0.048,0.098,0.149,1181.124,1.001,"cov_2"
0.615,0.512,0.613,0.728,643.05,1.006,"Sigma2_e"
-606.959,-680.072,-606.795,-530.732,386.16,1.018,"lp__"
0.966,0.876,0.966,1.055,2229.578,1,"B_0"
0.149,0.055,0.148,0.249,445.842,1,"Sigma2_intercept"
0.226,0.128,0.225,0.334,605.77,1.012,"Sigma2_phi"
0.399,0.096,0.403,0.705,489.041,1,"cor_2"
0.071,0.016,0.071,0.13,608.431,1,"cov_int_phi"
0.071,0.016,0.071,0.13,608.431,1,"cov_2"
0.681,0.558,0.678,0.817,406.195,1.003,"Sigma2_e"
-646.48,-726.507,-646.695,-569.202,321.038,1.006,"lp__"
0.977,0.896,0.976,1.063,2560.606,1,"B_0"
0.158,0.074,0.156,0.25,624.207,1,"Sigma2_intercept"
0.121,0.048,0.118,0.208,480.924,1.001,"Sigma2_phi"
0.627,0.303,0.635,0.914,503,1,"cor_2"
0.083,0.037,0.083,0.133,817.743,1.002,"cov_int_phi"
0.083,0.037,0.083,0.133,817.743,1.002,"cov_2"
0.663,0.548,0.661,0.783,470.999,1.004,"Sigma2_e"
-636.708,-709.129,-637.116,-563.229,350.75,1.002,"lp__"
0.994,0.914,0.994,1.075,2830.652,1.001,"B_0"
0.159,0.074,0.157,0.248,666.074,1.001,"Sigma2_intercept"
0.055,0.004,0.052,0.122,437.489,1,"Sigma2_phi"
0.599,0.152,0.626,0.918,724.461,1.001,"cor_2"
0.053,0.006,0.053,0.101,601.268,1.002,"cov_int_phi"
0.053,0.006,0.053,0.101,601.268,1.002,"cov_2"
0.68,0.578,0.678,0.792,602.403,1.001,"Sigma2_e"
-647.704,-711.272,-647.524,-583.07,418.406,1.003,"lp__"
0.956,0.865,0.956,1.047,2564.513,1,"B_0"
0.239,0.14,0.239,0.339,768.83,1,"Sigma2_intercept"
0.131,0.044,0.129,0.23,482.939,1,"Sigma2_phi"
0.54,0.238,0.537,0.844,618.888,1,"cor_2"
0.091,0.036,0.091,0.148,1232.136,1,"cov_int_phi"
0.091,0.036,0.091,0.148,1232.136,1,"cov_2"
0.665,0.55,0.66,0.795,465.083,1.001,"Sigma2_e"
-638.074,-711.605,-638.527,-564.962,369.028,1.001,"lp__"
0.907,0.821,0.908,0.996,2050.364,1,"B_0"
0.194,0.092,0.194,0.301,610.308,1,"Sigma2_intercept"
0.131,0.035,0.131,0.227,423.523,1,"Sigma2_phi"
0.434,0.1,0.433,0.79,354.604,1.002,"cor_2"
0.065,0.013,0.065,0.122,785.639,1,"cov_int_phi"
0.065,0.013,0.065,0.122,785.639,1,"cov_2"
0.698,0.57,0.696,0.841,395.524,1.001,"Sigma2_e"
-656.197,-733.31,-656.9,-579.235,327.445,1,"lp__"
0.985,0.9,0.985,1.067,2374.713,1.002,"B_0"
0.254,0.153,0.254,0.359,886.43,1,"Sigma2_intercept"
0.03,0.001,0.026,0.084,684.455,1,"Sigma2_phi"
0.554,-0.042,0.589,0.926,1900.702,1,"cor_2"
0.045,-0.001,0.045,0.099,1109.172,1,"cov_int_phi"
0.045,-0.001,0.045,0.099,1109.172,1,"cov_2"
0.736,0.634,0.733,0.858,888.412,1,"Sigma2_e"
-679.598,-742.86,-678.798,-620.258,558.951,1,"lp__"
0.978,0.895,0.978,1.06,2821.834,1,"B_0"
0.165,0.078,0.163,0.258,736.555,1,"Sigma2_intercept"
0.053,0.005,0.049,0.119,603.98,1,"Sigma2_phi"
0.643,0.212,0.664,0.943,1360.826,1.001,"cor_2"
0.056,0.009,0.056,0.104,908.124,1,"cov_int_phi"
0.056,0.009,0.056,0.104,908.124,1,"cov_2"
0.739,0.634,0.736,0.851,795.374,1,"Sigma2_e"
-680.823,-742.588,-681.34,-619.217,533.047,1,"lp__"
1.005,0.918,1.004,1.09,2340.888,1,"B_0"
0.19,0.089,0.19,0.293,696.393,1.006,"Sigma2_intercept"
0.071,0.005,0.067,0.163,398.712,1.001,"Sigma2_phi"
0.471,-0.044,0.494,0.874,942.101,1.001,"cor_2"
0.051,-0.001,0.051,0.108,1017.451,1,"cov_int_phi"
0.051,-0.001,0.051,0.108,1017.451,1,"cov_2"
0.775,0.653,0.773,0.911,534.04,1.007,"Sigma2_e"
-699.795,-768.306,-699.625,-633.655,392.822,1.01,"lp__"
1.04,0.948,1.04,1.131,2013.636,1,"B_0"
0.235,0.147,0.233,0.334,993.214,1,"Sigma2_intercept"
0.121,0.047,0.118,0.207,490.319,1.012,"Sigma2_phi"
0.671,0.378,0.678,0.924,454.43,1.004,"cor_2"
0.109,0.059,0.108,0.166,1130.598,1,"cov_int_phi"
0.109,0.059,0.108,0.166,1130.598,1,"cov_2"
0.638,0.534,0.637,0.748,499.223,1.011,"Sigma2_e"
-621.837,-689.241,-622.526,-550.739,365.16,1.01,"lp__"
1.079,1.003,1.079,1.156,5039.995,1,"B_0"
0.089,0.006,0.088,0.179,569.862,1.002,"Sigma2_intercept"
0.044,0,0.039,0.118,645.801,1.002,"Sigma2_phi"
0.478,-0.323,0.536,0.916,797.558,1,"cor_2"
0.029,-0.005,0.027,0.08,502.344,1,"cov_int_phi"
0.029,-0.005,0.027,0.08,502.344,1,"cov_2"
0.822,0.703,0.82,0.956,673.112,1,"Sigma2_e"
-724.154,-788.151,-723.961,-663.036,401.893,1,"lp__"
0.907,0.807,0.908,1.005,1626.086,1,"B_0"
0.298,0.2,0.297,0.404,681.963,1,"Sigma2_intercept"
0.197,0.109,0.195,0.293,479.262,1,"Sigma2_phi"
0.613,0.381,0.61,0.847,346.992,1.001,"cor_2"
0.145,0.088,0.146,0.206,910.857,1,"cov_int_phi"
0.145,0.088,0.146,0.206,910.857,1,"cov_2"
0.576,0.471,0.573,0.694,358.457,1,"Sigma2_e"
-579.609,-656.629,-579.853,-503.586,289.546,1,"lp__"
1.006,0.912,1.006,1.103,5484.967,1,"B_0"
0.276,0.175,0.274,0.393,1051.023,1.003,"Sigma2_intercept"
0.126,0.038,0.122,0.231,621.092,1,"Sigma2_phi"
0.562,0.25,0.561,0.873,979.98,1,"cor_2"
0.1,0.042,0.1,0.158,1749.305,1,"cov_int_phi"
0.1,0.042,0.1,0.158,1749.305,1,"cov_2"
0.698,0.579,0.697,0.827,718.998,1,"Sigma2_e"
-657.688,-727.472,-657.872,-585.039,418.27,1.001,"lp__"
1.026,0.945,1.026,1.105,2031.955,1,"B_0"
0.134,0.06,0.132,0.212,705.006,1,"Sigma2_intercept"
0.072,0.014,0.07,0.142,483.646,1.001,"Sigma2_phi"
0.652,0.251,0.673,0.937,798.396,1,"cor_2"
0.061,0.015,0.061,0.105,749.039,1,"cov_int_phi"
0.061,0.015,0.061,0.105,749.039,1,"cov_2"
0.68,0.583,0.678,0.788,686.42,1,"Sigma2_e"
-647.611,-709.751,-647.299,-587.283,546.806,1.002,"lp__"
0.944,0.859,0.945,1.031,2306.031,1,"B_0"
0.162,0.07,0.161,0.259,501.664,1,"Sigma2_intercept"
0.18,0.088,0.179,0.276,567.38,1,"Sigma2_phi"
0.4,0.117,0.395,0.709,545.806,1.001,"cor_2"
0.066,0.019,0.065,0.119,800.316,1.001,"cov_int_phi"
0.066,0.019,0.065,0.119,800.316,1.001,"cov_2"
0.641,0.529,0.638,0.776,397.132,1,"Sigma2_e"
-623.041,-698.249,-622.593,-547.164,314.021,1,"lp__"
1.031,0.949,1.031,1.113,1737.443,1,"B_0"
0.207,0.1,0.207,0.325,531.638,1,"Sigma2_intercept"
0.127,0.005,0.129,0.242,168.012,1.014,"Sigma2_phi"
-0.048,-0.494,-0.046,0.356,853.932,1,"cor_2"
-0.007,-0.063,-0.007,0.047,791.902,1,"cov_int_phi"
-0.007,-0.063,-0.007,0.047,791.902,1,"cov_2"
0.73,0.588,0.725,0.902,184.161,1.005,"Sigma2_e"
-672.812,-764.073,-671.572,-584.68,159.936,1.004,"lp__"
0.98,0.884,0.98,1.073,2513.71,1.002,"B_0"
0.216,0.102,0.217,0.332,597.53,1.002,"Sigma2_intercept"
0.143,0.051,0.141,0.25,528.552,1.001,"Sigma2_phi"
0.574,0.227,0.578,0.894,533.728,1,"cor_2"
0.097,0.035,0.096,0.164,884.099,1.001,"cov_int_phi"
0.097,0.035,0.096,0.164,884.099,1.001,"cov_2"
0.828,0.687,0.823,0.984,528.717,1.001,"Sigma2_e"
-725.377,-802.163,-725.16,-654.37,396.425,1.002,"lp__"
0.977,0.902,0.978,1.053,3147.645,1,"B_0"
0.135,0.024,0.137,0.236,290.26,1,"Sigma2_intercept"
0.114,0.009,0.115,0.215,298.651,1.008,"Sigma2_phi"
0.097,-0.345,0.097,0.52,805.703,1.002,"cor_2"
0.011,-0.034,0.01,0.056,862.265,1.001,"cov_int_phi"
0.011,-0.034,0.01,0.056,862.265,1.001,"cov_2"
0.678,0.544,0.676,0.833,258.58,1.005,"Sigma2_e"
-643.98,-729.503,-643.787,-556.282,216.185,1.007,"lp__"
1.015,0.936,1.015,1.094,6335.508,1,"B_0"
0.121,0.019,0.12,0.22,519.051,1,"Sigma2_intercept"
0.053,0.001,0.049,0.129,644.85,1,"Sigma2_phi"
0.548,-0.147,0.591,0.919,1049.812,1,"cor_2"
0.042,-0.002,0.041,0.097,618.669,1,"cov_int_phi"
0.042,-0.002,0.041,0.097,618.669,1,"cov_2"
0.803,0.679,0.801,0.944,585.531,1,"Sigma2_e"
-714.265,-784.263,-713.62,-646.08,383.507,1.001,"lp__"
0.998,0.904,0.997,1.094,2939.885,1,"B_0"
0.328,0.219,0.327,0.447,948.802,1,"Sigma2_intercept"
0.072,0.006,0.067,0.166,334.231,1.003,"Sigma2_phi"
0.479,0.08,0.478,0.857,1144.151,1,"cor_2"
0.068,0.007,0.068,0.131,905.96,1.004,"cov_int_phi"
0.068,0.007,0.068,0.131,905.96,1.004,"cov_2"
0.728,0.602,0.726,0.86,551.6,1.001,"Sigma2_e"
-673.547,-740.678,-675.593,-596.363,405.822,1,"lp__"
1.06,0.971,1.06,1.147,2368.86,1.001,"B_0"
0.178,0.093,0.177,0.263,750.808,1.001,"Sigma2_intercept"
0.132,0.057,0.131,0.219,558.415,1.001,"Sigma2_phi"
0.63,0.347,0.633,0.893,551.379,1,"cor_2"
0.093,0.048,0.093,0.142,1045.761,1,"cov_int_phi"
0.093,0.048,0.093,0.142,1045.761,1,"cov_2"
0.586,0.486,0.585,0.693,525.184,1,"Sigma2_e"
-586.248,-659.658,-585.41,-515.761,347.145,1,"lp__"
1.004,0.916,1.003,1.093,2412.389,1,"B_0"
0.186,0.09,0.186,0.286,697.338,1,"Sigma2_intercept"
0.182,0.083,0.18,0.283,518.92,1.008,"Sigma2_phi"
0.403,0.109,0.402,0.693,504.137,1.004,"cor_2"
0.072,0.018,0.071,0.126,842.087,1,"cov_int_phi"
0.072,0.018,0.071,0.126,842.087,1,"cov_2"
0.621,0.5,0.619,0.759,478.706,1.004,"Sigma2_e"
-607.754,-687.838,-607.019,-525.091,379.761,1.004,"lp__"
0.998,0.915,0.998,1.08,2117.906,1,"B_0"
0.206,0.097,0.206,0.314,540.865,1.001,"Sigma2_intercept"
0.15,0.037,0.149,0.265,300.846,1.001,"Sigma2_phi"
0.167,-0.172,0.163,0.531,889.045,1,"cor_2"
0.028,-0.028,0.027,0.085,806.009,1,"cov_int_phi"
0.028,-0.028,0.027,0.085,806.009,1,"cov_2"
0.696,0.57,0.693,0.844,430.405,1.004,"Sigma2_e"
-654.376,-736.011,-653.975,-576.443,329.703,1.007,"lp__"
1.005,0.921,1.004,1.088,2014.507,1,"B_0"
0.276,0.184,0.274,0.376,890.371,1.002,"Sigma2_intercept"
0.047,0.004,0.043,0.117,334.296,1.004,"Sigma2_phi"
0.541,0.125,0.552,0.89,860.765,1,"cor_2"
0.057,0.007,0.057,0.108,836.488,1,"cov_int_phi"
0.057,0.007,0.057,0.108,836.488,1,"cov_2"
0.629,0.532,0.628,0.73,669.912,1,"Sigma2_e"
-616.092,-681.163,-616.026,-553.65,505.181,1,"lp__"
0.969,0.886,0.969,1.05,2042.349,1.001,"B_0"
0.197,0.108,0.195,0.294,723.541,1,"Sigma2_intercept"
0.06,0.003,0.056,0.137,388.875,1,"Sigma2_phi"
0.513,0.033,0.531,0.876,993.952,1,"cor_2"
0.053,0.001,0.052,0.107,516.676,1,"cov_int_phi"
0.053,0.001,0.052,0.107,516.676,1,"cov_2"
0.714,0.6,0.713,0.836,514.575,1,"Sigma2_e"
-666.297,-732.531,-666.473,-599.045,393.663,1,"lp__"
0.99,0.916,0.989,1.065,3734.034,1,"B_0"
0.116,0.026,0.116,0.205,572.429,1.001,"Sigma2_intercept"
0.062,0.001,0.059,0.147,412.285,1,"Sigma2_phi"
0.436,-0.173,0.461,0.862,1151.496,1,"cor_2"
0.035,-0.004,0.033,0.081,585.701,1,"cov_int_phi"
0.035,-0.004,0.033,0.081,585.701,1,"cov_2"
0.704,0.587,0.701,0.838,522.09,1.002,"Sigma2_e"
-660.932,-728.616,-661.854,-590.63,358.169,1.002,"lp__"
1.049,0.959,1.049,1.137,2096.245,1,"B_0"
0.249,0.158,0.248,0.344,640.271,1,"Sigma2_intercept"
0.218,0.128,0.218,0.313,594.546,1,"Sigma2_phi"
0.25,0.009,0.251,0.484,726.72,1,"cor_2"
0.057,0.002,0.057,0.112,698.02,1,"cov_int_phi"
0.057,0.002,0.057,0.112,698.02,1,"cov_2"
0.504,0.409,0.502,0.615,479.609,1,"Sigma2_e"
-525.644,-609.207,-525.043,-446.757,360.022,1,"lp__"
1.065,0.978,1.065,1.152,2200.742,1,"B_0"
0.214,0.117,0.211,0.32,934.537,1,"Sigma2_intercept"
0.091,0.016,0.087,0.183,442.187,1.008,"Sigma2_phi"
0.576,0.201,0.587,0.903,800.742,1.007,"cor_2"
0.076,0.02,0.075,0.134,817.623,1,"cov_int_phi"
0.076,0.02,0.075,0.134,817.623,1,"cov_2"
0.769,0.65,0.768,0.898,757.334,1.007,"Sigma2_e"
-696.043,-762.74,-695.369,-632.772,530.298,1.01,"lp__"
1.033,0.942,1.033,1.125,3379.568,1,"B_0"
0.159,0.078,0.158,0.246,794.029,1,"Sigma2_intercept"
0.225,0.135,0.224,0.325,694.979,1.003,"Sigma2_phi"
0.516,0.259,0.514,0.781,746.966,1.002,"cor_2"
0.095,0.046,0.094,0.147,1080.183,1,"cov_int_phi"
0.095,0.046,0.094,0.147,1080.183,1,"cov_2"
