"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.039,0.947,1.04,1.125,1385.389,1,"B_0"
-0.042,-0.175,-0.041,0.086,1451.161,1,"B_x"
0.272,0.167,0.267,0.415,136.302,1,"psi"
0.181,0.135,0.18,0.237,1680.528,1,"Sigma2_intercept"
0.1,0.067,0.098,0.14,1842.931,1,"Sigma2_psi"
0.901,0.735,0.896,1.093,1744.667,1,"Sigma2_x"
0.077,0.033,0.068,0.182,202.154,1,"Sigma2_phi"
0.007,0,0.004,0.032,700.738,1,"Sigma2_epsilon"
-0.065,-0.1,-0.064,-0.034,1362.626,1,"cov_int_psi"
0.055,0.031,0.054,0.085,1735.32,1,"cov_int_phi"
-0.041,-0.067,-0.04,-0.021,1185.155,1,"cov_psi_phi"
-0.482,-0.664,-0.488,-0.275,1414.578,1,"cor_1"
0.199,-0.532,0.218,0.818,541.297,1,"cor_2"
-0.277,-0.881,-0.304,0.522,944.696,1,"cor_3"
0.449,0.309,0.451,0.576,1973.833,1.001,"cor_4"
-0.434,-0.596,-0.436,-0.247,1636.971,1,"cor_5"
-0.148,-0.89,-0.161,0.747,68.524,1,"cor_6"
-0.065,-0.1,-0.064,-0.034,1362.626,1,"cov_1"
0.005,-0.018,0.004,0.03,283.993,1,"cov_2"
-0.006,-0.028,-0.005,0.011,528.839,1,"cov_3"
0.182,0.117,0.18,0.258,1722.809,1,"cov_4"
-0.13,-0.195,-0.129,-0.07,1970.556,1,"cov_5"
-0.014,-0.128,-0.006,0.063,97.159,1,"cov_6"
0.608,0.577,0.608,0.641,5050.856,1,"Sigma2_e"
0.101,0.096,0.101,0.106,5313.325,1,"Sigma2_ex"
858.611,806.851,858.938,908.299,901.214,1,"lp__"
0.956,0.85,0.956,1.053,1694.717,1,"B_0"
-0.072,-0.221,-0.072,0.07,1616.494,1.001,"B_x"
0.314,0.191,0.314,0.436,247.106,1.002,"psi"
0.195,0.14,0.194,0.258,1699.464,1,"Sigma2_intercept"
0.122,0.088,0.12,0.163,2233.506,1,"Sigma2_psi"
1.148,0.951,1.141,1.396,1987.671,1,"Sigma2_x"
0.125,0.06,0.116,0.245,372.141,1,"Sigma2_phi"
0.008,0,0.004,0.036,960.812,1.002,"Sigma2_epsilon"
-0.105,-0.147,-0.104,-0.069,1666.787,1,"cov_int_psi"
0.1,0.062,0.098,0.148,1728.252,1.001,"cov_int_phi"
-0.09,-0.126,-0.089,-0.061,1603.675,1,"cov_psi_phi"
-0.684,-0.819,-0.689,-0.515,1410.937,1,"cor_1"
0.23,-0.577,0.263,0.877,559.182,1,"cor_2"
-0.18,-0.88,-0.216,0.674,620.961,1.001,"cor_3"
0.623,0.502,0.626,0.727,1964.832,1.003,"cor_4"
-0.729,-0.826,-0.735,-0.607,1578.719,1,"cor_5"
0.004,-0.87,-0.002,0.855,139.13,1.004,"cor_6"
-0.105,-0.147,-0.104,-0.069,1666.787,1,"cov_1"
0.007,-0.026,0.005,0.046,318.343,1.002,"cov_2"
-0.004,-0.037,-0.003,0.025,340.216,1.003,"cov_3"
0.295,0.21,0.293,0.396,1910.038,1.001,"cov_4"
-0.272,-0.355,-0.27,-0.203,2286.893,1,"cov_5"
0,-0.127,0,0.122,187.202,1.004,"cov_6"
0.616,0.585,0.616,0.648,5561.106,1,"Sigma2_e"
0.101,0.096,0.1,0.106,7143.833,1,"Sigma2_ex"
838.98,787.516,839.778,887.717,892.862,1,"lp__"
0.967,0.87,0.967,1.064,718.627,1,"B_0"
0.004,-0.129,0.004,0.136,751.226,1,"B_x"
0.309,0.175,0.31,0.444,54.551,1.006,"psi"
0.205,0.156,0.202,0.266,1123.412,1,"Sigma2_intercept"
0.086,0.058,0.084,0.122,1235.474,1,"Sigma2_psi"
0.978,0.805,0.969,1.195,1308.336,1,"Sigma2_x"
0.104,0.05,0.096,0.217,74.759,1.005,"Sigma2_phi"
0.007,0,0.003,0.038,406.363,1,"Sigma2_epsilon"
-0.066,-0.098,-0.065,-0.035,800.598,1,"cov_int_psi"
0.082,0.051,0.081,0.12,618.363,1,"cov_int_phi"
-0.063,-0.089,-0.062,-0.042,849.929,1,"cov_psi_phi"
-0.497,-0.664,-0.503,-0.287,730.183,1,"cor_1"
0.061,-0.718,0.089,0.778,347.341,1.001,"cor_2"
-0.206,-0.902,-0.25,0.684,390.868,1,"cor_3"
0.577,0.457,0.58,0.686,634.229,1,"cor_4"
-0.655,-0.779,-0.662,-0.5,647.983,1.008,"cor_5"
0.052,-0.908,0.075,0.904,24.565,1.004,"cor_6"
-0.066,-0.098,-0.065,-0.035,800.598,1,"cov_1"
0.002,-0.033,0.001,0.039,99.978,1.003,"cov_2"
-0.004,-0.034,-0.002,0.019,173.765,1,"cov_3"
0.258,0.183,0.256,0.348,884.384,1,"cov_4"
-0.189,-0.257,-0.188,-0.133,1043.744,1.005,"cov_5"
0.003,-0.129,0.001,0.123,39.399,1.006,"cov_6"
0.619,0.588,0.618,0.65,4347.759,1,"Sigma2_e"
0.102,0.097,0.102,0.107,5636.806,1,"Sigma2_ex"
814.583,763.448,815.118,864,1034.692,1,"lp__"
1.083,0.984,1.083,1.175,986.355,1,"B_0"
0.165,0.034,0.165,0.3,974.807,1,"B_x"
0.327,0.095,0.33,0.532,41.531,1.007,"psi"
0.153,0.113,0.152,0.202,1333.681,1,"Sigma2_intercept"
0.102,0.07,0.101,0.143,1035.48,1,"Sigma2_psi"
0.898,0.736,0.892,1.088,1827.471,1,"Sigma2_x"
0.128,0.054,0.111,0.31,94.519,1.003,"Sigma2_phi"
0.021,0.002,0.015,0.084,294.92,1.001,"Sigma2_epsilon"
-0.066,-0.1,-0.066,-0.034,981.135,1.001,"cov_int_psi"
0.069,0.04,0.068,0.105,1367.102,1,"cov_int_phi"
-0.065,-0.097,-0.065,-0.037,984.706,1,"cov_psi_phi"
-0.531,-0.726,-0.542,-0.287,849.774,1.001,"cor_1"
0.066,-0.54,0.08,0.635,56.105,1.007,"cor_2"
-0.54,-0.932,-0.609,0.13,84.007,1.006,"cor_3"
0.539,0.401,0.543,0.662,1167.865,1.001,"cor_4"
-0.44,-0.604,-0.441,-0.253,891.179,1,"cor_5"
0.026,-0.85,0.033,0.88,28.558,1.014,"cor_6"
-0.066,-0.1,-0.066,-0.034,981.135,1.001,"cov_1"
0.004,-0.038,0.003,0.051,52.493,1.006,"cov_2"
-0.022,-0.062,-0.02,0.005,61.058,1.003,"cov_3"
0.2,0.135,0.198,0.273,1232.004,1.001,"cov_4"
-0.133,-0.199,-0.132,-0.072,1077.279,1,"cov_5"
0.006,-0.162,0.002,0.207,37.985,1.008,"cov_6"
0.596,0.566,0.596,0.628,5487.897,1,"Sigma2_e"
0.098,0.094,0.098,0.104,7827.213,1,"Sigma2_ex"
929.578,877.42,929.772,982.403,902.225,1,"lp__"
1.01,0.919,1.01,1.101,339.205,1,"B_0"
0.05,-0.084,0.055,0.183,391.053,1.002,"B_x"
0.308,0.204,0.3,0.469,321.725,1.001,"psi"
0.193,0.145,0.191,0.25,574.329,1.001,"Sigma2_intercept"
0.116,0.08,0.115,0.164,531.052,1,"Sigma2_psi"
1.006,0.832,0.996,1.227,454.734,1.001,"Sigma2_x"
0.112,0.048,0.097,0.268,427.94,1.001,"Sigma2_phi"
0.012,0,0.007,0.047,598.211,1,"Sigma2_epsilon"
-0.084,-0.123,-0.084,-0.05,515.481,1,"cov_int_psi"
0.066,0.036,0.065,0.102,215.896,1.002,"cov_int_phi"
-0.072,-0.103,-0.071,-0.048,325.738,1.002,"cov_psi_phi"
-0.567,-0.728,-0.572,-0.356,250.941,1,"cor_1"
-0.147,-0.675,-0.174,0.557,920.695,1,"cor_2"
-0.127,-0.844,-0.104,0.579,851.916,1,"cor_3"
0.542,0.423,0.547,0.657,234.261,1,"cor_4"
-0.676,-0.798,-0.682,-0.529,379.296,1,"cor_5"
-0.385,-0.934,-0.399,0.337,341.883,1.002,"cor_6"
-0.084,-0.123,-0.084,-0.05,515.481,1,"cov_1"
-0.008,-0.046,-0.005,0.017,652.865,1,"cov_2"
-0.002,-0.027,-0.002,0.032,824.927,1,"cov_3"
0.239,0.167,0.238,0.321,305.865,1.001,"cov_4"
-0.23,-0.312,-0.227,-0.166,657.46,1,"cov_5"
-0.041,-0.194,-0.027,0.027,440.637,1.001,"cov_6"
0.614,0.584,0.614,0.647,2775.884,1,"Sigma2_e"
0.1,0.095,0.1,0.105,2430.804,1,"Sigma2_ex"
862.924,810.881,862.908,915.58,794.613,1.003,"lp__"
0.999,0.897,1,1.096,1713.187,1,"B_0"
0.062,-0.088,0.062,0.204,1671.248,1,"B_x"
0.293,-0.007,0.298,0.571,46.85,1.001,"psi"
0.207,0.15,0.205,0.275,2021.846,1,"Sigma2_intercept"
