"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.012,0.976,1.012,1.049,3358.666,1,"B_0"
0.262,0.224,0.262,0.301,3134.052,1,"psi"
0.205,0.161,0.205,0.252,1039.785,1.001,"Sigma2_intercept"
0.018,0,0.011,0.063,128.698,1.001,"Sigma2_epsilon"
0.09,0.059,0.086,0.139,161.896,1,"Sigma2_phi"
1.031,1.031,1.031,1.031,0.5,1,"Sigma2_x"
0.035,0.013,0.034,0.06,1320.585,1,"cov_int_phi"
0.004,-0.018,0.002,0.029,1281.134,1,"cov_2"
0.652,0.591,0.653,0.714,326.291,1.003,"Sigma2_e"
-3319.172,-3480.658,-3321.467,-3153.306,276.721,1.001,"lp__"
0.998,0.963,0.998,1.033,3833.312,1,"B_0"
0.28,0.243,0.28,0.315,3774.428,1,"psi"
0.208,0.164,0.208,0.253,811.21,1,"Sigma2_intercept"
0.003,0,0.001,0.016,224.591,1.006,"Sigma2_epsilon"
0.08,0.06,0.079,0.103,884.333,1.001,"Sigma2_phi"
0.976,0.976,0.976,0.976,0.5,1,"Sigma2_x"
0.031,0.015,0.031,0.048,2214.968,1,"cov_int_phi"
0,-0.016,0,0.015,1876.479,1,"cov_2"
0.602,0.553,0.601,0.656,633.307,1,"Sigma2_e"
-3192.254,-3346.612,-3191.165,-3042.31,496.427,1,"lp__"
1.017,0.98,1.017,1.054,3716.447,1,"B_0"
0.251,0.214,0.251,0.286,2968.188,1,"psi"
0.21,0.165,0.21,0.258,772.003,1.002,"Sigma2_intercept"
0.008,0,0.006,0.032,276.059,1,"Sigma2_epsilon"
0.08,0.057,0.078,0.11,528.031,1,"Sigma2_phi"
1.072,1.072,1.072,1.072,0.5,1,"Sigma2_x"
0.039,0.02,0.038,0.062,1105.003,1.001,"cov_int_phi"
0.009,-0.009,0.007,0.033,1041.355,1.002,"cov_2"
0.629,0.578,0.629,0.684,683.772,1.002,"Sigma2_e"
-3264.079,-3413.285,-3265.084,-3114.133,466.853,1.006,"lp__"
0.999,0.961,0.999,1.035,3215.165,1,"B_0"
0.288,0.252,0.288,0.323,2836.86,1,"psi"
0.214,0.169,0.214,0.258,857.597,1.001,"Sigma2_intercept"
0.015,0,0.012,0.042,209.852,1.002,"Sigma2_epsilon"
0.105,0.078,0.104,0.137,425.01,1,"Sigma2_phi"
1.028,1.028,1.028,1.028,0.5,1,"Sigma2_x"
0.041,0.022,0.041,0.064,1480.99,1,"cov_int_phi"
0.011,-0.009,0.01,0.033,1232.992,1,"cov_2"
0.595,0.545,0.594,0.649,430.428,1.001,"Sigma2_e"
-3175.992,-3329.507,-3175.777,-3018.858,359.768,1,"lp__"
1.006,0.967,1.005,1.045,1839.271,1,"B_0"
0.267,0.228,0.267,0.307,1531.738,1,"psi"
0.233,0.187,0.232,0.282,703.597,1,"Sigma2_intercept"
0.012,0,0.008,0.041,200.407,1,"Sigma2_epsilon"
0.086,0.061,0.084,0.122,374.517,1,"Sigma2_phi"
0.981,0.981,0.981,0.981,0.5,1,"Sigma2_x"
0.047,0.025,0.046,0.072,885.874,1,"cov_int_phi"
0.012,-0.008,0.011,0.039,713.518,1,"cov_2"
0.635,0.583,0.635,0.691,421.493,1,"Sigma2_e"
-3277.997,-3418.975,-3280.529,-3126.064,386.527,1,"lp__"
1,0.962,1,1.038,7072.939,1,"B_0"
0.251,0.214,0.251,0.287,4255.614,1,"psi"
0.151,0.107,0.151,0.196,807.682,1,"Sigma2_intercept"
0.037,0,0.036,0.085,181.279,1.005,"Sigma2_epsilon"
0.105,0.062,0.104,0.154,204.082,1.004,"Sigma2_phi"
1.01,1.01,1.01,1.01,0.5,1,"Sigma2_x"
0.027,0.004,0.027,0.05,1612.462,1,"cov_int_phi"
0.006,-0.018,0.005,0.029,1281.047,1,"cov_2"
0.646,0.578,0.646,0.715,276.31,1.005,"Sigma2_e"
-3306.171,-3478.187,-3306.081,-3122.87,256.657,1.006,"lp__"
0.998,0.959,0.998,1.038,3372.175,1,"B_0"
0.243,0.208,0.243,0.279,3237.658,1,"psi"
0.209,0.164,0.209,0.256,807.571,1,"Sigma2_intercept"
0.038,0.007,0.036,0.075,292.798,1,"Sigma2_epsilon"
0.108,0.072,0.107,0.149,356.827,1,"Sigma2_phi"
1.051,1.051,1.051,1.051,0.5,1,"Sigma2_x"
0.049,0.026,0.049,0.074,1198.972,1.001,"cov_int_phi"
0.021,-0.002,0.021,0.047,1120.181,1.001,"cov_2"
0.587,0.531,0.586,0.648,444.682,1,"Sigma2_e"
-3151.006,-3323.299,-3151.724,-2980.348,366.542,1,"lp__"
0.977,0.939,0.977,1.014,2864.283,1,"B_0"
0.27,0.232,0.27,0.308,1716.646,1,"psi"
0.201,0.157,0.2,0.248,785.911,1,"Sigma2_intercept"
0.011,0,0.008,0.038,242.081,1.003,"Sigma2_epsilon"
0.092,0.067,0.091,0.124,459.16,1.003,"Sigma2_phi"
1.035,1.035,1.035,1.035,0.5,1,"Sigma2_x"
0.047,0.027,0.047,0.072,656.152,1.001,"cov_int_phi"
0.015,-0.004,0.014,0.041,573.557,1.001,"cov_2"
0.625,0.573,0.625,0.679,549.232,1,"Sigma2_e"
-3255.395,-3404.142,-3256.412,-3105.493,420.152,1,"lp__"
0.995,0.958,0.995,1.032,3523.207,1,"B_0"
0.29,0.252,0.29,0.327,2761.162,1,"psi"
0.196,0.151,0.196,0.241,789.149,1.001,"Sigma2_intercept"
0.026,0,0.024,0.064,168.187,1,"Sigma2_epsilon"
0.119,0.084,0.118,0.163,253.138,1,"Sigma2_phi"
1.044,1.044,1.044,1.044,0.5,1,"Sigma2_x"
