"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.992,0.893,0.992,1.091,642.954,1,"B_0"
0.035,-0.103,0.035,0.176,755.954,1,"B_x"
0.33,0.189,0.335,0.44,57.683,1.002,"psi"
0.211,0.162,0.209,0.272,1033.593,1.005,"Sigma2_intercept"
0.106,0.08,0.105,0.14,1980.72,1.002,"Sigma2_psi"
0.996,0.817,0.987,1.208,1579.712,1,"Sigma2_x"
0.118,0.059,0.113,0.208,92.613,1,"Sigma2_phi"
0.006,0,0.002,0.03,243.373,1.003,"Sigma2_epsilon"
-0.087,-0.123,-0.086,-0.057,960.838,1.008,"cov_int_psi"
0.077,0.047,0.076,0.116,857.115,1.001,"cov_int_phi"
-0.076,-0.105,-0.075,-0.053,1206.074,1.001,"cov_psi_phi"
-0.58,-0.717,-0.584,-0.419,1021.568,1.004,"cor_1"
-0.004,-0.69,-0.001,0.691,150.294,1.001,"cor_2"
-0.274,-0.886,-0.323,0.589,156.462,1,"cor_3"
0.501,0.373,0.501,0.618,1157.4,1,"cor_4"
-0.648,-0.749,-0.651,-0.531,1314.15,1,"cor_5"
0.053,-0.844,0.039,0.936,33.229,1,"cor_6"
-0.087,-0.123,-0.086,-0.057,960.838,1.008,"cov_1"
0.001,-0.024,0,0.032,69.962,1.003,"cov_2"
-0.006,-0.038,-0.003,0.013,78.343,1.002,"cov_3"
0.23,0.155,0.228,0.319,1021.173,1.001,"cov_4"
-0.211,-0.278,-0.209,-0.154,1461.197,1.001,"cov_5"
0.006,-0.083,0.001,0.14,46.833,1.003,"cov_6"
0.604,0.574,0.604,0.636,4464.317,1,"Sigma2_e"
0.101,0.096,0.1,0.106,7629.323,1,"Sigma2_ex"
872.247,813.53,872.689,926.103,846.665,1.001,"lp__"
1.091,1.001,1.092,1.179,679.116,1.001,"B_0"
-0.011,-0.135,-0.011,0.117,649.78,1.004,"B_x"
0.285,-0.01,0.287,0.552,26.948,1.029,"psi"
0.177,0.134,0.175,0.228,872.077,1,"Sigma2_intercept"
0.099,0.072,0.098,0.132,1403.104,1,"Sigma2_psi"
0.831,0.682,0.825,1.018,899.971,1,"Sigma2_x"
0.114,0.039,0.088,0.343,110.036,1.012,"Sigma2_phi"
0.031,0.007,0.021,0.118,146.635,1,"Sigma2_epsilon"
-0.077,-0.108,-0.076,-0.05,837.592,1.002,"cov_int_psi"
0.062,0.036,0.061,0.091,874.864,1,"cov_int_phi"
-0.056,-0.079,-0.055,-0.038,1458.097,1,"cov_psi_phi"
-0.581,-0.726,-0.585,-0.415,923.792,1.003,"cor_1"
0.074,-0.453,0.078,0.583,27.54,1.026,"cor_2"
-0.348,-0.812,-0.389,0.276,37.318,1.02,"cor_3"
0.522,0.398,0.525,0.632,702.869,1,"cor_4"
-0.491,-0.621,-0.493,-0.35,771.936,1,"cor_5"
-0.08,-0.888,-0.142,0.888,19.477,1.031,"cor_6"
-0.077,-0.108,-0.076,-0.05,837.592,1.002,"cov_1"
0.004,-0.05,0.004,0.062,30.622,1.028,"cov_2"
-0.016,-0.059,-0.015,0.022,32.001,1.024,"cov_3"
0.2,0.139,0.199,0.274,616.653,1,"cov_4"
-0.141,-0.197,-0.139,-0.092,751.342,1,"cov_5"
-0.012,-0.222,-0.015,0.231,25.79,1.031,"cov_6"
0.6,0.568,0.6,0.633,2995.774,1,"Sigma2_e"
0.103,0.098,0.103,0.108,6396.411,1,"Sigma2_ex"
848.375,790.198,848.424,907.975,489.135,1,"lp__"
0.891,0.788,0.891,0.986,1015.171,1.004,"B_0"
-0.096,-0.231,-0.096,0.039,1153.058,1.005,"B_x"
0.365,0.242,0.363,0.497,42.762,1.049,"psi"
0.196,0.149,0.194,0.253,1501.149,1,"Sigma2_intercept"
0.08,0.058,0.079,0.107,2097.14,1,"Sigma2_psi"
0.98,0.809,0.972,1.19,1986.492,1.001,"Sigma2_x"
0.142,0.072,0.133,0.268,61.643,1.033,"Sigma2_phi"
0.008,0,0.005,0.031,522.541,1,"Sigma2_epsilon"
-0.074,-0.105,-0.073,-0.049,1466.351,1,"cov_int_psi"
0.087,0.057,0.086,0.124,1706.518,1.002,"cov_int_phi"
-0.054,-0.077,-0.054,-0.035,1955.323,1,"cov_psi_phi"
-0.592,-0.726,-0.595,-0.431,1432.091,1,"cor_1"
-0.001,-0.56,-0.011,0.607,55.898,1.04,"cor_2"
-0.499,-0.915,-0.557,0.147,72.07,1.032,"cor_3"
0.55,0.437,0.552,0.653,2214.768,1.001,"cor_4"
-0.432,-0.572,-0.434,-0.284,1922.248,1,"cor_5"
-0.081,-0.887,-0.121,0.829,25.458,1.081,"cor_6"
-0.074,-0.105,-0.073,-0.049,1466.351,1,"cov_1"
-0.001,-0.034,0,0.028,51.281,1.042,"cov_2"
-0.01,-0.028,-0.01,0.004,70.179,1.034,"cov_3"
0.241,0.172,0.239,0.325,1692.812,1.002,"cov_4"
-0.121,-0.175,-0.12,-0.074,2106.907,1,"cov_5"
-0.008,-0.137,-0.006,0.099,35.483,1.058,"cov_6"
0.59,0.559,0.59,0.623,5810.69,1.001,"Sigma2_e"
0.104,0.099,0.104,0.109,9392.325,1,"Sigma2_ex"
857.424,798.934,857.752,912.506,876.629,1,"lp__"
0.931,0.826,0.937,1.025,420.733,1.01,"B_0"
-0.086,-0.23,-0.082,0.04,341.337,1.011,"B_x"
0.362,0.203,0.356,0.556,15.447,1.152,"psi"
0.207,0.161,0.203,0.271,440.543,1.004,"Sigma2_intercept"
0.103,0.078,0.102,0.134,1072.96,1,"Sigma2_psi"
1.023,0.847,1.019,1.238,131.778,1.021,"Sigma2_x"
0.161,0.066,0.14,0.379,50.239,1.054,"Sigma2_phi"
0.019,0.004,0.013,0.066,532.079,1,"Sigma2_epsilon"
-0.1,-0.133,-0.099,-0.071,527.207,1,"cov_int_psi"
0.094,0.065,0.092,0.134,461.307,1.008,"cov_int_phi"
-0.078,-0.104,-0.077,-0.056,893.767,1.004,"cov_psi_phi"
-0.683,-0.795,-0.691,-0.543,418.511,1,"cor_1"
-0.122,-0.604,-0.158,0.517,14.16,1.153,"cor_2"
-0.348,-0.857,-0.391,0.304,20.398,1.121,"cor_3"
0.616,0.512,0.622,0.704,565.668,1.019,"cor_4"
-0.565,-0.677,-0.572,-0.434,319.69,1.003,"cor_5"
-0.244,-0.913,-0.317,0.726,8.092,1.283,"cor_6"
-0.1,-0.133,-0.099,-0.071,527.207,1,"cov_1"
-0.009,-0.062,-0.008,0.033,19.879,1.111,"cov_2"
-0.011,-0.04,-0.012,0.023,17.722,1.129,"cov_3"
0.283,0.212,0.28,0.369,620.718,1,"cov_4"
-0.183,-0.246,-0.182,-0.13,580.962,1,"cov_5"
-0.037,-0.232,-0.03,0.108,14.609,1.157,"cov_6"
0.609,0.579,0.609,0.64,2499.037,1,"Sigma2_e"
0.105,0.101,0.105,0.111,195.874,1.001,"Sigma2_ex"
783.137,727.109,784.354,837.351,457.36,1.002,"lp__"
0.999,0.903,1,1.092,1051.252,1,"B_0"
0.01,-0.127,0.01,0.141,1194.841,1,"B_x"
0.326,0.147,0.323,0.528,50.113,1.021,"psi"
0.191,0.147,0.189,0.247,1158.211,1.001,"Sigma2_intercept"
0.089,0.065,0.087,0.118,1839.91,1,"Sigma2_psi"
0.981,0.805,0.973,1.191,2172.043,1.001,"Sigma2_x"
0.137,0.06,0.116,0.32,131.782,1.013,"Sigma2_phi"
0.023,0.007,0.018,0.067,710.46,1.001,"Sigma2_epsilon"
-0.075,-0.107,-0.074,-0.048,1163.949,1.002,"cov_int_psi"
0.08,0.05,0.079,0.118,1294.889,1.001,"cov_int_phi"
-0.072,-0.098,-0.072,-0.051,2157.119,1.001,"cov_psi_phi"
-0.574,-0.714,-0.579,-0.411,1265.441,1.002,"cor_1"
-0.031,-0.573,-0.029,0.504,46.376,1.018,"cor_2"
-0.569,-0.914,-0.654,0.12,67.044,1.018,"cor_3"
0.583,0.465,0.585,0.684,1763.531,1,"cor_4"
-0.515,-0.64,-0.518,-0.367,1920.07,1.001,"cor_5"
0.024,-0.843,0.031,0.816,36.138,1.026,"cor_6"
