"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.936,0.807,0.933,1.068,991.692,1,"B_0"
0.249,0.143,0.249,0.352,1599.047,1,"psi"
0.189,0.112,0.183,0.304,1197.742,1,"Sigma2_intercept"
0.014,0,0.012,0.044,984.875,1.001,"Sigma2_epsilon"
0.082,0.033,0.079,0.146,1458.072,1,"Sigma2_phi"
1.03,1.03,1.03,1.03,0.5,1,"Sigma2_x"
0.047,0.016,0.047,0.08,2296.876,1,"cov_int_phi"
-0.007,-0.038,-0.006,0.02,2728.982,1,"cov_2"
0.646,0.578,0.646,0.718,2884.226,1,"Sigma2_e"
-304.65,-330.625,-304.439,-280.469,719.473,1.004,"lp__"
0.913,0.748,0.912,1.075,757.395,1.003,"B_0"
0.285,0.167,0.286,0.395,1121.047,1,"psi"
0.246,0.151,0.237,0.382,1314.683,1,"Sigma2_intercept"
0.034,0.004,0.031,0.082,1198.088,1.001,"Sigma2_epsilon"
0.181,0.098,0.178,0.278,1260.423,1.002,"Sigma2_phi"
1.322,1.322,1.322,1.322,0.5,1,"Sigma2_x"
0.119,0.074,0.119,0.167,2214.555,1.001,"cov_int_phi"
0.027,-0.015,0.025,0.08,1709.132,1,"cov_2"
0.674,0.605,0.674,0.749,3277.704,1,"Sigma2_e"
-322.468,-348.663,-322.215,-297.403,832.116,1,"lp__"
0.953,0.795,0.955,1.096,1155.334,1.003,"B_0"
0.237,0.142,0.237,0.334,1796.098,1.001,"psi"
0.212,0.128,0.204,0.343,1122.383,1,"Sigma2_intercept"
0.02,0.001,0.017,0.053,1307.88,1.001,"Sigma2_epsilon"
0.096,0.049,0.095,0.156,1940.625,1,"Sigma2_phi"
1.083,1.083,1.083,1.083,0.5,1,"Sigma2_x"
0.062,0.03,0.061,0.097,3641.255,1,"cov_int_phi"
0.009,-0.022,0.008,0.047,3072.962,1,"cov_2"
0.648,0.579,0.646,0.725,3874.124,1,"Sigma2_e"
-306.968,-332.936,-306.849,-282.61,770.457,1,"lp__"
0.926,0.806,0.926,1.043,871.79,1.005,"B_0"
0.24,0.134,0.241,0.338,1459.691,1.002,"psi"
0.12,0.064,0.116,0.198,1465.167,1,"Sigma2_intercept"
0.009,0,0.006,0.032,1142.321,1,"Sigma2_epsilon"
0.081,0.033,0.078,0.143,1518.114,1.002,"Sigma2_phi"
1.062,1.062,1.062,1.062,0.5,1,"Sigma2_x"
0.039,0.015,0.039,0.065,2185.923,1,"cov_int_phi"
0.001,-0.018,0.001,0.023,2367.704,1,"cov_2"
0.6,0.539,0.598,0.67,3259.352,1,"Sigma2_e"
-275.739,-300.835,-275.679,-251.132,801.543,1,"lp__"
1.058,0.906,1.058,1.21,611.27,1,"B_0"
0.261,0.126,0.262,0.385,946.966,1.002,"psi"
0.233,0.143,0.225,0.372,980.708,1,"Sigma2_intercept"
0.005,0,0.003,0.024,1432.415,1,"Sigma2_epsilon"
0.072,0.022,0.069,0.139,911.889,1.001,"Sigma2_phi"
0.837,0.837,0.837,0.837,0.5,1,"Sigma2_x"
0.073,0.036,0.073,0.116,1135.826,1,"cov_int_phi"
0.006,-0.016,0.003,0.037,2492.95,1.001,"cov_2"
0.642,0.579,0.64,0.712,4159.479,1,"Sigma2_e"
-304.267,-329.065,-303.904,-281.177,994.833,1,"lp__"
0.971,0.806,0.97,1.135,497.598,1,"B_0"
0.244,0.138,0.245,0.344,817.472,1,"psi"
0.253,0.157,0.246,0.388,1039.783,1.003,"Sigma2_intercept"
