"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.891,0.708,0.89,1.075,889.049,1.002,"B_0"
-0.176,-0.457,-0.177,0.105,1003.103,1,"B_x"
0.258,0.029,0.261,0.454,166.49,1.014,"psi"
0.198,0.117,0.191,0.318,1208.975,1.001,"Sigma2_intercept"
1.043,0.704,1.017,1.561,1255.246,1.001,"Sigma2_x"
0.025,0,0.018,0.1,719.306,1.003,"Sigma2_epsilon"
0.105,0.037,0.087,0.281,346.116,1.002,"Sigma2_phi"
0.058,0.011,0.057,0.115,1467.049,1,"cov_int_phi"
-0.01,-0.069,-0.007,0.046,297.047,1.013,"cov_2"
0.264,0.136,0.256,0.446,1092.484,1,"cov_4"
0.003,-0.187,0,0.216,144.699,1.019,"cov_6"
0.735,0.661,0.734,0.817,4202.388,1,"Sigma2_e"
0.105,0.095,0.105,0.116,6349.681,1,"Sigma2_ex"
144.961,117.691,145.452,169.256,811.679,1.008,"lp__"
0.925,0.705,0.923,1.154,1277.262,1,"B_0"
0.041,-0.281,0.038,0.365,1637.609,1,"B_x"
0.365,0.229,0.366,0.492,291.19,1,"psi"
0.221,0.135,0.214,0.343,1644.051,1.001,"Sigma2_intercept"
1.335,0.902,1.298,1.961,1657.808,1,"Sigma2_x"
0.014,0,0.007,0.062,995.305,1,"Sigma2_epsilon"
0.197,0.097,0.184,0.383,558.756,1.001,"Sigma2_phi"
0.119,0.057,0.116,0.205,1627.105,1.001,"cov_int_phi"
0.005,-0.036,0.002,0.054,620.947,1,"cov_2"
0.314,0.162,0.304,0.52,1637.731,1,"cov_4"
0.004,-0.145,0,0.178,241.85,1,"cov_6"
0.786,0.707,0.784,0.872,5611.905,1,"Sigma2_e"
0.102,0.092,0.101,0.113,7832.088,1,"Sigma2_ex"
130.53,104.93,130.758,154.585,882.425,1.007,"lp__"
0.941,0.752,0.942,1.137,1708.212,1,"B_0"
-0.088,-0.381,-0.091,0.209,2126.472,1,"B_x"
0.277,0.12,0.281,0.421,218.278,1.004,"psi"
0.209,0.127,0.202,0.331,1396.666,1,"Sigma2_intercept"
1.112,0.754,1.084,1.613,1754.983,1,"Sigma2_x"
0.014,0,0.008,0.062,794.109,1.003,"Sigma2_epsilon"
0.106,0.045,0.095,0.247,351.249,1.009,"Sigma2_phi"
0.062,0.016,0.06,0.119,1991.706,1.001,"cov_int_phi"
0.003,-0.033,0.001,0.043,636.211,1,"cov_2"
0.211,0.077,0.205,0.385,1800.478,1,"cov_4"
0.009,-0.14,0.002,0.17,176.031,1.004,"cov_6"
0.706,0.635,0.705,0.782,5163.728,1,"Sigma2_e"
0.088,0.08,0.088,0.097,5592.048,1,"Sigma2_ex"
230.915,205.912,231.396,253.89,828.796,1.004,"lp__"
0.9,0.725,0.899,1.081,886.904,1.001,"B_0"
-0.149,-0.438,-0.151,0.149,993.242,1,"B_x"
0.304,0.209,0.302,0.416,228.877,1.029,"psi"
0.128,0.072,0.124,0.207,1563.877,1,"Sigma2_intercept"
1.097,0.739,1.062,1.636,1219.057,1,"Sigma2_x"
0.007,0,0.003,0.034,1070.454,1,"Sigma2_epsilon"
0.111,0.053,0.103,0.224,534.259,1.013,"Sigma2_phi"
0.056,0.019,0.054,0.106,1178.666,1,"cov_int_phi"
-0.003,-0.029,-0.001,0.018,927.38,1.012,"cov_2"
0.194,0.084,0.188,0.348,1116.528,1.001,"cov_4"
-0.007,-0.115,-0.003,0.082,144.407,1.045,"cov_6"
0.681,0.616,0.679,0.751,4830.659,1,"Sigma2_e"
0.101,0.091,0.101,0.112,6382.902,1,"Sigma2_ex"
190.708,167.13,190.884,213.239,909.291,1.001,"lp__"
1.099,0.906,1.099,1.288,735.094,1,"B_0"
0.11,-0.152,0.112,0.364,879.768,1,"B_x"
0.301,0.185,0.303,0.395,475.941,1.001,"psi"
0.195,0.115,0.188,0.307,1452.05,1,"Sigma2_intercept"
0.843,0.569,0.82,1.236,1126.138,1,"Sigma2_x"
0.004,0,0.002,0.022,818.629,1,"Sigma2_epsilon"
0.083,0.038,0.079,0.153,798.467,1.001,"Sigma2_phi"
0.074,0.033,0.071,0.129,1045.736,1,"cov_int_phi"
0.002,-0.021,0,0.031,1159.696,1,"cov_2"
0.24,0.123,0.232,0.399,1038.256,1,"cov_4"
0.009,-0.049,0.003,0.091,288.252,1.001,"cov_6"
0.761,0.688,0.76,0.841,5538.739,1,"Sigma2_e"
0.096,0.086,0.096,0.106,4548.346,1,"Sigma2_ex"
165.018,141.833,165.322,186.459,1126.175,1,"lp__"
1.017,0.802,1.015,1.22,664.285,1,"B_0"
0.181,-0.122,0.181,0.484,817.037,1,"B_x"
0.306,0.173,0.303,0.455,318.19,1,"psi"
0.206,0.126,0.199,0.328,1419.437,1,"Sigma2_intercept"
1.204,0.827,1.175,1.769,1117.932,1.001,"Sigma2_x"
0.016,0,0.011,0.066,849.677,1,"Sigma2_epsilon"
0.134,0.058,0.12,0.3,457.867,1.001,"Sigma2_phi"
0.106,0.055,0.103,0.175,1112.807,1,"cov_int_phi"
0,-0.052,0,0.048,623.006,1,"cov_2"
0.348,0.198,0.339,0.558,987.389,1,"cov_4"
-0.012,-0.183,-0.006,0.128,253.204,1,"cov_6"
0.688,0.618,0.687,0.765,5123.882,1,"Sigma2_e"
0.096,0.086,0.095,0.106,5175.232,1,"Sigma2_ex"
206.632,180.839,206.953,229.961,815.027,1,"lp__"
0.984,0.784,0.983,1.192,1261.407,1,"B_0"
-0.174,-0.444,-0.174,0.104,1626.764,1,"B_x"
0.312,0.183,0.314,0.422,385.687,1.001,"psi"
0.237,0.144,0.229,0.369,1271.806,1,"Sigma2_intercept"
0.954,0.646,0.931,1.396,1506.692,1.001,"Sigma2_x"
0.007,0,0.003,0.035,1179.199,1.001,"Sigma2_epsilon"
0.103,0.048,0.097,0.2,555.093,1.003,"Sigma2_phi"
0.084,0.036,0.081,0.149,1557.5,1.001,"cov_int_phi"
0.001,-0.031,0,0.038,860.83,1,"cov_2"
0.265,0.129,0.256,0.446,1492.656,1,"cov_4"
0.002,-0.086,0,0.107,272.215,1.001,"cov_6"
0.676,0.61,0.675,0.748,4763.049,1,"Sigma2_e"
0.103,0.093,0.103,0.114,4741.91,1,"Sigma2_ex"
183.448,159.231,183.7,205.101,793.235,1,"lp__"
1.053,0.87,1.054,1.229,1109.454,1,"B_0"
0.141,-0.163,0.146,0.422,1292.215,1,"B_x"
0.325,0.159,0.324,0.496,109.335,1.022,"psi"
0.17,0.098,0.164,0.274,1418.114,1,"Sigma2_intercept"
1.119,0.747,1.088,1.641,1159.211,1,"Sigma2_x"
0.017,0,0.009,0.071,793.059,1,"Sigma2_epsilon"
0.142,0.059,0.124,0.336,203.424,1.009,"Sigma2_phi"
0.039,-0.007,0.037,0.094,1185.855,1,"cov_int_phi"
0.006,-0.02,0.004,0.041,736.962,1.003,"cov_2"
0.098,-0.023,0.093,0.245,1155.058,1,"cov_4"
-0.003,-0.177,-0.001,0.16,94.915,1.025,"cov_6"
0.74,0.666,0.739,0.823,4219.183,1,"Sigma2_e"
0.092,0.084,0.092,0.102,4545.338,1,"Sigma2_ex"
192.973,168.439,192.97,216.719,872.863,1.001,"lp__"
0.839,0.623,0.841,1.054,1047.847,1,"B_0"
-0.157,-0.418,-0.157,0.1,1228.096,1,"B_x"
0.448,0.278,0.447,0.609,225.337,1,"psi"
0.171,0.102,0.167,0.272,1621.431,1,"Sigma2_intercept"
0.879,0.599,0.861,1.281,1460.159,1,"Sigma2_x"
0.016,0,0.01,0.061,266.394,1.004,"Sigma2_epsilon"
0.199,0.097,0.182,0.382,200.262,1.001,"Sigma2_phi"
0.115,0.059,0.112,0.191,1263.102,1,"cov_int_phi"
0.007,-0.031,0.005,0.054,387.829,1,"cov_2"
0.241,0.129,0.234,0.391,1457.044,1,"cov_4"
-0.002,-0.136,0,0.131,191.695,1,"cov_6"
0.653,0.587,0.652,0.722,5568.457,1,"Sigma2_e"
0.104,0.094,0.104,0.116,7797.873,1,"Sigma2_ex"
193.819,167.923,194.256,217.625,858.376,1.001,"lp__"
0.985,0.801,0.983,1.17,2042.106,1,"B_0"
0.136,-0.154,0.136,0.432,2560.984,1,"B_x"
0.312,0.212,0.311,0.42,273.061,1.007,"psi"
0.156,0.09,0.151,0.249,2032.918,1,"Sigma2_intercept"
1.079,0.738,1.054,1.58,2308.09,1,"Sigma2_x"
0.006,0,0.003,0.029,1500.584,1.009,"Sigma2_epsilon"
0.113,0.055,0.106,0.214,514.91,1.001,"Sigma2_phi"
0.069,0.027,0.066,0.122,2991.593,1,"cov_int_phi"
-0.002,-0.03,-0.001,0.02,929.721,1.001,"cov_2"
0.229,0.11,0.223,0.384,2721.45,1.002,"cov_4"
-0.002,-0.097,0,0.087,196.171,1.009,"cov_6"
0.654,0.59,0.654,0.723,6939.287,1,"Sigma2_e"
0.104,0.094,0.104,0.115,6674.5,1,"Sigma2_ex"
193.19,169.297,193.303,215.098,998.069,1.003,"lp__"
0.923,0.712,0.924,1.139,890.364,1,"B_0"
-0.179,-0.466,-0.181,0.111,911.133,1,"B_x"
0.328,0.166,0.329,0.476,249.179,1,"psi"
0.203,0.116,0.196,0.329,1610.375,1,"Sigma2_intercept"
1.092,0.736,1.063,1.628,1187.472,1,"Sigma2_x"
0.018,0,0.012,0.071,772.334,1.004,"Sigma2_epsilon"
0.142,0.065,0.128,0.302,370.275,1,"Sigma2_phi"
0.084,0.031,0.08,0.156,1241.183,1.001,"cov_int_phi"
0.001,-0.042,0,0.048,652.812,1.001,"cov_2"
0.253,0.119,0.245,0.436,1107.408,1.002,"cov_4"
0,-0.147,0,0.159,195.624,1,"cov_6"
0.802,0.725,0.8,0.889,3895.743,1.001,"Sigma2_e"
0.101,0.091,0.1,0.111,5171.064,1,"Sigma2_ex"
127.388,102.531,127.165,152.485,788.132,1.008,"lp__"
1.137,0.961,1.138,1.301,893.446,1,"B_0"
0.276,-0.015,0.278,0.551,1150.751,1,"B_x"
0.205,0.073,0.204,0.331,145.302,1.001,"psi"
0.185,0.11,0.179,0.299,1542.097,1,"Sigma2_intercept"
1.11,0.754,1.079,1.629,1155.399,1,"Sigma2_x"
0.01,0,0.005,0.045,970.555,1.001,"Sigma2_epsilon"
0.061,0.023,0.051,0.154,314.676,1,"Sigma2_phi"
0.046,0.012,0.045,0.093,1288.284,1.001,"cov_int_phi"
-0.001,-0.035,0,0.032,382.044,1,"cov_2"
0.232,0.107,0.222,0.416,1140.004,1,"cov_4"
0.002,-0.122,0.001,0.127,117.212,1.001,"cov_6"
0.682,0.617,0.681,0.755,5038.116,1,"Sigma2_e"
0.102,0.092,0.102,0.113,6014.637,1,"Sigma2_ex"
185.217,160.512,185.503,207.254,843.331,1.001,"lp__"
0.997,0.779,0.996,1.204,918.515,1,"B_0"
-0.02,-0.268,-0.019,0.22,1206.517,1,"B_x"
0.351,0.203,0.352,0.481,338.983,1.006,"psi"
0.302,0.191,0.292,0.471,1418.945,1,"Sigma2_intercept"
0.805,0.537,0.78,1.204,1226.129,1,"Sigma2_x"
0.01,0,0.005,0.045,1223.884,1,"Sigma2_epsilon"
0.113,0.051,0.103,0.228,485.97,1.002,"Sigma2_phi"
0.109,0.051,0.104,0.192,1420.789,1,"cov_int_phi"
0.005,-0.039,0.002,0.055,687.704,1.002,"cov_2"
0.295,0.152,0.285,0.495,1211.251,1,"cov_4"
0.004,-0.094,0.001,0.103,234.026,1.006,"cov_6"
0.749,0.675,0.748,0.829,5823.905,1,"Sigma2_e"
0.1,0.09,0.1,0.111,8398.035,1,"Sigma2_ex"
156.038,131.751,156.472,178.878,850.655,1,"lp__"
1.019,0.854,1.017,1.18,1858.32,1,"B_0"
0.127,-0.08,0.126,0.338,1749.362,1,"B_x"
0.335,0.06,0.344,0.566,276.118,1.002,"psi"
0.124,0.069,0.12,0.208,2030.06,1,"Sigma2_intercept"
0.554,0.367,0.538,0.825,1565.564,1.002,"Sigma2_x"
0.025,0,0.019,0.089,874.644,1,"Sigma2_epsilon"
0.095,0.039,0.083,0.239,382.89,1.002,"Sigma2_phi"
0.039,0.004,0.038,0.082,2112.292,1.001,"cov_int_phi"
0.003,-0.029,0.002,0.042,645.407,1,"cov_2"
0.107,0.029,0.105,0.204,1746.969,1.001,"cov_4"
0.017,-0.099,0.01,0.167,247.293,1.001,"cov_6"
0.6,0.537,0.599,0.667,6353.873,1,"Sigma2_e"
0.094,0.085,0.094,0.104,6943.915,1,"Sigma2_ex"
271.898,245.994,272.244,296.65,775.612,1.001,"lp__"
0.921,0.671,0.922,1.159,855.14,1,"B_0"
-0.226,-0.528,-0.229,0.077,922.894,1,"B_x"
0.323,0.163,0.321,0.495,373.308,1,"psi"
