"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.23,0.093,0.194,0.559,608.034,1.007,"Sigma2_phi"
0.04,0.008,0.027,0.139,780.784,1.003,"Sigma2_epsilon"
-0.091,-0.116,-0.092,-0.066,58.508,1.023,"cov_int_psi"
0.077,0.053,0.076,0.107,860.651,1.004,"cov_int_phi"
-0.08,-0.099,-0.08,-0.062,1090.413,1.001,"cov_psi_phi"
-0.647,-0.764,-0.652,-0.516,854.672,1.001,"cor_1"
-0.383,-0.629,-0.433,0.079,51.885,1.035,"cor_2"
-0.047,-0.73,-0.021,0.45,31.6,1.049,"cor_3"
0.573,0.485,0.58,0.652,289.186,1.002,"cor_4"
-0.651,-0.747,-0.653,-0.544,575.26,1.001,"cor_5"
-0.547,-0.932,-0.624,0.145,75.575,1.029,"cor_6"
-0.091,-0.116,-0.092,-0.066,58.508,1.023,"cov_1"
-0.037,-0.099,-0.032,0.004,61.575,1.033,"cov_2"
0.003,-0.028,-0.001,0.046,39.805,1.044,"cov_3"
0.269,0.206,0.269,0.339,559.465,1,"cov_4"
-0.196,-0.239,-0.197,-0.15,49.458,1.034,"cov_5"
-0.115,-0.341,-0.099,0.018,144.128,1.022,"cov_6"
0.601,0.567,0.602,0.631,90.76,1.022,"Sigma2_e"
0.1,0.095,0.1,0.106,110.197,1.007,"Sigma2_ex"
490.578,408.689,492.743,563.836,483.422,1,"lp__"
1.046,0.981,1.047,1.11,2703.869,1,"B_0"
0.06,-0.035,0.059,0.152,2444.598,1,"B_x"
0.262,0.069,0.264,0.45,49.108,1,"psi"
0.178,0.144,0.178,0.216,1769.63,1.001,"Sigma2_intercept"
0.087,0.063,0.086,0.114,1977.575,1,"Sigma2_psi"
0.876,0.76,0.873,1.012,2164.129,1,"Sigma2_x"
0.088,0.04,0.074,0.232,137.201,1.001,"Sigma2_phi"
0.02,0.004,0.015,0.067,159.156,1.001,"Sigma2_epsilon"
-0.049,-0.073,-0.049,-0.027,2285.648,1,"cov_int_psi"
0.057,0.035,0.056,0.081,2636.099,1,"cov_int_phi"
-0.06,-0.079,-0.059,-0.042,2412.343,1,"cov_psi_phi"
-0.393,-0.551,-0.395,-0.222,2224.495,1,"cor_1"
0.034,-0.505,0.043,0.52,68.866,1.002,"cor_2"
-0.628,-0.955,-0.699,0.07,115.855,1,"cor_3"
0.522,0.422,0.523,0.616,2750.295,1.001,"cor_4"
-0.506,-0.628,-0.507,-0.377,1789.668,1,"cor_5"
0.079,-0.825,0.119,0.867,42.787,1.002,"cor_6"
-0.049,-0.073,-0.049,-0.027,2285.648,1,"cov_1"
0.003,-0.036,0.002,0.044,58.991,1,"cov_2"
-0.023,-0.055,-0.023,0.003,66.953,1,"cov_3"
0.206,0.157,0.205,0.264,2733.79,1,"cov_4"
-0.139,-0.183,-0.138,-0.098,3542.413,1,"cov_5"
0.012,-0.146,0.011,0.181,46.657,1,"cov_6"
0.615,0.581,0.615,0.651,4029.19,1,"Sigma2_e"
0.102,0.097,0.102,0.108,5336.963,1,"Sigma2_ex"
422.8,345.538,422.463,500.536,792.543,1.004,"lp__"
1.027,0.954,1.027,1.097,2487.16,1.002,"B_0"
-0.047,-0.141,-0.047,0.05,2527.886,1.002,"B_x"
0.289,0.121,0.292,0.449,43.952,1.003,"psi"
0.212,0.171,0.211,0.258,2140.722,1.003,"Sigma2_intercept"
0.091,0.066,0.09,0.119,1666.472,1.001,"Sigma2_psi"
0.975,0.849,0.971,1.119,2353.928,1,"Sigma2_x"
0.108,0.052,0.096,0.231,71.739,1.002,"Sigma2_phi"
0.02,0.002,0.016,0.061,230.593,1,"Sigma2_epsilon"
-0.088,-0.117,-0.088,-0.064,2312.387,1.001,"cov_int_psi"
0.076,0.051,0.075,0.103,2508.042,1,"cov_int_phi"
-0.064,-0.085,-0.063,-0.045,1890.831,1,"cov_psi_phi"
-0.638,-0.764,-0.642,-0.5,2220.353,1,"cor_1"
0.156,-0.36,0.172,0.63,65.825,1.002,"cor_2"
-0.384,-0.883,-0.423,0.261,86.052,1.003,"cor_3"
0.509,0.413,0.51,0.597,2355.31,1,"cor_4"
-0.573,-0.681,-0.576,-0.452,869.568,1.001,"cor_5"
0.028,-0.774,0.033,0.792,34.821,1.003,"cor_6"
-0.088,-0.117,-0.088,-0.064,2312.387,1.001,"cov_1"
0.009,-0.028,0.008,0.052,53.832,1.003,"cov_2"
-0.015,-0.046,-0.013,0.013,61.41,1.003,"cov_3"
0.231,0.176,0.229,0.295,2474.017,1,"cov_4"
-0.17,-0.216,-0.17,-0.127,2056.209,1,"cov_5"
0.005,-0.145,0.002,0.166,40.579,1.004,"cov_6"
0.605,0.568,0.605,0.645,2062.893,1.001,"Sigma2_e"
0.101,0.096,0.101,0.106,5526.821,1,"Sigma2_ex"
464.65,382.759,464.477,547.346,725.225,1.002,"lp__"
1.016,0.948,1.016,1.083,894.061,1,"B_0"
0.026,-0.066,0.026,0.114,853.286,1,"B_x"
0.264,0.018,0.273,0.43,12.258,1.168,"psi"
0.211,0.172,0.21,0.257,1727.258,1,"Sigma2_intercept"
0.086,0.061,0.086,0.115,1571.216,1,"Sigma2_psi"
0.857,0.743,0.853,0.985,1593.508,1,"Sigma2_x"
0.08,0.038,0.07,0.194,72.74,1.05,"Sigma2_phi"
0.013,0,0.007,0.084,65.81,1.009,"Sigma2_epsilon"
-0.076,-0.102,-0.075,-0.051,1392.236,1.002,"cov_int_psi"
0.073,0.051,0.073,0.099,1154.35,1.001,"cov_int_phi"
-0.054,-0.073,-0.053,-0.036,966.835,1.003,"cov_psi_phi"
-0.564,-0.703,-0.566,-0.408,1094.423,1.003,"cor_1"
0.071,-0.599,0.077,0.682,19.682,1.107,"cor_2"
-0.434,-0.912,-0.516,0.39,43.895,1.062,"cor_3"
0.611,0.525,0.612,0.69,956.737,1,"cor_4"
-0.579,-0.695,-0.582,-0.452,633.521,1,"cor_5"
0.086,-0.852,0.111,0.936,8.98,1.246,"cor_6"
-0.076,-0.102,-0.075,-0.051,1392.236,1.002,"cov_1"
0.005,-0.038,0.002,0.064,14.263,1.146,"cov_2"
-0.012,-0.057,-0.01,0.012,18.599,1.114,"cov_3"
0.26,0.206,0.258,0.321,1126.52,1,"cov_4"
-0.157,-0.202,-0.156,-0.116,1211.636,1,"cov_5"
0.013,-0.129,0.005,0.216,11.542,1.179,"cov_6"
0.606,0.573,0.606,0.642,2415.446,1,"Sigma2_e"
0.099,0.094,0.099,0.104,6681.634,1,"Sigma2_ex"
495.418,414.715,496.264,571.711,938.842,1,"lp__"
0.969,0.895,0.969,1.039,1114.923,1,"B_0"
-0.014,-0.114,-0.013,0.084,1251.864,1,"B_x"
0.281,0.107,0.288,0.415,32.64,1.011,"psi"
0.205,0.164,0.204,0.251,1628.063,1,"Sigma2_intercept"
0.088,0.064,0.088,0.116,1945.311,1,"Sigma2_psi"
0.968,0.842,0.965,1.119,1764.506,1.001,"Sigma2_x"
0.095,0.046,0.086,0.193,216.165,1,"Sigma2_phi"
0.012,0,0.006,0.048,208.015,1.003,"Sigma2_epsilon"
-0.082,-0.108,-0.082,-0.059,1467.473,1,"cov_int_psi"
0.076,0.051,0.075,0.104,1483.621,1,"cov_int_phi"
-0.062,-0.083,-0.061,-0.044,1444.287,1,"cov_psi_phi"
-0.614,-0.739,-0.618,-0.469,1264.815,1,"cor_1"
0.047,-0.616,0.052,0.656,57.566,1.007,"cor_2"
-0.446,-0.922,-0.522,0.366,77.739,1.004,"cor_3"
0.581,0.491,0.582,0.664,1678.084,1.001,"cor_4"
-0.605,-0.71,-0.607,-0.491,959.387,1,"cor_5"
0.064,-0.835,0.061,0.932,23.122,1.014,"cor_6"
-0.082,-0.108,-0.082,-0.059,1467.473,1,"cov_1"
0.003,-0.032,0.001,0.051,38.858,1.01,"cov_2"
-0.012,-0.049,-0.01,0.01,42.353,1.009,"cov_3"
0.259,0.201,0.257,0.322,1609.575,1,"cov_4"
-0.176,-0.224,-0.176,-0.133,1660.68,1,"cov_5"
0.011,-0.109,0.002,0.175,29.749,1.013,"cov_6"
0.595,0.561,0.595,0.629,3775.444,1,"Sigma2_e"
0.098,0.093,0.098,0.104,5283.061,1,"Sigma2_ex"
532.086,452.041,532.925,605.115,908.221,1,"lp__"
1.037,0.966,1.038,1.106,1059.133,1.001,"B_0"
0.053,-0.044,0.052,0.152,1071.74,1,"B_x"
0.303,0.202,0.299,0.416,86.368,1.025,"psi"
0.183,0.144,0.182,0.227,1660.451,1,"Sigma2_intercept"
0.109,0.083,0.109,0.139,2280.999,1,"Sigma2_psi"
0.978,0.85,0.974,1.118,1961.471,1,"Sigma2_x"
0.101,0.054,0.092,0.195,181.684,1.013,"Sigma2_phi"
0.008,0,0.005,0.03,674.175,1,"Sigma2_epsilon"
-0.092,-0.121,-0.091,-0.067,1430.349,1,"cov_int_psi"
0.074,0.051,0.074,0.102,1434.88,1,"cov_int_phi"
-0.07,-0.093,-0.07,-0.051,1688.127,1,"cov_psi_phi"
-0.65,-0.772,-0.651,-0.513,1257.167,1,"cor_1"
-0.069,-0.715,-0.074,0.623,171.166,1.007,"cor_2"
-0.251,-0.858,-0.297,0.545,175.068,1.009,"cor_3"
0.602,0.51,0.603,0.685,1118.456,1.001,"cor_4"
-0.654,-0.746,-0.656,-0.547,1080.554,1,"cor_5"
-0.066,-0.874,-0.056,0.745,45.02,1.036,"cor_6"
-0.092,-0.121,-0.091,-0.067,1430.349,1,"cov_1"
-0.003,-0.033,-0.001,0.024,119.607,1.016,"cov_2"
-0.006,-0.032,-0.005,0.017,113.365,1.024,"cov_3"
0.255,0.198,0.254,0.317,1362.992,1,"cov_4"
-0.214,-0.265,-0.213,-0.167,2125.334,1,"cov_5"
-0.007,-0.115,-0.002,0.086,72.935,1.029,"cov_6"
0.608,0.575,0.608,0.644,2643.08,1,"Sigma2_e"
0.102,0.097,0.102,0.108,7866.695,1,"Sigma2_ex"
432.633,349.127,433.485,510.538,862.218,1,"lp__"
1.054,0.978,1.055,1.126,1018.26,1,"B_0"
0.03,-0.071,0.03,0.128,1082.555,1,"B_x"
0.279,0.118,0.282,0.425,21.554,1.031,"psi"
0.212,0.17,0.211,0.259,1440.596,1,"Sigma2_intercept"
0.089,0.067,0.088,0.115,2189.594,1,"Sigma2_psi"
1.025,0.888,1.022,1.179,1574.46,1,"Sigma2_x"
0.101,0.046,0.089,0.222,94.963,1.004,"Sigma2_phi"
0.014,0.001,0.009,0.049,206.241,1.004,"Sigma2_epsilon"
-0.1,-0.127,-0.099,-0.075,1437.654,1,"cov_int_psi"
0.096,0.071,0.095,0.127,1294.194,1,"cov_int_phi"
-0.067,-0.087,-0.066,-0.049,1426.088,1,"cov_psi_phi"
-0.73,-0.837,-0.732,-0.599,1379.077,1,"cor_1"
0.253,-0.435,0.29,0.795,29.902,1.012,"cor_2"
-0.519,-0.95,-0.602,0.253,38.723,1.015,"cor_3"
0.648,0.567,0.65,0.722,1213.385,1.001,"cor_4"
-0.609,-0.709,-0.611,-0.501,764.35,1.003,"cor_5"
0.03,-0.853,0.046,0.891,17.147,1.019,"cor_6"
-0.1,-0.127,-0.099,-0.075,1437.654,1,"cov_1"
0.012,-0.031,0.01,0.062,24.585,1.03,"cov_2"
-0.016,-0.047,-0.014,0.011,26.07,1.035,"cov_3"
0.302,0.241,0.3,0.37,1223.136,1.001,"cov_4"
-0.184,-0.23,-0.183,-0.141,1506.887,1.001,"cov_5"
0.006,-0.138,0.003,0.165,20.063,1.035,"cov_6"
0.597,0.563,0.597,0.633,2922.354,1,"Sigma2_e"
0.099,0.094,0.099,0.104,5716.837,1,"Sigma2_ex"
517.325,439.587,516.773,598.475,730.185,1,"lp__"
0.975,0.902,0.976,1.048,750.329,1,"B_0"
-0.043,-0.143,-0.043,0.058,832.737,1,"B_x"
0.296,0.105,0.297,0.462,29.536,1.018,"psi"
0.213,0.172,0.211,0.26,1344.165,1.003,"Sigma2_intercept"
0.11,0.084,0.109,0.139,1838.162,1.002,"Sigma2_psi"
0.971,0.847,0.968,1.111,1582.535,1.001,"Sigma2_x"
0.113,0.052,0.099,0.254,41.427,1.007,"Sigma2_phi"
0.02,0.004,0.016,0.064,208.18,1.001,"Sigma2_epsilon"
-0.101,-0.13,-0.1,-0.076,1019.992,1.002,"cov_int_psi"
0.078,0.052,0.078,0.108,805.594,1.001,"cov_int_phi"
-0.075,-0.097,-0.074,-0.055,1092.734,1,"cov_psi_phi"
-0.663,-0.781,-0.666,-0.531,956.611,1,"cor_1"
-0.143,-0.679,-0.156,0.478,31.529,1.013,"cor_2"
-0.353,-0.821,-0.411,0.297,36.678,1.011,"cor_3"
0.635,0.552,0.635,0.709,1036.612,1.001,"cor_4"
-0.613,-0.709,-0.613,-0.51,946.666,1,"cor_5"
0.039,-0.794,0.054,0.848,22.663,1.018,"cor_6"
-0.101,-0.13,-0.1,-0.076,1019.992,1.002,"cov_1"
-0.007,-0.057,-0.007,0.047,34.863,1.017,"cov_2"
-0.015,-0.054,-0.014,0.017,38.374,1.012,"cov_3"
0.288,0.229,0.286,0.355,1099.268,1.004,"cov_4"
-0.2,-0.248,-0.199,-0.154,1537.35,1.001,"cov_5"
0.007,-0.148,0.005,0.182,28.797,1.02,"cov_6"
0.594,0.56,0.594,0.631,2709.258,1,"Sigma2_e"
0.106,0.101,0.106,0.112,4588.519,1,"Sigma2_ex"
414.347,337.757,414.302,492.116,748.277,1,"lp__"
1.044,0.972,1.044,1.112,732.388,1.001,"B_0"
0.041,-0.063,0.04,0.143,686.155,1,"B_x"
0.248,0.023,0.234,0.589,22.327,1.036,"psi"
0.214,0.175,0.212,0.263,1178.275,1,"Sigma2_intercept"
0.089,0.067,0.088,0.114,1679.368,1,"Sigma2_psi"
1.134,0.98,1.129,1.298,1241.423,1.001,"Sigma2_x"
0.144,0.056,0.096,0.546,38.201,1,"Sigma2_phi"
0.052,0.017,0.039,0.187,99.252,1.018,"Sigma2_epsilon"
-0.084,-0.111,-0.084,-0.06,974.535,1,"cov_int_psi"
0.077,0.051,0.076,0.107,1028.941,1.003,"cov_int_phi"
-0.067,-0.088,-0.066,-0.049,991.304,1.006,"cov_psi_phi"
-0.614,-0.736,-0.617,-0.478,1107.478,1,"cor_1"
0.027,-0.586,0.065,0.538,21.379,1.056,"cor_2"
-0.334,-0.778,-0.414,0.412,24.074,1.033,"cor_3"
0.619,0.534,0.62,0.694,864.456,1,"cor_4"
-0.61,-0.717,-0.612,-0.498,545.574,1.001,"cor_5"
0.074,-0.895,0.159,0.819,18.697,1.067,"cor_6"
-0.084,-0.111,-0.084,-0.06,974.535,1,"cov_1"
0.001,-0.101,0.005,0.075,23.617,1.032,"cov_2"
-0.019,-0.065,-0.021,0.047,25.09,1.027,"cov_3"
0.305,0.243,0.304,0.377,884.679,1.001,"cov_4"
-0.193,-0.243,-0.193,-0.146,854.624,1.001,"cov_5"
0.01,-0.377,0.029,0.268,21.963,1.036,"cov_6"
0.571,0.537,0.57,0.606,1661.327,1.001,"Sigma2_e"
0.106,0.101,0.106,0.111,6484.844,1,"Sigma2_ex"
484.629,398.4,484.604,571.892,591.214,1,"lp__"
0.977,0.906,0.979,1.039,278.144,1.001,"B_0"
0.043,-0.056,0.045,0.143,392.021,1,"B_x"
0.27,0.057,0.273,0.467,6.3,1.478,"psi"
0.191,0.153,0.191,0.232,491.818,1.003,"Sigma2_intercept"
0.098,0.075,0.098,0.127,294.856,1.001,"Sigma2_psi"
1.016,0.888,1.018,1.159,436.557,1.007,"Sigma2_x"
0.102,0.041,0.084,0.278,18.579,1.213,"Sigma2_phi"
0.017,0,0.01,0.077,289.737,1.004,"Sigma2_epsilon"
-0.084,-0.111,-0.083,-0.061,363.336,1.002,"cov_int_psi"
0.062,0.038,0.061,0.09,228.869,1.008,"cov_int_phi"
-0.069,-0.091,-0.069,-0.051,349.823,1.044,"cov_psi_phi"
-0.615,-0.741,-0.616,-0.47,261.608,1.003,"cor_1"
-0.122,-0.711,-0.164,0.522,6.243,1.453,"cor_2"
-0.311,-0.89,-0.349,0.515,7.878,1.378,"cor_3"
0.557,0.459,0.556,0.65,138.465,1.004,"cor_4"
-0.683,-0.775,-0.682,-0.575,62.43,1.012,"cor_5"
0.051,-0.9,-0.022,0.927,3.581,2.021,"cor_6"
-0.084,-0.111,-0.083,-0.061,363.336,1.002,"cov_1"
-0.004,-0.055,-0.005,0.048,7.203,1.404,"cov_2"
-0.011,-0.06,-0.008,0.028,7.934,1.359,"cov_3"
0.245,0.189,0.244,0.308,273.502,1,"cov_4"
-0.216,-0.263,-0.216,-0.17,401.091,1.007,"cov_5"
0.009,-0.187,-0.001,0.219,5.623,1.533,"cov_6"
0.612,0.58,0.611,0.649,440.886,1.003,"Sigma2_e"
0.107,0.102,0.107,0.112,204.547,1,"Sigma2_ex"
353.175,275.474,355.074,425.677,336.524,1.001,"lp__"
1.011,0.941,1.011,1.079,1684.136,1.001,"B_0"
0.015,-0.078,0.016,0.113,1518.199,1.001,"B_x"
0.321,0.194,0.321,0.447,41.226,1.081,"psi"
0.178,0.14,0.177,0.223,1561.749,1.001,"Sigma2_intercept"
0.125,0.097,0.124,0.157,2484.015,1,"Sigma2_psi"
0.945,0.823,0.942,1.081,2128.87,1,"Sigma2_x"
0.111,0.058,0.103,0.211,45.558,1.043,"Sigma2_phi"
0.009,0,0.007,0.033,358.954,1.007,"Sigma2_epsilon"
-0.091,-0.12,-0.091,-0.066,1735.508,1,"cov_int_psi"
0.077,0.053,0.076,0.104,2004.597,1,"cov_int_phi"
-0.079,-0.104,-0.079,-0.058,2162.477,1.004,"cov_psi_phi"
-0.611,-0.731,-0.614,-0.469,1523.352,1,"cor_1"
-0.012,-0.623,-0.018,0.6,44.294,1.06,"cor_2"
-0.423,-0.906,-0.487,0.336,52.589,1.046,"cor_3"
0.583,0.489,0.584,0.668,1672.376,1,"cor_4"
-0.604,-0.702,-0.606,-0.502,1419.98,1.001,"cor_5"
0.018,-0.842,0.034,0.849,18.05,1.138,"cor_6"
-0.091,-0.12,-0.091,-0.066,1735.508,1,"cov_1"
0,-0.032,0,0.031,53.842,1.066,"cov_2"
-0.013,-0.043,-0.012,0.012,62.955,1.049,"cov_3"
0.239,0.186,0.238,0.3,1746.009,1,"cov_4"
-0.208,-0.26,-0.207,-0.162,2290.039,1.001,"cov_5"
0.002,-0.109,0.002,0.117,34.75,1.096,"cov_6"
0.588,0.555,0.588,0.622,2982.007,1,"Sigma2_e"
0.1,0.094,0.1,0.105,5872.453,1,"Sigma2_ex"
531.724,451.18,532.653,610.598,780.435,1,"lp__"
1.025,0.952,1.025,1.098,1529.969,1,"B_0"
0.086,-0.009,0.086,0.185,1597.448,1,"B_x"
0.286,0.121,0.284,0.459,45.473,1,"psi"
0.224,0.184,0.223,0.271,2142.327,1,"Sigma2_intercept"
0.117,0.09,0.117,0.146,2242.335,1.002,"Sigma2_psi"
1.028,0.891,1.024,1.182,2359.985,1,"Sigma2_x"
0.108,0.048,0.094,0.263,129.436,1,"Sigma2_phi"
0.017,0.003,0.013,0.058,105.502,1,"Sigma2_epsilon"
-0.081,-0.111,-0.08,-0.054,1597.728,1,"cov_int_psi"
0.08,0.053,0.08,0.111,1880.778,1,"cov_int_phi"
-0.084,-0.107,-0.083,-0.063,2005.226,1.002,"cov_psi_phi"
-0.5,-0.633,-0.503,-0.35,1478.129,1,"cor_1"
0.077,-0.469,0.086,0.602,77.415,1,"cor_2"
-0.523,-0.96,-0.596,0.259,107.561,1,"cor_3"
0.554,0.462,0.556,0.638,2002.274,1,"cor_4"
-0.637,-0.724,-0.639,-0.539,2004.842,1,"cor_5"
-0.04,-0.865,-0.045,0.83,44.165,1,"cor_6"
-0.081,-0.111,-0.08,-0.054,1597.728,1,"cov_1"
0.004,-0.042,0.004,0.051,52.345,1,"cov_2"
-0.02,-0.06,-0.02,0.017,50.81,1,"cov_3"
0.266,0.207,0.265,0.333,2051.037,1,"cov_4"
-0.221,-0.276,-0.22,-0.173,2628.949,1,"cov_5"
-0.006,-0.18,-0.004,0.158,41.932,1,"cov_6"
0.576,0.544,0.576,0.61,3425.141,1,"Sigma2_e"
0.098,0.092,0.098,0.103,7168.201,1,"Sigma2_ex"
598.184,521.626,598.17,672.952,876.614,1.003,"lp__"
0.973,0.9,0.974,1.041,2315.609,1.001,"B_0"
0.006,-0.091,0.008,0.097,2596.062,1.001,"B_x"
0.326,0.197,0.323,0.486,85.279,1,"psi"
0.186,0.149,0.185,0.227,1892.649,1,"Sigma2_intercept"
0.068,0.047,0.067,0.093,2166.143,1,"Sigma2_psi"
0.93,0.807,0.926,1.073,1840.555,1.001,"Sigma2_x"
0.116,0.058,0.103,0.255,145.206,1,"Sigma2_phi"
0.012,0,0.008,0.045,618.056,1,"Sigma2_epsilon"
-0.05,-0.073,-0.049,-0.029,2614.956,1,"cov_int_psi"
0.07,0.046,0.069,0.096,2866.35,1,"cov_int_phi"
-0.057,-0.077,-0.057,-0.04,1834.857,1,"cov_psi_phi"
-0.445,-0.614,-0.448,-0.266,2392.535,1,"cor_1"
-0.048,-0.622,-0.05,0.55,163.24,1,"cor_2"
-0.396,-0.91,-0.459,0.366,205.519,1,"cor_3"
0.532,0.429,0.535,0.62,2782.415,1,"cor_4"
-0.583,-0.7,-0.585,-0.452,1468.589,1,"cor_5"
-0.031,-0.871,-0.013,0.796,59.021,1,"cor_6"
-0.05,-0.073,-0.049,-0.029,2614.956,1,"cov_1"
-0.002,-0.039,-0.001,0.029,115.125,1,"cov_2"
-0.009,-0.033,-0.009,0.012,143.226,1,"cov_3"
0.221,0.168,0.22,0.279,2716.044,1,"cov_4"
-0.146,-0.189,-0.146,-0.107,2514.061,1,"cov_5"
-0.004,-0.149,-0.001,0.111,76.531,1,"cov_6"
0.611,0.577,0.611,0.646,2492.576,1,"Sigma2_e"
0.102,0.097,0.102,0.108,4491.585,1,"Sigma2_ex"
434.936,354.005,435.116,513.154,864.389,1,"lp__"
0.975,0.907,0.976,1.044,1649.762,1,"B_0"
-0.03,-0.122,-0.03,0.063,1839.207,1.001,"B_x"
0.311,0.128,0.313,0.485,34.279,1.015,"psi"
0.187,0.15,0.186,0.229,1549.709,1,"Sigma2_intercept"
0.074,0.052,0.073,0.099,1792.706,1,"Sigma2_psi"
0.906,0.783,0.902,1.042,2118.121,1,"Sigma2_x"
0.11,0.052,0.098,0.25,104.603,1,"Sigma2_phi"
0.016,0.001,0.012,0.059,150.525,1.011,"Sigma2_epsilon"
-0.065,-0.089,-0.065,-0.044,1993.279,1,"cov_int_psi"
0.072,0.049,0.071,0.098,1982.122,1.001,"cov_int_phi"
-0.06,-0.079,-0.06,-0.042,1685.249,1.001,"cov_psi_phi"
-0.559,-0.703,-0.562,-0.403,1867.232,1,"cor_1"
-0.005,-0.555,-0.007,0.553,60.039,1.005,"cor_2"
-0.45,-0.906,-0.514,0.298,90.504,1.002,"cor_3"
0.562,0.467,0.563,0.645,1918.455,1,"cor_4"
-0.585,-0.705,-0.587,-0.455,968.246,1.003,"cor_5"
0.011,-0.82,0.002,0.88,32.477,1.011,"cor_6"
-0.065,-0.089,-0.065,-0.044,1993.279,1,"cov_1"
0,-0.04,0,0.042,43.003,1.01,"cov_2"
-0.013,-0.044,-0.013,0.012,42.6,1.012,"cov_3"
0.231,0.178,0.23,0.289,1951.528,1,"cov_4"
-0.151,-0.195,-0.15,-0.11,2033.94,1.001,"cov_5"
0.002,-0.15,0,0.165,32.289,1.015,"cov_6"
0.581,0.549,0.581,0.616,1762.511,1,"Sigma2_e"
0.101,0.095,0.101,0.106,3725.14,1,"Sigma2_ex"
535.532,451.426,536.214,616.853,755.176,1,"lp__"
0.999,0.923,0.999,1.074,1152.851,1,"B_0"
-0.004,-0.101,-0.005,0.093,1117.222,1,"B_x"
0.34,0.204,0.332,0.537,61.38,1.084,"psi"
