"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.001,0.926,1.002,1.074,2328.543,1.002,"B_0"
0.215,0.175,0.214,0.264,1562.537,1.002,"Sigma2_intercept"
0.108,0.081,0.107,0.142,1771.851,1,"Sigma2_phi"
0.471,0.319,0.473,0.609,1978.556,1,"cor_2"
0.072,0.047,0.071,0.098,2040.968,1,"cov_int_phi"
0.072,0.047,0.071,0.098,2040.968,1,"cov_2"
0.732,0.693,0.731,0.773,3176.574,1,"Sigma2_e"
-1502.4,-1562.011,-1502.144,-1443.65,802.472,1,"lp__"
0.955,0.887,0.954,1.025,1337.198,1,"B_0"
0.214,0.174,0.213,0.258,1438.071,1,"Sigma2_intercept"
0.097,0.072,0.096,0.126,1316.556,1,"Sigma2_phi"
0.417,0.269,0.419,0.558,1317.101,1,"cor_2"
0.06,0.037,0.059,0.084,1253.663,1,"cov_int_phi"
0.06,0.037,0.059,0.084,1253.663,1,"cov_2"
0.661,0.624,0.661,0.7,3272.012,1,"Sigma2_e"
-1339.044,-1402.406,-1338.245,-1279.389,727.134,1.001,"lp__"
1.021,0.952,1.021,1.093,1186.284,1,"B_0"
0.212,0.173,0.211,0.257,1340.207,1.001,"Sigma2_intercept"
0.108,0.081,0.108,0.139,1644.655,1,"Sigma2_phi"
0.501,0.354,0.502,0.635,1004.098,1,"cor_2"
0.076,0.05,0.075,0.102,1121.219,1,"cov_int_phi"
0.076,0.05,0.075,0.102,1121.219,1,"cov_2"
0.686,0.649,0.686,0.725,3251.054,1,"Sigma2_e"
-1399.037,-1457.561,-1398.82,-1341.538,739.824,1.001,"lp__"
1.046,0.982,1.045,1.11,1106.889,1,"B_0"
0.183,0.146,0.182,0.223,1472.71,1,"Sigma2_intercept"
0.071,0.048,0.07,0.097,1417.326,1,"Sigma2_phi"
0.514,0.345,0.515,0.676,1014.495,1.002,"cor_2"
0.058,0.038,0.058,0.08,1289.032,1.001,"cov_int_phi"
0.058,0.038,0.058,0.08,1289.032,1.001,"cov_2"
0.698,0.66,0.698,0.738,2549.286,1,"Sigma2_e"
-1426.57,-1485.663,-1426.378,-1369.885,887.072,1,"lp__"
1.026,0.956,1.027,1.097,1049.294,1,"B_0"
0.205,0.166,0.204,0.251,1288.941,1.003,"Sigma2_intercept"
0.102,0.076,0.102,0.131,1395.124,1,"Sigma2_phi"
0.514,0.369,0.516,0.649,1078.435,1,"cor_2"
0.074,0.051,0.074,0.1,1160.747,1,"cov_int_phi"
0.074,0.051,0.074,0.1,1160.747,1,"cov_2"
0.695,0.656,0.695,0.735,2038.24,1.001,"Sigma2_e"
-1419.149,-1479.516,-1418.585,-1363.544,734.374,1.002,"lp__"
1.007,0.937,1.006,1.08,969.39,1,"B_0"
0.214,0.174,0.212,0.259,1245.428,1.001,"Sigma2_intercept"
0.075,0.052,0.074,0.099,1444.008,1,"Sigma2_phi"
0.622,0.475,0.623,0.761,1205.126,1,"cor_2"
0.078,0.057,0.078,0.102,1535.542,1,"cov_int_phi"
0.078,0.057,0.078,0.102,1535.542,1,"cov_2"
0.676,0.64,0.676,0.715,2314.565,1,"Sigma2_e"
-1376.248,-1436.224,-1375.691,-1318.032,757.782,1,"lp__"
0.962,0.892,0.962,1.028,1174.742,1.003,"B_0"
