"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1,0.865,1.001,1.125,364.694,1.008,"B_0"
-0.024,-0.209,-0.026,0.162,360.312,1.009,"B_x"
0.057,-0.273,0.087,0.213,726.82,1.001,"psi"
0.164,0.118,0.162,0.225,756.73,1.001,"Sigma2_intercept"
0.104,0.073,0.103,0.145,1263.649,1,"Sigma2_psi"
0.813,0.617,0.807,1.049,664.452,1.001,"Sigma2_x"
0.094,0.038,0.064,0.368,834.416,1.003,"Sigma2_phi"
0.078,0.019,0.054,0.303,786.023,1.003,"Sigma2_epsilon"
-0.059,-0.101,-0.058,-0.026,616.529,1,"cov_int_psi"
0.077,0.044,0.076,0.122,692.903,1,"cov_int_phi"
-0.078,-0.109,-0.077,-0.053,1114.647,1,"cov_psi_phi"
-0.453,-0.652,-0.455,-0.223,616.583,1,"cor_1"
0.602,0.36,0.616,0.765,829.816,1,"cor_2"
-0.848,-0.98,-0.857,-0.67,1070.437,1.003,"cor_3"
0.603,0.455,0.608,0.725,1205.005,1,"cor_4"
-0.541,-0.68,-0.547,-0.363,909.791,1.003,"cor_5"
0.842,0.637,0.851,0.975,812.369,1,"cor_6"
-0.059,-0.101,-0.058,-0.026,616.529,1,"cov_1"
0.064,0.023,0.058,0.146,731.226,1.002,"cov_2"
-0.069,-0.135,-0.064,-0.037,781.163,1.001,"cov_3"
0.221,0.144,0.217,0.319,890.23,1,"cov_4"
-0.157,-0.228,-0.155,-0.094,811.417,1.002,"cov_5"
0.202,0.082,0.176,0.49,757.065,1.002,"cov_6"
0.578,0.549,0.578,0.608,1754.732,1,"Sigma2_e"
0.102,0.098,0.102,0.108,1066.13,1,"Sigma2_ex"
1114.673,1074.867,1115.17,1152.069,723.771,1,"lp__"
1.035,0.906,1.037,1.154,307.655,1.001,"B_0"
0.089,-0.104,0.089,0.287,335.55,1.003,"B_x"
0.307,0.119,0.308,0.474,73.822,1.023,"psi"
0.177,0.125,0.173,0.246,590.684,1.006,"Sigma2_intercept"
0.082,0.057,0.08,0.113,1263.048,1,"Sigma2_psi"
1.071,0.805,1.056,1.426,987.905,1.003,"Sigma2_x"
0.124,0.05,0.109,0.294,206.301,1.004,"Sigma2_phi"
0.015,0.002,0.009,0.067,210.143,1.009,"Sigma2_epsilon"
-0.057,-0.092,-0.056,-0.026,344.832,1,"cov_int_psi"
0.069,0.032,0.067,0.116,352.916,1.002,"cov_int_phi"
-0.074,-0.108,-0.073,-0.049,836.115,1,"cov_psi_phi"
-0.471,-0.657,-0.479,-0.249,362.024,1,"cor_1"
-0.248,-0.751,-0.3,0.478,73.721,1.027,"cor_2"
-0.322,-0.91,-0.367,0.491,100.955,1.016,"cor_3"
0.59,0.431,0.594,0.719,607.042,1,"cor_4"
-0.718,-0.823,-0.723,-0.59,982.874,1,"cor_5"
-0.072,-0.9,-0.105,0.913,59.014,1.032,"cor_6"
-0.057,-0.092,-0.056,-0.026,344.832,1,"cov_1"
-0.01,-0.057,-0.01,0.038,79.034,1.022,"cov_2"
-0.009,-0.049,-0.008,0.027,72.271,1.025,"cov_3"
0.258,0.161,0.253,0.379,518.6,1.003,"cov_4"
-0.213,-0.299,-0.209,-0.146,872.038,1.002,"cov_5"
-0.007,-0.184,-0.008,0.19,63.979,1.028,"cov_6"
