"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.025,0.931,1.024,1.119,2836.235,1,"B_0"
-0.042,-0.146,-0.042,0.063,2448.2,1,"B_x"
0.334,-0.02,0.336,0.661,134.565,1.017,"psi"
0.116,0.057,0.113,0.196,354.159,1,"Sigma2_intercept"
1.052,0.91,1.048,1.218,1268.604,1,"Sigma2_x"
0.103,0.001,0.091,0.301,561.359,1,"Sigma2_epsilon"
0.248,0.085,0.201,0.704,430.116,1.003,"Sigma2_phi"
0.079,0.032,0.079,0.127,488.369,1,"cov_int_phi"
-0.007,-0.104,-0.006,0.091,359.891,1.015,"cov_2"
0.256,0.178,0.255,0.339,1640.627,1.001,"cov_4"
-0.006,-0.35,-0.005,0.357,123.264,1.02,"cov_6"
0.807,0.686,0.806,0.935,618.596,1.002,"Sigma2_e"
0.099,0.086,0.099,0.115,1622.518,1.001,"Sigma2_ex"
-395.246,-469.622,-396.068,-318.726,434.009,1.001,"lp__"
0.961,0.873,0.962,1.046,4079.937,1,"B_0"
-0.028,-0.119,-0.028,0.066,4617.151,1,"B_x"
0.298,0.085,0.304,0.493,71.328,1,"psi"
0.209,0.125,0.207,0.302,1004.455,1.001,"Sigma2_intercept"
0.905,0.777,0.902,1.051,2374.259,1,"Sigma2_x"
0.03,0,0.019,0.115,392.193,1.002,"Sigma2_epsilon"
0.12,0.053,0.104,0.303,203.649,1.004,"Sigma2_phi"
0.08,0.04,0.079,0.129,1223.15,1.001,"cov_int_phi"
0.016,-0.028,0.01,0.082,166.519,1,"cov_2"
0.214,0.144,0.212,0.291,2154.167,1,"cov_4"
0.015,-0.148,0.006,0.206,62.008,1,"cov_6"
0.635,0.541,0.635,0.736,670.63,1,"Sigma2_e"
0.1,0.087,0.1,0.115,1680.88,1,"Sigma2_ex"
-299.408,-378.151,-299.523,-219.585,595.236,1,"lp__"
0.97,0.882,0.972,1.06,682.81,1.003,"B_0"
-0.023,-0.109,-0.028,0.077,217.652,1.007,"B_x"
0.29,0.108,0.302,0.433,71.082,1.095,"psi"
0.223,0.14,0.224,0.302,398.013,1.008,"Sigma2_intercept"
0.964,0.838,0.955,1.132,48.939,1.048,"Sigma2_x"
0.023,0,0.01,0.097,292.034,1.013,"Sigma2_epsilon"
0.111,0.055,0.098,0.242,357.237,1.004,"Sigma2_phi"
0.099,0.061,0.097,0.146,45.168,1.006,"cov_int_phi"
0.007,-0.042,0.002,0.078,151.571,1.056,"cov_2"
0.316,0.248,0.313,0.412,29.219,1.05,"cov_4"
0.016,-0.117,0.003,0.183,75.281,1.093,"cov_6"
0.651,0.568,0.65,0.748,182.302,1.004,"Sigma2_e"
0.101,0.09,0.101,0.118,37.153,1.029,"Sigma2_ex"
-323.159,-396.404,-322.227,-259.162,247.669,1.001,"lp__"
0.961,0.866,0.961,1.064,1664.533,1,"B_0"
-0.066,-0.173,-0.066,0.045,1402.312,1,"B_x"
0.32,0.182,0.322,0.446,152.599,1.002,"psi"
0.218,0.132,0.216,0.317,467.489,1,"Sigma2_intercept"
1.207,1.041,1.203,1.398,1352.185,1,"Sigma2_x"
0.013,0,0.005,0.069,523.545,1,"Sigma2_epsilon"
0.142,0.073,0.132,0.282,200.402,1.002,"Sigma2_phi"
0.121,0.082,0.12,0.168,1023.087,1,"cov_int_phi"
0.003,-0.041,0.001,0.06,443.606,1.001,"cov_2"
0.368,0.279,0.367,0.465,1680.406,1,"cov_4"
0.001,-0.137,0,0.155,110.092,1.002,"cov_6"
0.781,0.684,0.779,0.892,609.156,1,"Sigma2_e"
