"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.984,0.907,0.984,1.06,573.488,1,"B_0"
0.301,0.267,0.301,0.332,2910.595,1,"psi"
0.216,0.169,0.214,0.272,915.497,1,"Sigma2_intercept"
0.002,0,0.001,0.01,905.225,1,"Sigma2_epsilon"
0.095,0.077,0.095,0.114,3903.405,1,"Sigma2_phi"
0.991,0.991,0.991,0.991,0.5,1,"Sigma2_x"
0.064,0.05,0.064,0.081,3131.986,1,"cov_int_phi"
0.004,-0.006,0.003,0.021,2239.012,1,"cov_2"
0.721,0.684,0.721,0.758,4787.955,1,"Sigma2_e"
-1280.158,-1316.61,-1280.217,-1242.991,787.467,1,"lp__"
1.092,1.021,1.091,1.165,1229.309,1.001,"B_0"
0.217,0.179,0.217,0.257,3647.8,1,"psi"
0.176,0.135,0.175,0.226,1164.913,1,"Sigma2_intercept"
0.019,0.006,0.019,0.034,1129.474,1.006,"Sigma2_epsilon"
0.068,0.051,0.068,0.086,2084.485,1.003,"Sigma2_phi"
0.827,0.827,0.827,0.827,0.5,1,"Sigma2_x"
0.053,0.038,0.053,0.069,3845.402,1,"cov_int_phi"
0.017,0,0.017,0.036,2585.005,1,"cov_2"
0.682,0.648,0.682,0.72,3259.224,1,"Sigma2_e"
-1190.705,-1235.378,-1190.045,-1149.571,795.013,1.004,"lp__"
0.928,0.862,0.928,0.994,561.885,1,"B_0"
0.312,0.28,0.312,0.343,2798.931,1,"psi"
0.195,0.153,0.193,0.247,782.472,1.003,"Sigma2_intercept"
0.003,0,0.002,0.01,661.201,1,"Sigma2_epsilon"
0.103,0.086,0.103,0.122,3336.243,1,"Sigma2_phi"
0.981,0.981,0.981,0.981,0.5,1,"Sigma2_x"
0.07,0.056,0.069,0.086,2341.812,1,"cov_int_phi"
0.006,-0.005,0.005,0.022,1662.754,1,"cov_2"
0.677,0.643,0.677,0.712,3571.618,1,"Sigma2_e"
-1180.152,-1216.863,-1179.898,-1142.952,744.673,1.003,"lp__"
0.944,0.866,0.944,1.019,1313.963,1,"B_0"
0.261,0.221,0.262,0.299,2452.625,1,"psi"
0.224,0.175,0.222,0.282,971.117,1,"Sigma2_intercept"
0.019,0.006,0.019,0.035,917.362,1.001,"Sigma2_epsilon"
0.104,0.083,0.104,0.125,2515.697,1,"Sigma2_phi"
1.037,1.037,1.037,1.037,0.5,1,"Sigma2_x"
0.08,0.062,0.08,0.097,4213.727,1,"cov_int_phi"
0.016,-0.004,0.016,0.039,2303.195,1,"cov_2"
0.714,0.677,0.713,0.753,3305.133,1,"Sigma2_e"
-1261.805,-1304.04,-1261.334,-1222.162,818.152,1,"lp__"
0.996,0.931,0.995,1.065,708.094,1,"B_0"
0.287,0.251,0.288,0.323,1598.867,1.001,"psi"
0.192,0.149,0.191,0.243,950.233,1,"Sigma2_intercept"
0.008,0,0.007,0.022,367.322,1.008,"Sigma2_epsilon"
0.094,0.075,0.094,0.116,1085.768,1.002,"Sigma2_phi"
0.977,0.977,0.977,0.977,0.5,1,"Sigma2_x"
0.066,0.051,0.066,0.082,3073.917,1.001,"cov_int_phi"
0.005,-0.01,0.005,0.023,1874.982,1.001,"cov_2"
0.707,0.671,0.706,0.744,2904.632,1,"Sigma2_e"
-1248.464,-1289.256,-1248.608,-1206.131,482.913,1.004,"lp__"
0.955,0.886,0.955,1.03,1123.871,1,"B_0"
0.246,0.206,0.246,0.284,2752.024,1,"psi"
0.186,0.145,0.185,0.237,1055.498,1.001,"Sigma2_intercept"
0.014,0.003,0.013,0.027,916.421,1.001,"Sigma2_epsilon"
0.071,0.054,0.07,0.089,1936.054,1,"Sigma2_phi"
0.805,0.805,0.805,0.805,0.5,1,"Sigma2_x"
0.058,0.043,0.058,0.073,3705.304,1,"cov_int_phi"
0.013,-0.004,0.012,0.032,1992.186,1,"cov_2"
0.664,0.629,0.664,0.7,3699.472,1,"Sigma2_e"
-1145.397,-1187.476,-1145.375,-1103.201,632.617,1,"lp__"
0.996,0.925,0.996,1.066,918.938,1,"B_0"
0.278,0.239,0.278,0.316,2044.267,1,"psi"
0.173,0.133,0.171,0.221,1061.524,1.003,"Sigma2_intercept"
0.012,0.001,0.011,0.026,917.077,1,"Sigma2_epsilon"
0.102,0.082,0.102,0.125,2588.864,1,"Sigma2_phi"
0.979,0.979,0.979,0.979,0.5,1,"Sigma2_x"
0.073,0.057,0.073,0.091,2970.936,1,"cov_int_phi"
0.018,0,0.018,0.038,1631.484,1,"cov_2"
0.706,0.67,0.706,0.744,3434.395,1,"Sigma2_e"
-1246.756,-1288.919,-1246.665,-1206.482,648.428,1,"lp__"
0.965,0.891,0.965,1.044,695.533,1,"B_0"
0.257,0.211,0.257,0.301,1808.813,1.002,"psi"
0.22,0.173,0.219,0.277,968.383,1.002,"Sigma2_intercept"
0.025,0.011,0.025,0.043,1067.942,1.001,"Sigma2_epsilon"
0.097,0.076,0.097,0.12,2301.712,1,"Sigma2_phi"
0.903,0.903,0.903,0.903,0.5,1,"Sigma2_x"
0.072,0.054,0.072,0.09,3882.398,1,"cov_int_phi"
0.008,-0.015,0.008,0.032,1848.561,1.002,"cov_2"
0.714,0.679,0.714,0.752,3427.558,1,"Sigma2_e"
-1262.829,-1306.609,-1262.261,-1221.839,810.882,1,"lp__"
0.954,0.881,0.955,1.025,1093.504,1.002,"B_0"
0.299,0.264,0.299,0.334,4913.427,1,"psi"
0.204,0.16,0.203,0.261,1192.695,1,"Sigma2_intercept"
0.004,0,0.002,0.014,808.634,1,"Sigma2_epsilon"
0.081,0.065,0.081,0.1,3049.481,1,"Sigma2_phi"
0.838,0.838,0.838,0.838,0.5,1,"Sigma2_x"
0.054,0.04,0.054,0.071,4093.524,1,"cov_int_phi"
0.004,-0.01,0.003,0.02,2881.387,1,"cov_2"
0.726,0.69,0.726,0.763,5430.102,1,"Sigma2_e"
-1291.488,-1329.93,-1291.447,-1254.406,749.787,1.001,"lp__"
1.078,1.01,1.079,1.147,1032.342,1,"B_0"
0.224,0.188,0.224,0.258,3027.788,1,"psi"
0.189,0.148,0.188,0.241,1093.476,1.001,"Sigma2_intercept"
0.012,0,0.012,0.027,462.119,1.004,"Sigma2_epsilon"
0.066,0.048,0.066,0.086,862.89,1.002,"Sigma2_phi"
1.02,1.02,1.02,1.02,0.5,1,"Sigma2_x"
0.036,0.02,0.036,0.052,4142.084,1,"cov_int_phi"
-0.001,-0.018,-0.002,0.015,2995.487,1,"cov_2"
0.692,0.656,0.692,0.731,2258.136,1,"Sigma2_e"
-1213.992,-1258.321,-1213.121,-1172.958,559.44,1,"lp__"
0.998,0.931,0.998,1.067,770.697,1,"B_0"
0.324,0.294,0.324,0.354,2978.513,1,"psi"
0.189,0.146,0.188,0.24,981,1.002,"Sigma2_intercept"
0.005,0,0.004,0.017,471.297,1,"Sigma2_epsilon"
0.132,0.111,0.132,0.156,2651.783,1,"Sigma2_phi"
1.216,1.216,1.216,1.216,0.5,1,"Sigma2_x"
0.07,0.053,0.07,0.086,3406.236,1,"cov_int_phi"
-0.004,-0.02,-0.003,0.01,2672.514,1,"cov_2"
0.751,0.712,0.75,0.791,3426.93,1,"Sigma2_e"
-1344.561,-1382.801,-1344.872,-1303.737,542.419,1.002,"lp__"
1.022,0.951,1.022,1.094,962.176,1,"B_0"
0.255,0.216,0.255,0.292,2789.589,1,"psi"
0.205,0.16,0.203,0.26,1337.127,1,"Sigma2_intercept"
0.021,0.007,0.021,0.037,1060.284,1,"Sigma2_epsilon"
0.094,0.073,0.094,0.116,2238.857,1,"Sigma2_phi"
1.061,1.061,1.061,1.061,0.5,1,"Sigma2_x"
0.056,0.038,0.056,0.074,3546.746,1,"cov_int_phi"
0,-0.019,0,0.02,1993.479,1,"cov_2"
0.725,0.686,0.724,0.763,3632.138,1,"Sigma2_e"
-1285.367,-1330.285,-1284.621,-1244.68,743.609,1,"lp__"
1.006,0.938,1.006,1.074,839.432,1.001,"B_0"
0.254,0.214,0.254,0.291,2330.012,1,"psi"
0.187,0.145,0.185,0.239,1055.554,1.001,"Sigma2_intercept"
0.014,0.001,0.014,0.03,493.635,1,"Sigma2_epsilon"
0.083,0.064,0.083,0.104,967.549,1,"Sigma2_phi"
0.979,0.979,0.979,0.979,0.5,1,"Sigma2_x"
0.058,0.042,0.057,0.074,2960.414,1,"cov_int_phi"
0.004,-0.014,0.004,0.023,1735.346,1,"cov_2"
