"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
-1133.543,-1162.198,-1133.223,-1106.317,743.181,1,"lp__"
0.881,0.732,0.883,1.027,799.876,1.006,"B_0"
0.228,0.167,0.224,0.309,1092.69,1.002,"Sigma2_intercept"
0.089,0.061,0.088,0.125,1950.946,1,"Sigma2_phi"
0.62,0.451,0.625,0.755,2045.306,1,"cor_2"
0.088,0.056,0.087,0.13,1421.218,1,"cov_int_phi"
0.088,0.056,0.087,0.13,1421.218,1,"cov_2"
0.674,0.639,0.674,0.71,8495.843,1,"Sigma2_e"
-1070.492,-1100.618,-1069.863,-1042.42,875.166,1,"lp__"
0.957,0.824,0.957,1.087,558.725,1,"B_0"
0.184,0.135,0.181,0.249,785.655,1,"Sigma2_intercept"
0.11,0.078,0.109,0.152,1104.899,1.001,"Sigma2_phi"
0.679,0.526,0.685,0.801,978.775,1,"cor_2"
0.097,0.064,0.095,0.141,770.586,1.001,"cov_int_phi"
0.097,0.064,0.095,0.141,770.586,1.001,"cov_2"
0.669,0.637,0.669,0.704,3469.429,1,"Sigma2_e"
-1060.084,-1089.826,-1059.792,-1032.273,743.687,1,"lp__"
1.047,0.912,1.047,1.177,460.058,1.001,"B_0"
0.21,0.155,0.208,0.282,650.791,1.004,"Sigma2_intercept"
0.083,0.058,0.081,0.116,1380.182,1.001,"Sigma2_phi"
0.706,0.551,0.711,0.825,1030.688,1,"cor_2"
0.093,0.062,0.092,0.131,893.392,1.004,"cov_int_phi"
0.093,0.062,0.092,0.131,893.392,1.004,"cov_2"
0.694,0.66,0.693,0.728,4705.652,1,"Sigma2_e"
-1116.883,-1146.49,-1116.631,-1089.163,725.044,1.001,"lp__"
0.925,0.783,0.924,1.068,1036.307,1,"B_0"
0.225,0.164,0.222,0.305,1226.518,1,"Sigma2_intercept"
0.109,0.077,0.107,0.15,2010.613,1,"Sigma2_phi"
0.615,0.445,0.621,0.757,1700.339,1,"cor_2"
0.096,0.061,0.095,0.141,1474.612,1,"cov_int_phi"
0.096,0.061,0.095,0.141,1474.612,1,"cov_2"
0.749,0.713,0.749,0.788,5984.677,1,"Sigma2_e"
-1240.615,-1269.721,-1240.025,-1214.859,947.717,1.001,"lp__"
0.989,0.84,0.99,1.135,740.629,1.003,"B_0"
0.225,0.166,0.222,0.305,965.407,1,"Sigma2_intercept"
0.101,0.072,0.099,0.14,1442.863,1,"Sigma2_phi"
0.67,0.514,0.676,0.797,1456.725,1,"cor_2"
0.101,0.066,0.099,0.145,949.22,1,"cov_int_phi"
0.101,0.066,0.099,0.145,949.22,1,"cov_2"
0.694,0.66,0.694,0.729,5243.153,1,"Sigma2_e"
-1118.029,-1146.905,-1117.688,-1091.188,865.327,1,"lp__"
0.997,0.836,0.996,1.152,421.024,1.001,"B_0"
0.235,0.172,0.232,0.317,828.551,1.002,"Sigma2_intercept"
0.111,0.079,0.11,0.154,1102.4,1.004,"Sigma2_phi"
0.752,0.618,0.757,0.859,1069.515,1.002,"cor_2"
0.122,0.083,0.12,0.171,805.13,1.005,"cov_int_phi"
0.122,0.083,0.12,0.171,805.13,1.005,"cov_2"
0.687,0.654,0.687,0.723,4352.355,1,"Sigma2_e"
-1101.695,-1130.606,-1101.244,-1074.397,804.877,1.002,"lp__"
0.961,0.814,0.962,1.114,594.34,1,"B_0"
0.24,0.172,0.237,0.324,704.788,1,"Sigma2_intercept"
0.133,0.095,0.131,0.183,1244.568,1,"Sigma2_phi"
0.572,0.391,0.578,0.714,1021.739,1,"cor_2"
0.102,0.061,0.101,0.151,732.821,1,"cov_int_phi"
0.102,0.061,0.101,0.151,732.821,1,"cov_2"
0.702,0.667,0.702,0.738,4468.759,1,"Sigma2_e"
-1135.554,-1164.545,-1135.182,-1108.804,853.504,1,"lp__"
0.939,0.786,0.938,1.094,342.411,1,"B_0"
0.214,0.155,0.211,0.286,578.606,1,"Sigma2_intercept"
0.143,0.101,0.141,0.197,865.377,1,"Sigma2_phi"
0.6,0.441,0.605,0.741,980.643,1.001,"cor_2"
0.105,0.066,0.103,0.155,622.348,1,"cov_int_phi"
0.105,0.066,0.103,0.155,622.348,1,"cov_2"
0.706,0.671,0.706,0.742,4478.83,1,"Sigma2_e"
-1143.807,-1173.99,-1143.66,-1115.816,675.235,1,"lp__"
0.967,0.833,0.968,1.102,529.345,1,"B_0"
0.243,0.18,0.239,0.332,591.824,1.002,"Sigma2_intercept"
0.108,0.076,0.106,0.148,1121.622,1,"Sigma2_phi"
0.41,0.2,0.415,0.591,1004.79,1.001,"cor_2"
0.066,0.03,0.065,0.108,806.318,1,"cov_int_phi"
0.066,0.03,0.065,0.108,806.318,1,"cov_2"
0.726,0.691,0.726,0.766,4117.069,1,"Sigma2_e"
-1189.545,-1218.107,-1189.226,-1162.937,700.165,1.001,"lp__"
0.837,0.698,0.837,0.974,941.339,1.002,"B_0"
0.212,0.156,0.209,0.288,1178.851,1,"Sigma2_intercept"
0.117,0.084,0.116,0.162,1628.166,1,"Sigma2_phi"
0.593,0.422,0.598,0.733,1436.412,1,"cor_2"
0.094,0.058,0.092,0.138,1165.422,1,"cov_int_phi"
0.094,0.058,0.092,0.138,1165.422,1,"cov_2"
0.658,0.626,0.658,0.692,8449.61,1.001,"Sigma2_e"
-1032.819,-1061.557,-1032.257,-1006.815,981.717,1,"lp__"
1.069,0.94,1.07,1.196,534.598,1.002,"B_0"
0.221,0.163,0.218,0.296,832.643,1.009,"Sigma2_intercept"
0.08,0.055,0.079,0.114,1343.459,1.001,"Sigma2_phi"
0.464,0.255,0.472,0.637,1034.148,1,"cor_2"
0.062,0.032,0.061,0.098,920.697,1.002,"cov_int_phi"
0.062,0.032,0.061,0.098,920.697,1.002,"cov_2"
0.713,0.677,0.713,0.752,5321.217,1,"Sigma2_e"
-1160.655,-1188.132,-1160.381,-1133.442,906.548,1.004,"lp__"
1.106,0.979,1.106,1.234,473.175,1,"B_0"
0.182,0.132,0.179,0.244,776.573,1,"Sigma2_intercept"
0.083,0.057,0.082,0.116,1463.453,1.001,"Sigma2_phi"
0.521,0.322,0.527,0.686,1066.468,1,"cor_2"
0.064,0.036,0.063,0.098,938.957,1,"cov_int_phi"
0.064,0.036,0.063,0.098,938.957,1,"cov_2"
0.707,0.672,0.707,0.744,4174.084,1,"Sigma2_e"
-1149.633,-1179.282,-1148.985,-1122.506,965.635,1.001,"lp__"
0.937,0.805,0.936,1.077,470.538,1,"B_0"
0.196,0.142,0.193,0.264,728.821,1.006,"Sigma2_intercept"
0.123,0.088,0.122,0.169,1057.641,1.001,"Sigma2_phi"
0.5,0.307,0.507,0.666,675.33,1.002,"cor_2"
0.078,0.043,0.076,0.12,652.325,1,"cov_int_phi"
0.078,0.043,0.076,0.12,652.325,1,"cov_2"
0.709,0.675,0.709,0.744,4369.766,1,"Sigma2_e"
-1151.963,-1181.374,-1151.333,-1126.378,815.707,1.007,"lp__"
0.939,0.779,0.937,1.105,849.268,1.001,"B_0"
0.257,0.189,0.253,0.346,1085.402,1,"Sigma2_intercept"
0.156,0.113,0.154,0.213,1183.838,1,"Sigma2_phi"
0.587,0.416,0.593,0.728,1402.448,1,"cor_2"
0.118,0.074,0.116,0.173,1060.579,1,"cov_int_phi"
0.118,0.074,0.116,0.173,1060.579,1,"cov_2"
0.721,0.685,0.721,0.759,5414.52,1,"Sigma2_e"
-1177.663,-1206.511,-1177.541,-1150.403,794.028,1.002,"lp__"
1.044,0.927,1.044,1.159,504.41,1,"B_0"
0.151,0.107,0.149,0.208,906.142,1,"Sigma2_intercept"
0.093,0.065,0.091,0.132,1226.242,1,"Sigma2_phi"
0.359,0.148,0.363,0.555,853.114,1,"cor_2"
0.043,0.016,0.042,0.074,832.417,1,"cov_int_phi"
0.043,0.016,0.042,0.074,832.417,1,"cov_2"
0.681,0.645,0.681,0.718,5929.243,1,"Sigma2_e"
-1086.81,-1117.015,-1086.33,-1059.162,747.65,1,"lp__"
1.088,0.963,1.086,1.22,462.288,1.003,"B_0"
0.181,0.13,0.179,0.249,787.591,1,"Sigma2_intercept"
0.094,0.065,0.092,0.131,1243.535,1.002,"Sigma2_phi"
0.565,0.38,0.569,0.719,990.751,1,"cor_2"
0.074,0.044,0.072,0.113,815.07,1,"cov_int_phi"
0.074,0.044,0.072,0.113,815.07,1,"cov_2"
0.694,0.659,0.694,0.73,4766.217,1,"Sigma2_e"
-1116.909,-1145.115,-1116.684,-1089.568,800.713,1,"lp__"
0.931,0.794,0.929,1.08,770.321,1.002,"B_0"
0.175,0.127,0.173,0.236,898.626,1.004,"Sigma2_intercept"
0.111,0.079,0.11,0.153,1228.327,1,"Sigma2_phi"
0.659,0.495,0.665,0.785,1089.464,1,"cor_2"
0.092,0.06,0.091,0.132,895.099,1.001,"cov_int_phi"
0.092,0.06,0.091,0.132,895.099,1.001,"cov_2"
0.687,0.652,0.686,0.721,3741.427,1,"Sigma2_e"
-1100.514,-1129.548,-1100.272,-1073.249,782.923,1.001,"lp__"
1.09,0.964,1.089,1.213,1034.592,1,"B_0"
0.186,0.136,0.183,0.251,1024.201,1,"Sigma2_intercept"
0.093,0.065,0.092,0.128,1376.038,1,"Sigma2_phi"
0.438,0.232,0.444,0.614,1441.517,1.003,"cor_2"
0.058,0.028,0.057,0.092,1271.387,1.002,"cov_int_phi"
0.058,0.028,0.057,0.092,1271.387,1.002,"cov_2"
0.664,0.631,0.664,0.698,5393.93,1,"Sigma2_e"
-1044.981,-1073.367,-1044.629,-1018.889,771.123,1,"lp__"
0.979,0.842,0.978,1.114,549.188,1,"B_0"
0.177,0.126,0.174,0.248,970.918,1.003,"Sigma2_intercept"
0.123,0.088,0.12,0.169,983.537,1,"Sigma2_phi"
0.495,0.313,0.497,0.657,947.873,1,"cor_2"
0.073,0.041,0.072,0.117,783.118,1,"cov_int_phi"
0.073,0.041,0.072,0.117,783.118,1,"cov_2"
0.725,0.69,0.726,0.763,5460.785,1,"Sigma2_e"
-1188.029,-1216.889,-1187.885,-1160.541,846.395,1.002,"lp__"
1.001,0.863,0.999,1.147,898.741,1.002,"B_0"
0.195,0.14,0.192,0.264,1183.21,1,"Sigma2_intercept"
0.13,0.092,0.128,0.18,1470.096,1,"Sigma2_phi"
0.442,0.244,0.446,0.614,1364.335,1,"cor_2"
0.07,0.035,0.069,0.114,1177.359,1,"cov_int_phi"
0.07,0.035,0.069,0.114,1177.359,1,"cov_2"
0.711,0.676,0.711,0.748,5019.838,1,"Sigma2_e"
-1156.541,-1185.392,-1155.611,-1129.018,895.49,1,"lp__"
0.958,0.81,0.958,1.105,425.221,1.004,"B_0"
0.232,0.171,0.228,0.314,620.318,1,"Sigma2_intercept"
0.125,0.087,0.122,0.176,968.239,1,"Sigma2_phi"
0.54,0.356,0.543,0.696,625.48,1,"cor_2"
0.092,0.055,0.09,0.144,506.103,1,"cov_int_phi"
0.092,0.055,0.09,0.144,506.103,1,"cov_2"
0.732,0.694,0.732,0.77,4221.949,1,"Sigma2_e"
-1201.071,-1229.386,-1200.653,-1173.697,821.368,1,"lp__"
1.011,0.887,1.009,1.14,340.383,1,"B_0"
0.215,0.158,0.211,0.293,579.571,1.004,"Sigma2_intercept"
0.067,0.046,0.066,0.095,1162.911,1,"Sigma2_phi"
0.493,0.294,0.498,0.664,1106.411,1.001,"cor_2"
0.059,0.032,0.058,0.091,861.267,1.001,"cov_int_phi"
0.059,0.032,0.058,0.091,861.267,1.001,"cov_2"
0.651,0.62,0.651,0.685,3913.104,1,"Sigma2_e"
-1015.375,-1044.208,-1014.956,-989.763,782.474,1,"lp__"
0.984,0.854,0.984,1.115,361.96,1.002,"B_0"
0.191,0.138,0.188,0.257,765.667,1.003,"Sigma2_intercept"
0.086,0.059,0.084,0.123,1235.023,1.001,"Sigma2_phi"
0.379,0.161,0.383,0.564,832.14,1,"cor_2"
0.049,0.019,0.048,0.083,738.011,1,"cov_int_phi"
0.049,0.019,0.048,0.083,738.011,1,"cov_2"
0.709,0.675,0.709,0.747,5533.224,1,"Sigma2_e"
-1152.298,-1182.952,-1152.022,-1124.24,826.124,1,"lp__"
0.95,0.823,0.949,1.08,524.806,1,"B_0"
0.165,0.118,0.163,0.228,812.472,1.003,"Sigma2_intercept"
0.159,0.114,0.157,0.212,940.128,1,"Sigma2_phi"
0.378,0.173,0.381,0.556,607.318,1.004,"cor_2"
0.061,0.026,0.06,0.1,677.638,1.004,"cov_int_phi"
0.061,0.026,0.06,0.1,677.638,1.004,"cov_2"
0.721,0.686,0.721,0.759,4722.994,1,"Sigma2_e"
-1177.349,-1207.56,-1176.968,-1149.403,725.719,1,"lp__"
0.981,0.837,0.982,1.123,842.518,1,"B_0"
0.222,0.164,0.22,0.298,1084.828,1,"Sigma2_intercept"
0.129,0.091,0.127,0.182,1382.107,1,"Sigma2_phi"
0.592,0.422,0.598,0.732,1310.73,1,"cor_2"
0.101,0.063,0.098,0.15,1078.814,1,"cov_int_phi"
0.101,0.063,0.098,0.15,1078.814,1,"cov_2"
0.694,0.659,0.695,0.731,7856.397,1,"Sigma2_e"
-1118.819,-1148.539,-1118.376,-1091.143,726.846,1,"lp__"
0.979,0.847,0.978,1.124,386.363,1.012,"B_0"
0.235,0.171,0.233,0.31,566.007,1,"Sigma2_intercept"
0.105,0.073,0.103,0.146,837.678,1.001,"Sigma2_phi"
0.428,0.227,0.434,0.602,719.569,1.004,"cor_2"
0.067,0.033,0.066,0.107,547.505,1.004,"cov_int_phi"
0.067,0.033,0.066,0.107,547.505,1.004,"cov_2"
0.703,0.668,0.703,0.74,4020.502,1,"Sigma2_e"
-1137.481,-1167.707,-1136.745,-1110.105,649.013,1,"lp__"
1.07,0.941,1.068,1.202,513.776,1.003,"B_0"
0.209,0.152,0.205,0.282,579.233,1.003,"Sigma2_intercept"
0.078,0.054,0.077,0.111,1336.097,1.004,"Sigma2_phi"
0.458,0.259,0.463,0.638,988.255,1,"cor_2"
0.059,0.03,0.058,0.094,732.928,1.001,"cov_int_phi"
0.059,0.03,0.058,0.094,732.928,1.001,"cov_2"
0.681,0.649,0.682,0.716,3927.41,1,"Sigma2_e"
-1088.648,-1116.956,-1088.488,-1060.235,763.468,1.006,"lp__"
1.188,1.071,1.188,1.304,576.328,1.004,"B_0"
0.14,0.099,0.137,0.195,938.035,1,"Sigma2_intercept"
0.075,0.052,0.074,0.108,1573.423,1,"Sigma2_phi"
0.514,0.314,0.519,0.684,1190.18,1.003,"cor_2"
0.053,0.029,0.052,0.082,1055.754,1.003,"cov_int_phi"
0.053,0.029,0.052,0.082,1055.754,1.003,"cov_2"
0.718,0.683,0.718,0.753,5281.407,1,"Sigma2_e"
-1173.448,-1203.37,-1173.022,-1146.084,955.059,1,"lp__"
0.916,0.77,0.916,1.057,716.246,1,"B_0"
0.257,0.188,0.253,0.348,991.105,1.004,"Sigma2_intercept"
0.098,0.069,0.096,0.137,1615.784,1,"Sigma2_phi"
0.494,0.308,0.499,0.657,1549.006,1.001,"cor_2"
0.078,0.043,0.077,0.121,1279.007,1.002,"cov_int_phi"
0.078,0.043,0.077,0.121,1279.007,1.002,"cov_2"
0.653,0.621,0.653,0.687,7339.371,1,"Sigma2_e"
-1020.115,-1050.028,-1019.798,-992.978,874.371,1,"lp__"
1.043,0.907,1.04,1.188,462.816,1.006,"B_0"
0.249,0.182,0.245,0.338,687.891,1,"Sigma2_intercept"
0.09,0.062,0.088,0.127,961.142,1.002,"Sigma2_phi"
0.657,0.491,0.663,0.79,1020.194,1,"cor_2"
0.098,0.063,0.097,0.143,660.597,1,"cov_int_phi"
0.098,0.063,0.097,0.143,660.597,1,"cov_2"
0.695,0.661,0.694,0.731,4410.476,1,"Sigma2_e"
-1119.776,-1149.084,-1119.546,-1092.485,831.382,1.004,"lp__"
0.955,0.806,0.956,1.101,443.717,1,"B_0"
0.259,0.19,0.256,0.345,630.258,1,"Sigma2_intercept"
0.101,0.07,0.1,0.139,1047.792,1,"Sigma2_phi"
0.589,0.403,0.595,0.731,1188.528,1,"cor_2"
0.095,0.058,0.094,0.139,799.595,1,"cov_int_phi"
0.095,0.058,0.094,0.139,799.595,1,"cov_2"
0.725,0.688,0.725,0.762,3754.381,1.001,"Sigma2_e"
-1186.815,-1215.138,-1186.456,-1160.109,773.888,1,"lp__"
1.026,0.906,1.027,1.15,739.256,1,"B_0"
0.175,0.127,0.172,0.24,891.785,1.001,"Sigma2_intercept"
0.098,0.069,0.096,0.137,1147.214,1.001,"Sigma2_phi"
0.413,0.2,0.417,0.598,763.222,1.007,"cor_2"
0.054,0.024,0.052,0.091,748.735,1.008,"cov_int_phi"
0.054,0.024,0.052,0.091,748.735,1.008,"cov_2"
0.672,0.638,0.671,0.706,4084.79,1.001,"Sigma2_e"
-1064.483,-1093.757,-1064.416,-1036.035,780.838,1,"lp__"
1.053,0.941,1.052,1.164,597.838,1,"B_0"
0.146,0.106,0.144,0.199,928.129,1.001,"Sigma2_intercept"
0.06,0.04,0.059,0.086,1538.118,1.001,"Sigma2_phi"
0.476,0.274,0.482,0.649,1438.307,1,"cor_2"
0.045,0.023,0.044,0.07,1127.777,1,"cov_int_phi"
0.045,0.023,0.044,0.07,1127.777,1,"cov_2"
0.648,0.616,0.648,0.683,4784.076,1,"Sigma2_e"
-1008.342,-1038.821,-1008.14,-980.183,835.878,1,"lp__"
0.957,0.805,0.958,1.115,1002.741,1,"B_0"
0.222,0.16,0.218,0.301,1181.155,1.003,"Sigma2_intercept"
0.16,0.114,0.158,0.217,1583.542,1.002,"Sigma2_phi"
0.623,0.466,0.628,0.756,1519.029,1,"cor_2"
0.117,0.074,0.116,0.171,1297.353,1.001,"cov_int_phi"
0.117,0.074,0.116,0.171,1297.353,1.001,"cov_2"
0.682,0.648,0.682,0.717,8044.802,1,"Sigma2_e"
-1088.716,-1119.39,-1088.468,-1060.095,751.103,1.007,"lp__"
1.019,0.897,1.02,1.138,596.442,1.002,"B_0"
0.166,0.121,0.164,0.227,929.862,1,"Sigma2_intercept"
0.1,0.07,0.099,0.138,1178.226,1,"Sigma2_phi"
0.312,0.09,0.317,0.512,834.473,1.003,"cor_2"
0.04,0.011,0.04,0.074,765.957,1.002,"cov_int_phi"
0.04,0.011,0.04,0.074,765.957,1.002,"cov_2"
0.68,0.646,0.68,0.715,5161.457,1,"Sigma2_e"
-1084.2,-1112.366,-1083.91,-1057.716,808.576,1.001,"lp__"
0.914,0.779,0.915,1.046,357.353,1.001,"B_0"
0.213,0.154,0.21,0.288,560.042,1.001,"Sigma2_intercept"
0.101,0.07,0.099,0.141,1073.574,1.002,"Sigma2_phi"
0.476,0.284,0.481,0.641,834.267,1,"cor_2"
0.07,0.038,0.069,0.108,746.045,1,"cov_int_phi"
0.07,0.038,0.069,0.108,746.045,1,"cov_2"
0.681,0.647,0.681,0.718,4119.398,1.001,"Sigma2_e"
-1086.983,-1116.182,-1086.304,-1059.892,757.441,1,"lp__"
1.079,0.955,1.08,1.197,745.216,1,"B_0"
0.158,0.114,0.155,0.214,911.502,1.002,"Sigma2_intercept"
0.084,0.059,0.083,0.118,1499.007,1,"Sigma2_phi"
0.509,0.307,0.516,0.679,1090.23,1,"cor_2"
0.059,0.032,0.058,0.092,966.773,1,"cov_int_phi"
0.059,0.032,0.058,0.092,966.773,1,"cov_2"
0.717,0.681,0.717,0.755,4163.03,1,"Sigma2_e"
-1170.559,-1198.856,-1169.949,-1143.577,902.573,1.004,"lp__"
1.016,0.866,1.017,1.162,382.932,1.002,"B_0"
0.258,0.191,0.255,0.347,642.389,1.002,"Sigma2_intercept"
0.114,0.081,0.112,0.156,1129.487,1.001,"Sigma2_phi"
0.513,0.332,0.517,0.673,890.989,1,"cor_2"
0.088,0.051,0.086,0.135,739.556,1,"cov_int_phi"
0.088,0.051,0.086,0.135,739.556,1,"cov_2"
0.721,0.685,0.721,0.759,4187.882,1,"Sigma2_e"
-1179.102,-1207.373,-1178.477,-1153.065,810.736,1,"lp__"
