"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.96,0.902,0.96,1.016,2437.745,1.001,"B_0"
-0.049,-0.121,-0.049,0.022,2256.035,1.002,"B_x"
0.27,-0.065,0.281,0.51,13.929,1.085,"psi"
0.22,0.18,0.219,0.262,1682.367,1,"Sigma2_intercept"
0.101,0.075,0.101,0.131,1335.46,1,"Sigma2_psi"
1.001,0.906,0.999,1.107,1774.155,1,"Sigma2_x"
0.133,0.063,0.104,0.381,24.047,1.081,"Sigma2_phi"
0.04,0.004,0.025,0.177,78.963,1,"Sigma2_epsilon"
-0.099,-0.125,-0.099,-0.076,1581.303,1,"cov_int_psi"
0.094,0.069,0.094,0.122,1603.128,1.004,"cov_int_phi"
-0.084,-0.107,-0.084,-0.063,938.77,1.005,"cov_psi_phi"
-0.667,-0.798,-0.668,-0.536,1170.15,1,"cor_1"
0.125,-0.563,0.189,0.628,11.548,1.117,"cor_2"
-0.543,-0.916,-0.646,0.254,13.937,1.098,"cor_3"
0.624,0.552,0.625,0.691,1321.712,1,"cor_4"
-0.613,-0.716,-0.614,-0.502,550.502,1,"cor_5"
0.251,-0.839,0.372,0.945,8.528,1.163,"cor_6"
-0.099,-0.125,-0.099,-0.076,1581.303,1,"cov_1"
0.015,-0.057,0.011,0.111,15.956,1.071,"cov_2"
-0.031,-0.099,-0.028,0.017,17.847,1.062,"cov_3"
0.292,0.246,0.292,0.342,1876.914,1,"cov_4"
-0.195,-0.237,-0.194,-0.154,972.768,1,"cov_5"
0.06,-0.182,0.048,0.383,13.778,1.084,"cov_6"
0.604,0.563,0.603,0.646,1367.873,1,"Sigma2_e"
0.104,0.098,0.104,0.11,3057.027,1,"Sigma2_ex"
-374.629,-500.695,-374.317,-254.069,683.824,1,"lp__"
0.982,0.926,0.982,1.033,1191.223,1,"B_0"
0.003,-0.07,0.004,0.07,902.52,1,"B_x"
0.346,0.17,0.335,0.556,26.58,1.047,"psi"
0.193,0.156,0.192,0.233,983.928,1.001,"Sigma2_intercept"
0.106,0.077,0.105,0.141,573.07,1.003,"Sigma2_psi"
0.9,0.813,0.9,0.991,1171.58,1,"Sigma2_x"
0.133,0.056,0.11,0.351,100.898,1.018,"Sigma2_phi"
0.018,0,0.012,0.075,447.153,1,"Sigma2_epsilon"
-0.094,-0.124,-0.094,-0.07,647.351,1.001,"cov_int_psi"
0.077,0.054,0.076,0.104,755.147,1,"cov_int_phi"
-0.085,-0.109,-0.085,-0.062,385.641,1.003,"cov_psi_phi"
-0.661,-0.798,-0.661,-0.514,583.254,1,"cor_1"
-0.086,-0.64,-0.124,0.629,38.842,1.031,"cor_2"
-0.225,-0.914,-0.246,0.59,61.065,1.03,"cor_3"
0.58,0.498,0.581,0.655,719.271,1,"cor_4"
-0.741,-0.84,-0.743,-0.631,208.67,1.002,"cor_5"
-0.175,-0.921,-0.245,0.853,13.52,1.074,"cor_6"
-0.094,-0.124,-0.094,-0.07,647.351,1.001,"cov_1"
-0.007,-0.061,-0.004,0.041,34.359,1.038,"cov_2"
-0.006,-0.051,-0.006,0.043,55.408,1.034,"cov_3"
0.242,0.197,0.241,0.291,988.105,1.001,"cov_4"
-0.228,-0.273,-0.227,-0.188,489.711,1,"cov_5"
-0.027,-0.225,-0.017,0.128,23.917,1.048,"cov_6"
0.616,0.577,0.616,0.657,822.91,1,"Sigma2_e"
0.103,0.097,0.103,0.109,2918.09,1,"Sigma2_ex"
-394.811,-513.395,-391.673,-284.072,510.292,1.001,"lp__"
0.947,0.892,0.947,1.001,1351.94,1.004,"B_0"
-0.028,-0.097,-0.028,0.041,1312.069,1.001,"B_x"
0.254,0.074,0.262,0.376,15.991,1.066,"psi"
0.23,0.189,0.229,0.274,1366.489,1,"Sigma2_intercept"
0.09,0.065,0.089,0.119,1046.589,1.001,"Sigma2_psi"
0.947,0.854,0.946,1.049,1284.172,1,"Sigma2_x"
0.079,0.042,0.073,0.16,48.02,1.012,"Sigma2_phi"
0.013,0,0.009,0.056,124.55,1.016,"Sigma2_epsilon"
-0.085,-0.109,-0.084,-0.061,1050.087,1,"cov_int_psi"
0.08,0.057,0.079,0.106,1140.325,1.001,"cov_int_phi"
-0.056,-0.078,-0.056,-0.038,536.921,1.007,"cov_psi_phi"
-0.591,-0.737,-0.593,-0.446,664.889,1.002,"cor_1"
0.196,-0.505,0.232,0.735,40.966,1.019,"cor_2"
-0.497,-0.927,-0.573,0.319,116.977,1.004,"cor_3"
0.582,0.506,0.583,0.654,563.443,1.002,"cor_4"
-0.55,-0.665,-0.549,-0.437,298.959,1.008,"cor_5"
0.248,-0.73,0.287,0.934,12.635,1.076,"cor_6"
-0.085,-0.109,-0.084,-0.061,1050.087,1,"cov_1"
0.011,-0.023,0.007,0.064,22.527,1.044,"cov_2"
-0.016,-0.053,-0.013,0.005,36.599,1.024,"cov_3"
0.271,0.223,0.271,0.323,925.805,1,"cov_4"
-0.16,-0.199,-0.16,-0.123,560.147,1.003,"cov_5"
0.028,-0.087,0.018,0.197,15.133,1.068,"cov_6"
0.6,0.559,0.599,0.64,1421.529,1.002,"Sigma2_e"
0.097,0.092,0.097,0.102,3551.623,1,"Sigma2_ex"
-256.065,-372.493,-255.843,-143.952,740.957,1.001,"lp__"
0.96,0.899,0.96,1.018,1492.626,1,"B_0"
-0.052,-0.125,-0.052,0.022,1372.033,1,"B_x"
0.304,0.004,0.324,0.474,12.862,1.167,"psi"
0.213,0.174,0.212,0.256,1525.297,1,"Sigma2_intercept"
0.103,0.078,0.102,0.13,1100.536,1.002,"Sigma2_psi"
1.086,0.983,1.084,1.202,1700.946,1,"Sigma2_x"
0.144,0.071,0.13,0.314,78.852,1.042,"Sigma2_phi"
0.03,0.001,0.018,0.15,57.696,1.028,"Sigma2_epsilon"
-0.101,-0.126,-0.1,-0.078,1253,1,"cov_int_psi"
0.1,0.074,0.1,0.129,933.242,1.002,"cov_int_phi"
-0.084,-0.106,-0.084,-0.062,1001.692,1.002,"cov_psi_phi"
-0.684,-0.801,-0.686,-0.564,900.33,1.001,"cor_1"
0.101,-0.545,0.115,0.649,19.101,1.132,"cor_2"
-0.447,-0.89,-0.522,0.309,25.47,1.121,"cor_3"
0.612,0.538,0.614,0.677,897.32,1,"cor_4"
-0.605,-0.703,-0.605,-0.508,460.848,1.014,"cor_5"
0.163,-0.798,0.177,0.947,10.545,1.223,"cor_6"
-0.101,-0.126,-0.1,-0.078,1253,1,"cov_1"
0.011,-0.041,0.005,0.1,15.763,1.143,"cov_2"
-0.022,-0.084,-0.019,0.014,17.023,1.137,"cov_3"
0.294,0.245,0.293,0.346,1203.243,1,"cov_4"
-0.201,-0.243,-0.201,-0.162,1260.931,1.005,"cov_5"
0.04,-0.145,0.018,0.364,12.935,1.169,"cov_6"
0.568,0.529,0.567,0.61,1079.428,1,"Sigma2_e"
0.097,0.092,0.097,0.102,3704.36,1,"Sigma2_ex"
-168.108,-292.856,-167.122,-48.538,581.903,1.001,"lp__"
0.986,0.927,0.987,1.044,2704.631,1.001,"B_0"
-0.031,-0.103,-0.032,0.041,2376.356,1,"B_x"
0.351,0.242,0.344,0.478,37.998,1.019,"psi"
0.231,0.191,0.23,0.275,1839.744,1,"Sigma2_intercept"
0.106,0.08,0.106,0.135,1193.98,1,"Sigma2_psi"
1.064,0.966,1.061,1.17,1782.671,1.001,"Sigma2_x"
0.142,0.077,0.129,0.282,112.099,1.01,"Sigma2_phi"
0.007,0,0.003,0.04,666.38,1,"Sigma2_epsilon"
-0.089,-0.114,-0.089,-0.065,1604.262,1.001,"cov_int_psi"
0.103,0.079,0.103,0.13,1664.146,1,"cov_int_phi"
-0.072,-0.091,-0.071,-0.054,1304.985,1.003,"cov_psi_phi"
-0.57,-0.704,-0.572,-0.431,1359.717,1.002,"cor_1"
0.088,-0.627,0.074,0.827,111.336,1.009,"cor_2"
0.001,-0.8,0.025,0.728,155.277,1.008,"cor_3"
0.589,0.514,0.589,0.658,1042.695,1,"cor_4"
-0.624,-0.72,-0.625,-0.519,526.622,1.003,"cor_5"
-0.264,-0.923,-0.376,0.884,14.329,1.035,"cor_6"
-0.089,-0.114,-0.089,-0.065,1604.262,1.001,"cov_1"
0.001,-0.034,0.001,0.036,60.728,1.018,"cov_2"
0.001,-0.022,0,0.03,74.438,1.016,"cov_3"
0.292,0.242,0.291,0.344,1792.63,1,"cov_4"
-0.209,-0.25,-0.209,-0.168,1344.794,1.003,"cov_5"
-0.022,-0.155,-0.013,0.09,33.241,1.023,"cov_6"
0.607,0.569,0.607,0.647,1687.813,1,"Sigma2_e"
0.095,0.09,0.095,0.1,4950.795,1,"Sigma2_ex"
-240.302,-353.385,-240.183,-130.523,862.25,1.001,"lp__"
0.997,0.945,0.997,1.049,1681.615,1,"B_0"
0.009,-0.062,0.009,0.079,1570.32,1.001,"B_x"
0.288,0.161,0.284,0.441,17.15,1.072,"psi"
0.167,0.134,0.167,0.204,1454.963,1.002,"Sigma2_intercept"
0.092,0.067,0.091,0.12,1016.64,1,"Sigma2_psi"
