"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.065,0.955,1.064,1.174,546.761,0.999,"B_0"
0.144,-0.026,0.141,0.327,446.457,1,"B_x"
0.209,-0.016,0.21,0.428,108.736,1.009,"psi"
0.139,0.084,0.137,0.213,666.462,1.001,"Sigma2_intercept"
0.074,0.022,0.071,0.135,270.248,1.002,"Sigma2_psi"
0.828,0.625,0.817,1.088,643.769,0.999,"Sigma2_x"
0.072,0.021,0.058,0.227,210.479,1.002,"Sigma2_phi"
0.027,0.001,0.021,0.086,372.041,0.999,"Sigma2_epsilon"
-0.01,-0.05,-0.009,0.031,439.651,1.005,"cov_int_psi"
0.028,-0.007,0.028,0.068,597.94,1.001,"cov_int_phi"
-0.024,-0.055,-0.023,0.003,465.781,1.003,"cov_psi_phi"
-0.098,-0.468,-0.098,0.297,492.64,1.001,"cor_1"
-0.332,-0.882,-0.387,0.403,257.858,0.999,"cor_2"
-0.235,-0.783,-0.26,0.414,758.784,0.999,"cor_3"
0.662,0.464,0.665,0.824,386.38,1.004,"cor_4"
-0.292,-0.593,-0.294,0.013,497.82,0.999,"cor_5"
-0.017,-0.762,-0.039,0.819,67.225,1.012,"cor_6"
-0.01,-0.05,-0.009,0.031,439.651,1.005,"cov_1"
-0.018,-0.073,-0.017,0.027,200.434,1.003,"cov_2"
-0.009,-0.04,-0.009,0.016,532.81,0.999,"cov_3"
0.224,0.136,0.22,0.33,696.758,1,"cov_4"
-0.07,-0.151,-0.069,0.004,715.794,1,"cov_5"
-0.003,-0.162,-0.004,0.156,80.13,1.012,"cov_6"
0.578,0.515,0.576,0.659,450.24,1.002,"Sigma2_e"
0.1,0.09,0.1,0.111,1750.277,0.999,"Sigma2_ex"
134.589,89.115,135.361,176.692,141.364,1.028,"lp__"
1.079,0.933,1.082,1.205,126.953,1.003,"B_0"
0.288,0.075,0.288,0.502,120.31,1.001,"B_x"
0.242,0.052,0.254,0.41,18.076,1.13,"psi"
0.213,0.136,0.209,0.306,219.758,0.999,"Sigma2_intercept"
0.095,0.052,0.093,0.146,235.965,1.005,"Sigma2_psi"
1.088,0.808,1.074,1.416,131.265,1.005,"Sigma2_x"
0.092,0.031,0.073,0.292,82.822,1.021,"Sigma2_phi"
0.017,0,0.006,0.069,79.564,1.005,"Sigma2_epsilon"
-0.054,-0.098,-0.053,-0.006,151.53,1.001,"cov_int_psi"
0.04,-0.004,0.039,0.09,149.503,1.01,"cov_int_phi"
