"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.003,0,0.001,0.012,818.727,1,"Sigma2_epsilon"
0.09,0.073,0.09,0.111,3228.928,1,"Sigma2_phi"
0.954,0.954,0.954,0.954,0.5,1,"Sigma2_x"
0.052,0.038,0.051,0.068,3527.603,1,"cov_int_phi"
0.004,-0.008,0.002,0.019,2650.813,1,"cov_2"
0.729,0.69,0.729,0.768,4922.133,1,"Sigma2_e"
-1499.813,-1549.201,-1500.141,-1447.084,804.084,1,"lp__"
1.006,0.949,1.006,1.064,2372.069,1,"B_0"
0.24,0.207,0.241,0.271,2653.47,1.001,"psi"
0.236,0.194,0.235,0.285,1133.256,1,"Sigma2_intercept"
0.005,0,0.003,0.019,672.796,1,"Sigma2_epsilon"
0.068,0.052,0.068,0.088,2019.244,1,"Sigma2_phi"
1.036,1.036,1.036,1.036,0.5,1,"Sigma2_x"
0.057,0.041,0.056,0.076,2375.069,1,"cov_int_phi"
0.008,-0.007,0.006,0.028,1783.569,1,"cov_2"
0.701,0.663,0.7,0.738,3456.621,1,"Sigma2_e"
-1434.512,-1487.576,-1434.487,-1381.294,762.859,1,"lp__"
0.972,0.92,0.973,1.025,1335.248,1.007,"B_0"
0.287,0.255,0.287,0.32,4506.122,1,"psi"
0.186,0.152,0.185,0.226,1455.289,1,"Sigma2_intercept"
0.006,0,0.004,0.022,457.718,1,"Sigma2_epsilon"
0.085,0.066,0.084,0.107,1079.9,1,"Sigma2_phi"
0.941,0.941,0.941,0.941,0.5,1,"Sigma2_x"
0.045,0.03,0.044,0.061,3032.979,1,"cov_int_phi"
0.002,-0.012,0.001,0.018,2401.447,1,"cov_2"
0.684,0.649,0.684,0.722,2423.765,1,"Sigma2_e"
-1396.686,-1452.367,-1397.364,-1341.433,663.24,1.001,"lp__"
0.982,0.929,0.981,1.033,2540.149,1,"B_0"
0.273,0.239,0.273,0.305,4032.699,1,"psi"
0.182,0.146,0.181,0.222,1483.128,1,"Sigma2_intercept"
0.01,0,0.009,0.027,602.216,1,"Sigma2_epsilon"
0.082,0.063,0.082,0.105,1119.291,1,"Sigma2_phi"
0.917,0.917,0.917,0.917,0.5,1,"Sigma2_x"
0.048,0.032,0.047,0.064,3501.985,1,"cov_int_phi"
0.005,-0.011,0.005,0.022,2956.278,1,"cov_2"
0.661,0.624,0.661,0.699,2690.055,1,"Sigma2_e"
-1340.607,-1399.3,-1341.079,-1282.258,643.02,1,"lp__"
0.993,0.933,0.994,1.052,1186.526,1.001,"B_0"
0.271,0.235,0.271,0.308,2770.332,1,"psi"
0.219,0.178,0.218,0.266,1365.077,1,"Sigma2_intercept"
0.017,0.005,0.016,0.034,670.622,1.006,"Sigma2_epsilon"
0.106,0.084,0.106,0.131,1471.9,1.001,"Sigma2_phi"
0.963,0.963,0.963,0.963,0.5,1,"Sigma2_x"
0.088,0.069,0.088,0.109,2982.8,1,"cov_int_phi"
0.034,0.014,0.034,0.056,2127.292,1,"cov_2"
0.704,0.667,0.703,0.742,2181.64,1.001,"Sigma2_e"
-1441.361,-1496.751,-1441.37,-1386.996,633.315,1.005,"lp__"
1.017,0.971,1.017,1.065,1841.999,1,"B_0"
0.256,0.222,0.256,0.288,3880.939,1,"psi"
0.148,0.119,0.147,0.183,1802.107,1,"Sigma2_intercept"
0.016,0.001,0.016,0.034,520.849,1,"Sigma2_epsilon"
0.076,0.055,0.076,0.097,842.495,1,"Sigma2_phi"
0.919,0.919,0.919,0.919,0.5,1,"Sigma2_x"
0.028,0.013,0.028,0.044,3547.74,1,"cov_int_phi"
-0.005,-0.021,-0.005,0.011,2837.622,1,"cov_2"
0.648,0.613,0.648,0.686,2044.859,1,"Sigma2_e"
-1308.222,-1370.959,-1307.846,-1249.672,572.257,1,"lp__"
0.987,0.937,0.988,1.039,1732.981,1.002,"B_0"
0.285,0.252,0.285,0.317,4420.006,1,"psi"
0.188,0.152,0.186,0.229,1695.223,1,"Sigma2_intercept"
0.005,0,0.003,0.02,482.348,1,"Sigma2_epsilon"
0.082,0.065,0.081,0.104,1400.339,1,"Sigma2_phi"
0.928,0.928,0.928,0.928,0.5,1,"Sigma2_x"
0.043,0.028,0.043,0.058,3680.281,1,"cov_int_phi"
0.001,-0.013,0,0.016,3039.807,1,"cov_2"
0.683,0.645,0.683,0.72,2806.968,1.001,"Sigma2_e"
-1393.179,-1446.533,-1394.114,-1336.187,753.304,1,"lp__"
1.009,0.955,1.01,1.063,1112.058,1,"B_0"
0.264,0.227,0.264,0.301,2182.235,1,"psi"
0.191,0.155,0.19,0.232,1378.094,1,"Sigma2_intercept"
0.021,0.003,0.021,0.039,431.204,1.001,"Sigma2_epsilon"
0.091,0.068,0.091,0.115,710.492,1,"Sigma2_phi"
0.923,0.923,0.923,0.923,0.5,1,"Sigma2_x"
0.051,0.034,0.052,0.07,2198.17,1,"cov_int_phi"
0.007,-0.012,0.007,0.026,1561.151,1,"cov_2"
0.679,0.641,0.679,0.721,1356.593,1,"Sigma2_e"
-1383.323,-1445.745,-1382.841,-1323.622,552.556,1.001,"lp__"
0.977,0.914,0.977,1.04,836.145,1.001,"B_0"
0.27,0.234,0.27,0.306,2780.974,1,"psi"
0.252,0.208,0.251,0.301,1414.694,1,"Sigma2_intercept"
0.019,0.004,0.019,0.037,630.872,1.001,"Sigma2_epsilon"
0.109,0.086,0.109,0.136,1268.855,1.001,"Sigma2_phi"
1.037,1.037,1.037,1.037,0.5,1,"Sigma2_x"
0.09,0.069,0.09,0.111,2616.187,1,"cov_int_phi"
0.025,0.003,0.025,0.049,1917.461,1,"cov_2"
0.71,0.672,0.709,0.749,1835.449,1.001,"Sigma2_e"
-1452.834,-1510.693,-1452.491,-1394.43,629.582,1.002,"lp__"
0.991,0.931,0.991,1.05,1054.053,1,"B_0"
0.265,0.226,0.265,0.302,2038.523,1,"psi"
0.214,0.174,0.213,0.259,1452.795,1.001,"Sigma2_intercept"
0.024,0.006,0.024,0.044,593.611,1,"Sigma2_epsilon"
0.104,0.08,0.104,0.131,1093.306,1,"Sigma2_phi"
1.018,1.018,1.018,1.018,0.5,1,"Sigma2_x"
0.066,0.048,0.066,0.085,2455.274,1,"cov_int_phi"
0.012,-0.008,0.011,0.034,1439.914,1,"cov_2"
0.704,0.666,0.704,0.745,1798.406,1,"Sigma2_e"
-1440.116,-1499.144,-1440.477,-1379.932,621.272,1,"lp__"
0.969,0.914,0.968,1.025,2883.028,1,"B_0"
0.224,0.19,0.224,0.256,3926.584,1,"psi"
0.175,0.141,0.174,0.213,1412.554,1,"Sigma2_intercept"
0.011,0.001,0.01,0.025,1199.413,1,"Sigma2_epsilon"
0.075,0.058,0.075,0.094,2534.929,1,"Sigma2_phi"
1.071,1.071,1.071,1.071,0.5,1,"Sigma2_x"
0.061,0.043,0.061,0.079,2917.511,1,"cov_int_phi"
0.022,0.003,0.023,0.042,2499.521,1,"cov_2"
0.69,0.652,0.689,0.731,3105.569,1,"Sigma2_e"
-1409.047,-1463.323,-1409.107,-1354.323,784.783,1,"lp__"
1.019,0.963,1.019,1.076,643.108,1,"B_0"
0.212,0.182,0.212,0.242,1580.904,1,"psi"
0.212,0.173,0.21,0.257,1030.386,1.001,"Sigma2_intercept"
0.005,0,0.003,0.018,320.388,1,"Sigma2_epsilon"
0.05,0.036,0.049,0.067,730.627,1,"Sigma2_phi"
0.972,0.972,0.972,0.972,0.5,1,"Sigma2_x"
0.036,0.022,0.035,0.051,2042.403,1,"cov_int_phi"
0.003,-0.011,0.002,0.018,1587.043,1,"cov_2"
0.692,0.656,0.692,0.73,1680.14,1,"Sigma2_e"
-1413.943,-1469.18,-1414.185,-1358.897,571.876,1.001,"lp__"
1.029,0.975,1.029,1.088,1589.464,1.002,"B_0"
0.224,0.192,0.224,0.256,4226.941,1,"psi"
0.237,0.194,0.236,0.286,1363.343,1.001,"Sigma2_intercept"
0.005,0,0.003,0.018,467.594,1.002,"Sigma2_epsilon"
0.061,0.045,0.06,0.081,1207.664,1,"Sigma2_phi"
1.097,1.097,1.097,1.097,0.5,1,"Sigma2_x"
0.053,0.038,0.053,0.069,4547.786,1,"cov_int_phi"
0.001,-0.015,0.001,0.018,3627.823,1,"cov_2"
0.694,0.657,0.694,0.733,2923.312,1,"Sigma2_e"
-1419.301,-1474.303,-1419.478,-1361.127,682.832,1.003,"lp__"
0.98,0.924,0.981,1.039,2097.932,1,"B_0"
0.286,0.249,0.286,0.321,2960.367,1.001,"psi"
0.226,0.185,0.225,0.273,1403.306,1.004,"Sigma2_intercept"
0.007,0,0.005,0.022,527.366,1,"Sigma2_epsilon"
0.095,0.075,0.094,0.118,1699.015,1,"Sigma2_phi"
0.997,0.997,0.997,0.997,0.5,1,"Sigma2_x"
0.071,0.053,0.07,0.09,2443.033,1,"cov_int_phi"
0.01,-0.007,0.009,0.03,1754.934,1.001,"cov_2"
0.701,0.664,0.7,0.739,3230.089,1.001,"Sigma2_e"
-1434.587,-1488.442,-1435.617,-1376.42,595.263,1.002,"lp__"
0.97,0.916,0.97,1.023,2334.265,1.001,"B_0"
0.298,0.264,0.298,0.332,2690.38,1,"psi"
0.179,0.144,0.178,0.22,1792.928,1,"Sigma2_intercept"
0.006,0,0.004,0.02,645.508,1,"Sigma2_epsilon"
0.107,0.086,0.107,0.131,2218.751,1,"Sigma2_phi"
1.061,1.061,1.061,1.061,NA,1,"Sigma2_x"
0.067,0.05,0.067,0.086,2266.442,1,"cov_int_phi"
0.009,-0.005,0.008,0.029,1543.585,1,"cov_2"
0.717,0.679,0.717,0.757,3886.515,1.001,"Sigma2_e"
-1470.92,-1522.918,-1470.774,-1417.83,787.076,1,"lp__"
1.052,0.997,1.052,1.107,3281.778,1,"B_0"
0.239,0.206,0.239,0.271,7047.489,1,"psi"
0.218,0.178,0.218,0.264,1696.182,1,"Sigma2_intercept"
0.002,0,0.001,0.008,1561.853,1.001,"Sigma2_epsilon"
0.055,0.042,0.054,0.069,4752.967,1,"Sigma2_phi"
0.918,0.918,0.918,0.918,0.5,1,"Sigma2_x"
0.05,0.036,0.05,0.063,4523.71,1,"cov_int_phi"
0.001,-0.012,0,0.014,4869.152,1,"cov_2"
0.695,0.659,0.695,0.734,5759.771,1,"Sigma2_e"
-1421.052,-1470.003,-1420.129,-1372.608,1028.65,1,"lp__"
1.019,0.971,1.019,1.068,2335.766,1,"B_0"
0.262,0.23,0.262,0.293,3690.904,1,"psi"
0.157,0.124,0.156,0.193,1662.837,1.002,"Sigma2_intercept"
0.006,0,0.004,0.021,476.805,1.008,"Sigma2_epsilon"
0.076,0.058,0.075,0.097,1192.269,1.001,"Sigma2_phi"
1.005,1.005,1.005,1.005,0.5,1,"Sigma2_x"
0.038,0.023,0.038,0.053,3668.905,1,"cov_int_phi"
0,-0.013,0,0.015,3035.423,1,"cov_2"
0.706,0.67,0.706,0.746,2895.825,1,"Sigma2_e"
-1446.79,-1502.299,-1446.901,-1391.603,716.5,1.006,"lp__"
1.023,0.968,1.022,1.078,2925.744,1,"B_0"
0.288,0.256,0.288,0.32,6704.792,1,"psi"
0.225,0.182,0.224,0.272,1362.246,1,"Sigma2_intercept"
0.003,0,0.002,0.014,981.811,1.002,"Sigma2_epsilon"
0.097,0.078,0.097,0.119,3620.538,1,"Sigma2_phi"
1.097,1.097,1.097,1.097,0.5,1,"Sigma2_x"
0.066,0.051,0.065,0.083,3105.312,1,"cov_int_phi"
0.004,-0.009,0.003,0.022,2900.797,1,"cov_2"
0.745,0.707,0.745,0.785,5362.552,1,"Sigma2_e"
-1530.536,-1584.441,-1529.594,-1480.602,822.63,1.002,"lp__"
1.007,0.942,1.007,1.069,1084.964,1.002,"B_0"
0.238,0.201,0.239,0.273,2358.867,1,"psi"
0.227,0.186,0.226,0.275,1538.914,1,"Sigma2_intercept"
0.022,0.006,0.022,0.042,707.188,1.001,"Sigma2_epsilon"
0.102,0.079,0.102,0.127,1314.833,1.001,"Sigma2_phi"
1.072,1.072,1.072,1.072,0.5,1,"Sigma2_x"
0.091,0.071,0.091,0.111,2365.176,1,"cov_int_phi"
0.034,0.012,0.034,0.057,1628.413,1,"cov_2"
0.72,0.681,0.719,0.762,2049.762,1,"Sigma2_e"
-1476.257,-1534.371,-1476.463,-1420.696,677.445,1.001,"lp__"
1.012,0.956,1.012,1.067,1172.717,1,"B_0"
0.258,0.222,0.258,0.29,1616.204,1,"psi"
0.222,0.181,0.221,0.269,1223.806,1.006,"Sigma2_intercept"
0.004,0,0.002,0.015,464.794,1,"Sigma2_epsilon"
0.073,0.057,0.072,0.09,1828.703,1,"Sigma2_phi"
0.984,0.984,0.984,0.984,0.5,1,"Sigma2_x"
0.061,0.047,0.061,0.079,1948.688,1.001,"cov_int_phi"
0.006,-0.007,0.005,0.025,1235.454,1,"cov_2"
0.667,0.631,0.667,0.704,2369.343,1.001,"Sigma2_e"
-1355.789,-1406.432,-1355.942,-1303.605,703.412,1.002,"lp__"
1.02,0.967,1.02,1.075,1503.96,1,"B_0"
0.263,0.23,0.263,0.295,4719.268,1,"psi"
0.196,0.158,0.195,0.239,1901.759,1.001,"Sigma2_intercept"
0.008,0,0.006,0.025,446.852,1,"Sigma2_epsilon"
0.082,0.062,0.081,0.105,964.168,1,"Sigma2_phi"
1.056,1.056,1.056,1.056,0.5,1,"Sigma2_x"
0.04,0.024,0.04,0.057,4216.052,1,"cov_int_phi"
0,-0.015,0,0.017,3507.636,1,"cov_2"
0.723,0.683,0.723,0.765,2513.937,1,"Sigma2_e"
-1484.355,-1540.787,-1484.699,-1423.725,601.084,1.002,"lp__"
0.945,0.896,0.945,0.996,2503.76,1.001,"B_0"
0.287,0.254,0.288,0.32,5922.325,1,"psi"
0.183,0.147,0.182,0.223,1749.643,1,"Sigma2_intercept"
0.009,0,0.008,0.027,449.556,1,"Sigma2_epsilon"
0.087,0.067,0.086,0.11,920.811,1,"Sigma2_phi"
0.935,0.935,0.935,0.935,0.5,1,"Sigma2_x"
0.04,0.022,0.04,0.055,4359.237,1,"cov_int_phi"
-0.002,-0.019,-0.002,0.012,3726.08,1,"cov_2"
0.688,0.65,0.688,0.728,1900.55,1,"Sigma2_e"
-1406.709,-1466.37,-1407.139,-1346.981,480.44,1,"lp__"
1.022,0.967,1.022,1.078,2686.89,1,"B_0"
0.268,0.233,0.268,0.301,4719.336,1,"psi"
0.217,0.178,0.216,0.261,1617.596,1,"Sigma2_intercept"
0.004,0,0.002,0.015,623.874,1.001,"Sigma2_epsilon"
0.068,0.052,0.068,0.085,2231.663,1,"Sigma2_phi"
0.893,0.893,0.893,0.893,0.5,1,"Sigma2_x"
0.052,0.037,0.052,0.066,4045.167,1,"cov_int_phi"
-0.001,-0.016,0,0.014,3635.051,1,"cov_2"
0.694,0.656,0.694,0.733,3172.298,1,"Sigma2_e"
-1420.158,-1472.534,-1420.021,-1368.212,814.858,1,"lp__"
1.12,1.066,1.119,1.176,1461.235,1,"B_0"
0.208,0.174,0.209,0.24,2853.716,1,"psi"
0.203,0.166,0.202,0.246,1589.916,1,"Sigma2_intercept"
0.023,0.007,0.022,0.041,716.648,1.001,"Sigma2_epsilon"
0.073,0.052,0.073,0.096,1156.29,1,"Sigma2_phi"
1.075,1.075,1.075,1.075,0.5,1,"Sigma2_x"
0.045,0.028,0.045,0.063,2678.93,1,"cov_int_phi"
0.007,-0.011,0.007,0.026,1943.104,1,"cov_2"
0.677,0.64,0.677,0.716,2148.504,1,"Sigma2_e"
-1378.528,-1438.899,-1378.974,-1318.155,604.94,1,"lp__"
0.988,0.94,0.988,1.036,1194.305,1,"B_0"
0.317,0.283,0.318,0.351,2518.038,1,"psi"
0.163,0.131,0.163,0.199,1339.154,1,"Sigma2_intercept"
0.009,0,0.008,0.026,301.918,1,"Sigma2_epsilon"
0.108,0.086,0.108,0.134,792.289,1,"Sigma2_phi"
0.981,0.981,0.981,0.981,0.5,1,"Sigma2_x"
0.05,0.034,0.05,0.066,2137.921,1.001,"cov_int_phi"
-0.002,-0.018,-0.001,0.015,1593.306,1.001,"cov_2"
0.702,0.663,0.701,0.743,1214.297,1,"Sigma2_e"
-1436.551,-1493.405,-1436.298,-1379.625,466.08,1,"lp__"
0.977,0.922,0.977,1.033,1849.322,1,"B_0"
0.28,0.241,0.28,0.316,2667.326,1,"psi"
0.205,0.167,0.204,0.248,1780.104,1.001,"Sigma2_intercept"
0.013,0,0.012,0.032,365.692,1,"Sigma2_epsilon"
0.089,0.066,0.088,0.115,695.484,1,"Sigma2_phi"
0.908,0.908,0.908,0.908,0.5,1,"Sigma2_x"
0.057,0.038,0.056,0.076,3607.419,1,"cov_int_phi"
0.005,-0.014,0.004,0.025,2415.515,1,"cov_2"
0.706,0.666,0.705,0.747,2073.212,1,"Sigma2_e"
-1444.008,-1505.211,-1443.721,-1383.812,543.039,1.001,"lp__"
1.02,0.969,1.02,1.069,1435.753,1.003,"B_0"
0.292,0.259,0.292,0.325,2452.113,1.003,"psi"
0.17,0.136,0.169,0.209,1434.133,1,"Sigma2_intercept"
0.005,0,0.004,0.019,485.961,1.001,"Sigma2_epsilon"
0.091,0.072,0.09,0.111,1466.178,1.003,"Sigma2_phi"
1.044,1.044,1.044,1.044,0.5,1,"Sigma2_x"
0.041,0.024,0.041,0.056,2011.083,1.001,"cov_int_phi"
-0.008,-0.024,-0.007,0.006,1515.041,1.001,"cov_2"
0.737,0.699,0.737,0.779,2487.914,1,"Sigma2_e"
-1515.127,-1567.586,-1514.601,-1465.205,830.003,1,"lp__"
1.013,0.96,1.013,1.067,2691.355,1,"B_0"
0.261,0.225,0.261,0.294,5269.446,1,"psi"
0.185,0.149,0.184,0.225,1616.803,1.001,"Sigma2_intercept"
0.011,0,0.01,0.029,598.864,1.007,"Sigma2_epsilon"
0.074,0.054,0.074,0.098,975.111,1.004,"Sigma2_phi"
0.917,0.917,0.917,0.917,0.5,1,"Sigma2_x"
0.041,0.024,0.041,0.058,4142.703,1,"cov_int_phi"
0,-0.017,0,0.017,3805.011,1,"cov_2"
0.721,0.68,0.721,0.761,2411.073,1,"Sigma2_e"
-1478.449,-1537.329,-1479.263,-1418.092,561.958,1,"lp__"
1.024,0.97,1.023,1.078,914.603,1.002,"B_0"
0.237,0.205,0.237,0.269,2052.185,1.001,"psi"
0.219,0.177,0.217,0.265,777.09,1,"Sigma2_intercept"
0.004,0,0.003,0.016,341.461,1.009,"Sigma2_epsilon"
0.062,0.046,0.061,0.08,977.413,1,"Sigma2_phi"
1.06,1.06,1.06,1.06,0.5,1,"Sigma2_x"
0.041,0.024,0.042,0.057,2009.366,1.002,"cov_int_phi"
-0.005,-0.023,-0.004,0.01,1641.484,1.001,"cov_2"
0.736,0.697,0.735,0.776,1641.027,1,"Sigma2_e"
-1514.82,-1568.195,-1514.956,-1459.274,508.349,1.001,"lp__"
0.972,0.913,0.972,1.033,1031.324,1,"B_0"
0.245,0.209,0.245,0.281,1916.713,1,"psi"
0.217,0.177,0.217,0.264,1458.406,1.004,"Sigma2_intercept"
0.024,0.007,0.023,0.044,730.254,1,"Sigma2_epsilon"
0.095,0.072,0.095,0.12,1264.613,1,"Sigma2_phi"
1.025,1.025,1.025,1.025,0.5,1,"Sigma2_x"
0.061,0.043,0.061,0.081,2313.073,1,"cov_int_phi"
0.016,-0.004,0.015,0.037,1549.327,1,"cov_2"
0.705,0.667,0.705,0.746,1814.744,1,"Sigma2_e"
-1443.582,-1503.288,-1443.255,-1382.527,676.214,1.004,"lp__"
0.993,0.938,0.993,1.046,3499.228,1.001,"B_0"
0.278,0.243,0.278,0.312,5394.902,1,"psi"
0.202,0.164,0.201,0.247,1586.29,1,"Sigma2_intercept"
0.015,0,0.015,0.035,551.891,1,"Sigma2_epsilon"
