"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.014,0.978,1.015,1.047,178.03,1.029,"B_0"
0.266,0.232,0.266,0.298,54.426,1.034,"psi"
0.218,0.17,0.218,0.276,125.412,1.01,"Sigma2_intercept"
0.032,0,0.028,0.082,8.872,1.168,"Sigma2_epsilon"
0.106,0.063,0.102,0.157,8.902,1.177,"Sigma2_phi"
1.031,1.031,1.031,1.031,0.5,1,"Sigma2_x"
0.032,0.009,0.032,0.058,298.805,1,"cov_int_phi"
0.003,-0.022,0.002,0.028,188.118,1.012,"cov_2"
0.732,0.653,0.737,0.813,9.844,1.166,"Sigma2_e"
-2711.419,-2869.951,-2714.252,-2552.036,14.33,1.11,"lp__"
1.001,0.965,1.002,1.037,4064.358,1.001,"B_0"
0.278,0.245,0.278,0.311,5094.325,1,"psi"
0.205,0.16,0.205,0.253,923.25,1,"Sigma2_intercept"
0.003,0,0.002,0.016,627.267,1.001,"Sigma2_epsilon"
0.079,0.061,0.078,0.1,2046.08,1,"Sigma2_phi"
0.976,0.976,0.976,0.976,0.5,1,"Sigma2_x"
0.029,0.011,0.029,0.047,1725.134,1,"cov_int_phi"
0,-0.016,0,0.019,1931.134,1,"cov_2"
0.706,0.658,0.706,0.757,1191.673,1,"Sigma2_e"
-2646.084,-2754.914,-2647.066,-2534.191,714.216,1,"lp__"
1.021,0.984,1.022,1.058,4460.442,1,"B_0"
0.253,0.221,0.253,0.285,4069.613,1,"psi"
0.199,0.153,0.199,0.245,915.59,1.002,"Sigma2_intercept"
0.004,0,0.002,0.02,380.537,1.006,"Sigma2_epsilon"
0.074,0.056,0.073,0.098,1095.998,1.003,"Sigma2_phi"
1.072,1.072,1.072,1.072,0.5,1,"Sigma2_x"
0.028,0.011,0.027,0.046,1938.074,1,"cov_int_phi"
0.002,-0.015,0.001,0.021,1993.012,1,"cov_2"
0.73,0.681,0.729,0.784,1276.077,1.004,"Sigma2_e"
-2698.123,-2809.156,-2698.013,-2585.356,639.715,1.004,"lp__"
0.999,0.964,0.999,1.036,2747.7,1,"B_0"
0.292,0.26,0.292,0.323,2932.157,1,"psi"
0.217,0.17,0.216,0.262,811.813,1,"Sigma2_intercept"
0.006,0,0.002,0.031,124.997,1.006,"Sigma2_epsilon"
0.094,0.073,0.093,0.125,251.673,1.004,"Sigma2_phi"
1.028,1.028,1.028,1.028,0.5,1,"Sigma2_x"
0.029,0.012,0.029,0.048,1604.832,1,"cov_int_phi"
0.002,-0.016,0.001,0.021,1459.76,1,"cov_2"
0.694,0.646,0.693,0.746,633.153,1,"Sigma2_e"
-2619.434,-2734.816,-2618.312,-2504.291,597.313,1,"lp__"
1.012,0.974,1.012,1.049,4135.145,1.002,"B_0"
0.268,0.234,0.268,0.302,3543.502,1,"psi"
0.227,0.179,0.226,0.278,981.988,1,"Sigma2_intercept"
0.006,0,0.003,0.028,332.196,1.001,"Sigma2_epsilon"
0.079,0.059,0.078,0.106,691.423,1.001,"Sigma2_phi"
0.981,0.981,0.981,0.981,0.5,1,"Sigma2_x"
0.038,0.018,0.036,0.064,984.027,1,"cov_int_phi"
0.007,-0.011,0.005,0.033,842.061,1.001,"cov_2"
0.743,0.689,0.743,0.798,1009.682,1,"Sigma2_e"
-2726.49,-2840.369,-2726.508,-2611.007,672.248,1,"lp__"
1.001,0.966,1.001,1.038,3980.13,1.002,"B_0"
0.25,0.218,0.25,0.282,3197.147,1.002,"psi"
0.134,0.089,0.133,0.179,696.195,1.001,"Sigma2_intercept"
0.028,0,0.026,0.074,215.696,1,"Sigma2_epsilon"
0.092,0.057,0.09,0.139,249.636,1,"Sigma2_phi"
1.01,1.01,1.01,1.01,0.5,1,"Sigma2_x"
0.017,-0.005,0.017,0.04,756.734,1.003,"cov_int_phi"
0.001,-0.022,0.001,0.024,744.02,1.002,"cov_2"
0.737,0.675,0.737,0.799,415.109,1.001,"Sigma2_e"
-2714.745,-2850.424,-2715.532,-2574.39,297.302,1.003,"lp__"
0.997,0.96,0.997,1.035,2219.739,1,"B_0"
0.246,0.214,0.245,0.277,1968.521,1.001,"psi"
0.21,0.163,0.21,0.255,709.904,1,"Sigma2_intercept"
0.016,0,0.012,0.048,174.548,1.004,"Sigma2_epsilon"
0.083,0.057,0.081,0.119,233.678,1.002,"Sigma2_phi"
1.051,1.051,1.051,1.051,0.5,1,"Sigma2_x"
0.04,0.018,0.039,0.066,707.778,1.002,"cov_int_phi"
0.015,-0.006,0.014,0.04,667.606,1.002,"cov_2"
0.691,0.642,0.691,0.745,496.782,1,"Sigma2_e"
-2610.237,-2735.74,-2610.008,-2477.302,334.609,1.002,"lp__"
0.979,0.942,0.979,1.017,3337.494,1,"B_0"
0.263,0.229,0.263,0.299,2622.2,1,"psi"
0.195,0.15,0.194,0.242,876.339,1,"Sigma2_intercept"
0.009,0,0.006,0.033,257.591,1,"Sigma2_epsilon"
0.084,0.062,0.083,0.112,509.228,1,"Sigma2_phi"
1.035,1.035,1.035,1.035,0.5,1,"Sigma2_x"
0.04,0.019,0.038,0.066,546.498,1.002,"cov_int_phi"
0.012,-0.007,0.011,0.039,500.181,1.002,"cov_2"
0.724,0.673,0.725,0.777,953.735,1,"Sigma2_e"
-2687.948,-2801.248,-2687.659,-2570.85,641.287,1,"lp__"
0.993,0.955,0.993,1.029,1252.97,1,"B_0"
0.306,0.274,0.306,0.339,2817.922,1,"psi"
0.203,0.158,0.203,0.249,731.595,1,"Sigma2_intercept"
0.014,0,0.009,0.047,104.036,1.01,"Sigma2_epsilon"
0.113,0.085,0.111,0.152,135.443,1.008,"Sigma2_phi"
1.044,1.044,1.044,1.044,0.5,1,"Sigma2_x"
0.031,0.012,0.03,0.052,961.77,1,"cov_int_phi"
0.004,-0.015,0.002,0.026,940.37,1,"cov_2"
0.679,0.622,0.679,0.733,348.19,1.006,"Sigma2_e"
-2579.866,-2698.358,-2582.103,-2438.071,255.588,1.007,"lp__"
0.969,0.932,0.969,1.006,290.584,1,"B_0"
0.298,0.263,0.298,0.33,67.586,1.012,"psi"
0.246,0.202,0.244,0.294,352.824,1.006,"Sigma2_intercept"
0.014,0,0.008,0.051,8.526,1.177,"Sigma2_epsilon"
0.108,0.081,0.106,0.143,12.565,1.131,"Sigma2_phi"
1.034,1.034,1.034,1.034,0.5,1,"Sigma2_x"
0.04,0.018,0.039,0.064,85.476,1.013,"cov_int_phi"
0.006,-0.015,0.005,0.03,34.319,1.049,"cov_2"
0.718,0.668,0.716,0.776,49.73,1.038,"Sigma2_e"
-2673.004,-2792.786,-2672.649,-2562.78,36.214,1.04,"lp__"
0.982,0.946,0.982,1.018,4618.305,1,"B_0"
0.302,0.271,0.302,0.335,5160.277,1,"psi"
0.202,0.157,0.202,0.251,944.488,1,"Sigma2_intercept"
0.03,0,0.028,0.076,159.638,1,"Sigma2_epsilon"
0.132,0.091,0.13,0.181,188.283,1,"Sigma2_phi"
1.103,1.103,1.103,1.103,0.5,1,"Sigma2_x"
0.029,0.004,0.029,0.055,1691.67,1,"cov_int_phi"
-0.001,-0.026,-0.001,0.024,1631.04,1,"cov_2"
0.698,0.636,0.697,0.762,363.056,1,"Sigma2_e"
-2625.877,-2763.965,-2626.518,-2472.975,267.255,1,"lp__"
1,0.962,1,1.038,2029.487,1,"B_0"
0.256,0.224,0.257,0.288,2808.659,1,"psi"
0.233,0.187,0.233,0.28,780.119,1,"Sigma2_intercept"
0.008,0,0.004,0.039,148.405,1,"Sigma2_epsilon"
0.082,0.061,0.08,0.118,231.202,1,"Sigma2_phi"
1.1,1.1,1.1,1.1,0.5,1,"Sigma2_x"
0.035,0.015,0.034,0.058,910.92,1,"cov_int_phi"
0.006,-0.013,0.004,0.03,836.815,1,"cov_2"
0.705,0.655,0.705,0.757,548.784,1,"Sigma2_e"
-2642.916,-2756.177,-2642.837,-2517.892,374.408,1,"lp__"
1.02,0.983,1.019,1.056,4037.478,1,"B_0"
0.27,0.237,0.27,0.304,3930.797,1,"psi"
0.196,0.151,0.197,0.246,1073.561,1,"Sigma2_intercept"
0.042,0,0.041,0.093,101.052,1.038,"Sigma2_epsilon"
0.117,0.069,0.117,0.171,119.02,1.031,"Sigma2_phi"
1.058,1.058,1.058,1.058,0.5,1,"Sigma2_x"
0.015,-0.01,0.016,0.039,1555.768,1,"cov_int_phi"
-0.009,-0.036,-0.009,0.015,1322.047,1,"cov_2"
0.724,0.655,0.724,0.795,181.129,1.018,"Sigma2_e"
-2682.891,-2841.936,-2683.293,-2525.405,151.395,1.018,"lp__"
0.98,0.942,0.98,1.017,5344.353,1.001,"B_0"
0.254,0.222,0.254,0.285,3903.765,1,"psi"
0.18,0.135,0.18,0.225,734.994,1,"Sigma2_intercept"
0.008,0,0.005,0.027,483.42,1,"Sigma2_epsilon"
0.078,0.059,0.077,0.104,975,1,"Sigma2_phi"
1.034,1.034,1.034,1.034,0.5,1,"Sigma2_x"
0.037,0.017,0.035,0.062,901.159,1,"cov_int_phi"
0.014,-0.004,0.012,0.039,930.151,1,"cov_2"
0.709,0.658,0.709,0.761,964.591,1,"Sigma2_e"
-2653.664,-2778.602,-2652.485,-2537.544,544.219,1,"lp__"
1.024,0.986,1.024,1.063,2424.566,1,"B_0"
0.249,0.216,0.249,0.282,2800.509,1,"psi"
0.169,0.124,0.168,0.221,735.769,1,"Sigma2_intercept"
0.016,0,0.013,0.052,180.701,1.001,"Sigma2_epsilon"
0.088,0.06,0.086,0.126,239.094,1.001,"Sigma2_phi"
1.081,1.081,1.081,1.081,0.5,1,"Sigma2_x"
0.037,0.015,0.036,0.065,711.385,1,"cov_int_phi"
0.017,-0.005,0.016,0.044,715.56,1,"cov_2"
0.768,0.707,0.767,0.828,559.139,1.001,"Sigma2_e"
-2778.015,-2904.339,-2779.719,-2641.113,414.137,1.002,"lp__"
0.99,0.951,0.99,1.027,4283.718,1,"B_0"
0.261,0.229,0.261,0.293,5634.486,1,"psi"
0.241,0.196,0.24,0.288,1055.621,1.002,"Sigma2_intercept"
0.003,0,0.001,0.013,511.781,1,"Sigma2_epsilon"
0.068,0.052,0.067,0.086,2032.822,1,"Sigma2_phi"
0.939,0.939,0.939,0.939,0.5,1,"Sigma2_x"
0.03,0.014,0.029,0.049,2450.883,1,"cov_int_phi"
0.004,-0.011,0.002,0.023,2620.816,1,"cov_2"
0.665,0.62,0.664,0.713,1539.349,1,"Sigma2_e"
-2552.009,-2662.633,-2551.157,-2440.31,732.482,1.001,"lp__"
0.997,0.959,0.996,1.034,1944.985,1,"B_0"
0.293,0.26,0.293,0.326,2847.621,1,"psi"
0.222,0.178,0.222,0.27,773.293,1,"Sigma2_intercept"
0.011,0,0.006,0.048,100.527,1.004,"Sigma2_epsilon"
0.1,0.075,0.098,0.141,134.978,1.003,"Sigma2_phi"
1.047,1.047,1.047,1.047,0.5,1,"Sigma2_x"
0.028,0.006,0.029,0.048,964.716,1,"cov_int_phi"
-0.003,-0.026,-0.002,0.016,953.069,1,"cov_2"
0.676,0.621,0.676,0.728,343.549,1.001,"Sigma2_e"
-2575.784,-2697.73,-2577.723,-2441.381,286.788,1,"lp__"
1.043,1.006,1.043,1.08,3911.947,1,"B_0"
0.243,0.21,0.243,0.274,3790.675,1,"psi"
0.19,0.149,0.19,0.235,974.452,1.005,"Sigma2_intercept"
0.039,0.001,0.038,0.083,205.153,1,"Sigma2_epsilon"
0.105,0.064,0.104,0.151,235.33,1,"Sigma2_phi"
1.059,1.059,1.059,1.059,0.5,1,"Sigma2_x"
0.034,0.011,0.034,0.058,1193.491,1,"cov_int_phi"
0.01,-0.014,0.01,0.033,1131.566,1,"cov_2"
0.625,0.568,0.625,0.686,330.455,1.002,"Sigma2_e"
-2450.377,-2596.917,-2451.767,-2298.005,253.394,1.004,"lp__"
1.007,0.967,1.007,1.046,3143.069,1,"B_0"
0.254,0.219,0.254,0.286,2395.338,1,"psi"
0.211,0.163,0.211,0.26,718.888,1,"Sigma2_intercept"
0.009,0,0.006,0.03,141.379,1.004,"Sigma2_epsilon"
0.082,0.061,0.081,0.11,351.673,1.003,"Sigma2_phi"
1.079,1.079,1.079,1.079,0.5,1,"Sigma2_x"
0.041,0.021,0.04,0.067,743.268,1,"cov_int_phi"
0.015,-0.004,0.014,0.042,681.05,1,"cov_2"
0.722,0.671,0.722,0.776,893.441,1,"Sigma2_e"
-2681.754,-2800.398,-2683.515,-2558.431,366.275,1,"lp__"
0.985,0.949,0.985,1.023,4303.311,1,"B_0"
0.263,0.231,0.263,0.296,5101.945,1,"psi"
0.203,0.157,0.203,0.252,1020.409,1.002,"Sigma2_intercept"
0.026,0,0.022,0.075,184.68,1.002,"Sigma2_epsilon"
0.094,0.06,0.091,0.146,207.768,1.002,"Sigma2_phi"
0.98,0.98,0.98,0.98,0.5,1,"Sigma2_x"
0.022,-0.002,0.022,0.045,1612.999,1,"cov_int_phi"
-0.002,-0.026,-0.002,0.022,1538.848,1,"cov_2"
0.691,0.627,0.692,0.754,350.155,1,"Sigma2_e"
-2611.18,-2748.02,-2614.486,-2454.799,257.529,1,"lp__"
0.953,0.914,0.953,0.991,869.093,1,"B_0"
0.283,0.251,0.283,0.314,1892.999,1,"psi"
0.211,0.162,0.211,0.257,605.548,1,"Sigma2_intercept"
0.015,0,0.01,0.054,76.733,1.002,"Sigma2_epsilon"
0.1,0.072,0.097,0.143,98.182,1.002,"Sigma2_phi"
1.079,1.079,1.079,1.079,0.5,1,"Sigma2_x"
0.017,-0.005,0.018,0.038,1090.269,1,"cov_int_phi"
-0.007,-0.03,-0.006,0.014,955.052,1,"cov_2"
0.693,0.63,0.693,0.751,265.879,1,"Sigma2_e"
-2613.87,-2742.766,-2616.762,-2472.729,233.942,1.001,"lp__"
1.011,0.973,1.011,1.047,2977.71,1,"B_0"
0.237,0.206,0.237,0.269,3220.614,1,"psi"
0.213,0.17,0.213,0.259,1063.773,1,"Sigma2_intercept"
0.009,0,0.006,0.034,260.213,1,"Sigma2_epsilon"
0.068,0.048,0.067,0.097,430.914,1,"Sigma2_phi"
1.006,1.006,1.006,1.006,0.5,1,"Sigma2_x"
0.034,0.015,0.033,0.059,707.275,1,"cov_int_phi"
0.012,-0.006,0.011,0.037,681.106,1,"cov_2"
0.674,0.623,0.674,0.724,777.352,1,"Sigma2_e"
-2572.356,-2689.213,-2574.504,-2451.698,480.237,1,"lp__"
0.982,0.945,0.982,1.019,2781.933,1,"B_0"
0.275,0.244,0.275,0.306,1501.151,1,"psi"
0.168,0.12,0.167,0.216,779.129,1,"Sigma2_intercept"
0.008,0,0.003,0.043,75.988,1.062,"Sigma2_epsilon"
0.091,0.069,0.089,0.132,107.903,1.037,"Sigma2_phi"
1.09,1.09,1.09,1.09,0.5,1,"Sigma2_x"
0.025,0.007,0.025,0.046,1300.366,1.005,"cov_int_phi"
0.002,-0.015,0.001,0.022,1411.688,1.003,"cov_2"
0.782,0.726,0.782,0.842,334.862,1.021,"Sigma2_e"
-2810.379,-2929.92,-2809.977,-2689.96,274.952,1.026,"lp__"
1.002,0.963,1.002,1.041,488.26,1.001,"B_0"
0.267,0.236,0.266,0.3,895.159,1,"psi"
0.207,0.16,0.207,0.254,183.692,1.007,"Sigma2_intercept"
0.012,0,0.009,0.039,34.039,1.007,"Sigma2_epsilon"
0.089,0.065,0.089,0.119,54.287,1.007,"Sigma2_phi"
1.048,1.048,1.048,1.048,0.5,1,"Sigma2_x"
0.034,0.013,0.033,0.057,510.026,1,"cov_int_phi"
0.008,-0.012,0.007,0.032,538.233,1,"cov_2"
0.692,0.636,0.692,0.745,94.173,1.011,"Sigma2_e"
-2612.156,-2734.709,-2616.285,-2474.828,63.464,1.02,"lp__"
1.027,0.99,1.028,1.063,4341.92,1,"B_0"
0.271,0.237,0.271,0.303,4255.353,1.003,"psi"
0.2,0.155,0.2,0.246,1036.301,1,"Sigma2_intercept"
0.025,0,0.021,0.071,157.901,1.001,"Sigma2_epsilon"
0.103,0.069,0.1,0.153,187.729,1,"Sigma2_phi"
1.056,1.056,1.056,1.056,0.5,1,"Sigma2_x"
0.029,0.007,0.029,0.053,1205.09,1.004,"cov_int_phi"
0.002,-0.022,0.002,0.027,1151.981,1.005,"cov_2"
