"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.014,0.929,1.014,1.103,3801.974,1,"B_0"
0.267,0.187,0.267,0.347,4554.254,1,"psi"
0.179,0.111,0.177,0.261,1589.977,1,"Sigma2_intercept"
0.011,0,0.006,0.045,1005.037,1.002,"Sigma2_epsilon"
0.085,0.045,0.083,0.138,2398.649,1,"Sigma2_phi"
0.969,0.969,0.969,0.969,0.5,1,"Sigma2_x"
0.049,0.021,0.047,0.084,2411.535,1,"cov_int_phi"
0.009,-0.015,0.005,0.043,2117.806,1,"cov_2"
0.674,0.592,0.674,0.767,2318.653,1.001,"Sigma2_e"
-547.772,-597.962,-547.267,-501.821,791.406,1,"lp__"
0.987,0.901,0.986,1.075,2566.475,1,"B_0"
0.309,0.236,0.309,0.382,3018.277,1,"psi"
0.201,0.135,0.199,0.281,1598.274,1.004,"Sigma2_intercept"
0.013,0,0.008,0.049,774.717,1.001,"Sigma2_epsilon"
0.128,0.078,0.127,0.189,2208.979,1,"Sigma2_phi"
1.116,1.116,1.116,1.116,0.5,1,"Sigma2_x"
0.064,0.032,0.061,0.105,1895.918,1.002,"cov_int_phi"
0.014,-0.011,0.01,0.053,1543.662,1.001,"cov_2"
0.615,0.538,0.613,0.694,1548.787,1.001,"Sigma2_e"
-512.402,-559.303,-512.141,-465.119,570.61,1.002,"lp__"
0.989,0.895,0.988,1.082,3717.262,1,"B_0"
0.212,0.126,0.212,0.295,3535.258,1,"psi"
0.224,0.151,0.221,0.313,1708.451,1,"Sigma2_intercept"
0.022,0,0.018,0.064,890.239,1.001,"Sigma2_epsilon"
0.08,0.038,0.078,0.135,2172.351,1,"Sigma2_phi"
1.074,1.074,1.074,1.074,0.5,1,"Sigma2_x"
0.053,0.019,0.052,0.091,2926.516,1,"cov_int_phi"
0.017,-0.016,0.015,0.057,2249.611,1,"cov_2"
0.608,0.532,0.607,0.695,1494.332,1,"Sigma2_e"
-506.453,-557.562,-506.572,-455.463,584.085,1,"lp__"
0.994,0.916,0.994,1.073,1050.932,1,"B_0"
0.23,0.163,0.23,0.295,2283.703,1,"psi"
0.136,0.079,0.134,0.201,1029.245,1,"Sigma2_intercept"
0.005,0,0.002,0.027,590.764,1.001,"Sigma2_epsilon"
0.06,0.031,0.059,0.099,1507.666,1,"Sigma2_phi"
1.016,1.016,1.016,1.016,0.5,1,"Sigma2_x"
0.027,0.007,0.027,0.05,1615.94,1.003,"cov_int_phi"
0,-0.018,0,0.02,1854.661,1,"cov_2"
0.604,0.531,0.603,0.685,1130.357,1,"Sigma2_e"
-504.841,-552.979,-505.034,-459.601,611.249,1.001,"lp__"
0.952,0.873,0.951,1.033,4079.14,1,"B_0"
0.25,0.172,0.25,0.329,4818.359,1,"psi"
0.156,0.094,0.154,0.224,1813.464,1,"Sigma2_intercept"
0.013,0,0.009,0.049,738.078,1.003,"Sigma2_epsilon"
0.067,0.033,0.065,0.115,1416.744,1.002,"Sigma2_phi"
0.856,0.856,0.856,0.856,0.5,1,"Sigma2_x"
0.036,0.01,0.036,0.066,3490.654,1,"cov_int_phi"
0.001,-0.025,0,0.028,3146.825,1,"cov_2"
0.556,0.485,0.555,0.632,2144.399,1,"Sigma2_e"
-469.933,-519.047,-469.822,-420.96,897.213,1,"lp__"
1.055,0.973,1.055,1.138,3845.517,1,"B_0"
0.24,0.157,0.24,0.324,3139.63,1,"psi"
0.133,0.071,0.132,0.205,1393.544,1,"Sigma2_intercept"
0.014,0,0.01,0.049,902.482,1,"Sigma2_epsilon"
0.073,0.033,0.07,0.124,2108.362,1,"Sigma2_phi"
0.906,0.906,0.906,0.906,0.5,1,"Sigma2_x"
0.031,0.005,0.03,0.064,2451.112,1,"cov_int_phi"
0.008,-0.015,0.006,0.04,2073.164,1,"cov_2"
0.649,0.569,0.647,0.736,1681.166,1,"Sigma2_e"
-532.502,-583.012,-532.376,-482.576,713.668,1.001,"lp__"
1.004,0.917,1.005,1.096,395.218,1.001,"B_0"
0.284,0.207,0.284,0.36,495.711,1.001,"psi"
0.195,0.126,0.193,0.276,1033.384,1,"Sigma2_intercept"
0.032,0,0.027,0.102,117.84,1.006,"Sigma2_epsilon"
0.122,0.06,0.119,0.196,231.012,1.002,"Sigma2_phi"
1.137,1.137,1.137,1.137,0.5,1,"Sigma2_x"
0.038,0,0.038,0.073,1361.071,1.001,"cov_int_phi"
-0.007,-0.045,-0.006,0.029,426.425,1.004,"cov_2"
0.619,0.531,0.618,0.715,216.315,1.002,"Sigma2_e"
-512.602,-569.275,-511.491,-457.536,277.008,1.001,"lp__"
0.945,0.863,0.946,1.028,3687.913,1.001,"B_0"
0.293,0.211,0.293,0.377,3176.937,1,"psi"
0.196,0.128,0.194,0.28,1610.228,1,"Sigma2_intercept"
0.027,0,0.023,0.081,444.821,1.009,"Sigma2_epsilon"
0.118,0.062,0.115,0.192,833.726,1.003,"Sigma2_phi"
1.011,1.011,1.011,1.011,0.5,1,"Sigma2_x"
0.037,0.001,0.037,0.073,2764.74,1,"cov_int_phi"
-0.001,-0.037,0,0.035,2242.865,1,"cov_2"
0.567,0.487,0.567,0.65,1135.186,1.003,"Sigma2_e"
-475.921,-530.752,-476.023,-420.236,586.051,1.008,"lp__"
0.99,0.898,0.991,1.078,1192.829,1,"B_0"
0.39,0.303,0.391,0.473,1254.245,1,"psi"
0.219,0.145,0.216,0.303,1126.403,1.001,"Sigma2_intercept"
0.018,0,0.012,0.063,357.51,1,"Sigma2_epsilon"
0.201,0.13,0.199,0.282,951.606,1,"Sigma2_phi"
1.134,1.134,1.134,1.134,0.5,1,"Sigma2_x"
0.087,0.052,0.086,0.129,1306.079,1.001,"cov_int_phi"
0.005,-0.027,0.003,0.044,1109.606,1.001,"cov_2"
0.602,0.524,0.6,0.688,813.996,1.002,"Sigma2_e"
-502.375,-555.09,-502.853,-449.946,517.884,1.004,"lp__"
1.065,0.977,1.066,1.151,2957.314,1,"B_0"
0.267,0.184,0.268,0.35,3679.937,1,"psi"
0.194,0.128,0.192,0.27,1729.721,1,"Sigma2_intercept"
0.017,0,0.013,0.061,796.754,1.001,"Sigma2_epsilon"
0.089,0.045,0.087,0.145,1627.828,1,"Sigma2_phi"
0.908,0.908,0.908,0.908,0.5,1,"Sigma2_x"
0.057,0.026,0.056,0.094,2283.318,1,"cov_int_phi"
0.014,-0.014,0.011,0.053,1640.419,1,"cov_2"
0.596,0.518,0.594,0.68,1313.759,1,"Sigma2_e"
-497.607,-549.587,-497.32,-445.879,656.386,1,"lp__"
1.017,0.934,1.017,1.101,1977.813,1,"B_0"
0.285,0.212,0.285,0.359,2248.686,1,"psi"
0.193,0.123,0.19,0.272,1264.487,1,"Sigma2_intercept"
0.021,0,0.016,0.067,493.055,1,"Sigma2_epsilon"
0.106,0.058,0.104,0.167,862.475,1,"Sigma2_phi"
1.091,1.091,1.091,1.091,0.5,1,"Sigma2_x"
0.028,-0.01,0.029,0.062,1198.154,1,"cov_int_phi"
-0.015,-0.054,-0.012,0.015,995.262,1.001,"cov_2"
0.615,0.53,0.613,0.709,930.322,1.002,"Sigma2_e"
-511.222,-567.976,-511.023,-455.506,479.479,1.005,"lp__"
1.029,0.941,1.028,1.12,1537.148,1,"B_0"
0.257,0.176,0.256,0.337,1500.883,1.003,"psi"
0.189,0.122,0.186,0.268,1297.295,1,"Sigma2_intercept"
0.011,0,0.008,0.039,792.026,1.001,"Sigma2_epsilon"
0.086,0.044,0.085,0.138,1683.443,1,"Sigma2_phi"
1.006,1.006,1.006,1.006,0.5,1,"Sigma2_x"
0.052,0.022,0.049,0.092,874.672,1.001,"cov_int_phi"
0.018,-0.006,0.015,0.059,787.074,1.003,"cov_2"
0.609,0.535,0.607,0.689,1515.424,1.003,"Sigma2_e"
-506.384,-553.704,-506.343,-457.114,796.105,1.004,"lp__"
0.928,0.839,0.928,1.018,2987.968,1,"B_0"
0.287,0.214,0.287,0.354,3910.203,1,"psi"
0.211,0.138,0.209,0.293,1454.013,1,"Sigma2_intercept"
0.015,0,0.009,0.057,728.786,1,"Sigma2_epsilon"
0.117,0.067,0.114,0.18,1599.712,1,"Sigma2_phi"
1.212,1.212,1.212,1.212,0.5,1,"Sigma2_x"
0.055,0.022,0.054,0.087,3490.003,1.001,"cov_int_phi"
0.001,-0.029,0.001,0.032,3140.686,1,"cov_2"
0.602,0.528,0.6,0.686,2016.144,1,"Sigma2_e"
-501.431,-550.689,-501.392,-452.998,749.863,1,"lp__"
1.137,1.047,1.137,1.225,3364.711,1.001,"B_0"
0.271,0.197,0.271,0.344,4466.392,1,"psi"
0.237,0.162,0.235,0.327,1787.861,1,"Sigma2_intercept"
0.006,0,0.003,0.028,1321.842,1,"Sigma2_epsilon"
0.083,0.045,0.081,0.129,3253.746,1,"Sigma2_phi"
1.012,1.012,1.012,1.012,0.5,1,"Sigma2_x"
0.054,0.027,0.054,0.084,4423.013,1,"cov_int_phi"
0.001,-0.025,0,0.029,4379.67,1,"cov_2"
0.645,0.571,0.644,0.729,2566.479,1,"Sigma2_e"
-531.266,-576.713,-531.169,-486.297,893.223,1,"lp__"
1.012,0.931,1.012,1.093,1820.772,1,"B_0"
0.304,0.219,0.304,0.387,1808.209,1,"psi"
0.172,0.104,0.171,0.252,1189.256,1,"Sigma2_intercept"
0.009,0,0.005,0.036,801.797,1,"Sigma2_epsilon"
0.098,0.053,0.096,0.153,1472.718,1,"Sigma2_phi"
0.928,0.928,0.928,0.928,0.5,1,"Sigma2_x"
0.036,0.009,0.036,0.065,2235.398,1,"cov_int_phi"
0.001,-0.025,0,0.026,2144.728,1.001,"cov_2"
0.631,0.551,0.63,0.715,1448.421,1,"Sigma2_e"
-520.427,-569.007,-520.122,-472.249,737.158,1.001,"lp__"
1.078,0.991,1.077,1.165,2054.224,1,"B_0"
0.297,0.219,0.297,0.373,2696.346,1,"psi"
0.191,0.122,0.189,0.274,1071.192,1,"Sigma2_intercept"
0.017,0,0.012,0.064,502.459,1.001,"Sigma2_epsilon"
0.101,0.056,0.098,0.16,987.758,1.001,"Sigma2_phi"
0.902,0.902,0.902,0.902,0.5,1,"Sigma2_x"
0.044,0.015,0.043,0.081,1999.251,1,"cov_int_phi"
0.006,-0.022,0.004,0.043,1752.825,1,"cov_2"
0.619,0.536,0.617,0.71,895.297,1,"Sigma2_e"
-512.787,-565.681,-513.4,-457.622,408.241,1,"lp__"
0.976,0.876,0.977,1.074,1445.23,1.003,"B_0"
0.319,0.234,0.32,0.402,1615.426,1,"psi"
0.276,0.193,0.274,0.375,1269.121,1.003,"Sigma2_intercept"
0.023,0,0.018,0.074,342.746,1,"Sigma2_epsilon"
0.136,0.08,0.134,0.205,833.182,1,"Sigma2_phi"
1.014,1.014,1.014,1.014,0.5,1,"Sigma2_x"
0.083,0.046,0.082,0.126,2669.115,1,"cov_int_phi"
0.008,-0.029,0.006,0.052,1725.954,1.001,"cov_2"
0.621,0.54,0.619,0.708,982.271,1.001,"Sigma2_e"
-514.333,-564.08,-515.185,-458.948,449.064,1.004,"lp__"
0.975,0.892,0.975,1.057,3267.975,1,"B_0"
0.272,0.191,0.271,0.355,3899.167,1,"psi"
0.169,0.103,0.167,0.246,1460.355,1.002,"Sigma2_intercept"
0.045,0,0.044,0.105,520.182,1.002,"Sigma2_epsilon"
0.106,0.048,0.105,0.174,673.422,1.002,"Sigma2_phi"
0.819,0.819,0.819,0.819,0.5,1,"Sigma2_x"
0.01,-0.027,0.011,0.044,2133.76,1,"cov_int_phi"
-0.011,-0.049,-0.01,0.024,1696.338,1,"cov_2"
0.625,0.531,0.623,0.726,798.237,1,"Sigma2_e"
-515.218,-576.646,-514.581,-456.752,442.383,1,"lp__"
0.986,0.901,0.986,1.069,2597.047,1,"B_0"
0.292,0.214,0.292,0.365,3720.557,1.001,"psi"
0.202,0.132,0.2,0.285,1787.304,1,"Sigma2_intercept"
0.011,0,0.006,0.044,867.765,1,"Sigma2_epsilon"
0.103,0.057,0.102,0.16,2308.575,1,"Sigma2_phi"
1.052,1.052,1.052,1.052,0.5,1,"Sigma2_x"
0.041,0.011,0.041,0.074,3532.717,1,"cov_int_phi"
0,-0.029,0,0.028,3437.521,1,"cov_2"
0.589,0.514,0.588,0.669,1932.164,1,"Sigma2_e"
-493.599,-542.487,-493.286,-444.013,753.087,1,"lp__"
0.984,0.904,0.984,1.065,3470.496,1,"B_0"
0.248,0.181,0.248,0.317,4392.644,1,"psi"
0.192,0.127,0.189,0.266,1533.331,1.001,"Sigma2_intercept"
0.005,0,0.002,0.024,1434.61,1,"Sigma2_epsilon"
0.075,0.04,0.073,0.117,3377.492,1,"Sigma2_phi"
1.129,1.129,1.129,1.129,0.5,1,"Sigma2_x"
0.029,0.002,0.029,0.052,4004.17,1,"cov_int_phi"
-0.004,-0.03,-0.002,0.016,3430.125,1,"cov_2"
0.562,0.489,0.56,0.642,1881.743,1,"Sigma2_e"
-474.515,-525.53,-474.018,-425.926,717.128,1.001,"lp__"
0.931,0.832,0.932,1.029,1677.46,1.001,"B_0"
0.25,0.17,0.25,0.33,2627.034,1,"psi"
0.303,0.215,0.3,0.405,1292.501,1.003,"Sigma2_intercept"
0.007,0,0.003,0.031,952.683,1,"Sigma2_epsilon"
0.064,0.03,0.063,0.106,2249.666,1,"Sigma2_phi"
0.858,0.858,0.858,0.858,0.5,1,"Sigma2_x"
0.054,0.024,0.053,0.09,2216.01,1.001,"cov_int_phi"
0.007,-0.019,0.003,0.042,2128.3,1,"cov_2"
0.637,0.559,0.635,0.722,1532.905,1.001,"Sigma2_e"
-524.802,-571.954,-524.859,-480.106,796.241,1.002,"lp__"
1.066,0.969,1.066,1.162,1329.176,1,"B_0"
0.226,0.142,0.226,0.308,1437.897,1,"psi"
0.231,0.156,0.228,0.318,1211.731,1,"Sigma2_intercept"
0.024,0,0.021,0.066,708.026,1,"Sigma2_epsilon"
0.09,0.047,0.088,0.145,1366.946,1,"Sigma2_phi"
1,1,1,1,0.5,1,"Sigma2_x"
0.074,0.036,0.073,0.114,1079.476,1,"cov_int_phi"
0.034,-0.004,0.034,0.08,865.778,1,"cov_2"
0.631,0.555,0.629,0.715,891.215,1,"Sigma2_e"
-521.053,-571.546,-520.145,-473.268,536.917,1.001,"lp__"
0.888,0.799,0.888,0.974,4320.833,1,"B_0"
0.262,0.182,0.262,0.345,4172.808,1,"psi"
0.172,0.104,0.17,0.247,1916.715,1,"Sigma2_intercept"
0.019,0,0.016,0.058,1128.857,1,"Sigma2_epsilon"
0.101,0.054,0.1,0.16,2422.1,1,"Sigma2_phi"
1.01,1.01,1.01,1.01,0.5,1,"Sigma2_x"
0.06,0.027,0.059,0.1,2103.938,1,"cov_int_phi"
0.024,-0.005,0.022,0.063,1827.604,1,"cov_2"
0.645,0.568,0.643,0.73,2169.852,1,"Sigma2_e"
-530.219,-578.171,-530.633,-481.421,817.713,1,"lp__"
1.091,1.005,1.091,1.174,3702.034,1,"B_0"
0.253,0.183,0.252,0.325,5346.194,1.002,"psi"
0.19,0.124,0.188,0.27,1507.942,1.001,"Sigma2_intercept"
0.007,0,0.004,0.031,1121.725,1.004,"Sigma2_epsilon"
0.069,0.037,0.067,0.111,2782.107,1,"Sigma2_phi"
0.918,0.918,0.918,0.918,0.5,1,"Sigma2_x"
0.039,0.015,0.037,0.071,2894.584,1,"cov_int_phi"
0.006,-0.015,0.003,0.036,2812.659,1,"cov_2"
0.606,0.534,0.604,0.688,2250.093,1,"Sigma2_e"
-505.649,-554.166,-505.303,-458.381,728.4,1,"lp__"
1.038,0.947,1.037,1.129,3354.963,1,"B_0"
0.233,0.154,0.234,0.313,4150.708,1,"psi"
0.237,0.158,0.234,0.329,1427.599,1,"Sigma2_intercept"
0.015,0,0.01,0.053,920.39,1,"Sigma2_epsilon"
0.081,0.037,0.079,0.137,1878.452,1,"Sigma2_phi"
1.144,1.144,1.144,1.144,0.5,1,"Sigma2_x"
0.05,0.017,0.05,0.086,3295.704,1,"cov_int_phi"
0.002,-0.031,0.001,0.036,3245.817,1,"cov_2"
0.634,0.547,0.634,0.724,1247.818,1,"Sigma2_e"
-522.82,-576.234,-522.757,-469.772,462.923,1,"lp__"
1.092,1.005,1.092,1.18,1276.223,1,"B_0"
0.224,0.147,0.225,0.302,1510.746,1.002,"psi"
0.218,0.145,0.215,0.306,1056.4,1.001,"Sigma2_intercept"
0.017,0,0.01,0.065,291.495,1.028,"Sigma2_epsilon"
0.075,0.033,0.072,0.133,697.664,1.014,"Sigma2_phi"
1.057,1.057,1.057,1.057,0.5,1,"Sigma2_x"
0.05,0.02,0.048,0.089,1141.134,1.006,"cov_int_phi"
0.01,-0.019,0.007,0.05,998.911,1.007,"cov_2"
0.616,0.532,0.615,0.705,755.342,1.001,"Sigma2_e"
-510.33,-565.768,-510.354,-455.419,505.806,1.002,"lp__"
0.953,0.868,0.954,1.038,3320.083,1,"B_0"
0.262,0.187,0.262,0.338,3321.058,1.001,"psi"
0.192,0.122,0.189,0.275,1479.095,1.002,"Sigma2_intercept"
0.01,0,0.006,0.038,1021.926,1.002,"Sigma2_epsilon"
0.095,0.05,0.094,0.15,3051.619,1,"Sigma2_phi"
1.147,1.147,1.147,1.147,0.5,1,"Sigma2_x"
0.043,0.017,0.042,0.077,2782.956,1,"cov_int_phi"
0.007,-0.015,0.004,0.039,2504.807,1,"cov_2"
0.579,0.511,0.578,0.651,2292.761,1,"Sigma2_e"
-485.775,-533.354,-485.801,-441.008,885.571,1.002,"lp__"
1,0.901,0.999,1.102,1184.065,1,"B_0"
0.2,0.119,0.201,0.277,1634.908,1,"psi"
0.223,0.151,0.219,0.31,1321.897,1.004,"Sigma2_intercept"
0.052,0.009,0.051,0.107,622.415,1,"Sigma2_epsilon"
0.114,0.057,0.113,0.178,981.439,1,"Sigma2_phi"
1.079,1.079,1.079,1.079,0.5,1,"Sigma2_x"
0.086,0.044,0.086,0.129,1661.401,1.002,"cov_int_phi"
0.052,0.007,0.051,0.1,1345.367,1.001,"cov_2"
0.61,0.531,0.609,0.699,947.67,1,"Sigma2_e"
-507.159,-559.769,-507.551,-455.072,642.883,1,"lp__"
1.057,0.979,1.057,1.133,2058.941,1,"B_0"
0.284,0.216,0.284,0.349,2045.091,1,"psi"
0.139,0.08,0.137,0.209,1034.601,1,"Sigma2_intercept"
0.003,0,0.001,0.014,1568.086,1.003,"Sigma2_epsilon"
0.107,0.064,0.106,0.159,2180.993,1,"Sigma2_phi"
1.26,1.26,1.26,1.26,0.5,1,"Sigma2_x"
0.04,0.019,0.039,0.064,2190.724,1.001,"cov_int_phi"
0.002,-0.012,0.001,0.02,2470.044,1,"cov_2"
0.586,0.518,0.584,0.659,1415.627,1,"Sigma2_e"
-492.037,-537.008,-492.14,-446.776,830.299,1,"lp__"
0.952,0.869,0.952,1.038,1770.817,1,"B_0"
0.312,0.23,0.312,0.389,2473.968,1,"psi"
0.183,0.115,0.18,0.266,1376.322,1,"Sigma2_intercept"
0.008,0,0.004,0.037,877.881,1.003,"Sigma2_epsilon"
0.097,0.054,0.096,0.15,2164.371,1,"Sigma2_phi"
0.874,0.874,0.874,0.874,0.5,NA,"Sigma2_x"
0.04,0.015,0.039,0.074,2564.741,1.001,"cov_int_phi"
0.006,-0.016,0.003,0.038,2130.938,1.002,"cov_2"
0.639,0.561,0.637,0.722,1430.292,1,"Sigma2_e"
-525.744,-573.924,-525.43,-477.934,907.98,1,"lp__"
1.028,0.94,1.027,1.115,4443.658,1.001,"B_0"
0.265,0.186,0.264,0.346,4954.536,1,"psi"
0.187,0.12,0.185,0.268,1675.513,1,"Sigma2_intercept"
0.024,0,0.019,0.074,662.148,1,"Sigma2_epsilon"
0.098,0.048,0.095,0.162,1309.528,1,"Sigma2_phi"
0.993,0.993,0.993,0.993,0.5,1,"Sigma2_x"
0.031,0,0.03,0.068,4331.206,1,"cov_int_phi"
0.003,-0.029,0.002,0.039,3426.681,1,"cov_2"
0.627,0.545,0.626,0.719,1317.45,1,"Sigma2_e"
-517.294,-567.263,-517.23,-465.451,630.376,1.001,"lp__"
0.897,0.804,0.897,0.989,2869.191,1,"B_0"
0.298,0.21,0.298,0.384,2997.955,1,"psi"
0.25,0.172,0.249,0.343,1883.385,1,"Sigma2_intercept"
0.04,0.001,0.037,0.101,508.967,1,"Sigma2_epsilon"
0.131,0.066,0.129,0.205,910.45,1,"Sigma2_phi"
0.948,0.948,0.948,0.948,0.5,1,"Sigma2_x"
0.053,0.011,0.053,0.095,2633.354,1,"cov_int_phi"
-0.004,-0.047,-0.003,0.038,2224.026,1,"cov_2"
0.589,0.508,0.588,0.674,967.795,1,"Sigma2_e"
-493.334,-548.518,-493.452,-437.486,555.113,1.001,"lp__"
1.035,0.936,1.035,1.138,1432.321,1,"B_0"
0.214,0.135,0.213,0.296,1924.436,1.001,"psi"
0.262,0.18,0.26,0.352,1342.383,1,"Sigma2_intercept"
0.05,0.01,0.047,0.103,509.257,1,"Sigma2_epsilon"
0.12,0.063,0.119,0.182,818.511,1,"Sigma2_phi"
1.07,1.07,1.07,1.07,0.5,1,"Sigma2_x"
0.096,0.052,0.095,0.141,1713.439,1,"cov_int_phi"
0.053,0.008,0.052,0.102,1207.813,1,"cov_2"
0.592,0.51,0.59,0.685,641.728,1,"Sigma2_e"
-494.24,-551.048,-494.259,-438.587,416.035,1,"lp__"
0.826,0.74,0.825,0.914,1443.578,1,"B_0"
0.273,0.197,0.273,0.352,1944.397,1.002,"psi"
0.22,0.143,0.218,0.31,1073.259,1,"Sigma2_intercept"
0.007,0,0.003,0.037,393.25,1,"Sigma2_epsilon"
0.086,0.044,0.083,0.14,1032.251,1.001,"Sigma2_phi"
1.035,1.035,1.035,1.035,0.5,1,"Sigma2_x"
0.044,0.015,0.044,0.076,2131.001,1.001,"cov_int_phi"
0,-0.028,0,0.028,1766.605,1,"cov_2"
0.682,0.596,0.68,0.776,1235.739,1,"Sigma2_e"
-550.843,-600.211,-550.312,-502.165,451.122,1,"lp__"
0.945,0.86,0.944,1.027,2049.562,1.001,"B_0"
0.312,0.228,0.312,0.397,1640.282,1,"psi"
0.151,0.089,0.149,0.227,1078.164,1,"Sigma2_intercept"
0.015,0,0.011,0.053,703.136,1.006,"Sigma2_epsilon"
0.136,0.079,0.133,0.208,1371.895,1.004,"Sigma2_phi"
1.139,1.139,1.139,1.139,0.5,1,"Sigma2_x"
0.061,0.029,0.06,0.097,1584.784,1.001,"cov_int_phi"
0.007,-0.019,0.004,0.041,1375.783,1.001,"cov_2"
0.637,0.559,0.636,0.726,916.364,1,"Sigma2_e"
-525.236,-576.808,-525.08,-475.423,547.109,1.001,"lp__"
1.032,0.948,1.032,1.121,1196.026,1,"B_0"
0.254,0.169,0.254,0.335,1841.916,1,"psi"
0.224,0.151,0.222,0.311,1156.368,1,"Sigma2_intercept"
0.006,0,0.003,0.029,689.203,1,"Sigma2_epsilon"
0.07,0.031,0.068,0.117,1517.478,1,"Sigma2_phi"
0.968,0.968,0.968,0.968,0.5,1,"Sigma2_x"
0.034,0.009,0.034,0.062,2540.691,1,"cov_int_phi"
0.001,-0.023,0,0.027,2532.749,1,"cov_2"
0.57,0.498,0.569,0.649,1288.638,1.001,"Sigma2_e"
-480.387,-530.747,-479.94,-432.974,653.277,1.004,"lp__"
1.009,0.925,1.009,1.095,1346.101,1,"B_0"
0.244,0.177,0.243,0.314,2381.929,1,"psi"
0.205,0.135,0.202,0.287,1444.778,1,"Sigma2_intercept"
0.008,0,0.004,0.036,770.143,1,"Sigma2_epsilon"
0.075,0.041,0.074,0.119,1628.92,1,"Sigma2_phi"
1.039,1.039,1.039,1.039,0.5,1,"Sigma2_x"
0.046,0.021,0.045,0.08,1785.577,1,"cov_int_phi"
0.009,-0.013,0.006,0.042,1577.925,1,"cov_2"
0.622,0.551,0.62,0.706,1617.858,1,"Sigma2_e"
