"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.013,0.967,1.013,1.058,3672.263,1,"B_0"
0.001,-0.05,0,0.052,3024.013,1,"B_x"
0.272,-0.112,0.29,0.485,25.886,1.123,"psi"
0.214,0.165,0.214,0.263,611.446,1,"Sigma2_intercept"
0.98,0.912,0.979,1.052,1558.393,1,"Sigma2_x"
0.047,0,0.032,0.222,95.144,1.035,"Sigma2_epsilon"
0.138,0.059,0.108,0.392,132.906,1,"Sigma2_phi"
0.085,0.059,0.086,0.111,707.9,1.001,"cov_int_phi"
0.003,-0.066,-0.001,0.12,33.563,1.102,"cov_2"
0.304,0.263,0.304,0.346,1367.746,1,"cov_4"
0.016,-0.187,-0.002,0.4,25.689,1.124,"cov_6"
0.738,0.668,0.74,0.802,287.278,1.01,"Sigma2_e"
0.104,0.097,0.104,0.111,2044.423,1,"Sigma2_ex"
-1494.372,-1656.581,-1499.286,-1305.591,273.726,1.012,"lp__"
0.991,0.948,0.99,1.034,2218.557,1,"B_0"
-0.038,-0.087,-0.038,0.012,1560.424,1,"B_x"
0.309,0.242,0.307,0.38,41.378,1.014,"psi"
0.211,0.163,0.211,0.26,412.681,1,"Sigma2_intercept"
0.928,0.864,0.928,0.998,1276.61,1,"Sigma2_x"
0.004,0,0.002,0.021,343.725,1.004,"Sigma2_epsilon"
0.093,0.063,0.09,0.149,48.567,1.016,"Sigma2_phi"
0.082,0.063,0.082,0.101,691.901,1,"cov_int_phi"
-0.003,-0.03,-0.001,0.017,163.005,1.006,"cov_2"
0.277,0.238,0.276,0.316,636.025,1,"cov_4"
-0.005,-0.065,-0.002,0.05,27.955,1.021,"cov_6"
0.697,0.648,0.696,0.75,448.824,1,"Sigma2_e"
0.098,0.092,0.098,0.105,1877.428,1,"Sigma2_ex"
-1309.178,-1461.913,-1306.573,-1151.926,481.458,1,"lp__"
1.03,0.985,1.031,1.074,4117.789,1,"B_0"
0.035,-0.015,0.035,0.086,5548.274,1,"B_x"
0.274,0.165,0.276,0.375,54.103,1.002,"psi"
0.2,0.154,0.2,0.248,762.602,1.001,"Sigma2_intercept"
1.023,0.951,1.022,1.099,1956.211,1.001,"Sigma2_x"
0.008,0,0.004,0.043,348.334,1.002,"Sigma2_epsilon"
0.088,0.052,0.082,0.17,92.72,1,"Sigma2_phi"
0.078,0.058,0.078,0.098,1195.354,1,"cov_int_phi"
-0.001,-0.033,-0.001,0.032,137.299,1.002,"cov_2"
0.288,0.248,0.288,0.33,1976.875,1,"cov_4"
0.002,-0.097,0,0.104,50.037,1.002,"cov_6"
0.721,0.67,0.72,0.775,986.631,1.002,"Sigma2_e"
0.098,0.091,0.098,0.105,1469.964,1.003,"Sigma2_ex"
-1362.664,-1515.775,-1364.169,-1209.999,640.692,1,"lp__"
0.993,0.95,0.993,1.036,2770.01,1.001,"B_0"
-0.021,-0.069,-0.021,0.027,2127.175,1,"B_x"
0.308,0.163,0.311,0.45,10.651,1.152,"psi"
0.212,0.165,0.212,0.257,659.486,1.001,"Sigma2_intercept"
0.978,0.91,0.977,1.053,1565.5,1,"Sigma2_x"
0.011,0,0.004,0.056,128.536,1.003,"Sigma2_epsilon"
0.108,0.063,0.098,0.226,12.845,1.102,"Sigma2_phi"
0.074,0.052,0.075,0.095,659.073,1.012,"cov_int_phi"
-0.001,-0.04,0,0.037,23.604,1.078,"cov_2"
0.245,0.208,0.244,0.284,947.703,1.001,"cov_4"
0.014,-0.12,0.009,0.152,9.95,1.164,"cov_6"
0.686,0.638,0.686,0.736,805.087,1,"Sigma2_e"
0.103,0.097,0.103,0.111,2507.109,1.001,"Sigma2_ex"
-1369.69,-1519.475,-1369.275,-1222.302,560.901,1.001,"lp__"
1.012,0.964,1.012,1.058,2975.038,1.001,"B_0"
0.001,-0.049,0.002,0.048,2475.409,1.001,"B_x"
0.301,0.189,0.305,0.385,30.142,1.001,"psi"
0.23,0.181,0.23,0.279,539.594,1.002,"Sigma2_intercept"
0.928,0.864,0.927,1.001,1245.031,1,"Sigma2_x"
0.008,0,0.004,0.039,468.489,1,"Sigma2_epsilon"
0.094,0.057,0.09,0.159,46.137,1,"Sigma2_phi"
0.094,0.072,0.093,0.116,658.966,1,"cov_int_phi"
0.002,-0.029,0,0.04,99.65,1,"cov_2"
0.304,0.266,0.304,0.346,1219.472,1,"cov_4"
0.007,-0.072,0.002,0.104,26.728,1.001,"cov_6"
0.73,0.68,0.729,0.788,559.455,1.002,"Sigma2_e"
0.106,0.099,0.106,0.114,1741.975,1,"Sigma2_ex"
-1511.462,-1660.931,-1511.779,-1360.731,477.337,1.002,"lp__"
1.012,0.969,1.012,1.053,2935.733,1,"B_0"
0.047,-0.003,0.047,0.094,2192.381,1,"B_x"
0.271,0.039,0.269,0.508,27.15,1.092,"psi"
0.133,0.091,0.133,0.179,203.335,1.009,"Sigma2_intercept"
0.961,0.894,0.961,1.033,1824.474,1,"Sigma2_x"
0.035,0,0.027,0.127,101.195,1.002,"Sigma2_epsilon"
0.115,0.053,0.094,0.34,33.966,1.064,"Sigma2_phi"
0.067,0.045,0.067,0.089,407.028,1.001,"cov_int_phi"
-0.002,-0.061,-0.001,0.057,39.495,1.068,"cov_2"
0.252,0.214,0.252,0.29,1217.527,1.003,"cov_4"
0.008,-0.217,0.008,0.223,26.134,1.097,"cov_6"
0.733,0.669,0.734,0.794,160.429,1.004,"Sigma2_e"
0.097,0.091,0.097,0.104,2084.864,1,"Sigma2_ex"
-1375.967,-1540.398,-1376.503,-1204.051,187.817,1.002,"lp__"
0.998,0.954,0.999,1.043,4877.445,1,"B_0"
0.002,-0.045,0.002,0.052,5276.558,1,"B_x"
0.259,0.058,0.268,0.387,33.872,1.004,"psi"
0.209,0.165,0.208,0.254,903.602,1,"Sigma2_intercept"
1,0.929,0.999,1.076,1796.708,1.002,"Sigma2_x"
0.021,0,0.012,0.085,179.909,1.01,"Sigma2_epsilon"
0.095,0.049,0.083,0.202,83.442,1.03,"Sigma2_phi"
0.082,0.06,0.082,0.107,457.018,1.002,"cov_int_phi"
0.01,-0.029,0.006,0.07,75.702,1.001,"cov_2"
0.277,0.24,0.277,0.317,1588.95,1,"cov_4"
0.013,-0.111,0.003,0.213,32.662,1.005,"cov_6"
0.689,0.635,0.688,0.74,795.031,1.002,"Sigma2_e"
0.103,0.096,0.103,0.11,1943.495,1,"Sigma2_ex"
-1365.81,-1523.476,-1365.815,-1199.451,490.275,1.008,"lp__"
0.978,0.935,0.978,1.023,999.965,1.001,"B_0"
-0.002,-0.051,-0.002,0.047,1557.034,1.001,"B_x"
0.291,0.188,0.293,0.378,17.624,1.178,"psi"
0.195,0.151,0.195,0.242,366.868,1.001,"Sigma2_intercept"
0.985,0.917,0.983,1.057,1271.618,1.004,"Sigma2_x"
0.008,0,0.004,0.036,340.563,1,"Sigma2_epsilon"
0.094,0.056,0.089,0.164,20.179,1.178,"Sigma2_phi"
0.09,0.072,0.09,0.112,95.729,1.065,"cov_int_phi"
0.004,-0.023,0.001,0.038,69.046,1.057,"cov_2"
0.296,0.255,0.295,0.339,465.962,1.011,"cov_4"
0.003,-0.078,0,0.106,14.993,1.205,"cov_6"
0.717,0.665,0.717,0.771,424.961,1.001,"Sigma2_e"
0.098,0.091,0.098,0.105,629.868,1.001,"Sigma2_ex"
-1363.935,-1516.966,-1363.074,-1214.632,501.193,1.001,"lp__"
0.99,0.946,0.991,1.035,3719.874,1.001,"B_0"
-0.007,-0.057,-0.007,0.044,3484.006,1,"B_x"
0.321,0.192,0.327,0.414,33.128,1.003,"psi"
0.203,0.161,0.203,0.249,949.071,1,"Sigma2_intercept"
0.995,0.924,0.995,1.067,1663.741,1,"Sigma2_x"
0.017,0,0.011,0.063,214.749,1.01,"Sigma2_epsilon"
0.122,0.075,0.116,0.207,44.714,1.002,"Sigma2_phi"
0.077,0.055,0.077,0.1,906.023,1.001,"cov_int_phi"
0.002,-0.027,0,0.038,87.778,1.001,"cov_2"
0.236,0.199,0.235,0.276,1136.129,1.001,"cov_4"
0.011,-0.078,0.003,0.138,30.566,1.002,"cov_6"
0.67,0.614,0.671,0.723,518.702,1.003,"Sigma2_e"
0.098,0.092,0.098,0.105,1951.443,1.004,"Sigma2_ex"
-1246.026,-1399.54,-1247.894,-1088.736,376.563,1.006,"lp__"
0.957,0.911,0.957,1.003,4176.182,1,"B_0"
-0.032,-0.082,-0.032,0.017,4280.484,1,"B_x"
0.336,0.218,0.332,0.463,30.987,1.114,"psi"
0.248,0.2,0.248,0.301,923.251,1,"Sigma2_intercept"
0.987,0.918,0.986,1.063,1787.197,1,"Sigma2_x"
0.011,0,0.005,0.054,364.663,1.001,"Sigma2_epsilon"
0.126,0.071,0.114,0.249,67.072,1.073,"Sigma2_phi"
0.093,0.071,0.093,0.117,666.764,1.01,"cov_int_phi"
-0.002,-0.042,-0.001,0.033,85.519,1.052,"cov_2"
0.284,0.244,0.283,0.326,1573.739,1,"cov_4"
-0.015,-0.142,-0.008,0.097,27.078,1.125,"cov_6"
0.716,0.663,0.717,0.768,871.782,1,"Sigma2_e"
0.096,0.089,0.096,0.103,1870.986,1,"Sigma2_ex"
-1316.306,-1461.863,-1317.915,-1151.638,607.672,1,"lp__"
0.979,0.933,0.98,1.026,1604.088,1,"B_0"
-0.009,-0.062,-0.009,0.042,1392.025,1,"B_x"
0.324,-0.03,0.326,0.634,15.24,1.021,"psi"
0.204,0.158,0.204,0.253,454.465,1.001,"Sigma2_intercept"
1.056,0.98,1.055,1.137,1387.262,1,"Sigma2_x"
0.052,0,0.037,0.215,56.343,1.003,"Sigma2_epsilon"
0.186,0.076,0.14,0.578,27.705,1.002,"Sigma2_phi"
0.086,0.06,0.086,0.112,406.06,1,"cov_int_phi"
-0.005,-0.092,-0.004,0.091,18.396,1.02,"cov_2"
0.281,0.24,0.281,0.324,686.445,1.001,"cov_4"
0.003,-0.317,0.001,0.376,15.044,1.021,"cov_6"
0.683,0.618,0.683,0.749,208.036,1.001,"Sigma2_e"
0.101,0.094,0.101,0.108,2011.614,1,"Sigma2_ex"
