"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.012,0.966,1.012,1.057,4382.91,1.001,"B_0"
0.215,0.163,0.214,0.269,717.192,1,"Sigma2_intercept"
0.107,0.059,0.107,0.156,414.119,1,"Sigma2_phi"
0.541,0.342,0.537,0.763,526.349,1,"cor_2"
0.08,0.052,0.08,0.109,1151.288,1,"cov_int_phi"
0.08,0.052,0.08,0.109,1151.288,1,"cov_2"
0.741,0.672,0.74,0.812,521.839,1,"Sigma2_e"
-2719.76,-2873.844,-2719.573,-2565.168,387.865,1,"lp__"
0.991,0.949,0.99,1.033,1650.479,1.001,"B_0"
0.201,0.154,0.201,0.25,538.291,1.001,"Sigma2_intercept"
0.052,0.021,0.051,0.088,238.533,1.008,"Sigma2_phi"
0.698,0.448,0.701,0.936,235.829,1.015,"cor_2"
0.069,0.043,0.069,0.097,930.912,1,"cov_int_phi"
0.069,0.043,0.069,0.097,930.912,1,"cov_2"
0.739,0.676,0.739,0.799,365.999,1.006,"Sigma2_e"
-2719.267,-2848.33,-2721.052,-2582.937,230.646,1.01,"lp__"
1.03,0.988,1.03,1.073,4153.144,1,"B_0"
0.193,0.147,0.193,0.244,912.011,1,"Sigma2_intercept"
0.066,0.028,0.065,0.108,464.275,1.005,"Sigma2_phi"
0.636,0.397,0.637,0.88,575.812,1.004,"cor_2"
0.07,0.044,0.069,0.097,1292.748,1,"cov_int_phi"
0.07,0.044,0.069,0.097,1292.748,1,"cov_2"
0.744,0.683,0.744,0.808,622.489,1.001,"Sigma2_e"
-2730.556,-2871.928,-2728.059,-2595.716,396.27,1,"lp__"
0.993,0.95,0.993,1.037,4000.869,1,"B_0"
0.209,0.158,0.209,0.26,776.332,1,"Sigma2_intercept"
0.088,0.044,0.088,0.135,291.453,1,"Sigma2_phi"
0.552,0.343,0.549,0.784,416.915,1.005,"cor_2"
0.073,0.047,0.073,0.098,1420.94,1.003,"cov_int_phi"
0.073,0.047,0.073,0.098,1420.94,1.003,"cov_2"
0.711,0.645,0.711,0.778,410.177,1,"Sigma2_e"
-2653.833,-2805.287,-2656.149,-2497.568,363.643,1,"lp__"
1.012,0.968,1.012,1.056,5015.139,1,"B_0"
0.214,0.165,0.213,0.267,880.196,1.001,"Sigma2_intercept"
0.079,0.04,0.078,0.125,460.536,1,"Sigma2_phi"
0.696,0.47,0.694,0.917,480.649,1.001,"cor_2"
0.088,0.06,0.088,0.116,1368.066,1.003,"cov_int_phi"
0.088,0.06,0.088,0.116,1368.066,1.003,"cov_2"
0.755,0.69,0.755,0.822,548.039,1.001,"Sigma2_e"
-2752.623,-2891.811,-2754.035,-2608.9,394.091,1,"lp__"
1.012,0.971,1.012,1.056,4790.294,1,"B_0"
0.147,0.103,0.147,0.193,651.863,1,"Sigma2_intercept"
0.112,0.066,0.112,0.159,422.996,1,"Sigma2_phi"
0.492,0.28,0.489,0.714,599.96,1,"cor_2"
0.062,0.036,0.062,0.088,1204.07,1,"cov_int_phi"
0.062,0.036,0.062,0.088,1204.07,1,"cov_2"
0.707,0.642,0.706,0.773,419.486,1,"Sigma2_e"
-2645.481,-2787.831,-2647.727,-2495.901,305.542,1,"lp__"
0.999,0.953,0.998,1.044,4554.735,1,"B_0"
0.211,0.163,0.211,0.263,779.758,1,"Sigma2_intercept"
0.099,0.055,0.099,0.144,462.183,1,"Sigma2_phi"
0.599,0.403,0.596,0.807,467.236,1.001,"cor_2"
0.085,0.058,0.085,0.113,1228.015,1,"cov_int_phi"
0.085,0.058,0.085,0.113,1228.015,1,"cov_2"
0.678,0.613,0.678,0.742,538.451,1,"Sigma2_e"
-2575.77,-2723.664,-2577.335,-2419.319,413.647,1.001,"lp__"
0.979,0.934,0.979,1.023,5273.847,1,"B_0"
0.198,0.151,0.198,0.247,911.467,1,"Sigma2_intercept"
0.084,0.047,0.083,0.126,524.297,1,"Sigma2_phi"
0.755,0.551,0.758,0.941,420.203,1,"cor_2"
0.096,0.069,0.095,0.123,1132.886,1,"cov_int_phi"
0.096,0.069,0.095,0.123,1132.886,1,"cov_2"
0.723,0.662,0.723,0.787,595.014,1,"Sigma2_e"
-2683.336,-2815.86,-2684.299,-2539.516,369.93,1,"lp__"
0.99,0.947,0.99,1.033,4925.799,1,"B_0"
0.206,0.156,0.206,0.258,757.759,1.001,"Sigma2_intercept"
0.131,0.084,0.13,0.18,555.324,1,"Sigma2_phi"
0.432,0.268,0.431,0.603,745.027,1,"cor_2"
0.07,0.044,0.07,0.096,1526.489,1.001,"cov_int_phi"
0.07,0.044,0.07,0.096,1526.489,1.001,"cov_2"
0.662,0.6,0.661,0.73,552.073,1,"Sigma2_e"
-2539.244,-2701.208,-2538.82,-2377.234,371.525,1,"lp__"
0.958,0.912,0.958,1.004,3877.587,1,"B_0"
0.267,0.214,0.267,0.321,1068.694,1,"Sigma2_intercept"
0.107,0.056,0.107,0.158,450.896,1.001,"Sigma2_phi"
0.557,0.375,0.55,0.772,558.695,1,"cor_2"
0.092,0.063,0.092,0.121,1749.109,1.001,"cov_int_phi"
0.092,0.063,0.092,0.121,1749.109,1.001,"cov_2"
0.707,0.641,0.707,0.779,582.909,1,"Sigma2_e"
-2645.473,-2800.396,-2645.976,-2483.531,412.783,1,"lp__"
0.979,0.933,0.979,1.024,3339.135,1,"B_0"
0.224,0.175,0.223,0.275,669.906,1.004,"Sigma2_intercept"
0.16,0.113,0.16,0.211,451.134,1,"Sigma2_phi"
0.46,0.313,0.459,0.615,617.577,1.002,"cor_2"
