"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.057,0.842,1.06,1.259,951.158,1.003,"B_0"
-0.048,-0.31,-0.049,0.238,1102.957,1.003,"B_x"
0.292,-0.01,0.3,0.566,184.698,1,"psi"
0.283,0.168,0.273,0.446,1219.196,1.001,"Sigma2_intercept"
0.094,0.042,0.09,0.178,1643.996,1.001,"Sigma2_psi"
0.981,0.663,0.955,1.444,1479.306,1,"Sigma2_x"
0.145,0.043,0.115,0.424,628.988,1,"Sigma2_phi"
0.041,0.001,0.03,0.156,1067.305,1,"Sigma2_epsilon"
-0.07,-0.147,-0.067,-0.012,1317.471,1,"cov_int_psi"
0.081,0.011,0.078,0.175,1272.64,1.001,"cov_int_phi"
-0.074,-0.14,-0.071,-0.029,1124.124,1.003,"cov_psi_phi"
-0.436,-0.725,-0.45,-0.08,1374.279,1,"cor_1"
-0.091,-0.71,-0.106,0.558,308.166,1,"cor_2"
-0.353,-0.907,-0.409,0.466,483.08,1,"cor_3"
0.564,0.334,0.572,0.754,1510.993,1,"cor_4"
-0.605,-0.826,-0.62,-0.296,1040.641,1,"cor_5"
0.025,-0.844,0.029,0.862,116.423,1,"cor_6"
-0.07,-0.147,-0.067,-0.012,1317.471,1,"cov_1"
-0.007,-0.091,-0.007,0.079,274.985,1,"cov_2"
-0.02,-0.088,-0.017,0.029,344.025,1,"cov_3"
0.298,0.148,0.286,0.513,1249.754,1,"cov_4"
-0.182,-0.323,-0.176,-0.073,1229.227,1.001,"cov_5"
0.01,-0.239,0.002,0.278,148.621,1,"cov_6"
0.605,0.544,0.604,0.675,3222.453,1,"Sigma2_e"
0.107,0.097,0.107,0.118,4960.433,1,"Sigma2_ex"
188.09,158.341,188.528,215.548,847.534,1.002,"lp__"
1.051,0.848,1.053,1.238,861.94,1,"B_0"
0.109,-0.181,0.11,0.391,828.945,1,"B_x"
0.267,0.039,0.266,0.491,258.001,1.003,"psi"
0.247,0.144,0.239,0.401,1278.725,1.002,"Sigma2_intercept"
0.149,0.073,0.141,0.268,1906.945,1,"Sigma2_psi"
1.06,0.704,1.033,1.56,1951.156,1,"Sigma2_x"
0.111,0.025,0.089,0.319,598.477,1.001,"Sigma2_phi"
0.022,0,0.014,0.101,1128.888,1,"Sigma2_epsilon"
-0.075,-0.175,-0.071,0.001,1128.857,1.003,"cov_int_psi"
0.072,0.013,0.067,0.156,1401.827,1,"cov_int_phi"
-0.07,-0.142,-0.066,-0.021,1351.787,1,"cov_psi_phi"
-0.389,-0.707,-0.4,0.006,1081.206,1.001,"cor_1"
0.041,-0.662,0.053,0.717,790.395,1.004,"cor_2"
-0.378,-0.91,-0.435,0.423,775.127,1.001,"cor_3"
0.495,0.231,0.504,0.705,2072.909,1,"cor_4"
-0.483,-0.741,-0.496,-0.159,1343.956,1,"cor_5"
-0.008,-0.864,-0.032,0.87,145.672,1.009,"cor_6"
-0.075,-0.175,-0.071,0.001,1128.857,1.003,"cov_1"
0.003,-0.052,0.002,0.064,527.153,1.003,"cov_2"
-0.019,-0.074,-0.015,0.019,507.634,1.002,"cov_3"
0.254,0.102,0.245,0.449,1639.739,1,"cov_4"
-0.191,-0.375,-0.184,-0.052,1500.014,1,"cov_5"
-0.001,-0.199,-0.002,0.207,207.747,1.004,"cov_6"
0.611,0.55,0.609,0.678,4806.038,1,"Sigma2_e"
0.101,0.092,0.101,0.112,5583.761,1,"Sigma2_ex"
206.579,178.45,206.842,233.752,895.602,1.005,"lp__"
1.159,0.959,1.163,1.34,833.885,1,"B_0"
0.191,-0.096,0.191,0.474,769.195,1,"B_x"
0.233,-0.034,0.232,0.508,186.309,1.017,"psi"
0.194,0.107,0.188,0.32,1055.879,1,"Sigma2_intercept"
0.129,0.056,0.122,0.243,1124.357,1,"Sigma2_psi"
1.121,0.765,1.086,1.652,1325.945,1,"Sigma2_x"
0.12,0.023,0.087,0.406,589.544,1.002,"Sigma2_phi"
0.037,0.002,0.025,0.152,746.741,1,"Sigma2_epsilon"
-0.084,-0.167,-0.08,-0.021,951.111,1,"cov_int_psi"
0.081,0.023,0.077,0.162,1081.177,1.001,"cov_int_phi"
-0.071,-0.14,-0.067,-0.023,1117.537,1.003,"cov_psi_phi"
-0.535,-0.821,-0.551,-0.165,889.282,1.001,"cor_1"
0.187,-0.536,0.215,0.818,338.97,1.007,"cor_2"
-0.499,-0.938,-0.563,0.232,442.811,1.004,"cor_3"
0.61,0.362,0.622,0.799,1392.567,1.002,"cor_4"
-0.462,-0.709,-0.471,-0.163,1173.132,1.005,"cor_5"
-0.024,-0.875,-0.047,0.864,104.316,1.038,"cor_6"
-0.084,-0.167,-0.08,-0.021,951.111,1,"cov_1"
0.013,-0.063,0.012,0.094,271.468,1.015,"cov_2"
-0.029,-0.09,-0.026,0.015,332.927,1.008,"cov_3"
0.284,0.137,0.274,0.483,1328.948,1.001,"cov_4"
-0.174,-0.338,-0.167,-0.056,1177.898,1.004,"cov_5"
-0.005,-0.274,-0.006,0.257,130.426,1.03,"cov_6"
0.626,0.565,0.625,0.697,1816.143,1,"Sigma2_e"
0.098,0.089,0.098,0.109,3496.628,1,"Sigma2_ex"
207.555,179.861,207.607,233.526,845.186,1.001,"lp__"
1.009,0.831,1.012,1.178,1853.453,1,"B_0"
0.061,-0.223,0.062,0.354,1650.874,1,"B_x"
0.272,0.083,0.273,0.454,810.174,1.005,"psi"
0.171,0.097,0.164,0.284,1763.255,1,"Sigma2_intercept"
0.068,0.029,0.063,0.13,2008.054,1,"Sigma2_psi"
1.113,0.752,1.086,1.635,2360.769,1,"Sigma2_x"
0.105,0.032,0.088,0.268,880.416,1.005,"Sigma2_phi"
0.014,0,0.005,0.068,975.104,1.001,"Sigma2_epsilon"
