"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
1.013,0.95,1.013,1.076,1149.87,1,"B_0"
0.238,0.199,0.238,0.277,2177.196,1.001,"psi"
0.246,0.203,0.244,0.295,1231.993,1,"Sigma2_intercept"
0.053,0.032,0.052,0.077,1096.23,1,"Sigma2_epsilon"
0.123,0.097,0.123,0.151,1736.156,1,"Sigma2_phi"
1.021,1.021,1.021,1.021,0.5,1,"Sigma2_x"
0.07,0.049,0.07,0.09,2527.489,1.001,"cov_int_phi"
0.02,-0.004,0.02,0.044,1680.034,1.003,"cov_2"
0.649,0.613,0.648,0.687,3120.118,1,"Sigma2_e"
-1307.571,-1367.813,-1307.67,-1250.594,729.517,1,"lp__"
0.993,0.936,0.993,1.051,1060.876,1.003,"B_0"
0.258,0.22,0.258,0.294,2299.975,1,"psi"
0.234,0.19,0.233,0.285,1376.436,1,"Sigma2_intercept"
0.026,0.003,0.025,0.049,450.688,1,"Sigma2_epsilon"
0.102,0.074,0.102,0.131,810.039,1,"Sigma2_phi"
1.069,1.069,1.069,1.069,0.5,1,"Sigma2_x"
0.059,0.039,0.058,0.079,2287.81,1,"cov_int_phi"
0.005,-0.017,0.004,0.028,1427.605,1,"cov_2"
0.707,0.669,0.707,0.748,1391.824,1,"Sigma2_e"
-1446.56,-1510.238,-1446.209,-1384.082,562.828,1,"lp__"
1.047,0.991,1.047,1.103,1385.796,1,"B_0"
0.229,0.191,0.228,0.268,2090.614,1,"psi"
0.195,0.159,0.193,0.237,1463.527,1,"Sigma2_intercept"
0.029,0.01,0.029,0.051,600.394,1,"Sigma2_epsilon"
0.095,0.07,0.095,0.122,985.023,1,"Sigma2_phi"
1.057,1.057,1.057,1.057,0.5,1,"Sigma2_x"
0.06,0.042,0.06,0.079,2184.489,1,"cov_int_phi"
0.016,-0.005,0.016,0.038,1673.831,1,"cov_2"
0.691,0.653,0.69,0.73,2176.25,1,"Sigma2_e"
-1409.024,-1467.298,-1408.825,-1354.218,476.471,1,"lp__"
1.015,0.957,1.014,1.077,1188.054,1,"B_0"
0.208,0.169,0.207,0.246,2249.127,1.001,"psi"
0.207,0.167,0.207,0.25,1283.57,1,"Sigma2_intercept"
0.037,0.017,0.036,0.058,837.953,1,"Sigma2_epsilon"
