"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.98,0.907,0.98,1.056,657.499,1.001,"B_0"
0.273,0.214,0.273,0.329,936.584,1.001,"psi"
0.212,0.167,0.21,0.267,940.237,1,"Sigma2_intercept"
0.009,0.001,0.009,0.021,962.543,1,"Sigma2_epsilon"
0.101,0.072,0.1,0.133,1043.61,1,"Sigma2_phi"
0.991,0.991,0.991,0.991,0.5,1,"Sigma2_x"
0.072,0.054,0.072,0.09,2256.287,1,"cov_int_phi"
0.013,-0.004,0.013,0.031,1855.563,1,"cov_2"
0.626,0.594,0.626,0.662,3820.796,1,"Sigma2_e"
-1157.064,-1204.922,-1157.252,-1108.98,753.574,1.002,"lp__"
1.091,1.019,1.09,1.167,698.322,1.004,"B_0"
0.2,0.142,0.2,0.257,1111.458,1.002,"psi"
0.174,0.138,0.172,0.217,922.679,1.003,"Sigma2_intercept"
0.022,0.009,0.021,0.037,1015.822,1.002,"Sigma2_epsilon"
0.07,0.048,0.07,0.095,1406.073,1,"Sigma2_phi"
0.827,0.827,0.827,0.827,0.5,1,"Sigma2_x"
0.056,0.04,0.056,0.072,2666.96,1,"cov_int_phi"
0.02,0.004,0.02,0.04,1575.401,1.004,"cov_2"
0.611,0.578,0.61,0.644,3204.359,1,"Sigma2_e"
-1117.282,-1169.226,-1116.988,-1066.686,595.817,1.007,"lp__"
0.922,0.851,0.921,0.993,600.084,1,"B_0"
0.304,0.253,0.305,0.355,874.408,1,"psi"
0.182,0.144,0.181,0.232,1121.629,1,"Sigma2_intercept"
0.008,0.001,0.008,0.017,954.897,1.001,"Sigma2_epsilon"
0.113,0.085,0.113,0.145,1113.082,1,"Sigma2_phi"
0.981,0.981,0.981,0.981,0.5,1,"Sigma2_x"
0.073,0.057,0.073,0.091,2128.63,1,"cov_int_phi"
0.011,-0.003,0.011,0.027,1646.643,1,"cov_2"
0.604,0.573,0.604,0.636,3339.416,1,"Sigma2_e"
-1098.59,-1145.746,-1098.463,-1051.489,791.606,1,"lp__"
0.948,0.872,0.949,1.021,678.952,1,"B_0"
0.26,0.207,0.259,0.317,1158.502,1,"psi"
0.192,0.15,0.19,0.244,1073.999,1.001,"Sigma2_intercept"
0.016,0.006,0.015,0.029,1460.862,1.003,"Sigma2_epsilon"
0.108,0.079,0.108,0.141,1274.637,1.001,"Sigma2_phi"
1.037,1.037,1.037,1.037,0.5,1,"Sigma2_x"
0.08,0.061,0.08,0.098,2218.9,1,"cov_int_phi"
0.017,-0.001,0.017,0.036,2320.902,1.001,"cov_2"
0.63,0.597,0.629,0.664,4087.254,1,"Sigma2_e"
-1167.191,-1218.498,-1167.069,-1117.013,816.927,1.003,"lp__"
0.994,0.924,0.994,1.066,664.95,1.001,"B_0"
0.26,0.206,0.26,0.315,1224.983,1,"psi"
0.191,0.15,0.19,0.24,1159.108,1,"Sigma2_intercept"
0.018,0.008,0.018,0.031,1651.112,1.001,"Sigma2_epsilon"
0.104,0.076,0.103,0.136,1425.752,1,"Sigma2_phi"
0.977,0.977,0.977,0.977,0.5,1,"Sigma2_x"
0.07,0.052,0.07,0.089,2196.83,1,"cov_int_phi"
0.012,-0.006,0.012,0.031,2004.922,1,"cov_2"
0.614,0.582,0.614,0.649,3941.325,1,"Sigma2_e"
-1127.334,-1174.383,-1126.491,-1081.63,801.272,1,"lp__"
0.948,0.876,0.948,1.022,590.72,1.004,"B_0"
0.218,0.16,0.218,0.274,1022.204,1.001,"psi"
0.188,0.149,0.187,0.233,949.365,1.001,"Sigma2_intercept"
0.022,0.011,0.022,0.037,1381.429,1,"Sigma2_epsilon"
0.079,0.056,0.078,0.103,1228.15,1.001,"Sigma2_phi"
0.805,0.805,0.805,0.805,0.5,1,"Sigma2_x"
0.062,0.046,0.062,0.08,1806.351,1.002,"cov_int_phi"
0.018,0,0.018,0.037,1522.825,1.003,"cov_2"
0.591,0.56,0.591,0.625,2720.8,1,"Sigma2_e"
-1065.137,-1114.573,-1065.043,-1017.472,739.23,1,"lp__"
0.999,0.931,0.998,1.069,620.98,1.001,"B_0"
0.263,0.21,0.263,0.316,1170.071,1,"psi"
0.169,0.131,0.168,0.216,1037.782,1.001,"Sigma2_intercept"
0.019,0.008,0.019,0.035,1026.046,1,"Sigma2_epsilon"
0.112,0.084,0.111,0.144,1286.071,1,"Sigma2_phi"
0.979,0.979,0.979,0.979,0.5,1,"Sigma2_x"
0.076,0.059,0.076,0.093,2249.248,1,"cov_int_phi"
0.021,0.003,0.02,0.04,1700.268,1.001,"cov_2"
0.631,0.598,0.63,0.666,2658.076,1,"Sigma2_e"
-1167.042,-1218.841,-1166.372,-1116.245,699.146,1.003,"lp__"
0.962,0.886,0.962,1.038,593.201,1,"B_0"
0.238,0.178,0.238,0.299,984.314,1,"psi"
0.215,0.168,0.214,0.274,914.758,1,"Sigma2_intercept"
0.021,0.008,0.02,0.037,1125.968,1.001,"Sigma2_epsilon"
0.09,0.064,0.09,0.12,1146.333,1.001,"Sigma2_phi"
0.903,0.903,0.903,0.903,0.5,1,"Sigma2_x"
0.074,0.054,0.074,0.094,1718.094,1,"cov_int_phi"
0.012,-0.009,0.012,0.032,1815.965,1.001,"cov_2"
0.631,0.598,0.631,0.666,3111.023,1,"Sigma2_e"
-1169.623,-1221.209,-1168.761,-1119.057,867.298,1,"lp__"
0.951,0.88,0.951,1.02,785.854,1,"B_0"
0.271,0.217,0.27,0.326,1635.994,1,"psi"
0.196,0.154,0.195,0.249,1113.058,1.002,"Sigma2_intercept"
0.01,0.002,0.009,0.021,1447.356,1,"Sigma2_epsilon"
0.084,0.06,0.084,0.112,1640.116,1,"Sigma2_phi"
0.838,0.838,0.838,0.838,0.5,1,"Sigma2_x"
0.057,0.04,0.056,0.074,2791.605,1.001,"cov_int_phi"
0.009,-0.006,0.008,0.025,2368.799,1.002,"cov_2"
0.65,0.614,0.65,0.685,4126.522,1,"Sigma2_e"
-1216.529,-1265.628,-1216.208,-1170.631,950.299,1,"lp__"
1.085,1.013,1.085,1.155,671.319,1.001,"B_0"
0.207,0.154,0.207,0.256,1281.113,1.001,"psi"
0.208,0.163,0.206,0.264,1015.973,1.001,"Sigma2_intercept"
0.01,0.002,0.009,0.022,820.741,1.001,"Sigma2_epsilon"
0.063,0.042,0.063,0.089,1278.597,1,"Sigma2_phi"
1.02,1.02,1.02,1.02,0.5,1,"Sigma2_x"
0.047,0.031,0.047,0.064,2526.285,1,"cov_int_phi"
0.005,-0.011,0.004,0.022,2560.668,1,"cov_2"
0.618,0.587,0.618,0.652,3273.501,1,"Sigma2_e"
-1136.676,-1184.197,-1137.088,-1088.114,839.37,1.001,"lp__"
0.996,0.924,0.996,1.066,664.535,1,"B_0"
0.299,0.244,0.299,0.355,959.066,1.002,"psi"
0.202,0.158,0.2,0.255,1052.244,1,"Sigma2_intercept"
0.013,0.004,0.012,0.025,1276.948,1,"Sigma2_epsilon"
0.137,0.1,0.136,0.178,1152.173,1,"Sigma2_phi"
1.216,1.216,1.216,1.216,0.5,1,"Sigma2_x"
0.08,0.06,0.08,0.1,1992.948,1.001,"cov_int_phi"
0.001,-0.017,0.001,0.02,2296.853,1,"cov_2"
0.625,0.593,0.625,0.658,3844.32,1,"Sigma2_e"
-1152.878,-1203.267,-1152.344,-1105.768,790.826,1,"lp__"
