"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.937,0.889,0.937,0.987,483.103,1.003,"B_0"
-0.028,-0.093,-0.03,0.038,727.089,1,"B_x"
0.259,0.059,0.266,0.425,9.535,1.133,"psi"
0.196,0.169,0.195,0.224,322.277,1.007,"Sigma2_intercept"
0.1,0.082,0.1,0.12,383.73,1.005,"Sigma2_psi"
0.959,0.872,0.958,1.06,454.489,1.003,"Sigma2_x"
0.017,0.001,0.01,0.076,194.101,1.005,"Sigma2_epsilon"
0.089,0.05,0.078,0.198,10.857,1.125,"Sigma2_phi"
-0.071,-0.089,-0.071,-0.054,536.724,1.002,"cov_int_psi"
0.076,0.058,0.076,0.094,126.574,1.011,"cov_int_phi"
-0.069,-0.084,-0.069,-0.054,139.07,1.01,"cov_psi_phi"
-0.508,-0.605,-0.511,-0.405,1080.395,1,"cor_1"
0.173,-0.554,0.245,0.583,8.805,1.149,"cor_2"
-0.616,-0.927,-0.702,0.193,8.972,1.135,"cor_3"
0.574,0.51,0.575,0.634,559.31,1,"cor_4"
-0.582,-0.655,-0.585,-0.497,271.05,1.001,"cor_5"
0.453,-0.81,0.6,0.956,5.183,1.263,"cor_6"
-0.071,-0.089,-0.071,-0.054,536.724,1.002,"cov_1"
0.012,-0.031,0.01,0.061,12.597,1.101,"cov_2"
-0.022,-0.06,-0.021,0.007,13.773,1.095,"cov_3"
0.248,0.208,0.249,0.29,533.461,1,"cov_4"
-0.18,-0.214,-0.181,-0.146,261.402,1.003,"cov_5"
0.058,-0.104,0.049,0.25,9.758,1.132,"cov_6"
0.615,0.59,0.615,0.639,853.633,1.002,"Sigma2_e"
0.097,0.093,0.097,0.1,1103.513,1.001,"Sigma2_ex"
1032.773,920.961,1034.275,1140.718,530.04,1,"lp__"
1.009,0.957,1.009,1.061,1612.988,1,"B_0"
-0.06,-0.124,-0.06,0.008,1540.369,1,"B_x"
0.288,0.064,0.287,0.486,4.446,1.751,"psi"
0.216,0.186,0.215,0.249,2108.038,1,"Sigma2_intercept"
0.099,0.081,0.098,0.119,2280.144,1,"Sigma2_psi"
