"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.09,-0.477,0.105,0.612,24.446,1.049,"cor_2"
-0.568,-0.945,-0.663,0.236,45.887,1.049,"cor_3"
0.543,0.373,0.55,0.679,1189.153,1.002,"cor_4"
-0.598,-0.737,-0.604,-0.423,1105.957,1.011,"cor_5"
0.085,-0.852,0.051,0.936,16.074,1.089,"cor_6"
-0.073,-0.114,-0.073,-0.038,787.296,1.009,"cov_1"
0.008,-0.041,0.005,0.076,21.629,1.057,"cov_2"
-0.028,-0.09,-0.025,0.016,19.598,1.066,"cov_3"
0.236,0.139,0.233,0.351,1047.848,1.005,"cov_4"
-0.199,-0.295,-0.196,-0.124,1480.993,1.007,"cov_5"
0.027,-0.206,0.006,0.345,19.278,1.072,"cov_6"
0.593,0.564,0.592,0.624,1372.362,1,"Sigma2_e"
0.1,0.095,0.1,0.105,4908.288,1,"Sigma2_ex"
1118.457,1080.525,1118.838,1155.728,740.797,1,"lp__"
1.059,0.911,1.063,1.196,502.806,1.003,"B_0"
-0.018,-0.199,-0.016,0.16,506.252,1.001,"B_x"
0.322,0.103,0.322,0.543,77.947,1.002,"psi"
0.229,0.158,0.224,0.326,674.578,1,"Sigma2_intercept"
0.131,0.09,0.128,0.182,1716.882,1,"Sigma2_psi"
0.874,0.658,0.861,1.172,1513.394,1.001,"Sigma2_x"
0.118,0.042,0.101,0.311,201.886,1.002,"Sigma2_phi"
0.018,0.003,0.012,0.071,370.204,1,"Sigma2_epsilon"
-0.113,-0.171,-0.111,-0.066,716.178,1,"cov_int_psi"
0.095,0.051,0.092,0.154,638.685,1,"cov_int_phi"
-0.082,-0.124,-0.08,-0.05,1094.062,1,"cov_psi_phi"
-0.652,-0.8,-0.662,-0.451,759.311,1,"cor_1"
0.128,-0.532,0.158,0.7,98.163,1.001,"cor_2"
-0.52,-0.94,-0.616,0.266,130.666,1.001,"cor_3"
0.608,0.46,0.612,0.73,1328.77,1,"cor_4"
-0.558,-0.709,-0.563,-0.37,1519.631,1,"cor_5"
-0.002,-0.888,0.012,0.877,56.474,1.002,"cor_6"
-0.113,-0.171,-0.111,-0.066,716.178,1,"cov_1"
0.007,-0.049,0.007,0.066,85.644,1.001,"cov_2"
-0.021,-0.063,-0.02,0.018,90.044,1.002,"cov_3"
0.272,0.174,0.267,0.404,806.018,1,"cov_4"
-0.189,-0.287,-0.186,-0.111,1405.276,1,"cov_5"
0.001,-0.169,0.001,0.173,69.136,1.002,"cov_6"
0.575,0.548,0.575,0.605,6352.863,1,"Sigma2_e"
0.1,0.095,0.1,0.105,7873.876,1,"Sigma2_ex"
1161.25,1121.983,1161.371,1198.097,781.442,1,"lp__"
1.074,0.947,1.075,1.188,1157.832,1.001,"B_0"
0.122,-0.087,0.123,0.32,1073.484,1,"B_x"
0.233,-0.063,0.243,0.459,67.726,1.012,"psi"
0.149,0.105,0.146,0.207,1847.386,1,"Sigma2_intercept"
0.094,0.062,0.093,0.138,1874.522,1.001,"Sigma2_psi"
1.021,0.765,1.009,1.36,1923.8,1,"Sigma2_x"
0.11,0.04,0.086,0.312,770.34,1.001,"Sigma2_phi"
0.036,0.008,0.023,0.133,226.572,1.009,"Sigma2_epsilon"
-0.031,-0.069,-0.031,0.004,922.874,1,"cov_int_psi"
0.054,0.018,0.052,0.098,1002.476,1,"cov_int_phi"
-0.076,-0.11,-0.074,-0.05,1713.034,1,"cov_psi_phi"
-0.264,-0.517,-0.269,0.032,934.857,1,"cor_1"
0.051,-0.521,0.064,0.572,120.977,1.004,"cor_2"
-0.612,-0.966,-0.704,0.148,191.8,1,"cor_3"
0.523,0.334,0.528,0.679,1452.186,1,"cor_4"
-0.603,-0.742,-0.61,-0.422,1774.543,1.005,"cor_5"
0.099,-0.813,0.129,0.919,74.189,1.006,"cor_6"
-0.031,-0.069,-0.031,0.004,922.874,1,"cov_1"
0.006,-0.043,0.003,0.066,83.899,1.011,"cov_2"
-0.032,-0.087,-0.029,0.01,74.242,1.013,"cov_3"
0.204,0.116,0.199,0.315,1438.635,1,"cov_4"
-0.187,-0.278,-0.184,-0.114,1798.045,1.001,"cov_5"
0.027,-0.192,0.017,0.31,64.823,1.014,"cov_6"
0.594,0.564,0.594,0.625,7507.686,1,"Sigma2_e"
0.098,0.094,0.098,0.104,11371.106,1,"Sigma2_ex"
1134.183,1096.298,1134.572,1170.767,769.622,1,"lp__"
1.073,0.956,1.073,1.181,823.094,1.006,"B_0"
0.018,-0.152,0.018,0.197,881.407,1.003,"B_x"
0.292,0.141,0.284,0.485,123.604,1.006,"psi"
0.151,0.104,0.148,0.214,1178.636,1.001,"Sigma2_intercept"
0.106,0.069,0.104,0.155,2035.655,1,"Sigma2_psi"
0.764,0.575,0.754,1.006,1468.5,1,"Sigma2_x"
0.086,0.028,0.068,0.224,344.29,1,"Sigma2_phi"
0.014,0,0.009,0.05,653.737,1,"Sigma2_epsilon"
-0.075,-0.12,-0.073,-0.04,1048.376,1.001,"cov_int_psi"
0.049,0.022,0.047,0.086,1079.672,1.001,"cov_int_phi"
-0.047,-0.077,-0.046,-0.024,1481.174,1,"cov_psi_phi"
-0.593,-0.771,-0.603,-0.36,1024.033,1,"cor_1"
-0.136,-0.676,-0.169,0.538,140.401,1.015,"cor_2"
-0.222,-0.791,-0.238,0.425,176.817,1.009,"cor_3"
0.555,0.391,0.56,0.695,1173.757,1.001,"cor_4"
-0.504,-0.668,-0.509,-0.307,1241.077,1,"cor_5"
-0.19,-0.914,-0.242,0.78,55.597,1.032,"cor_6"
-0.075,-0.12,-0.073,-0.04,1048.376,1.001,"cov_1"
-0.007,-0.045,-0.004,0.023,136.435,1.012,"cov_2"
-0.005,-0.029,-0.005,0.021,159.731,1.008,"cov_3"
0.189,0.115,0.185,0.286,1227.292,1,"cov_4"
-0.143,-0.225,-0.14,-0.077,1335.458,1,"cov_5"
-0.022,-0.16,-0.014,0.083,99.07,1.014,"cov_6"
0.597,0.568,0.597,0.627,4876.023,1,"Sigma2_e"
0.099,0.094,0.099,0.104,5079.212,1,"Sigma2_ex"
1117.393,1077.494,1117.679,1155.692,883.397,1.001,"lp__"
0.989,0.841,0.99,1.127,451.045,1.001,"B_0"
-0.064,-0.254,-0.065,0.126,492.868,1.001,"B_x"
0.317,0.182,0.317,0.451,110.317,1.001,"psi"
0.274,0.195,0.271,0.371,700.904,1.009,"Sigma2_intercept"
0.126,0.087,0.124,0.178,1224.364,1.001,"Sigma2_psi"
1.035,0.778,1.022,1.346,1252.621,1,"Sigma2_x"
0.117,0.048,0.108,0.233,171.21,1.001,"Sigma2_phi"
0.008,0,0.005,0.035,489.843,1,"Sigma2_epsilon"
-0.104,-0.159,-0.103,-0.057,592.882,1.001,"cov_int_psi"
0.108,0.062,0.105,0.167,695.766,1.006,"cov_int_phi"
-0.07,-0.108,-0.069,-0.039,913.48,1.007,"cov_psi_phi"
-0.559,-0.725,-0.565,-0.353,628.457,1,"cor_1"
0.029,-0.674,0.023,0.727,166.545,1.001,"cor_2"
-0.3,-0.882,-0.342,0.464,231.265,1.002,"cor_3"
0.63,0.493,0.635,0.745,1043.106,1.004,"cor_4"
-0.544,-0.687,-0.547,-0.368,1366.331,1.005,"cor_5"
-0.024,-0.872,-0.041,0.858,55.945,1,"cor_6"
-0.104,-0.159,-0.103,-0.057,592.882,1.001,"cov_1"
0.001,-0.042,0,0.046,128.402,1.002,"cov_2"
-0.008,-0.038,-0.006,0.015,155.882,1.005,"cov_3"
0.336,0.221,0.333,0.478,791.372,1.008,"cov_4"
-0.197,-0.291,-0.194,-0.116,1104.421,1.004,"cov_5"
-0.001,-0.12,-0.001,0.118,80.291,1.002,"cov_6"
0.586,0.557,0.586,0.617,5377.177,1,"Sigma2_e"
0.095,0.09,0.095,0.1,6173.953,1,"Sigma2_ex"
1212.657,1173.7,1212.697,1249.609,851.893,1.002,"lp__"
1.011,0.868,1.012,1.149,362.985,1.001,"B_0"
-0.046,-0.234,-0.048,0.148,432.177,1.001,"B_x"
0.355,0.271,0.353,0.447,222.613,1.001,"psi"
0.192,0.133,0.189,0.267,716.472,1.001,"Sigma2_intercept"
0.083,0.053,0.082,0.122,1296.352,1,"Sigma2_psi"
0.945,0.721,0.931,1.239,1031.244,1.002,"Sigma2_x"
0.125,0.069,0.117,0.204,237.366,1.005,"Sigma2_phi"
0.003,0,0.001,0.012,307.636,1.005,"Sigma2_epsilon"
-0.067,-0.105,-0.066,-0.035,765.641,1,"cov_int_psi"
0.089,0.051,0.087,0.138,667.013,1,"cov_int_phi"
-0.066,-0.1,-0.065,-0.04,978.86,1.004,"cov_psi_phi"
-0.533,-0.711,-0.542,-0.31,729.875,1,"cor_1"
-0.069,-0.803,-0.081,0.708,1231.717,1,"cor_2"
-0.19,-0.877,-0.217,0.701,985.766,1,"cor_3"
0.599,0.441,0.603,0.728,898.701,1,"cor_4"
-0.645,-0.785,-0.652,-0.471,836.958,1.007,"cor_5"
-0.063,-0.859,-0.066,0.752,79.239,1.001,"cor_6"
-0.067,-0.105,-0.066,-0.035,765.641,1,"cov_1"
-0.002,-0.023,-0.001,0.016,287.356,1.003,"cov_2"
-0.002,-0.018,-0.001,0.01,337.321,1.001,"cov_3"
0.255,0.161,0.25,0.374,748.119,1,"cov_4"
-0.18,-0.264,-0.178,-0.112,1038.618,1.004,"cov_5"
-0.005,-0.067,-0.001,0.047,141.312,1.005,"cov_6"
0.608,0.578,0.608,0.64,4164.666,1,"Sigma2_e"
0.097,0.092,0.097,0.102,5007.509,1,"Sigma2_ex"
1121.607,1084.548,1122,1155.782,953.034,1,"lp__"
0.978,0.837,0.978,1.115,481.302,1,"B_0"
-0.003,-0.196,-0.004,0.197,572.457,1,"B_x"
0.317,0.139,0.314,0.501,104.477,1,"psi"
0.245,0.174,0.24,0.341,755.916,1,"Sigma2_intercept"
0.088,0.059,0.087,0.125,1179.129,1,"Sigma2_psi"
1.018,0.78,1.006,1.34,1257.652,1.002,"Sigma2_x"
0.13,0.053,0.111,0.303,224.093,1.001,"Sigma2_phi"
0.019,0.004,0.014,0.061,346.17,1.003,"Sigma2_epsilon"
-0.081,-0.126,-0.079,-0.044,792.039,1,"cov_int_psi"
0.068,0.027,0.066,0.121,867.669,1.001,"cov_int_phi"
-0.07,-0.105,-0.069,-0.044,854.087,1,"cov_psi_phi"
-0.55,-0.718,-0.556,-0.346,891.525,1,"cor_1"
-0.271,-0.742,-0.296,0.328,114.356,1.002,"cor_2"
-0.327,-0.847,-0.374,0.39,140.61,1,"cor_3"
0.53,0.369,0.535,0.67,1247.106,1.001,"cor_4"
-0.624,-0.758,-0.629,-0.467,1250.582,1,"cor_5"
-0.045,-0.864,-0.037,0.823,69.754,1.001,"cor_6"
-0.081,-0.126,-0.079,-0.044,792.039,1,"cov_1"
-0.017,-0.065,-0.015,0.028,124.912,1,"cov_2"
-0.011,-0.044,-0.011,0.021,133.682,1,"cov_3"
0.265,0.163,0.261,0.397,959.101,1.002,"cov_4"
-0.187,-0.273,-0.183,-0.12,1009.134,1,"cov_5"
-0.008,-0.18,-0.004,0.147,90.099,1,"cov_6"
0.602,0.572,0.602,0.634,5344.697,1,"Sigma2_e"
0.096,0.091,0.096,0.101,6208.984,1,"Sigma2_ex"
1158.664,1119.596,1158.948,1196.191,741.113,1,"lp__"
0.989,0.843,0.994,1.121,397.647,1,"B_0"
-0.026,-0.232,-0.026,0.186,564.103,1,"B_x"
0.309,0.169,0.308,0.449,104.724,1.01,"psi"
0.197,0.133,0.192,0.284,553.51,1,"Sigma2_intercept"
0.098,0.066,0.096,0.14,1073.665,1,"Sigma2_psi"
1.125,0.848,1.11,1.479,1383.78,1,"Sigma2_x"
0.124,0.053,0.113,0.253,192.264,1.004,"Sigma2_phi"
0.012,0.001,0.009,0.038,319.688,1.002,"Sigma2_epsilon"
-0.084,-0.134,-0.082,-0.046,589.362,1.001,"cov_int_psi"
0.098,0.054,0.096,0.158,513.252,1,"cov_int_phi"
-0.077,-0.116,-0.075,-0.048,810.919,1.001,"cov_psi_phi"
-0.603,-0.776,-0.611,-0.388,751.248,1.003,"cor_1"
0.167,-0.492,0.194,0.753,182.507,1.003,"cor_2"
-0.416,-0.912,-0.475,0.309,239.399,1.002,"cor_3"
0.625,0.47,0.629,0.749,994.91,1,"cor_4"
-0.631,-0.775,-0.638,-0.463,962.65,1.003,"cor_5"
-0.01,-0.812,0.007,0.831,79.508,1.013,"cor_6"
-0.084,-0.134,-0.082,-0.046,589.362,1.001,"cov_1"
0.007,-0.03,0.006,0.048,108.56,1.008,"cov_2"
-0.012,-0.042,-0.011,0.013,126.535,1.006,"cov_3"
0.295,0.186,0.288,0.439,680.543,1,"cov_4"
-0.209,-0.305,-0.205,-0.134,1064.906,1.001,"cov_5"
-0.001,-0.131,0,0.14,78.952,1.016,"cov_6"
0.604,0.574,0.604,0.635,4663.564,1,"Sigma2_e"
0.098,0.093,0.098,0.103,6407.355,1,"Sigma2_ex"
1117.275,1078.208,1117.32,1156.307,744.784,1,"lp__"
0.864,0.69,0.865,1.027,227.609,1,"B_0"
-0.109,-0.296,-0.109,0.089,331.221,1.001,"B_x"
0.395,0.282,0.395,0.512,254.087,1,"psi"
0.284,0.203,0.28,0.39,520.263,1.005,"Sigma2_intercept"
0.085,0.056,0.083,0.124,1499.301,1.001,"Sigma2_psi"
0.914,0.698,0.904,1.186,1183.467,1.001,"Sigma2_x"
0.151,0.078,0.145,0.265,298.861,1,"Sigma2_phi"
0.006,0,0.003,0.025,574.511,1,"Sigma2_epsilon"
-0.092,-0.141,-0.09,-0.054,709.662,1.004,"cov_int_psi"
0.126,0.075,0.123,0.192,572.278,1.003,"cov_int_phi"
-0.063,-0.1,-0.062,-0.034,776.575,1,"cov_psi_phi"
-0.592,-0.747,-0.599,-0.394,801.851,1.001,"cor_1"
-0.122,-0.806,-0.137,0.665,692.926,1,"cor_2"
-0.046,-0.758,-0.053,0.679,980.199,1.002,"cor_3"
0.646,0.511,0.651,0.755,1206.045,1.001,"cor_4"
-0.567,-0.727,-0.573,-0.37,738.462,1,"cor_5"
-0.021,-0.84,-0.017,0.784,84.19,1,"cor_6"
-0.092,-0.141,-0.09,-0.054,709.662,1.004,"cov_1"
-0.004,-0.042,-0.002,0.029,346.535,1,"cov_2"
-0.001,-0.02,0,0.016,463.279,1,"cov_3"
0.329,0.221,0.325,0.463,722.021,1.004,"cov_4"
-0.158,-0.237,-0.155,-0.091,931.337,1,"cov_5"
0,-0.09,0,0.085,141.648,1,"cov_6"
0.632,0.601,0.631,0.665,4664.937,1,"Sigma2_e"
0.099,0.094,0.099,0.104,5204.976,1,"Sigma2_ex"
1029.479,991.813,1030.047,1066.079,738.993,1.002,"lp__"
0.928,0.786,0.93,1.066,516.687,1,"B_0"
-0.038,-0.217,-0.037,0.147,598.488,1,"B_x"
0.346,0.08,0.35,0.582,72.081,1.009,"psi"
0.191,0.132,0.188,0.264,844.817,1,"Sigma2_intercept"
0.107,0.072,0.106,0.154,1668.562,1.001,"Sigma2_psi"
0.914,0.693,0.9,1.214,1266.967,1,"Sigma2_x"
0.15,0.059,0.129,0.378,207.572,1,"Sigma2_phi"
0.027,0.007,0.019,0.098,344.804,1.008,"Sigma2_epsilon"
-0.081,-0.126,-0.079,-0.042,858.185,1,"cov_int_psi"
0.082,0.04,0.08,0.139,710.628,1,"cov_int_phi"
-0.092,-0.135,-0.09,-0.059,1050.558,1.001,"cov_psi_phi"
-0.564,-0.739,-0.573,-0.337,972.175,1,"cor_1"
-0.07,-0.646,-0.08,0.534,79.763,1.009,"cor_2"
-0.541,-0.933,-0.632,0.235,98.746,1.002,"cor_3"
0.59,0.426,0.595,0.721,1431.685,1,"cor_4"
-0.609,-0.755,-0.617,-0.43,1420.093,1,"cor_5"
0.065,-0.846,0.086,0.9,54.898,1.01,"cor_6"
-0.081,-0.126,-0.079,-0.042,858.185,1,"cov_1"
-0.003,-0.063,-0.004,0.061,79.501,1.011,"cov_2"
-0.026,-0.077,-0.024,0.017,74.305,1.012,"cov_3"
0.247,0.154,0.243,0.364,972.412,1,"cov_4"
-0.191,-0.282,-0.188,-0.115,1172.835,1,"cov_5"
0.013,-0.186,0.009,0.237,62.271,1.013,"cov_6"
0.625,0.594,0.625,0.658,7817.794,1,"Sigma2_e"
0.1,0.095,0.1,0.105,8571.211,1,"Sigma2_ex"
1027.391,989.329,1027.603,1064.736,800.194,1,"lp__"
0.931,0.786,0.932,1.071,343.442,1,"B_0"
-0.003,-0.175,-0.006,0.176,513.314,1.001,"B_x"
0.378,0.183,0.374,0.602,103.001,1.007,"psi"
0.244,0.174,0.24,0.337,508.025,1,"Sigma2_intercept"
0.087,0.056,0.085,0.128,1109.095,1.001,"Sigma2_psi"
0.846,0.638,0.834,1.12,1204.765,1.001,"Sigma2_x"
0.151,0.062,0.132,0.355,220.108,1.006,"Sigma2_phi"
0.021,0.005,0.016,0.069,562.8,1.002,"Sigma2_epsilon"
-0.085,-0.131,-0.084,-0.048,592.739,1,"cov_int_psi"
0.091,0.047,0.089,0.146,625.617,1,"cov_int_phi"
-0.078,-0.115,-0.077,-0.049,792.314,1,"cov_psi_phi"
-0.584,-0.754,-0.591,-0.375,818.42,1,"cor_1"
-0.001,-0.535,-0.006,0.555,107.774,1.009,"cor_2"
-0.457,-0.932,-0.512,0.293,126.607,1.014,"cor_3"
0.531,0.371,0.534,0.668,1071.054,1.001,"cor_4"
-0.6,-0.751,-0.609,-0.397,802.081,1,"cor_5"
-0.061,-0.885,-0.079,0.796,68.384,1.017,"cor_6"
-0.085,-0.131,-0.084,-0.048,592.739,1,"cov_1"
-0.001,-0.054,0,0.047,112.448,1.004,"cov_2"
-0.017,-0.05,-0.017,0.017,110.125,1.007,"cov_3"
0.241,0.147,0.237,0.358,706.906,1.001,"cov_4"
-0.163,-0.245,-0.16,-0.094,840.572,1.001,"cov_5"
-0.011,-0.184,-0.008,0.144,88.543,1.008,"cov_6"
0.593,0.564,0.593,0.624,4438.3,1,"Sigma2_e"
0.101,0.096,0.101,0.106,5491.589,1,"Sigma2_ex"
1090.615,1051.509,1091.139,1128.185,777.343,1,"lp__"
1.059,0.951,1.067,1.156,149.462,1.01,"B_0"
0.013,-0.148,0.023,0.163,117.465,1.021,"B_x"
0.307,0.178,0.296,0.551,41.97,1.032,"psi"
0.129,0.09,0.124,0.2,35.683,1.089,"Sigma2_intercept"
0.106,0.071,0.107,0.152,370.051,1.005,"Sigma2_psi"
0.754,0.583,0.736,0.992,429.726,1.011,"Sigma2_x"
0.101,0.035,0.079,0.298,391.719,1.007,"Sigma2_phi"
0.022,0.003,0.015,0.079,959.076,1,"Sigma2_epsilon"
-0.057,-0.096,-0.056,-0.027,434.033,1.011,"cov_int_psi"
0.052,0.028,0.051,0.09,27.058,1.075,"cov_int_phi"
-0.053,-0.083,-0.051,-0.033,188.767,1.019,"cov_psi_phi"
-0.49,-0.681,-0.507,-0.25,296.906,1,"cor_1"
-0.053,-0.544,-0.04,0.506,294.448,1.003,"cor_2"
-0.294,-0.854,-0.311,0.29,759.999,1.001,"cor_3"
0.6,0.452,0.593,0.729,784.621,1.008,"cor_4"
-0.51,-0.663,-0.524,-0.32,907.463,1,"cor_5"
-0.396,-0.911,-0.4,0.2,79.566,1.013,"cor_6"
-0.057,-0.096,-0.056,-0.027,434.033,1.011,"cov_1"
-0.006,-0.048,-0.002,0.018,327.146,1.003,"cov_2"
-0.009,-0.029,-0.012,0.022,529.805,1.005,"cov_3"
0.187,0.122,0.18,0.281,67.076,1.05,"cov_4"
-0.144,-0.219,-0.146,-0.082,786.316,1,"cov_5"
-0.054,-0.218,-0.037,0.014,275.071,1.005,"cov_6"
0.573,0.548,0.573,0.605,28.394,1.04,"Sigma2_e"
0.096,0.091,0.096,0.1,276.131,1.006,"Sigma2_ex"
1229.075,1189.746,1230.918,1264.015,211.926,1.005,"lp__"
0.856,0.726,0.852,0.989,139.447,1,"B_0"
-0.169,-0.328,-0.17,-0.003,113.187,1.004,"B_x"
0.353,0.141,0.349,0.555,56.626,1.049,"psi"
0.206,0.155,0.202,0.282,127.665,1.013,"Sigma2_intercept"
0.051,0.029,0.05,0.083,225.81,1.01,"Sigma2_psi"
0.739,0.563,0.73,0.94,261.824,1.002,"Sigma2_x"
0.12,0.055,0.104,0.274,89.226,1.028,"Sigma2_phi"
0.021,0.001,0.017,0.066,725.338,1,"Sigma2_epsilon"
-0.063,-0.097,-0.063,-0.035,192.21,1.015,"cov_int_psi"
0.066,0.031,0.065,0.106,542.253,1,"cov_int_phi"
-0.047,-0.072,-0.048,-0.026,165.863,1.011,"cov_psi_phi"
-0.622,-0.808,-0.633,-0.383,615.185,1.004,"cor_1"
0.04,-0.484,0.026,0.51,46.997,1.06,"cor_2"
-0.324,-0.851,-0.34,0.39,53.64,1.061,"cor_3"
0.462,0.257,0.482,0.609,349.885,1,"cor_4"
-0.554,-0.742,-0.565,-0.348,277.434,1.018,"cor_5"
0.05,-0.827,0.085,0.835,36.806,1.072,"cor_6"
-0.063,-0.097,-0.063,-0.035,192.21,1.015,"cov_1"
0.003,-0.038,0.001,0.043,57.607,1.045,"cov_2"
-0.009,-0.035,-0.008,0.015,59.906,1.04,"cov_3"
0.18,0.101,0.18,0.266,606.349,1.004,"cov_4"
-0.107,-0.166,-0.106,-0.06,201.94,1.024,"cov_5"
0.006,-0.139,0.008,0.151,52.875,1.047,"cov_6"
0.639,0.606,0.639,0.669,557.172,1.001,"Sigma2_e"
0.099,0.094,0.099,0.104,187.887,1.006,"Sigma2_ex"
1017.111,978.5,1017.555,1055.55,134.115,1.028,"lp__"
0.842,0.689,0.844,0.991,465.025,1,"B_0"
-0.194,-0.377,-0.196,-0.009,540.631,1,"B_x"
0.352,0.144,0.352,0.541,65.954,1,"psi"
0.223,0.158,0.22,0.313,812.519,1,"Sigma2_intercept"
0.108,0.073,0.106,0.154,1332.011,1,"Sigma2_psi"
0.94,0.717,0.928,1.231,1177.736,1,"Sigma2_x"
0.147,0.059,0.129,0.341,144.418,1.003,"Sigma2_phi"
0.02,0.004,0.014,0.077,225.646,1.006,"Sigma2_epsilon"
-0.094,-0.143,-0.092,-0.053,793.068,1,"cov_int_psi"
0.124,0.076,0.12,0.191,653.268,1,"cov_int_phi"
-0.079,-0.12,-0.077,-0.048,840.982,1,"cov_psi_phi"
-0.605,-0.761,-0.614,-0.396,945.547,1,"cor_1"
0.069,-0.612,0.076,0.738,78.542,1,"cor_2"
-0.58,-0.955,-0.65,0.111,125.018,1,"cor_3"
0.741,0.632,0.745,0.828,1364.918,1,"cor_4"
-0.495,-0.656,-0.5,-0.302,982.262,1.001,"cor_5"
-0.066,-0.861,-0.076,0.868,55.229,1,"cor_6"
-0.094,-0.143,-0.092,-0.053,793.068,1,"cov_1"
0.004,-0.057,0.004,0.072,69.837,1,"cov_2"
-0.023,-0.058,-0.022,0.007,78.428,1,"cov_3"
0.34,0.237,0.335,0.475,852.304,1,"cov_4"
-0.158,-0.245,-0.155,-0.086,846.738,1,"cov_5"
-0.008,-0.174,-0.007,0.176,60.061,1,"cov_6"
0.634,0.601,0.633,0.667,5007.158,1,"Sigma2_e"
0.098,0.094,0.098,0.103,5006.848,1,"Sigma2_ex"
1032.797,992.555,1033.522,1068.833,942.496,1,"lp__"
0.882,0.728,0.884,1.031,170.267,1.001,"B_0"
-0.257,-0.465,-0.261,-0.043,254.379,1,"B_x"
0.302,0.172,0.304,0.424,21.199,1.083,"psi"
0.272,0.195,0.266,0.384,255.163,1.005,"Sigma2_intercept"
0.093,0.065,0.091,0.132,337.652,1.006,"Sigma2_psi"
1.135,0.853,1.123,1.467,270.164,1.001,"Sigma2_x"
0.113,0.05,0.105,0.228,21.555,1.091,"Sigma2_phi"
0.005,0,0.001,0.031,447.511,1.002,"Sigma2_epsilon"
-0.097,-0.147,-0.096,-0.058,273.058,1.004,"cov_int_psi"
0.098,0.052,0.095,0.168,232.508,1.008,"cov_int_phi"
-0.071,-0.109,-0.068,-0.044,198.49,1.02,"cov_psi_phi"
-0.611,-0.776,-0.621,-0.417,302.925,1,"cor_1"
-0.003,-0.85,0.013,0.71,28.952,1.046,"cor_2"
-0.154,-0.85,-0.221,0.731,58.941,1.033,"cor_3"
0.573,0.419,0.58,0.701,418.736,1,"cor_4"
-0.686,-0.806,-0.69,-0.526,338.864,1,"cor_5"
0.277,-0.884,0.463,0.948,5.897,1.235,"cor_6"
-0.097,-0.147,-0.096,-0.058,273.058,1.004,"cov_1"
0.001,-0.032,0,0.039,23.578,1.073,"cov_2"
-0.003,-0.032,-0.001,0.016,54.03,1.047,"cov_3"
0.319,0.201,0.313,0.477,281.31,1.002,"cov_4"
-0.223,-0.316,-0.22,-0.148,298.945,1.003,"cov_5"
0.014,-0.094,0.008,0.146,16.292,1.103,"cov_6"
0.592,0.563,0.591,0.623,887.753,1.002,"Sigma2_e"
0.096,0.092,0.096,0.1,1327.742,1,"Sigma2_ex"
1180.497,1144.135,1181.67,1214.159,478.084,1.006,"lp__"
1.089,0.944,1.09,1.216,339.675,1.001,"B_0"
0.082,-0.107,0.085,0.259,335.649,1.005,"B_x"
