"mean","2.5%","50%","97.5%","n_eff","Rhat","Parameter"
0.939,0.858,0.939,1.019,5119.024,1,"B_0"
0.274,0.2,0.274,0.345,5720.369,1,"psi"
0.121,0.061,0.12,0.193,1445.419,1,"Sigma2_intercept"
0.032,0,0.027,0.09,653.037,1,"Sigma2_epsilon"
0.103,0.054,0.1,0.167,1003.603,1,"Sigma2_phi"
0.912,0.912,0.912,0.912,0.5,1,"Sigma2_x"
0.032,0.001,0.031,0.066,2051.107,1.001,"cov_int_phi"
0.005,-0.027,0.004,0.04,1573.731,1.001,"cov_2"
0.72,0.633,0.718,0.816,1576.655,1,"Sigma2_e"
-470.181,-514.91,-470.476,-425.745,608.623,1,"lp__"
0.976,0.889,0.977,1.06,3824.946,1,"B_0"
0.282,0.211,0.282,0.349,4733.407,1,"psi"
0.129,0.064,0.127,0.203,1528.99,1,"Sigma2_intercept"
0.02,0,0.014,0.068,680.746,1.002,"Sigma2_epsilon"
0.104,0.062,0.101,0.162,1213.782,1.001,"Sigma2_phi"
0.969,0.969,0.969,0.969,0.5,1,"Sigma2_x"
0.042,0.012,0.04,0.081,1476.037,1,"cov_int_phi"
0.016,-0.01,0.013,0.055,1392.644,1,"cov_2"
0.752,0.664,0.751,0.85,1817.126,1,"Sigma2_e"
-488.158,-529.613,-488.611,-445.931,667.415,1.001,"lp__"
0.994,0.909,0.994,1.079,1560.311,1,"B_0"
0.259,0.194,0.259,0.319,2450.383,1,"psi"
0.209,0.137,0.207,0.293,1245.914,1.001,"Sigma2_intercept"
0.009,0,0.004,0.038,636.757,1,"Sigma2_epsilon"
0.088,0.053,0.086,0.131,1932.225,1,"Sigma2_phi"
1.108,1.108,1.108,1.108,0.5,1,"Sigma2_x"
0.051,0.023,0.049,0.087,1362.884,1.001,"cov_int_phi"
0.008,-0.017,0.005,0.046,1077.394,1.001,"cov_2"
0.712,0.638,0.71,0.798,1976.836,1,"Sigma2_e"
-467.467,-506.19,-466.682,-432.494,811.752,1.001,"lp__"
0.972,0.873,0.973,1.072,2086.012,1,"B_0"
0.266,0.194,0.265,0.334,2704.59,1,"psi"
0.259,0.178,0.256,0.361,1726.175,1.001,"Sigma2_intercept"
0.071,0.012,0.07,0.137,492.48,1.008,"Sigma2_epsilon"
0.151,0.086,0.151,0.22,687.501,1.006,"Sigma2_phi"
1.001,1.001,1.001,1.001,0.5,1,"Sigma2_x"
0.063,0.016,0.063,0.108,1681.178,1,"cov_int_phi"
0.019,-0.03,0.018,0.07,1193.173,1.001,"cov_2"
0.673,0.592,0.67,0.769,1127.311,1.005,"Sigma2_e"
-442.473,-489.628,-442.176,-399.461,480.237,1.013,"lp__"
1.039,0.955,1.038,1.126,3829.49,1,"B_0"
0.244,0.174,0.245,0.311,5149.657,1,"psi"
0.185,0.12,0.183,0.263,1550.937,1,"Sigma2_intercept"
0.025,0,0.021,0.075,764.78,1.005,"Sigma2_epsilon"
