"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.975,0.936,0.975,1.014,1164.172,1,"B_0"
"2",-0.023,-0.071,-0.024,0.026,984.83,1,"B_x"
"3",0.314,0.244,0.314,0.388,31.234,1.043,"psi"
"4",0.188,0.163,0.188,0.215,1060.926,1.007,"Sigma2_intercept"
"5",0.084,0.065,0.084,0.104,932.44,1.001,"Sigma2_psi"
"6",0.953,0.888,0.951,1.025,1084.291,1.003,"Sigma2_x"
"7",0.016,0.004,0.015,0.031,469.636,1.002,"Sigma2_epsilon"
"8",0.108,0.088,0.107,0.129,1206.906,1,"Sigma2_phi"
"9",-0.077,-0.094,-0.077,-0.061,1155.874,1.001,"cov_int_psi"
"10",0.08,0.064,0.08,0.096,1071.023,1,"cov_int_phi"
"11",-0.062,-0.076,-0.062,-0.048,469.453,1.001,"cov_psi_phi"
"12",-0.077,-0.094,-0.077,-0.061,1155.874,1.001,"cov_1"
"13",0,-0.022,0,0.021,61.524,1.03,"cov_2"
"14",-0.014,-0.029,-0.014,0,123.476,1.005,"cov_3"
"15",0.253,0.222,0.253,0.286,867.915,1.001,"cov_4"
"16",-0.151,-0.179,-0.151,-0.124,466.723,1.005,"cov_5"
"17",-0.002,-0.067,-0.003,0.058,26.256,1.054,"cov_6"
"18",0.608,0.579,0.607,0.637,789.467,1,"Sigma2_e"
"19",0.101,0.097,0.101,0.105,4360.825,1,"Sigma2_ex"
"20",-677.777,-843.179,-676.6,-516.168,570.776,1,"lp_"
"21",1.003,0.965,1.003,1.041,2868.795,1,"B_0"
"22",0.019,-0.03,0.018,0.067,2450.859,1,"B_x"
"23",0.293,0.158,0.295,0.402,21.161,1.054,"psi"
"24",0.207,0.179,0.206,0.236,1599.44,1.001,"Sigma2_intercept"
"25",0.105,0.086,0.105,0.127,1554.595,1,"Sigma2_psi"
"26",0.959,0.894,0.958,1.031,2034.569,1,"Sigma2_x"
"27",0.024,0.009,0.023,0.048,283.464,1.006,"Sigma2_epsilon"
"28",0.099,0.079,0.099,0.121,1575.99,1,"Sigma2_phi"
"29",-0.086,-0.104,-0.086,-0.069,1887.184,1,"cov_int_psi"
"30",0.073,0.056,0.073,0.091,1810.768,1.004,"cov_int_phi"
"31",-0.075,-0.091,-0.075,-0.061,997.922,1,"cov_psi_phi"
"32",-0.086,-0.104,-0.086,-0.069,1887.184,1,"cov_1"
"33",-0.006,-0.037,-0.006,0.03,29.514,1.038,"cov_2"
"34",-0.015,-0.044,-0.014,0.009,35.023,1.044,"cov_3"
"35",0.268,0.235,0.268,0.304,2007.285,1,"cov_4"
"36",-0.206,-0.236,-0.206,-0.177,1710.426,1,"cov_5"
"37",-0.008,-0.11,-0.01,0.119,20.118,1.058,"cov_6"
"38",0.588,0.56,0.588,0.618,1402.728,1,"Sigma2_e"
"39",0.101,0.097,0.101,0.105,3406.788,1,"Sigma2_ex"
"40",-578.871,-750.32,-577.755,-417.448,685.88,1,"lp_"
"41",0.98,0.94,0.98,1.018,1551.008,1,"B_0"
"42",-0.013,-0.064,-0.014,0.035,1182.499,1,"B_x"
"43",0.311,0.19,0.314,0.411,6.668,1.169,"psi"
"44",0.201,0.175,0.201,0.229,1616.633,1.001,"Sigma2_intercept"
"45",0.114,0.093,0.114,0.135,1453.888,1.001,"Sigma2_psi"
"46",0.999,0.932,0.999,1.069,1670.167,1,"Sigma2_x"
"47",0.014,0.003,0.013,0.036,70.967,1.009,"Sigma2_epsilon"
"48",0.116,0.096,0.116,0.14,1349.249,1,"Sigma2_phi"
"49",-0.088,-0.106,-0.088,-0.07,1321.277,1,"cov_int_psi"
"50",0.089,0.072,0.088,0.107,808.603,1.008,"cov_int_phi"
"51",-0.077,-0.092,-0.077,-0.062,519.094,1.009,"cov_psi_phi"
"52",-0.088,-0.106,-0.088,-0.07,1321.277,1,"cov_1"
"53",0.008,-0.02,0.006,0.041,9.182,1.117,"cov_2"
"54",-0.019,-0.045,-0.018,0,11.806,1.097,"cov_3"
"55",0.261,0.229,0.26,0.296,1149.168,1,"cov_4"
"56",-0.187,-0.216,-0.186,-0.158,1119.265,1,"cov_5"
"57",0.013,-0.085,0.011,0.132,6.186,1.183,"cov_6"
