"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.023,0.917,1.024,1.126,1803.534,1.001,"B_0"
"2",0.095,-0.04,0.094,0.234,1423.087,1.002,"B_x"
"3",0.291,0.139,0.294,0.429,257.221,1,"psi"
"4",0.167,0.107,0.165,0.238,1640.229,1,"Sigma2_intercept"
"5",0.136,0.074,0.132,0.215,1531.778,1,"Sigma2_psi"
"6",0.917,0.747,0.912,1.119,1539.429,1,"Sigma2_x"
"7",0.024,0,0.02,0.073,621.525,1,"Sigma2_epsilon"
"8",0.102,0.053,0.099,0.166,1711.201,1,"Sigma2_phi"
"9",-0.025,-0.071,-0.025,0.018,1037.323,1,"cov_int_psi"
"10",0.062,0.028,0.061,0.102,1776.077,1,"cov_int_phi"
"11",-0.047,-0.088,-0.046,-0.016,961.146,1,"cov_psi_phi"
"12",-0.025,-0.071,-0.025,0.018,1037.323,1,"cov_1"
"13",-0.003,-0.038,-0.002,0.031,617.018,1,"cov_2"
"14",-0.016,-0.051,-0.014,0.008,853.507,1,"cov_3"
"15",0.224,0.15,0.223,0.308,1691.024,1,"cov_4"
"16",-0.107,-0.189,-0.105,-0.035,1683.469,1.002,"cov_5"
"17",0.002,-0.1,0.001,0.114,174.508,1,"cov_6"
"18",0.539,0.467,0.538,0.619,1681.987,1,"Sigma2_e"
"19",0.091,0.081,0.091,0.102,3582.125,1,"Sigma2_ex"
"20",-1.024,-65.004,-0.938,58.636,643.075,1.001,"lp_"
"21",1.081,0.962,1.081,1.195,1873.37,1.001,"B_0"
"22",0.093,-0.059,0.092,0.243,1618.041,1.002,"B_x"
"23",0.336,0.214,0.334,0.459,315.107,1,"psi"
"24",0.188,0.12,0.187,0.266,1602.006,1,"Sigma2_intercept"
"25",0.093,0.051,0.091,0.147,1579.052,1,"Sigma2_psi"
"26",1.109,0.914,1.102,1.344,1655.858,1.001,"Sigma2_x"
"27",0.02,0,0.016,0.064,696.664,1,"Sigma2_epsilon"
"28",0.142,0.084,0.139,0.215,1605.793,1,"Sigma2_phi"
"29",-0.074,-0.118,-0.073,-0.037,1377.054,1,"cov_int_psi"
"30",0.084,0.042,0.082,0.132,1045.533,1,"cov_int_phi"
"31",-0.069,-0.106,-0.068,-0.038,1213.006,1,"cov_psi_phi"
"32",-0.074,-0.118,-0.073,-0.037,1377.054,1,"cov_1"
"33",-0.011,-0.054,-0.008,0.019,742.713,1,"cov_2"
"34",-0.004,-0.032,-0.002,0.021,948.04,1,"cov_3"
"35",0.284,0.194,0.282,0.383,1184.669,1,"cov_4"
"36",-0.193,-0.275,-0.192,-0.121,1317.022,1,"cov_5"
"37",-0.003,-0.119,-0.001,0.107,212.747,1,"cov_6"
"38",0.579,0.503,0.578,0.66,1229.832,1,"Sigma2_e"
"39",0.095,0.084,0.095,0.106,4542.784,1.001,"Sigma2_ex"
"40",-49.347,-108.221,-49.545,8.908,638.405,1.001,"lp_"
"41",0.981,0.864,0.981,1.098,3164.294,1,"B_0"
"42",-0.029,-0.165,-0.028,0.103,2535.127,1,"B_x"
"43",0.333,0.178,0.334,0.489,255.428,1.008,"psi"
"44",0.213,0.14,0.21,0.303,1965.984,1,"Sigma2_intercept"
"45",0.142,0.079,0.139,0.218,1422.553,1.001,"Sigma2_psi"
"46",0.943,0.778,0.935,1.143,1875.48,1.002,"Sigma2_x"
"47",0.029,0,0.024,0.087,723.684,1,"Sigma2_epsilon"
"48",0.131,0.07,0.127,0.209,1749.813,1,"Sigma2_phi"
"49",-0.072,-0.125,-0.071,-0.023,2014.496,1,"cov_int_psi"
"50",0.085,0.042,0.083,0.134,1966.194,1.003,"cov_int_phi"
"51",-0.074,-0.121,-0.072,-0.037,1127.594,1,"cov_psi_phi"
"52",-0.072,-0.125,-0.071,-0.023,2014.496,1,"cov_1"
"53",-0.002,-0.045,-0.002,0.041,589.196,1.002,"cov_2"
"54",-0.012,-0.052,-0.009,0.018,831.071,1.001,"cov_3"
"55",0.261,0.176,0.26,0.36,2105.309,1,"cov_4"
"56",-0.186,-0.27,-0.184,-0.107,1659.706,1,"cov_5"
