"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.98,0.758,0.981,1.186,41.899,1.045,"B_0"
"2",0.197,0.116,0.188,0.319,89.057,1,"Sigma2_intercept"
"3",0.188,0.115,0.181,0.3,125.018,1.019,"Sigma2_phi"
"4",0.1,0.043,0.096,0.176,79.199,1.006,"cov_int_phi"
"5",0.1,0.043,0.096,0.176,79.199,1.006,"cov_2"
"6",0.707,0.64,0.706,0.783,287.446,1.004,"Sigma2_e"
"7",395.223,373.22,395.165,415.976,96.362,1.002,"lp_"
"8",1.031,0.827,1.031,1.229,66.504,1.019,"B_0"
"9",0.258,0.154,0.251,0.402,142.052,1.001,"Sigma2_intercept"
"10",0.087,0.046,0.083,0.148,231.442,1,"Sigma2_phi"
"11",0.052,0.001,0.05,0.115,112.359,1.004,"cov_int_phi"
"12",0.052,0.001,0.05,0.115,112.359,1.004,"cov_2"
"13",0.667,0.601,0.666,0.741,629.966,1.004,"Sigma2_e"
"14",418.771,398.786,418.905,437.878,207.892,1,"lp_"
"15",1.061,0.94,1.059,1.197,43.223,1.036,"B_0"
"16",0.125,0.074,0.119,0.211,93.407,1.015,"Sigma2_intercept"
"17",0.104,0.057,0.098,0.185,84.077,1,"Sigma2_phi"
"18",0.063,0.02,0.06,0.125,44.414,1.007,"cov_int_phi"
"19",0.063,0.02,0.06,0.125,44.414,1.007,"cov_2"
"20",0.647,0.586,0.645,0.723,346.366,1,"Sigma2_e"
"21",431.803,412.518,431.73,451.756,72.74,1,"lp_"
"22",0.886,0.698,0.895,1.046,9.537,1.22,"B_0"
"23",0.155,0.088,0.151,0.24,78.113,1.019,"Sigma2_intercept"
"24",0.08,0.039,0.075,0.15,56.04,1.007,"Sigma2_phi"
"25",0.033,-0.008,0.032,0.078,49.623,1,"cov_int_phi"
"26",0.033,-0.008,0.032,0.078,49.623,1,"cov_2"
"27",0.709,0.635,0.707,0.797,188.676,1,"Sigma2_e"
"28",395.184,377.085,395.465,411.759,62.305,1,"lp_"
"29",1.07,0.975,1.066,1.177,7.84,1.272,"B_0"
"30",0.156,0.097,0.153,0.237,6.88,1.322,"Sigma2_intercept"
"31",0.096,0.05,0.094,0.157,9.334,1.118,"Sigma2_phi"
"32",0.042,0.013,0.041,0.078,5.159,1.802,"cov_int_phi"
"33",0.042,0.013,0.041,0.078,5.159,1.802,"cov_2"
"34",0.724,0.655,0.723,0.804,104.831,1.037,"Sigma2_e"
"35",381.678,363.371,378.553,404.093,3.022,1.869,"lp_"
"36",1.021,0.827,1.03,1.168,69.409,1.057,"B_0"
"37",0.136,0.077,0.128,0.249,64.247,1.008,"Sigma2_intercept"
"38",0.072,0.031,0.068,0.135,149.332,1,"Sigma2_phi"
"39",0.052,0.019,0.049,0.108,83.395,1.011,"cov_int_phi"
"40",0.052,0.019,0.049,0.108,83.395,1.011,"cov_2"
"41",0.695,0.624,0.694,0.767,464.803,1,"Sigma2_e"
"42",402.953,383.497,403.272,421.699,122.163,1,"lp_"
"43",0.935,0.751,0.932,1.123,61.3,1.018,"B_0"
"44",0.281,0.162,0.275,0.432,85.358,1,"Sigma2_intercept"
"45",0.075,0.036,0.072,0.136,172.356,1.005,"Sigma2_phi"
"46",0.045,-0.003,0.043,0.102,134.374,1.024,"cov_int_phi"
"47",0.045,-0.003,0.043,0.102,134.374,1.024,"cov_2"
"48",0.657,0.592,0.657,0.731,393.915,1.002,"Sigma2_e"
"49",424.54,401.235,425.495,443.285,119.312,1,"lp_"
"50",1.045,0.865,1.05,1.202,34.561,1.003,"B_0"
"51",0.196,0.12,0.192,0.308,107.321,1.016,"Sigma2_intercept"
"52",0.1,0.055,0.095,0.18,87.048,1.004,"Sigma2_phi"
"53",0.055,0.004,0.051,0.12,43.443,1.076,"cov_int_phi"
"54",0.055,0.004,0.051,0.12,43.443,1.076,"cov_2"
"55",0.679,0.611,0.678,0.755,204.664,1.001,"Sigma2_e"
"56",416.041,394.274,416.416,433.922,65.969,1.001,"lp_"
"57",1.107,0.875,1.108,1.338,55.869,1.047,"B_0"
"58",0.277,0.158,0.268,0.448,125.149,1.001,"Sigma2_intercept"
"59",0.114,0.054,0.108,0.204,218.887,1,"Sigma2_phi"
"60",0.105,0.045,0.099,0.193,97.354,1.015,"cov_int_phi"
"61",0.105,0.045,0.099,0.193,97.354,1.015,"cov_2"
"62",1.015,0.907,1.017,1.13,550.267,1.001,"Sigma2_e"
"63",251.522,228.441,251.877,271.746,117.385,1,"lp_"
"64",0.939,0.742,0.942,1.121,59.542,1.001,"B_0"
"65",0.245,0.151,0.239,0.378,230.349,1.005,"Sigma2_intercept"
"66",0.063,0.028,0.06,0.115,316.465,1.001,"Sigma2_phi"
"67",0.079,0.03,0.076,0.141,161.435,1,"cov_int_phi"
"68",0.079,0.03,0.076,0.141,161.435,1,"cov_2"
"69",0.686,0.619,0.684,0.761,577.432,1.001,"Sigma2_e"
"70",409.186,389.305,409.399,428.766,305.08,1.001,"lp_"
