"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.998,0.911,0.998,1.082,4209.441,1,"B_0"
"2",0.285,0.203,0.285,0.365,3246.432,1,"psi"
"3",0.172,0.109,0.17,0.247,1281.129,1.001,"Sigma2_intercept"
"4",0.023,0,0.021,0.064,805.946,1,"Sigma2_epsilon"
"5",0.105,0.056,0.102,0.168,1865.16,1,"Sigma2_phi"
"6",0.0527728983372893,-0.00250956300360243,0.0524593510676471,0.111526932539289,55500.8218395992,1.45516766329391,"cov_int_phi"
"7",-0.001,-0.033,-0.001,0.029,2637.177,1,"cov_2"
"8",0.55,0.475,0.549,0.634,1218.519,1.001,"Sigma2_e"
"9",-464.687,-520.455,-464.379,-408.845,619.495,1.001,"lp_"
"10",1.048,0.962,1.049,1.134,1585.279,1,"B_0"
"11",0.303,0.224,0.303,0.38,1705.985,1,"psi"
"12",0.213,0.143,0.211,0.296,1149.668,1,"Sigma2_intercept"
"13",0.031,0.001,0.029,0.079,530.244,1,"Sigma2_epsilon"
"14",0.144,0.08,0.141,0.225,1021.428,1,"Sigma2_phi"
"15",0.0657522670577449,-0.00469115612312088,0.0663769601888552,0.138907127540702,34385.988226655,1.57030950142765,"cov_int_phi"
"16",-0.014,-0.053,-0.013,0.021,1396.769,1,"cov_2"
"17",0.589,0.51,0.588,0.672,1113.745,1,"Sigma2_e"
"18",-493.245,-543.247,-494.206,-439.091,561.436,1,"lp_"
"19",0.978,0.887,0.978,1.07,3305.329,1,"B_0"
"20",0.301,0.214,0.301,0.388,3951.136,1.001,"psi"
"21",0.204,0.132,0.202,0.289,1717.059,1,"Sigma2_intercept"
"22",0.042,0.002,0.039,0.099,807.268,1.003,"Sigma2_epsilon"
"23",0.134,0.076,0.132,0.211,1584.691,1,"Sigma2_phi"
"24",0.0841093079306271,0.0202359328765442,0.0827893585352494,0.158894630950161,80753.4505860024,1.47939729288096,"cov_int_phi"
"25",0.019,-0.017,0.018,0.059,2342.614,1,"cov_2"
"26",0.608,0.524,0.607,0.701,1344.191,1,"Sigma2_e"
"27",-505.25,-559.999,-505.058,-451.265,654.789,1.001,"lp_"
"28",1.001,0.906,1,1.097,3917.096,1,"B_0"
"29",0.264,0.174,0.264,0.356,4101.337,1,"psi"
"30",0.207,0.13,0.205,0.294,1523.01,1.002,"Sigma2_intercept"
"31",0.041,0.001,0.038,0.097,698.562,1,"Sigma2_epsilon"
"32",0.109,0.054,0.107,0.182,1403.388,1,"Sigma2_phi"
"33",0.0686868284694635,0.00313064909407823,0.0684074717261384,0.145706722248249,79712.7072666557,1.48075235900722,"cov_int_phi"
"34",0.011,-0.027,0.011,0.053,2841.377,1,"cov_2"
"35",0.655,0.569,0.653,0.753,1306.47,1,"Sigma2_e"
"36",-533.533,-588.001,-533.503,-481.246,657.299,1,"lp_"
"37",1.028,0.943,1.028,1.116,4387.153,1,"B_0"
"38",0.292,0.22,0.292,0.361,5067.578,1.001,"psi"
"39",0.19,0.121,0.187,0.27,1717.436,1,"Sigma2_intercept"
"40",0.007,0,0.004,0.034,1383.036,1.001,"Sigma2_epsilon"
"41",0.107,0.062,0.105,0.161,3813.03,1.001,"Sigma2_phi"
"42",0.0693481005900439,0.0218918528587425,0.066822215674878,0.126781777223708,113335.811762507,1.52179861253324,"cov_int_phi"
"43",0.003,-0.018,0.001,0.029,3862.17,1,"cov_2"
"44",0.65,0.571,0.648,0.739,2342.161,1,"Sigma2_e"
"45",-534.957,-581.501,-535.105,-487.542,848.409,1,"lp_"
"46",0.979,0.897,0.979,1.06,1791.501,1,"B_0"
"47",0.274,0.193,0.274,0.354,2128.086,1,"psi"
"48",0.182,0.116,0.18,0.258,1083.828,1.002,"Sigma2_intercept"
"49",0.053,0.007,0.052,0.106,699.79,1,"Sigma2_epsilon"
"50",0.121,0.062,0.119,0.19,1043.985,1,"Sigma2_phi"
"51",0.0292059203207931,-0.0281411815062602,0.0289623596776356,0.0879997466675138,28187.5824393693,1.37855417518425,"cov_int_phi"
"52",-0.015,-0.053,-0.015,0.02,1692.606,1,"cov_2"
"53",0.591,0.51,0.588,0.679,828.217,1,"Sigma2_e"
"54",-493.756,-549.431,-493.011,-439.715,460.058,1.001,"lp_"
"55",0.942,0.842,0.943,1.036,2200.654,1,"B_0"
"56",0.184,0.1,0.185,0.267,1966.32,1,"psi"
"57",0.22,0.144,0.218,0.304,1213.826,1,"Sigma2_intercept"
"58",0.057,0.002,0.056,0.118,379.223,1.001,"Sigma2_epsilon"
"59",0.109,0.048,0.107,0.183,613.037,1.001,"Sigma2_phi"
"60",0.0762196094674756,0.00908133943212813,0.0752625065707837,0.158662791139173,41200.3380365567,1.58189438660678,"cov_int_phi"
"61",0.026,-0.013,0.025,0.073,1336.732,1,"cov_2"
"62",0.562,0.483,0.56,0.651,718.538,1,"Sigma2_e"
"63",-472.553,-532.129,-472.26,-414.418,411.374,1,"lp_"
"64",1.004,0.919,1.004,1.092,3660.425,1,"B_0"
"65",0.239,0.165,0.239,0.314,4078.243,1,"psi"
"66",0.199,0.13,0.196,0.279,1581.694,1,"Sigma2_intercept"
"67",0.009,0,0.005,0.038,1356.452,1.002,"Sigma2_epsilon"
"68",0.085,0.042,0.083,0.14,3725.784,1,"Sigma2_phi"
"69",0.0566567203062844,0.0127082573976224,0.0532810020184731,0.115247661807661,78271.928861906,1.46575078228849,"cov_int_phi"
"70",0.007,-0.015,0.004,0.038,2730.025,1,"cov_2"
"71",0.608,0.535,0.606,0.691,2013.209,1.001,"Sigma2_e"
