"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.034,0.826,1.037,1.216,983.454,1.002,"B_0"
"2",0.102,-0.192,0.101,0.393,994.978,1.003,"B_x"
"3",0.348,0.204,0.347,0.495,825.547,1,"psi"
"4",0.173,0.1,0.168,0.282,1734.971,1.001,"Sigma2_intercept"
"5",0.09,0.051,0.087,0.145,2622.7,1.001,"Sigma2_psi"
"6",1.156,0.798,1.126,1.654,1669.517,1,"Sigma2_x"
"7",0.026,0.004,0.023,0.062,1903.842,1,"Sigma2_epsilon"
"8",0.163,0.08,0.156,0.281,1825.855,1,"Sigma2_phi"
"9",-0.066,-0.121,-0.064,-0.026,1625.065,1.002,"cov_int_psi"
"10",0.077,0.021,0.073,0.156,1432.237,1.001,"cov_int_phi"
"11",-0.081,-0.137,-0.078,-0.043,1835.639,1.001,"cov_psi_phi"
"12",-0.066,-0.121,-0.064,-0.026,1625.065,1.002,"cov_1"
"13",-0.014,-0.053,-0.013,0.021,1160.676,1,"cov_2"
"14",-0.01,-0.041,-0.009,0.015,1345.452,1,"cov_3"
"15",0.259,0.13,0.252,0.427,1642.795,1,"cov_4"
"16",-0.203,-0.332,-0.197,-0.111,1974.329,1.001,"cov_5"
"17",-0.004,-0.126,-0.004,0.117,475.955,1,"cov_6"
"18",0.585,0.525,0.583,0.649,6104.519,1,"Sigma2_e"
"19",0.098,0.089,0.098,0.108,6570.966,1,"Sigma2_ex"
"20",232.931,204.709,233.519,259.431,938.635,1,"lp_"
"21",1.033,0.842,1.034,1.215,1175.933,1,"B_0"
"22",0.052,-0.222,0.051,0.326,1087.205,1,"B_x"
"23",0.272,0.151,0.271,0.393,959.565,1.002,"psi"
"24",0.236,0.142,0.229,0.372,1468.024,1,"Sigma2_intercept"
"25",0.088,0.046,0.085,0.153,2186.688,1,"Sigma2_psi"
"26",0.986,0.668,0.962,1.446,1712.598,1,"Sigma2_x"
"27",0.009,0,0.006,0.035,1330.824,1,"Sigma2_epsilon"
"28",0.083,0.032,0.077,0.164,1845.593,1,"Sigma2_phi"
"29",-0.062,-0.123,-0.06,-0.016,1830.011,1,"cov_int_psi"
"30",0.049,0.006,0.046,0.105,1686.025,1,"cov_int_phi"
"31",-0.037,-0.075,-0.036,-0.01,1699.154,1,"cov_psi_phi"
"32",-0.062,-0.123,-0.06,-0.016,1830.011,1,"cov_1"
"33",-0.002,-0.029,-0.001,0.021,3187.228,1,"cov_2"
"34",0.001,-0.015,0,0.019,2646.444,1.002,"cov_3"
"35",0.186,0.059,0.18,0.345,1866.945,1,"cov_4"
"36",-0.143,-0.255,-0.139,-0.058,1717.328,1,"cov_5"
"37",-0.001,-0.068,-0.001,0.066,461.136,1.01,"cov_6"
"38",0.586,0.525,0.585,0.652,5140.574,1,"Sigma2_e"
"39",0.1,0.09,0.1,0.11,8181.789,1,"Sigma2_ex"
"40",227.225,197.527,227.413,254.631,869.402,1.001,"lp_"
"41",1.085,0.92,1.086,1.237,997.441,1.001,"B_0"
"42",0.136,-0.143,0.136,0.427,911.806,1.001,"B_x"
"43",0.281,0.174,0.28,0.392,1217.734,1.001,"psi"
"44",0.118,0.062,0.114,0.197,1400.737,1,"Sigma2_intercept"
"45",0.066,0.032,0.063,0.118,2063.891,1.001,"Sigma2_psi"
"46",1.056,0.728,1.026,1.573,1310.404,1,"Sigma2_x"
"47",0.007,0,0.004,0.03,1535.056,1,"Sigma2_epsilon"
"48",0.091,0.039,0.087,0.169,1996.604,1,"Sigma2_phi"
"49",-0.037,-0.075,-0.036,-0.006,1327.493,1.003,"cov_int_psi"
"50",0.047,0.014,0.045,0.093,1134.513,1,"cov_int_phi"
"51",-0.035,-0.067,-0.034,-0.011,1435.067,1,"cov_psi_phi"
"52",-0.037,-0.075,-0.036,-0.006,1327.493,1.003,"cov_1"
"53",-0.002,-0.021,-0.001,0.014,2821.967,1.001,"cov_2"
"54",0,-0.013,0,0.013,3122.917,1.002,"cov_3"
"55",0.172,0.074,0.166,0.308,999.331,1.001,"cov_4"
"56",-0.126,-0.226,-0.121,-0.048,1139.755,1,"cov_5"
