"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.044,0.865,1.045,1.223,2820.435,1,"B_0"
"2",0.064,-0.1,0.064,0.231,1472.73,1,"B_x"
"3",0.48,0.195,0.485,0.731,203.35,1,"psi"
"4",0.207,0.097,0.2,0.363,1398.635,1.001,"Sigma2_intercept"
"5",0.553,0.398,0.544,0.759,1776.518,1,"Sigma2_x"
"6",0.043,0,0.03,0.154,494.842,1,"Sigma2_epsilon"
"7",0.175,0.083,0.168,0.309,1528.571,1.002,"Sigma2_phi"
"8",0.049,-0.016,0.046,0.122,1128.684,1.002,"cov_int_phi"
"9",0.007,-0.043,0.003,0.063,1279.49,1,"cov_2"
"10",0.087,-0.012,0.085,0.196,793.587,1.002,"cov_4"
"11",0.008,-0.111,0.002,0.139,130.62,1.002,"cov_6"
"12",0.658,0.529,0.653,0.808,1799.501,1,"Sigma2_e"
"13",0.047,0.039,0.047,0.057,4648.349,1,"Sigma2_ex"
"14",105.365,73.191,105.404,137.671,603.404,1,"lp_"
"15",1.001,0.805,1.001,1.193,1711.217,1.003,"B_0"
"16",-0.082,-0.26,-0.081,0.088,1129.111,1.001,"B_x"
"17",0.483,0.244,0.49,0.697,133.419,1.002,"psi"
"18",0.319,0.171,0.31,0.518,1513.07,1,"Sigma2_intercept"
"19",0.641,0.461,0.63,0.886,1145.873,1,"Sigma2_x"
"20",0.026,0,0.014,0.112,639.551,1,"Sigma2_epsilon"
"21",0.182,0.086,0.175,0.313,2343.802,1,"Sigma2_phi"
"22",0.057,-0.022,0.055,0.141,981.519,1,"cov_int_phi"
"23",-0.003,-0.059,-0.002,0.052,3132.53,1,"cov_2"
"24",0.124,0.003,0.121,0.264,800.052,1,"cov_4"
"25",0.009,-0.094,0.002,0.135,89.003,1.004,"cov_6"
"26",0.772,0.63,0.768,0.939,2265.456,1,"Sigma2_e"
"27",0.046,0.038,0.046,0.056,3412.471,1,"Sigma2_ex"
"28",84.955,53.074,85.516,113.897,876.267,1,"lp_"
"29",0.939,0.742,0.94,1.137,1711.178,1,"B_0"
"30",-0.025,-0.199,-0.025,0.161,1062.188,1.006,"B_x"
"31",0.436,0.054,0.44,0.823,123.098,1,"psi"
"32",0.225,0.089,0.218,0.401,1363.884,1,"Sigma2_intercept"
"33",0.559,0.402,0.548,0.786,1194.258,1,"Sigma2_x"
"34",0.09,0,0.074,0.278,546.791,1.001,"Sigma2_epsilon"
"35",0.182,0.07,0.173,0.349,768.93,1.003,"Sigma2_phi"
"36",0.055,-0.015,0.052,0.146,997.828,1.001,"cov_int_phi"
"37",0.017,-0.049,0.014,0.093,927.478,1,"cov_2"
"38",0.086,-0.018,0.084,0.205,543.529,1,"cov_4"
"39",-0.003,-0.2,-0.002,0.192,91.126,1,"cov_6"
"40",0.79,0.636,0.785,0.976,918.468,1,"Sigma2_e"
"41",0.047,0.039,0.047,0.057,3346.252,1,"Sigma2_ex"
"42",78.412,43.82,78.659,111.493,652.517,1,"lp_"
"43",0.876,0.687,0.878,1.055,1845.348,1,"B_0"
"44",-0.159,-0.326,-0.157,0.005,1532.246,1,"B_x"
"45",0.487,0.217,0.492,0.732,95.992,1.006,"psi"
"46",0.225,0.106,0.218,0.383,1590.542,1,"Sigma2_intercept"
"47",0.539,0.385,0.529,0.75,1579.044,1,"Sigma2_x"
"48",0.026,0,0.016,0.104,655.361,1,"Sigma2_epsilon"
"49",0.159,0.076,0.153,0.284,2266.903,1,"Sigma2_phi"
"50",0.051,-0.011,0.047,0.135,914.231,1,"cov_int_phi"
"51",0.02,-0.013,0.014,0.086,1177.078,1,"cov_2"
"52",0.062,-0.034,0.06,0.17,867.461,1.001,"cov_4"
"53",0.008,-0.1,0.003,0.131,79.772,1.01,"cov_6"
"54",0.675,0.557,0.672,0.824,2307.918,1,"Sigma2_e"
"55",0.055,0.045,0.055,0.067,5155.131,1,"Sigma2_ex"
"56",77.251,45.887,77.517,105.726,713.212,1,"lp_"
"57",0.95,0.773,0.95,1.127,2478.178,1,"B_0"
"58",0.041,-0.114,0.041,0.202,1972.225,1,"B_x"
"59",0.448,0.177,0.451,0.709,350.094,1.002,"psi"
"60",0.191,0.08,0.184,0.335,1518.815,1,"Sigma2_intercept"
"61",0.483,0.35,0.475,0.672,1409.433,1.001,"Sigma2_x"
"62",0.027,0,0.016,0.113,1412.993,1,"Sigma2_epsilon"
"63",0.12,0.051,0.114,0.224,2320.431,1,"Sigma2_phi"
"64",0.056,0,0.054,0.118,1583.356,1,"cov_int_phi"
"65",-0.005,-0.056,-0.002,0.04,2384.131,1.001,"cov_2"
"66",0.135,0.049,0.132,0.241,1329.201,1,"cov_4"
"67",-0.002,-0.106,-0.001,0.1,218.802,1.004,"cov_6"
"68",0.694,0.573,0.69,0.844,2508.901,1,"Sigma2_e"
"69",0.054,0.045,0.054,0.065,3005.851,1,"Sigma2_ex"
"70",74.726,42.206,75.218,104.202,830.516,1,"lp_"
"71",0.891,0.719,0.89,1.064,2621.336,1,"B_0"
"72",-0.154,-0.312,-0.156,0.014,1755.216,1,"B_x"
"73",0.431,0.099,0.439,0.728,199.828,1,"psi"
"74",0.191,0.079,0.187,0.334,1725.223,1.001,"Sigma2_intercept"
"75",0.487,0.348,0.478,0.678,1733.605,1,"Sigma2_x"
"76",0.039,0,0.024,0.152,1047.321,1,"Sigma2_epsilon"
"77",0.136,0.056,0.129,0.259,1939.043,1,"Sigma2_phi"
"78",0.046,-0.011,0.043,0.112,1575.539,1,"cov_int_phi"
"79",0.005,-0.04,0.002,0.058,1458.752,1.001,"cov_2"
"80",0.094,0.008,0.09,0.194,1167.65,1.002,"cov_4"
"81",0.013,-0.111,0.006,0.15,139.186,1,"cov_6"
"82",0.688,0.561,0.685,0.837,2299.284,1,"Sigma2_e"
"83",0.053,0.045,0.053,0.064,4396.32,1,"Sigma2_ex"
"84",78.828,46.259,78.891,109.373,890.439,1.001,"lp_"
"85",0.994,0.792,0.994,1.194,2434.761,1.001,"B_0"
"86",-0.037,-0.193,-0.037,0.117,1584.107,1.001,"B_x"
"87",0.503,-0.013,0.521,0.933,177.827,1,"psi"
"88",0.27,0.135,0.263,0.446,1261.893,1.002,"Sigma2_intercept"
"89",0.453,0.326,0.443,0.639,1127.743,1.002,"Sigma2_x"
"90",0.124,0.006,0.113,0.317,548.56,1,"Sigma2_epsilon"
"91",0.245,0.111,0.238,0.428,1019.532,1.005,"Sigma2_phi"
"92",0.062,-0.025,0.058,0.163,1154.426,1.004,"cov_int_phi"
"93",0.023,-0.052,0.02,0.111,1064.519,1.001,"cov_2"
"94",0.077,-0.018,0.073,0.186,861.466,1.002,"cov_4"
"95",0.022,-0.163,0.013,0.227,152.601,1,"cov_6"
"96",0.683,0.538,0.676,0.857,988.202,1.002,"Sigma2_e"
"97",0.041,0.034,0.041,0.049,3928.932,1,"Sigma2_ex"
"98",122.043,83.768,122.948,156.574,572.307,1.006,"lp_"
"99",0.922,0.716,0.924,1.124,2112.85,1,"B_0"
"100",-0.096,-0.291,-0.097,0.092,1943.698,1,"B_x"
"101",0.405,0.183,0.407,0.61,179.593,1.004,"psi"
"102",0.393,0.23,0.386,0.605,1584.023,1,"Sigma2_intercept"
"103",0.674,0.483,0.662,0.929,1533,1,"Sigma2_x"
"104",0.021,0,0.011,0.097,1217.407,1.005,"Sigma2_epsilon"
"105",0.136,0.062,0.13,0.241,2386.625,1,"Sigma2_phi"
"106",0.06,-0.017,0.059,0.141,1804.795,1,"cov_int_phi"
"107",-0.008,-0.071,-0.004,0.042,1984.305,1,"cov_2"
"108",0.167,0.04,0.164,0.312,1612.799,1,"cov_4"
"109",0.007,-0.101,0.003,0.126,109.507,1.006,"cov_6"
"110",0.647,0.533,0.643,0.779,2658.947,1,"Sigma2_e"
"111",0.052,0.043,0.052,0.063,3529.408,1,"Sigma2_ex"
"112",92.346,61.77,92.652,121.355,882.711,1,"lp_"
"113",1.055,0.869,1.055,1.238,1519.173,1,"B_0"
"114",0.009,-0.142,0.011,0.161,1015.388,1.002,"B_x"
"115",0.309,-0.123,0.307,0.743,151.069,1,"psi"
"116",0.258,0.127,0.251,0.435,1410.276,1,"Sigma2_intercept"
"117",0.41,0.292,0.403,0.575,1054.629,1.001,"Sigma2_x"
"118",0.081,0,0.069,0.235,792.421,1,"Sigma2_epsilon"
"119",0.107,0.025,0.099,0.233,816.895,1.004,"Sigma2_phi"
"120",0.06,-0.003,0.056,0.141,788.12,1,"cov_int_phi"
"121",0.02,-0.052,0.015,0.106,594.563,1,"cov_2"
"122",0.127,0.04,0.122,0.235,584.153,1,"cov_4"
"123",-0.004,-0.177,0,0.149,123.92,1.001,"cov_6"
"124",0.659,0.531,0.656,0.809,1601.884,1,"Sigma2_e"
"125",0.058,0.048,0.057,0.069,3677.496,1,"Sigma2_ex"
"126",75.04,41.963,74.991,108.407,765.249,1.005,"lp_"
"127",0.953,0.785,0.954,1.112,2874.854,1,"B_0"
"128",0.074,-0.066,0.073,0.219,2146.845,1,"B_x"
"129",0.339,0.001,0.344,0.663,268.452,1,"psi"
"130",0.205,0.083,0.197,0.37,1793.756,1,"Sigma2_intercept"
"131",0.388,0.276,0.381,0.545,1423.194,1.002,"Sigma2_x"
"132",0.043,0,0.029,0.159,1036.766,1,"Sigma2_epsilon"
"133",0.087,0.021,0.08,0.197,1718.851,1,"Sigma2_phi"
"134",0.022,-0.038,0.023,0.081,1346.256,1.001,"cov_int_phi"
"135",-0.012,-0.078,-0.008,0.038,1809.24,1,"cov_2"
"136",0.102,0.016,0.1,0.204,905.88,1,"cov_4"
"137",0.004,-0.099,0.001,0.12,182.224,1,"cov_6"
"138",0.794,0.65,0.789,0.972,2407.001,1,"Sigma2_e"
"139",0.053,0.044,0.052,0.063,5034.738,1,"Sigma2_ex"
"140",59.8,28.01,60.011,89.145,827.074,1.002,"lp_"
"141",1.04,0.832,1.044,1.239,2347.948,1,"B_0"
"142",-0.062,-0.213,-0.061,0.089,1885.95,1,"B_x"
"143",0.417,-0.105,0.425,0.906,115.982,1.014,"psi"
"144",0.301,0.16,0.294,0.481,1791.835,1,"Sigma2_intercept"
"145",0.451,0.319,0.442,0.627,1635.536,1.001,"Sigma2_x"
"146",0.145,0.01,0.132,0.352,715.406,1,"Sigma2_epsilon"
"147",0.23,0.103,0.223,0.403,1589.699,1,"Sigma2_phi"
"148",0.061,-0.024,0.058,0.164,2054.159,1.001,"cov_int_phi"
"149",0.041,-0.037,0.038,0.133,1326.631,1,"cov_2"
"150",0.046,-0.052,0.045,0.158,1075.523,1.001,"cov_4"
"151",0.032,-0.171,0.024,0.256,98.11,1.015,"cov_6"
"152",0.659,0.529,0.652,0.825,1431.429,1,"Sigma2_e"
"153",0.052,0.043,0.052,0.062,4173.979,1,"Sigma2_ex"
"154",91.924,56.738,92.284,124.299,802.954,1,"lp_"
"155",0.921,0.713,0.921,1.125,2305.464,1,"B_0"
"156",-0.027,-0.218,-0.025,0.164,2538.681,1,"B_x"
"157",0.416,0.229,0.417,0.608,480.277,1,"psi"
"158",0.382,0.218,0.373,0.597,1888.009,1,"Sigma2_intercept"
"159",0.67,0.486,0.658,0.923,1524.498,1,"Sigma2_x"
"160",0.017,0,0.008,0.082,1371.812,1.005,"Sigma2_epsilon"
"161",0.135,0.06,0.128,0.246,3025.309,1,"Sigma2_phi"
"162",0.059,-0.01,0.057,0.14,2624.972,1,"cov_int_phi"
"163",0.002,-0.046,0.001,0.057,3133.238,1,"cov_2"
"164",0.139,0.007,0.134,0.289,2140.454,1,"cov_4"
"165",0.002,-0.094,0.001,0.102,240.821,1,"cov_6"
"166",0.691,0.568,0.686,0.837,3551.338,1,"Sigma2_e"
"167",0.046,0.038,0.046,0.055,4623.162,1,"Sigma2_ex"
"168",100.349,69.282,100.766,128.874,920.39,1,"lp_"
"169",1.019,0.836,1.018,1.204,1104.868,1.002,"B_0"
"170",-0.051,-0.228,-0.05,0.124,903.518,1,"B_x"
