"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.05,0.872,1.051,1.222,3490.805,1,"B_0"
"2",0.081,-0.09,0.082,0.244,2770.263,1,"B_x"
"3",0.464,0.19,0.467,0.722,1071.376,1,"psi"
"4",0.186,0.069,0.179,0.325,1136.494,1,"Sigma2_intercept"
"5",0.155,0.024,0.143,0.352,2172.796,1,"Sigma2_psi"
"6",0.54,0.387,0.53,0.746,2111.361,1.002,"Sigma2_x"
"7",0.043,0,0.032,0.145,1024.394,1.001,"Sigma2_epsilon"
"8",0.164,0.067,0.156,0.307,2095.027,1.001,"Sigma2_phi"
"9",-0.034,-0.113,-0.031,0.034,2922.528,1,"cov_int_psi"
"10",0.031,-0.026,0.029,0.099,2279.654,1,"cov_int_phi"
"11",-0.07,-0.156,-0.065,-0.006,1389.457,1,"cov_psi_phi"
"12",-0.034,-0.113,-0.031,0.034,2922.528,1,"cov_1"
"13",0.001,-0.043,0,0.045,3529.518,1,"cov_2"
"14",-0.01,-0.067,-0.005,0.035,1987.138,1,"cov_3"
"15",0.064,-0.025,0.062,0.165,1966.791,1.001,"cov_4"
"16",-0.129,-0.274,-0.124,-0.014,1133.537,1.001,"cov_5"
"17",0.005,-0.102,0.002,0.119,626.063,1,"cov_6"
"18",0.598,0.472,0.596,0.738,1564.949,1,"Sigma2_e"
"19",0.047,0.039,0.047,0.057,5141.578,1,"Sigma2_ex"
"20",79.004,40.404,79.395,116.753,751.683,1,"lp_"
"21",1.01,0.817,1.01,1.207,2761.322,1,"B_0"
"22",-0.065,-0.249,-0.062,0.109,2006.928,1,"B_x"
"23",0.501,0.289,0.502,0.706,651.555,1.002,"psi"
"24",0.308,0.162,0.301,0.503,1935.242,1,"Sigma2_intercept"
"25",0.067,0,0.054,0.211,1389.91,1,"Sigma2_psi"
"26",0.631,0.46,0.619,0.866,1561.932,1.001,"Sigma2_x"
"27",0.026,0,0.015,0.106,1471.611,1.001,"Sigma2_epsilon"
"28",0.185,0.083,0.177,0.335,2789.203,1,"Sigma2_phi"
"29",-0.047,-0.143,-0.042,0.014,1980.88,1,"cov_int_psi"
"30",0.051,-0.022,0.05,0.133,1851.84,1,"cov_int_phi"
"31",-0.02,-0.082,-0.016,0.023,589.587,1,"cov_psi_phi"
"32",-0.047,-0.143,-0.042,0.014,1980.88,1,"cov_1"
"33",-0.005,-0.059,-0.002,0.038,3259.555,1,"cov_2"
"34",-0.003,-0.034,-0.001,0.018,2557.856,1,"cov_3"
"35",0.112,-0.005,0.111,0.237,1509.757,1,"cov_4"
"36",-0.035,-0.139,-0.028,0.046,520.494,1,"cov_5"
"37",0,-0.084,-0.001,0.094,283.875,1.005,"cov_6"
"38",0.734,0.592,0.73,0.897,2385.862,1,"Sigma2_e"
"39",0.046,0.038,0.046,0.055,4126.641,1,"Sigma2_ex"
"40",51.156,16.237,51.308,85.07,665.08,1,"lp_"
"41",0.942,0.752,0.942,1.125,3278.547,1,"B_0"
"42",0.012,-0.166,0.012,0.186,1946.877,1,"B_x"
"43",0.367,-0.023,0.368,0.737,195.806,1,"psi"
"44",0.216,0.092,0.209,0.378,1792.81,1,"Sigma2_intercept"
"45",0.238,0.072,0.229,0.471,1910.099,1,"Sigma2_psi"
"46",0.567,0.401,0.554,0.784,1588.282,1,"Sigma2_x"
"47",0.109,0.01,0.099,0.262,795.257,1,"Sigma2_epsilon"
"48",0.187,0.071,0.18,0.346,1503.159,1,"Sigma2_phi"
"49",-0.102,-0.217,-0.098,-0.011,2250.513,1,"cov_int_psi"
"50",0.054,-0.015,0.052,0.135,1756.736,1.001,"cov_int_phi"
"51",-0.103,-0.214,-0.099,-0.015,893.523,1.002,"cov_psi_phi"
"52",-0.102,-0.217,-0.098,-0.011,2250.513,1,"cov_1"
"53",0.025,-0.035,0.023,0.096,1172.635,1.001,"cov_2"
"54",-0.067,-0.171,-0.062,0.005,807.924,1,"cov_3"
"55",0.079,-0.018,0.076,0.188,1228.446,1.001,"cov_4"
"56",-0.096,-0.232,-0.094,0.029,532.762,1.005,"cov_5"
"57",0.014,-0.161,0.01,0.193,140.919,1,"cov_6"
"58",0.644,0.507,0.637,0.815,1268.515,1,"Sigma2_e"
"59",0.047,0.039,0.047,0.056,3455.371,1,"Sigma2_ex"
"60",68.418,26.783,69.173,107.887,551.066,1,"lp_"
"61",0.871,0.684,0.871,1.047,1955.837,1.002,"B_0"
"62",-0.14,-0.312,-0.139,0.019,1563.287,1.002,"B_x"
"63",0.48,0.223,0.481,0.731,498.471,1,"psi"
"64",0.221,0.11,0.214,0.374,1617.262,1,"Sigma2_intercept"
"65",0.185,0.05,0.176,0.384,1812.71,1,"Sigma2_psi"
"66",0.531,0.382,0.522,0.734,1426.16,1.002,"Sigma2_x"
"67",0.031,0,0.022,0.115,1059.851,1.003,"Sigma2_epsilon"
"68",0.155,0.065,0.147,0.284,2121.71,1,"Sigma2_phi"
"69",-0.05,-0.141,-0.047,0.031,2405.469,1,"cov_int_psi"
"70",0.044,-0.019,0.041,0.125,1223.828,1,"cov_int_phi"
"71",-0.074,-0.162,-0.07,-0.01,896.983,1,"cov_psi_phi"
"72",-0.05,-0.141,-0.047,0.031,2405.469,1,"cov_1"
"73",0.019,-0.017,0.014,0.074,1958.71,1,"cov_2"
"74",-0.013,-0.07,-0.008,0.023,1516.285,1,"cov_3"
"75",0.051,-0.044,0.05,0.159,1231.351,1,"cov_4"
"76",-0.127,-0.262,-0.123,-0.019,917.216,1.002,"cov_5"
"77",0.001,-0.096,0,0.103,289.111,1,"cov_6"
"78",0.579,0.46,0.575,0.717,1722.268,1,"Sigma2_e"
"79",0.055,0.045,0.055,0.067,3829.657,1,"Sigma2_ex"
"80",61.494,23.256,61.695,95.935,691.237,1,"lp_"
"81",0.951,0.782,0.949,1.12,1727.83,1,"B_0"
"82",0.042,-0.117,0.042,0.196,1350.426,1,"B_x"
"83",0.447,0.198,0.447,0.69,507.472,1.001,"psi"
"84",0.195,0.087,0.188,0.341,1367.022,1.002,"Sigma2_intercept"
"85",0.059,0,0.035,0.234,864.469,1.006,"Sigma2_psi"
"86",0.476,0.343,0.468,0.652,1273.136,1,"Sigma2_x"
"87",0.029,0,0.017,0.116,949.786,1,"Sigma2_epsilon"
"88",0.123,0.05,0.116,0.234,1654.102,1,"Sigma2_phi"
"89",-0.01,-0.078,-0.005,0.045,2443.805,1,"cov_int_psi"
"90",0.054,0,0.053,0.117,1337.103,1.001,"cov_int_phi"
"91",-0.014,-0.074,-0.007,0.021,557.098,1.01,"cov_psi_phi"
"92",-0.01,-0.078,-0.005,0.045,2443.805,1,"cov_1"
"93",-0.004,-0.051,-0.002,0.037,1842.493,1,"cov_2"
"94",-0.005,-0.043,-0.001,0.015,1207.825,1.001,"cov_3"
"95",0.131,0.046,0.127,0.234,915.392,1,"cov_4"
"96",-0.02,-0.116,-0.011,0.045,509.061,1.011,"cov_5"
"97",0,-0.088,0,0.09,275.128,1,"cov_6"
"98",0.67,0.538,0.665,0.822,1224.848,1,"Sigma2_e"
"99",0.054,0.045,0.054,0.065,3139.677,1,"Sigma2_ex"
"100",38.852,2.93,38.982,74.515,668.128,1.001,"lp_"
"101",0.914,0.74,0.915,1.083,2657.654,1,"B_0"
"102",-0.12,-0.278,-0.12,0.043,1620.909,1,"B_x"
"103",0.427,0.137,0.43,0.707,532.687,1,"psi"
"104",0.192,0.084,0.184,0.343,1600.54,1,"Sigma2_intercept"
"105",0.224,0.062,0.212,0.465,1307.077,1.002,"Sigma2_psi"
"106",0.485,0.35,0.475,0.681,1505.267,1.002,"Sigma2_x"
"107",0.047,0,0.037,0.149,958.098,1,"Sigma2_epsilon"
"108",0.133,0.045,0.127,0.258,1719.814,1,"Sigma2_phi"
"109",-0.114,-0.229,-0.109,-0.023,1654.194,1.004,"cov_int_psi"
