"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.991,0.899,0.99,1.079,73.294,1.003,"B_0"
"2",0.193,0.096,0.196,0.274,34.264,1.032,"Sigma2_intercept"
"3",0.038,0,0.037,0.094,10.271,1.079,"Sigma2_phi"
"4",0.023,-0.022,0.023,0.069,13.31,1.019,"cov_int_phi"
"5",0.023,-0.022,0.023,0.069,13.31,1.019,"cov_2"
"6",0.739,0.628,0.739,0.86,23.608,1.089,"Sigma2_e"
"7",25.938,-31.549,27.116,82.192,20.806,1.044,"lp_"
"8",1.043,0.966,1.043,1.115,109.383,1.023,"B_0"
"9",0.167,0.079,0.164,0.269,21.858,1.046,"Sigma2_intercept"
"10",0.134,0.055,0.128,0.232,25.15,1.01,"Sigma2_phi"
"11",0.036,-0.015,0.035,0.096,17.681,1.087,"cov_int_phi"
"12",0.036,-0.015,0.035,0.096,17.681,1.087,"cov_2"
"13",0.673,0.542,0.676,0.807,13.177,1.051,"Sigma2_e"
"14",65.502,-11.637,55.799,155.715,16.819,1.027,"lp_"
"15",0.979,0.893,0.981,1.064,108.947,1.011,"B_0"
"16",0.141,0.065,0.139,0.233,57.112,1.003,"Sigma2_intercept"
"17",0.122,0.044,0.119,0.22,35.698,1.034,"Sigma2_phi"
"18",0.086,0.035,0.085,0.143,61.149,1.005,"cov_int_phi"
"19",0.086,0.035,0.085,0.143,61.149,1.005,"cov_2"
"20",0.783,0.646,0.787,0.909,62.44,1.001,"Sigma2_e"
"21",2.698,-62.749,2.405,71.388,54.151,1.002,"lp_"
"22",0.935,0.85,0.934,1.022,105.608,1.007,"B_0"
"23",0.226,0.118,0.225,0.333,55.241,1.012,"Sigma2_intercept"
"24",0.132,0.044,0.131,0.23,30.822,1.033,"Sigma2_phi"
"25",0.049,-0.015,0.051,0.105,59.565,1.012,"cov_int_phi"
"26",0.049,-0.015,0.051,0.105,59.565,1.012,"cov_2"
"27",0.687,0.566,0.684,0.824,38.745,1.004,"Sigma2_e"
"28",60.74,-18.409,60.683,139.173,43.472,1,"lp_"
"29",1.018,0.917,1.02,1.108,59.882,1,"B_0"
"30",0.333,0.23,0.33,0.442,70.133,1.003,"Sigma2_intercept"
"31",0.141,0.05,0.142,0.235,18.646,1.036,"Sigma2_phi"
"32",0.09,0.04,0.088,0.147,32.048,1.01,"cov_int_phi"
"33",0.09,0.04,0.088,0.147,32.048,1.01,"cov_2"
"34",0.586,0.462,0.586,0.705,39.988,1.009,"Sigma2_e"
"35",121.575,40.611,121.041,205.932,27.626,1,"lp_"
"36",1.031,0.949,1.028,1.125,60.133,1.016,"B_0"
"37",0.258,0.171,0.256,0.359,74.709,1.04,"Sigma2_intercept"
"38",0.022,0.003,0.016,0.067,4.644,1.364,"Sigma2_phi"
"39",0.033,-0.006,0.029,0.083,10.751,1.283,"cov_int_phi"
"40",0.033,-0.006,0.029,0.083,10.751,1.283,"cov_2"
"41",0.771,0.684,0.768,0.872,106.809,1.001,"Sigma2_e"
"42",15.135,-31.651,14.132,61.305,65.449,1.004,"lp_"
"43",0.996,0.916,0.995,1.081,96.245,1,"B_0"
"44",0.206,0.108,0.207,0.301,39.184,1.046,"Sigma2_intercept"
"45",0.052,0.01,0.048,0.12,43.293,1.064,"Sigma2_phi"
"46",0.042,-0.007,0.042,0.091,30.303,1.075,"cov_int_phi"
"47",0.042,-0.007,0.042,0.091,30.303,1.075,"cov_2"
"48",0.689,0.59,0.687,0.794,65.235,1.014,"Sigma2_e"
"49",60.59,3.854,61.714,113.445,42.19,1.006,"lp_"
"50",1.05,0.969,1.05,1.133,124.856,1,"B_0"
"51",0.102,0.011,0.101,0.195,26.09,1.004,"Sigma2_intercept"
"52",0.1,0.029,0.096,0.183,43.11,1.003,"Sigma2_phi"
"53",0.04,-0.011,0.041,0.091,16.074,1.003,"cov_int_phi"
"54",0.04,-0.011,0.041,0.091,16.074,1.003,"cov_2"
"55",0.835,0.703,0.829,0.984,35.852,1.01,"Sigma2_e"
"56",-16.801,-75.471,-18.134,44.791,30.937,1.011,"lp_"
"57",1.037,0.963,1.036,1.111,314.402,1.005,"B_0"
"58",0.124,0.027,0.119,0.258,23.96,1.072,"Sigma2_intercept"
"59",0.011,0,0.006,0.048,30.123,1.052,"Sigma2_phi"
"60",0.01,-0.013,0.005,0.053,24.203,1.048,"cov_int_phi"
"61",0.01,-0.013,0.005,0.053,24.203,1.048,"cov_2"
"62",0.902,0.762,0.903,1.038,31.037,1.044,"Sigma2_e"
"63",-49.002,-110.746,-51.713,20,21.925,1.127,"lp_"
"64",0.893,0.809,0.891,0.983,63.484,1.034,"B_0"
"65",0.287,0.173,0.285,0.399,55.423,1.001,"Sigma2_intercept"
"66",0.083,0.001,0.083,0.191,4.977,1.575,"Sigma2_phi"
"67",0.062,0,0.066,0.128,14.036,1.107,"cov_int_phi"
"68",0.062,0,0.066,0.128,14.036,1.107,"cov_2"
"69",0.656,0.526,0.654,0.804,8.306,1.33,"Sigma2_e"
"70",81.467,1.233,77.304,177.077,9.714,1.35,"lp_"
"71",1.055,0.96,1.052,1.164,51.706,1.005,"B_0"
"72",0.237,0.129,0.237,0.348,58.362,1.01,"Sigma2_intercept"
"73",0.092,0.038,0.09,0.164,44.966,1.077,"Sigma2_phi"
"74",0.099,0.049,0.096,0.154,71.575,1.04,"cov_int_phi"
"75",0.099,0.049,0.096,0.154,71.575,1.04,"cov_2"
"76",0.724,0.615,0.724,0.831,54.459,1.008,"Sigma2_e"
"77",33.4,-33.269,33.954,97.751,49.803,1.033,"lp_"
"78",0.938,0.86,0.938,1.017,121.64,1.006,"B_0"
"79",0.168,0.085,0.165,0.265,42.139,1.13,"Sigma2_intercept"
"80",0.049,0.007,0.043,0.115,19.842,1.046,"Sigma2_phi"
"81",0.054,0.009,0.053,0.101,21.776,1.087,"cov_int_phi"
"82",0.054,0.009,0.053,0.101,21.776,1.087,"cov_2"
"83",0.803,0.695,0.803,0.912,44.571,1.146,"Sigma2_e"
"84",-6.691,-60.556,-6.537,50.122,17.973,1.219,"lp_"
"85",1.049,0.965,1.049,1.13,134.061,1.002,"B_0"
"86",0.166,0.069,0.164,0.271,37.201,1.021,"Sigma2_intercept"
"87",0.089,0.006,0.085,0.186,8.291,1.218,"Sigma2_phi"
"88",0.055,0.003,0.053,0.123,10.431,1.182,"cov_int_phi"
"89",0.055,0.003,0.053,0.123,10.431,1.182,"cov_2"
"90",0.755,0.617,0.75,0.921,12.183,1.106,"Sigma2_e"
"91",20.535,-55.182,20.693,98.192,17.243,1.069,"lp_"
"92",1.018,0.94,1.018,1.097,117.033,1.008,"B_0"
"93",0.18,0.09,0.181,0.269,19.755,1.012,"Sigma2_intercept"
"94",0.052,0.01,0.046,0.129,15.136,1.133,"Sigma2_phi"
"95",0.036,-0.006,0.036,0.075,46.826,1.045,"cov_int_phi"
"96",0.036,-0.006,0.036,0.075,46.826,1.045,"cov_2"
"97",0.762,0.643,0.762,0.881,17.726,1.011,"Sigma2_e"
"98",18.673,-50.215,19.792,84.296,15.04,1.018,"lp_"
"99",0.992,0.903,0.991,1.086,54.052,1.006,"B_0"
"100",0.244,0.146,0.242,0.349,52.747,1.064,"Sigma2_intercept"
"101",0.105,0.031,0.1,0.202,27.089,1.052,"Sigma2_phi"
"102",0.064,0.011,0.063,0.12,53.013,1.021,"cov_int_phi"
"103",0.064,0.011,0.063,0.12,53.013,1.021,"cov_2"
"104",0.666,0.524,0.67,0.803,28.391,1.104,"Sigma2_e"
"105",72.125,1.263,70.153,167.292,31.009,1.111,"lp_"
"106",0.966,0.89,0.964,1.055,103.625,1.033,"B_0"
"107",0.164,0.066,0.167,0.257,55.466,1.015,"Sigma2_intercept"
"108",0.124,0.035,0.122,0.207,31.096,1.003,"Sigma2_phi"
"109",0.057,0.011,0.059,0.104,55.709,1.005,"cov_int_phi"
"110",0.057,0.011,0.059,0.104,55.709,1.005,"cov_2"
"111",0.667,0.55,0.661,0.803,40.057,1.004,"Sigma2_e"
"112",70.467,-14.921,72.916,144.853,37.084,1.004,"lp_"
"113",0.988,0.911,0.988,1.064,166.442,1.006,"B_0"
"114",0.168,0.087,0.163,0.264,35.924,1.012,"Sigma2_intercept"
"115",0.025,0.001,0.02,0.072,19.95,1.25,"Sigma2_phi"
"116",0.034,-0.004,0.032,0.081,11.824,1.298,"cov_int_phi"
"117",0.034,-0.004,0.032,0.081,11.824,1.298,"cov_2"
"118",0.833,0.726,0.831,0.949,54.884,1,"Sigma2_e"
"119",-17.349,-62.554,-17.433,38.424,43.291,1.063,"lp_"
"120",0.99,0.909,0.991,1.072,48.544,1.005,"B_0"
"121",0.165,0.082,0.161,0.268,32.036,1.007,"Sigma2_intercept"
"122",0.04,0,0.032,0.13,6.666,1.18,"Sigma2_phi"
"123",0.029,-0.009,0.029,0.082,17.146,1.038,"cov_int_phi"
"124",0.029,-0.009,0.029,0.082,17.146,1.038,"cov_2"
"125",0.806,0.688,0.808,0.915,17.44,1.11,"Sigma2_e"
"126",-2.379,-57.189,-2.962,53.821,13.512,1.109,"lp_"
"127",0.948,0.87,0.947,1.032,59.46,1,"B_0"
"128",0.198,0.119,0.195,0.29,24.052,1.051,"Sigma2_intercept"
"129",0.08,0.026,0.078,0.149,21.556,1.018,"Sigma2_phi"
"130",0.081,0.033,0.08,0.138,17.415,1.082,"cov_int_phi"
"131",0.081,0.033,0.08,0.138,17.415,1.082,"cov_2"
"132",0.68,0.58,0.676,0.789,25.913,1.038,"Sigma2_e"
"133",63.429,-1.714,63.651,131.812,14.859,1.066,"lp_"
"134",0.986,0.911,0.984,1.066,126.577,1.005,"B_0"
"135",0.18,0.08,0.182,0.272,20.879,1.006,"Sigma2_intercept"
"136",0.054,0.003,0.053,0.129,8.528,1.17,"Sigma2_phi"
"137",0.046,-0.004,0.048,0.099,10.425,1.152,"cov_int_phi"
"138",0.046,-0.004,0.048,0.099,10.425,1.152,"cov_2"
"139",0.777,0.66,0.774,0.909,17.076,1.052,"Sigma2_e"
"140",7.799,-59.444,8.921,78.863,17.293,1.001,"lp_"
"141",1.011,0.937,1.013,1.08,168.778,1.003,"B_0"
"142",0.113,0.047,0.111,0.187,55.403,1.061,"Sigma2_intercept"
"143",0.076,0.002,0.073,0.199,3.839,2.019,"Sigma2_phi"
"144",0.019,-0.012,0.017,0.062,6.784,1.429,"cov_int_phi"
"145",0.019,-0.012,0.017,0.062,6.784,1.429,"cov_2"
"146",0.755,0.613,0.761,0.895,4.831,1.72,"Sigma2_e"
"147",21.932,-48.159,20.352,105.789,5.841,1.636,"lp_"
"148",1.015,0.947,1.014,1.092,180.364,1.002,"B_0"
"149",0.135,0.061,0.131,0.234,22.601,1.194,"Sigma2_intercept"
"150",0.114,0.044,0.112,0.2,16.555,1.198,"Sigma2_phi"
"151",0.032,-0.013,0.032,0.081,7.797,1.374,"cov_int_phi"
