"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.023,0.87,1.022,1.157,66.021,1.054,"B_0"
"2",0.17,0.102,0.168,0.254,106.937,1,"Sigma2_intercept"
"3",0.108,0.058,0.105,0.17,165.896,1.005,"Sigma2_phi"
"4",0.056,0.01,0.054,0.106,21.945,1.062,"cov_int_phi"
"5",0.056,0.01,0.054,0.106,21.945,1.062,"cov_2"
"6",0.645,0.576,0.644,0.723,139.418,1,"Sigma2_e"
"7",381.096,347.188,382.306,409.469,88.772,1,"lp_"
"8",1.014,0.866,1.016,1.154,10.325,1.329,"B_0"
"9",0.266,0.176,0.26,0.39,46.369,1.005,"Sigma2_intercept"
"10",0.089,0.045,0.087,0.145,65.707,1.016,"Sigma2_phi"
"11",0.085,0.035,0.083,0.142,38.624,1.055,"cov_int_phi"
"12",0.085,0.035,0.083,0.142,38.624,1.055,"cov_2"
"13",0.599,0.532,0.597,0.671,127.16,1.006,"Sigma2_e"
"14",411.807,378.847,411.167,442.029,51.995,1.001,"lp_"
"15",1.149,1.015,1.152,1.274,16.692,1.039,"B_0"
"16",0.237,0.158,0.232,0.355,50.848,1.001,"Sigma2_intercept"
"17",0.046,0.011,0.044,0.096,17.045,1.072,"Sigma2_phi"
"18",0.081,0.031,0.082,0.134,23.465,1.001,"cov_int_phi"
"19",0.081,0.031,0.082,0.134,23.465,1.001,"cov_2"
"20",0.682,0.607,0.681,0.754,199.087,1.012,"Sigma2_e"
"21",360.593,331.688,359.978,394.629,23.329,1.096,"lp_"
"22",0.841,0.675,0.847,0.975,53.915,1,"B_0"
"23",0.202,0.123,0.2,0.283,77.922,1.006,"Sigma2_intercept"
"24",0.154,0.089,0.15,0.24,118.998,1.005,"Sigma2_phi"
"25",0.111,0.058,0.11,0.172,104.076,1.003,"cov_int_phi"
"26",0.111,0.058,0.11,0.172,104.076,1.003,"cov_2"
"27",0.77,0.688,0.768,0.863,229.511,1,"Sigma2_e"
"28",312.129,280.446,313.115,341.541,68.396,1,"lp_"
"29",0.918,0.771,0.914,1.05,17.06,1.163,"B_0"
