"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.997,0.894,0.997,1.098,3040.229,1,"B_0"
"2",0.273,0.208,0.273,0.338,5906.499,1,"psi"
"3",0.162,0.1,0.159,0.24,1531.98,1,"Sigma2_intercept"
"4",0.018,0,0.015,0.056,917.587,1,"Sigma2_epsilon"
"5",0.102,0.06,0.1,0.162,1891.995,1,"Sigma2_phi"
"6",0.0439803034913112,-0.00347578040235208,0.044552570441177,0.09729054867738,100384.333587333,1.41845781128467,"cov_int_phi"
"7",-0.002,-0.031,-0.001,0.028,3643.826,1,"cov_2"
"8",0.654,0.585,0.653,0.731,3606.057,1,"Sigma2_e"
"9",-332.919,-364.173,-332.612,-303.085,547.594,1.001,"lp_"
"10",1.019,0.901,1.018,1.142,813.641,1,"B_0"
"11",0.272,0.197,0.272,0.345,2145.962,1.001,"psi"
"12",0.253,0.172,0.248,0.362,1213.354,1,"Sigma2_intercept"
"13",0.015,0,0.012,0.05,520.308,1.004,"Sigma2_epsilon"
"14",0.084,0.048,0.081,0.139,1010.693,1,"Sigma2_phi"
"15",0.0697779182466553,0.0138922000215899,0.0671644182568502,0.137729755760059,35393.3731460958,1.45199973738937,"cov_int_phi"
"16",0.008,-0.023,0.006,0.044,1639.789,1,"cov_2"
"17",0.606,0.54,0.605,0.676,1937.546,1.001,"Sigma2_e"
"18",-302.379,-332.137,-302.933,-270.3,619.537,1.002,"lp_"
"19",1.103,0.985,1.103,1.22,1061.522,1,"B_0"
"20",0.221,0.158,0.221,0.283,3372.133,1,"psi"
"21",0.227,0.151,0.223,0.331,1343.72,1,"Sigma2_intercept"
"22",0.006,0,0.003,0.025,1406.661,1,"Sigma2_epsilon"
"23",0.061,0.034,0.06,0.096,3884.364,1,"Sigma2_phi"
"24",0.068951480267251,0.0217912993781763,0.0644386252232896,0.135610678126818,69987.1772656341,1.55037580215458,"cov_int_phi"
"25",0.011,-0.012,0.007,0.046,1954.366,1,"cov_2"
"26",0.663,0.598,0.661,0.737,2665.347,1,"Sigma2_e"
"27",-339.355,-365.277,-339.125,-313.637,795.139,1,"lp_"
"28",0.885,0.769,0.886,0.998,2400.427,1.001,"B_0"
"29",0.321,0.253,0.321,0.389,5504.601,1,"psi"
"30",0.212,0.137,0.208,0.315,1790.601,1,"Sigma2_intercept"
"31",0.015,0,0.01,0.051,1018.521,1.002,"Sigma2_epsilon"
"32",0.14,0.09,0.138,0.208,2928.141,1,"Sigma2_phi"
"33",0.0951064093540419,0.0290904578230186,0.0922523008896652,0.176102924938356,145359.679373344,1.60965300807543,"cov_int_phi"
"34",0.005,-0.028,0.003,0.043,3353.26,1,"cov_2"
"35",0.771,0.689,0.769,0.861,4341.662,1,"Sigma2_e"
"36",-398.254,-426.519,-398.029,-370.405,794.342,1.001,"lp_"
"37",0.907,0.794,0.907,1.02,1417.622,1,"B_0"
"38",0.315,0.24,0.315,0.39,3491.04,1,"psi"
"39",0.241,0.159,0.237,0.346,1448.266,1.001,"Sigma2_intercept"
"40",0.008,0,0.004,0.034,908.038,1.004,"Sigma2_epsilon"
"41",0.098,0.06,0.096,0.15,2543.446,1.001,"Sigma2_phi"
"42",0.0843430082895041,0.0223397388923178,0.0816651380690636,0.156671249897381,72757.6259358197,1.52628160857774,"cov_int_phi"
"43",0.003,-0.028,0.001,0.036,2873.241,1,"cov_2"
"44",0.702,0.631,0.7,0.776,3055.473,1,"Sigma2_e"
"45",-361.174,-387.642,-361.177,-334.717,941.235,1.002,"lp_"
"46",0.994,0.883,0.995,1.102,1153.132,1,"B_0"
"47",0.254,0.189,0.254,0.319,3472.834,1,"psi"
