"","V1","V2","V3","V4","V5","V6","Parameter"
"1",0.989,0.764,0.994,1.199,698.104,1,"B_0"
"2",0.004,-0.326,0.01,0.302,805.655,1,"B_x"
"3",0.372,0.234,0.372,0.517,404.844,1,"psi"
"4",0.183,0.108,0.177,0.295,1467.124,1,"Sigma2_intercept"
"5",1.243,0.844,1.209,1.827,1239.702,1.001,"Sigma2_x"
"6",0.023,0,0.019,0.071,1043.275,1,"Sigma2_epsilon"
"7",0.202,0.096,0.186,0.399,508.352,1,"Sigma2_phi"
"8",0.101,0.042,0.097,0.176,1332.795,1,"cov_int_phi"
"9",-0.015,-0.066,-0.012,0.028,727.733,1,"cov_2"
"10",0.31,0.17,0.301,0.503,1099.437,1,"cov_4"
"11",-0.005,-0.156,-0.002,0.149,331.785,1,"cov_6"
"12",0.707,0.634,0.705,0.785,3852.502,1,"Sigma2_e"
"13",0.098,0.088,0.098,0.108,5629.719,1,"Sigma2_ex"
"14",187.67,161.61,188.383,210.936,798.38,1,"lp_"
"15",1.008,0.824,1.008,1.198,970.302,1,"B_0"
"16",-0.004,-0.281,-0.004,0.28,1041.744,1,"B_x"
"17",0.277,0.161,0.276,0.397,248.803,1.002,"psi"
"18",0.242,0.15,0.235,0.374,1550.176,1,"Sigma2_intercept"
"19",1.016,0.691,0.991,1.479,1398.17,1,"Sigma2_x"
"20",0.012,0,0.007,0.045,1157.65,1,"Sigma2_epsilon"
"21",0.093,0.041,0.085,0.194,363.348,1,"Sigma2_phi"
"22",0.056,0.008,0.054,0.112,1426.2,1,"cov_int_phi"
"23",-0.007,-0.043,-0.004,0.024,1119.112,1.001,"cov_2"
"24",0.226,0.089,0.219,0.399,1308.392,1.001,"cov_4"
"25",-0.001,-0.104,0,0.096,162.911,1.003,"cov_6"
"26",0.669,0.605,0.667,0.741,4546.204,1,"Sigma2_e"
"27",0.1,0.09,0.1,0.111,5726.765,1,"Sigma2_ex"
"28",202.711,179.016,202.709,227.176,878.322,1,"lp_"
"29",1.052,0.89,1.05,1.219,1764.854,1,"B_0"
"30",0.052,-0.236,0.052,0.331,1870.93,1,"B_x"
"31",0.297,0.204,0.296,0.405,553.044,1,"psi"
"32",0.118,0.064,0.113,0.195,1444.039,1.001,"Sigma2_intercept"
"33",1.092,0.728,1.062,1.632,1289.944,1,"Sigma2_x"
"34",0.008,0,0.004,0.035,1343.773,1.001,"Sigma2_epsilon"
"35",0.107,0.051,0.099,0.215,799.865,1,"Sigma2_phi"
"36",0.057,0.022,0.055,0.104,1314.313,1.001,"cov_int_phi"
"37",-0.002,-0.026,-0.001,0.018,1388.437,1,"cov_2"
"38",0.198,0.09,0.192,0.349,1345.81,1,"cov_4"
"39",-0.004,-0.098,-0.001,0.084,350.782,1.001,"cov_6"
"40",0.645,0.583,0.643,0.714,3971.046,1,"Sigma2_e"
"41",0.102,0.092,0.102,0.113,3677.85,1,"Sigma2_ex"
"42",208.408,184.545,208.473,230.341,1113.588,1,"lp_"
"43",0.861,0.696,0.861,1.023,1347.806,1.001,"B_0"
"44",-0.103,-0.384,-0.103,0.178,1018.62,1.002,"B_x"
"45",0.24,0.091,0.241,0.375,203.877,1,"psi"
"46",0.155,0.088,0.15,0.259,1746.551,1,"Sigma2_intercept"
"47",1.042,0.696,1.013,1.547,1187.639,1.004,"Sigma2_x"
"48",0.018,0,0.014,0.063,929.432,1,"Sigma2_epsilon"
"49",0.083,0.032,0.073,0.194,366.408,1,"Sigma2_phi"
"50",0.033,-0.004,0.032,0.077,1116.871,1.002,"cov_int_phi"
"51",-0.005,-0.04,-0.003,0.025,951.864,1,"cov_2"
"52",0.157,0.044,0.151,0.304,866.761,1.005,"cov_4"
"53",0.004,-0.115,0.001,0.14,157.264,1,"cov_6"
"54",0.71,0.642,0.709,0.787,5071.899,1,"Sigma2_e"
"55",0.103,0.092,0.102,0.114,8261.102,1,"Sigma2_ex"
"56",168.962,143.611,169.076,192.528,798.081,1,"lp_"
"57",0.985,0.803,0.984,1.16,1045.023,1,"B_0"
"58",0.073,-0.18,0.074,0.334,1149.891,1,"B_x"
"59",0.305,0.168,0.303,0.453,344.153,1,"psi"
"60",0.192,0.115,0.185,0.303,1534.99,1,"Sigma2_intercept"
"61",0.898,0.612,0.88,1.302,1652.853,1.001,"Sigma2_x"
"62",0.015,0,0.011,0.054,1235.378,1.001,"Sigma2_epsilon"
"63",0.103,0.045,0.093,0.224,524.549,1,"Sigma2_phi"
"64",0.063,0.017,0.061,0.119,1664.169,1.001,"cov_int_phi"
"65",-0.011,-0.054,-0.008,0.022,763.383,1,"cov_2"
"66",0.241,0.118,0.233,0.395,1364.417,1,"cov_4"
"67",0.001,-0.116,0.002,0.106,260.343,1.001,"cov_6"
"68",0.714,0.644,0.713,0.791,6413.338,1,"Sigma2_e"
"69",0.098,0.089,0.098,0.109,8232.374,1,"Sigma2_ex"
"70",183.439,159.366,183.557,205.601,1036.076,1,"lp_"
"71",1.031,0.865,1.032,1.19,1196.924,1.002,"B_0"
"72",-0.042,-0.264,-0.043,0.186,1065.244,1,"B_x"
"73",0.248,0.027,0.252,0.45,203.533,1,"psi"
"74",0.137,0.075,0.132,0.223,1343.785,1,"Sigma2_intercept"
"75",0.649,0.437,0.627,0.977,1153.017,1.003,"Sigma2_x"
"76",0.033,0.002,0.029,0.091,689.706,1.003,"Sigma2_epsilon"
"77",0.079,0.028,0.069,0.196,353.027,1.002,"Sigma2_phi"
