"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.059,0.955,1.058,1.166,3881.801,1,"B_0"
"2",0.054,-0.073,0.056,0.184,1951.084,1,"B_x"
"3",0.273,-0.165,0.283,0.643,35.908,1.002,"psi"
"4",0.122,0.055,0.12,0.198,1015.197,1,"Sigma2_intercept"
"5",0.547,0.435,0.542,0.689,1710.369,1.002,"Sigma2_x"
"6",0.101,0.024,0.092,0.235,341.73,1.009,"Sigma2_epsilon"
"7",0.133,0.065,0.13,0.219,1492.78,1,"Sigma2_phi"
"8",0.002,-0.042,0.003,0.044,867.28,1,"cov_int_phi"
"9",-0.022,-0.074,-0.021,0.028,115.748,1.001,"cov_2"
"10",0.086,0.026,0.085,0.155,678.299,1.003,"cov_4"
"11",0.018,-0.175,0.013,0.247,33.632,1.002,"cov_6"
"12",0.607,0.521,0.604,0.706,1410.043,1,"Sigma2_e"
"13",0.047,0.041,0.047,0.054,4366.713,1,"Sigma2_ex"
"14",238.029,188.577,238.893,283.783,635.31,1.001,"lp_"
"15",0.966,0.833,0.966,1.093,2497.915,1,"B_0"
"16",-0.004,-0.116,-0.003,0.109,1494.681,1,"B_x"
"17",0.435,0.207,0.441,0.61,154.313,1.007,"psi"
"18",0.243,0.156,0.24,0.349,2090.578,1,"Sigma2_intercept"
"19",0.486,0.384,0.483,0.61,1310.751,1.001,"Sigma2_x"
"20",0.018,0,0.01,0.081,497.23,1.003,"Sigma2_epsilon"
"21",0.117,0.064,0.114,0.186,1671.327,1,"Sigma2_phi"
"22",0.07,0.027,0.069,0.121,1042.775,1,"cov_int_phi"
"23",0.006,-0.028,0.003,0.054,530.477,1.001,"cov_2"
"24",0.146,0.074,0.143,0.229,950.515,1,"cov_4"
"25",0.01,-0.064,0.002,0.109,109.787,1.011,"cov_6"
"26",0.658,0.573,0.657,0.754,2274.716,1,"Sigma2_e"
"27",0.053,0.046,0.053,0.06,3267.717,1,"Sigma2_ex"
"28",178.37,135.6,179.057,221.536,671.189,1,"lp_"
"29",1.049,0.932,1.049,1.166,2807.47,1,"B_0"
"30",0.013,-0.088,0.013,0.118,1433.043,1,"B_x"
"31",0.418,0.049,0.412,0.806,40.903,1.031,"psi"
"32",0.182,0.103,0.18,0.276,1676.779,1.001,"Sigma2_intercept"
"33",0.405,0.32,0.401,0.514,1528.7,1,"Sigma2_x"
"34",0.064,0.001,0.058,0.171,529.172,1.003,"Sigma2_epsilon"
"35",0.117,0.051,0.114,0.204,854.944,1.001,"Sigma2_phi"
"36",0.04,-0.002,0.039,0.087,1466.659,1,"cov_int_phi"
"37",0.003,-0.045,0.003,0.054,183.293,1.013,"cov_2"
"38",0.086,0.029,0.086,0.15,735.705,1.001,"cov_4"
"39",-0.009,-0.155,-0.005,0.134,37.085,1.03,"cov_6"
"40",0.642,0.548,0.639,0.747,1731.242,1,"Sigma2_e"
"41",0.051,0.044,0.05,0.058,5364.288,1,"Sigma2_ex"
"42",200.901,153.673,201.731,247.126,715.609,1,"lp_"
"43",0.99,0.859,0.989,1.122,1956.056,1.001,"B_0"
"44",-0.032,-0.155,-0.032,0.095,1198.97,1.001,"B_x"
"45",0.427,0.224,0.426,0.646,47.708,1.004,"psi"
"46",0.253,0.16,0.25,0.368,1465.272,1,"Sigma2_intercept"
"47",0.576,0.458,0.571,0.722,1541.08,1,"Sigma2_x"
"48",0.028,0,0.02,0.096,780.025,1.002,"Sigma2_epsilon"
"49",0.127,0.068,0.123,0.208,1213.819,1,"Sigma2_phi"
"50",0.039,-0.006,0.037,0.098,1154.989,1,"cov_int_phi"
"51",0.017,-0.014,0.014,0.064,1560.815,1.001,"cov_2"
"52",0.052,-0.022,0.051,0.133,1115.356,1,"cov_4"
"53",-0.004,-0.12,-0.001,0.099,40.038,1.005,"cov_6"
"54",0.698,0.6,0.697,0.804,1620.265,1,"Sigma2_e"
"55",0.053,0.047,0.053,0.06,3454.113,1,"Sigma2_ex"
"56",158.844,114.653,158.694,202.435,655.699,1,"lp_"
"57",1.045,0.918,1.044,1.172,1398.002,1,"B_0"
"58",-0.061,-0.166,-0.062,0.049,955.28,1,"B_x"
"59",0.338,-0.12,0.34,0.799,62.66,1.015,"psi"
"60",0.232,0.143,0.228,0.344,1702.472,1,"Sigma2_intercept"
"61",0.441,0.347,0.436,0.559,1400.71,1.001,"Sigma2_x"
"62",0.106,0.003,0.096,0.263,237.899,1.002,"Sigma2_epsilon"
"63",0.161,0.069,0.158,0.262,536.205,1.001,"Sigma2_phi"
"64",0.04,-0.013,0.039,0.099,1219.612,1,"cov_int_phi"
"65",0.012,-0.045,0.011,0.077,276.051,1.005,"cov_2"
"66",0.082,0.013,0.081,0.155,597.194,1.001,"cov_4"
"67",0.033,-0.155,0.03,0.232,58.529,1.017,"cov_6"
"68",0.687,0.586,0.684,0.809,679.576,1.001,"Sigma2_e"
"69",0.049,0.043,0.049,0.056,4416.386,1,"Sigma2_ex"
"70",191.161,138.547,191.28,239.916,444.202,1.001,"lp_"
"71",0.979,0.846,0.979,1.117,2670.091,1,"B_0"
"72",-0.061,-0.173,-0.061,0.052,1811.832,1.002,"B_x"
"73",0.414,-0.104,0.423,0.851,28.625,1.013,"psi"
"74",0.247,0.156,0.243,0.359,1797.56,1.001,"Sigma2_intercept"
"75",0.498,0.392,0.493,0.63,1584.673,1,"Sigma2_x"
"76",0.117,0.021,0.108,0.279,310.71,1.007,"Sigma2_epsilon"
"77",0.192,0.104,0.19,0.295,1312.174,1.004,"Sigma2_phi"
"78",0.071,0.012,0.07,0.135,1630.992,1.003,"cov_int_phi"
"79",0.015,-0.057,0.013,0.099,83.151,1.004,"cov_2"
"80",0.136,0.067,0.135,0.219,1292.232,1.002,"cov_4"
"81",0.015,-0.197,0.009,0.258,27.743,1.014,"cov_6"
"82",0.642,0.548,0.639,0.752,1394.323,1.003,"Sigma2_e"
"83",0.054,0.047,0.054,0.062,4316.428,1,"Sigma2_ex"
"84",180.712,129.38,181.346,228.226,694.378,1.011,"lp_"
"85",0.929,0.803,0.928,1.052,3281.718,1,"B_0"
"86",-0.09,-0.207,-0.09,0.029,2430.022,1,"B_x"
"87",0.34,-0.006,0.343,0.677,76.825,1.017,"psi"
"88",0.235,0.146,0.232,0.344,1731.05,1.002,"Sigma2_intercept"
"89",0.529,0.421,0.525,0.665,1613.499,1,"Sigma2_x"
"90",0.087,0.01,0.081,0.198,548.124,1,"Sigma2_epsilon"
"91",0.137,0.065,0.135,0.224,794.264,1,"Sigma2_phi"
"92",0.031,-0.017,0.031,0.085,1609.063,1.001,"cov_int_phi"
"93",-0.015,-0.08,-0.014,0.046,179.003,1.006,"cov_2"
"94",0.137,0.067,0.135,0.223,1174.849,1,"cov_4"
"95",0.002,-0.171,0,0.177,69.086,1.017,"cov_6"
"96",0.612,0.516,0.609,0.721,1395.4,1,"Sigma2_e"
"97",0.051,0.045,0.05,0.058,4202.922,1.001,"Sigma2_ex"
"98",214.923,163.126,214.998,266.867,563.879,1.003,"lp_"
"99",1.096,0.987,1.096,1.21,3211.587,1,"B_0"
"100",0.039,-0.08,0.038,0.157,1374.303,1,"B_x"
"101",0.283,-0.006,0.285,0.552,43.358,1.001,"psi"
"102",0.201,0.117,0.198,0.301,1570.488,1,"Sigma2_intercept"
"103",0.489,0.387,0.483,0.621,1560.005,1,"Sigma2_x"
"104",0.04,0,0.032,0.128,586.447,1.002,"Sigma2_epsilon"
"105",0.071,0.023,0.067,0.144,895.697,1,"Sigma2_phi"
