"","V1","V2","V3","V4","V5","V6","Parameter"
"1",1.011,0.924,1.011,1.093,2525.38,1,"B_0"
"2",0.025,-0.068,0.024,0.116,1634.308,1,"B_x"
"3",0.291,0.166,0.292,0.416,154.303,1.008,"psi"
"4",0.196,0.111,0.195,0.286,707.625,1,"Sigma2_intercept"
"5",0.155,0.078,0.154,0.243,1009.814,1.001,"Sigma2_psi"
"6",0.873,0.755,0.868,1.013,1668.567,1,"Sigma2_x"
"7",0.014,0,0.008,0.062,653.617,1.001,"Sigma2_epsilon"
"8",0.087,0.044,0.084,0.147,1657.324,1,"Sigma2_phi"
"9",-0.046,-0.096,-0.046,0.005,1011.345,1,"cov_int_psi"
"10",0.056,0.021,0.056,0.091,686.594,1.001,"cov_int_phi"
"11",-0.047,-0.086,-0.045,-0.017,1177.325,1.004,"cov_psi_phi"
"12",-0.046,-0.096,-0.046,0.005,1011.345,1,"cov_1"
"13",-0.005,-0.039,-0.002,0.023,1239.212,1,"cov_2"
"14",-0.006,-0.04,-0.003,0.017,1231.189,1,"cov_3"
"15",0.209,0.14,0.207,0.283,1029.849,1,"cov_4"
"16",-0.14,-0.216,-0.139,-0.07,784.018,1,"cov_5"
"17",-0.002,-0.089,-0.001,0.076,87.766,1.017,"cov_6"
"18",0.559,0.462,0.556,0.669,612.885,1,"Sigma2_e"
"19",0.103,0.09,0.103,0.118,2532.649,1,"Sigma2_ex"
"20",-462.952,-556.601,-461.257,-373.936,574.336,1,"lp_"
"21",1.05,0.965,1.05,1.132,1743.303,1,"B_0"
"22",0.048,-0.052,0.047,0.151,1290.396,1,"B_x"
"23",0.348,0.214,0.345,0.497,123.013,1.003,"psi"
"24",0.172,0.094,0.171,0.256,712.943,1,"Sigma2_intercept"
"25",0.097,0.045,0.095,0.16,802.209,1,"Sigma2_psi"
"26",0.976,0.839,0.973,1.131,1373.316,1,"Sigma2_x"
"27",0.028,0,0.018,0.103,379.862,1,"Sigma2_epsilon"
"28",0.139,0.079,0.135,0.218,705.663,1,"Sigma2_phi"
"29",-0.064,-0.11,-0.062,-0.024,964.49,1,"cov_int_psi"
"30",0.056,0.016,0.056,0.095,763.789,1.001,"cov_int_phi"
"31",-0.055,-0.091,-0.054,-0.022,626.467,1.001,"cov_psi_phi"
"32",-0.064,-0.11,-0.062,-0.024,964.49,1,"cov_1"
"33",-0.009,-0.052,-0.006,0.023,579.305,1,"cov_2"
"34",-0.001,-0.033,0,0.03,701.304,1,"cov_3"
"35",0.186,0.116,0.185,0.262,624.699,1,"cov_4"
"36",-0.156,-0.231,-0.154,-0.087,521.228,1.004,"cov_5"
"37",-0.008,-0.134,-0.003,0.104,88.241,1.004,"cov_6"
"38",0.574,0.477,0.572,0.681,497.881,1,"Sigma2_e"
"39",0.093,0.081,0.093,0.107,1952.848,1,"Sigma2_ex"
"40",-435.995,-530.299,-434.161,-343.605,458.386,1,"lp_"
"41",0.983,0.896,0.983,1.071,2850.094,1.001,"B_0"
"42",0.004,-0.098,0.005,0.101,1911.942,1.002,"B_x"
"43",0.302,0.142,0.302,0.442,244.87,1,"psi"
"44",0.166,0.09,0.165,0.252,687.723,1.006,"Sigma2_intercept"
"45",0.134,0.066,0.132,0.217,994.074,1.016,"Sigma2_psi"
"46",0.989,0.856,0.986,1.14,2032.167,1,"Sigma2_x"
"47",0.031,0,0.021,0.117,414.066,1.001,"Sigma2_epsilon"
"48",0.12,0.062,0.115,0.2,670.567,1.002,"Sigma2_phi"
"49",-0.085,-0.136,-0.084,-0.039,768.71,1.009,"cov_int_psi"
"50",0.083,0.046,0.082,0.131,677.031,1.003,"cov_int_phi"
"51",-0.071,-0.117,-0.069,-0.034,597.87,1.001,"cov_psi_phi"
"52",-0.085,-0.136,-0.084,-0.039,768.71,1.009,"cov_1"
"53",0.011,-0.026,0.006,0.063,635.701,1,"cov_2"
"54",-0.01,-0.061,-0.006,0.023,553.933,1.002,"cov_3"
"55",0.241,0.164,0.24,0.324,965.197,1.002,"cov_4"
"56",-0.2,-0.279,-0.2,-0.122,903.291,1,"cov_5"
"57",0.001,-0.125,0,0.14,192.397,1,"cov_6"
"58",0.637,0.524,0.636,0.75,442.525,1.013,"Sigma2_e"
"59",0.105,0.091,0.104,0.121,2223.03,1,"Sigma2_ex"
"60",-526.632,-618.53,-526.574,-435.388,436.454,1.013,"lp_"
"61",0.957,0.873,0.958,1.043,2282.508,1,"B_0"
"62",0.004,-0.099,0.004,0.105,1425.292,1.002,"B_x"
"63",0.311,0.136,0.312,0.477,90.954,1.017,"psi"
"64",0.2,0.125,0.197,0.287,951.711,1.003,"Sigma2_intercept"
"65",0.168,0.102,0.165,0.252,1090.751,1,"Sigma2_psi"
"66",1.078,0.933,1.074,1.242,1190.768,1,"Sigma2_x"
"67",0.048,0.001,0.044,0.133,442.871,1,"Sigma2_epsilon"
"68",0.157,0.089,0.154,0.238,773.584,1,"Sigma2_phi"
"69",-0.108,-0.162,-0.107,-0.061,1110.052,1.009,"cov_int_psi"
"70",0.053,0.007,0.053,0.099,623.608,1,"cov_int_phi"
